id	sym	emt_ut_rep1	emt_ut_rep2	emt_10d_rep1	emt_10d_rep2
ENSMUSG00000026452	Syt2	1	0	3	3
ENSMUSG00000026455	Klhl12	1189	911	1863	893
ENSMUSG00000026456	Cyb5r1	1965	1475	4458	2181
ENSMUSG00000026457	Adipor1	6246	4811	11862	6329
ENSMUSG00000026458	Ppfia4	2	2	13	12
ENSMUSG00000026459	Myog	0	0	0	0
ENSMUSG00000026463	Atp2b4	1627	1716	10915	7462
ENSMUSG00000026466	Tor1aip1	1123	998	2539	1566
ENSMUSG00000026468	Lhx4	0	0	3	0
ENSMUSG00000026469	Xpr1	1766	1519	3359	1921
ENSMUSG00000026470	Stx6	1405	1112	4884	2466
ENSMUSG00000026471	Mr1	165	152	760	409
ENSMUSG00000026473	Glul	2756	2426	3598	1863
ENSMUSG00000026475	Rgs16	0	0	10	3
ENSMUSG00000026478	Lamc1	11131	10179	18539	11064
ENSMUSG00000026479	Lamc2	9887	7177	6238	2839
ENSMUSG00000026480	Ncf2	50	55	698	397
ENSMUSG00000026482	Rgl1	5553	4330	1625	865
ENSMUSG00000026483	Fam129a	6088	4950	4148	2153
ENSMUSG00000026484	Rnf2	1933	1603	4220	2025
ENSMUSG00000026489	Adck3	41	41	70	50
ENSMUSG00000026490	Cdc42bpa	5717	4795	13029	6712
ENSMUSG00000026491	Ahctf1	13267	9804	14665	7096
ENSMUSG00000026492	Tfb2m	527	439	1154	570
ENSMUSG00000026494	Kif26b	0	0	49	32
ENSMUSG00000026495	Efcab2	85	70	152	63
ENSMUSG00000026496	Parp1	5134	3974	5470	2583
ENSMUSG00000026497	Mixl1	0	0	1	0
ENSMUSG00000026499	Acbd3	1906	1596	4018	2008
ENSMUSG00000026500	Cox20	282	205	314	142
ENSMUSG00000026502	Desi2	1547	1202	3341	1659
ENSMUSG00000026504	Sdccag8	500	376	1168	458
ENSMUSG00000026509	Capn2	8031	6114	25346	13062
ENSMUSG00000026510	Trp53bp2	775	729	1532	1011
ENSMUSG00000026511	Srp9	2520	2042	3988	1793
ENSMUSG00000026514	Cnih3	5	0	11	5
ENSMUSG00000026516	Nvl	2757	2101	4168	2202
ENSMUSG00000026519	Tmem63a	5898	5067	4722	2682
ENSMUSG00000026520	Pycr2	5403	4741	3676	2103
ENSMUSG00000026523	Wdr64	1	0	1	0
ENSMUSG00000026525	Opn3	27	23	29	24
ENSMUSG00000026526	Fh1	2900	2193	3759	1981
ENSMUSG00000026527	Rgs7	0	0	1	5
ENSMUSG00000026531	Mptx1	1	0	0	0
ENSMUSG00000026532	Spta1	56	46	7	3
ENSMUSG00000026535	Ifi202b	571	311	937	372
ENSMUSG00000026536	Mnda	65	52	79	45
ENSMUSG00000026542	Apcs	0	0	1	0
ENSMUSG00000026544	Dusp23	0	0	2	1
ENSMUSG00000026546	Cfap45	8	3	3	2
ENSMUSG00000026547	Tagln2	8759	7302	22981	14489
ENSMUSG00000026548	Slamf9	157	142	1058	615
ENSMUSG00000026553	Copa	13423	10041	24763	12816
ENSMUSG00000026554	Dcaf8	3658	3016	7347	3834
ENSMUSG00000026556	Vangl2	109	118	826	595
ENSMUSG00000026558	Uck2	8323	6225	13969	7681
ENSMUSG00000026560	Fmo9	0	0	5	0
ENSMUSG00000026563	Tada1	1082	875	1343	718
ENSMUSG00000026564	Dusp27	1	1	9	6
ENSMUSG00000026565	Pou2f1	2297	2131	3741	2175
ENSMUSG00000026566	Mpzl1	573	570	1218	1021
ENSMUSG00000026567	Adcy10	4	1	7	1
ENSMUSG00000026568	Mpc2	1067	901	1120	563
ENSMUSG00000026571	Dcaf6	1500	1305	3855	1824
ENSMUSG00000026572	Tbx19	0	0	1	1
ENSMUSG00000026574	Dpt	0	0	2	0
ENSMUSG00000026575	Nme7	1164	881	1650	860
ENSMUSG00000026576	Atp1b1	6	5	9	5
ENSMUSG00000026577	Blzf1	905	630	1659	752
ENSMUSG00000026578	Ccdc181	438	349	759	269
ENSMUSG00000026579	F5	9	5	19	22
ENSMUSG00000026580	Selp	3	0	72	63
ENSMUSG00000026581	Sell	0	0	4	0
ENSMUSG00000026582	Sele	0	0	3	2
ENSMUSG00000026584	Scyl3	746	605	1386	679
ENSMUSG00000026585	Kifap3	1784	1457	4177	2028
ENSMUSG00000026586	Prrx1	0	0	2	0
ENSMUSG00000026587	Astn1	0	0	24	13
ENSMUSG00000026589	Sec16b	205	192	173	87
ENSMUSG00000026592	Tex35	0	0	3	1
ENSMUSG00000026594	Ralgps2	3471	2839	3984	2052
ENSMUSG00000026596	Abl2	6238	5108	13435	7526
ENSMUSG00000026600	Soat1	981	794	2175	1208
ENSMUSG00000026601	Axdnd1	17	9	15	7
ENSMUSG00000026602	Nphs2	0	0	1	0
ENSMUSG00000026603	Smyd2	2091	1602	3093	1674
ENSMUSG00000026604	Ptpn14	9296	9643	13649	8764
ENSMUSG00000026605	Cenpf	10080	5033	8140	3471
ENSMUSG00000026608	Kctd3	2248	1834	2233	1168
ENSMUSG00000026609	Ush2a	0	0	13	7
ENSMUSG00000026610	Esrrg	0	0	8	3
ENSMUSG00000026611	Spata17	8	2	8	7
ENSMUSG00000026614	Slc30a10	0	0	3	0
ENSMUSG00000026615	Eprs	17273	12645	29432	13292
ENSMUSG00000026616	Cr2	0	0	6	2
ENSMUSG00000026617	Bpnt1	5616	4198	4634	2267
ENSMUSG00000026618	Iars2	3444	2661	5762	2983
ENSMUSG00000026620	Mark1	0	0	2	5
ENSMUSG00000026621	Marc1	1	0	2	1
ENSMUSG00000026622	Nek2	4406	3449	2852	1305
ENSMUSG00000026623	Lpgat1	4571	3638	9903	5180
ENSMUSG00000026626	Ppp2r5a	3452	2845	4200	2156
ENSMUSG00000026627	Tmem206	364	315	1066	618
ENSMUSG00000026628	Atf3	1214	855	2159	1073
ENSMUSG00000026630	Batf3	5	3	3	3
ENSMUSG00000026632	Tatdn3	236	210	385	173
ENSMUSG00000026634	Angel2	1582	1233	2923	1566
ENSMUSG00000026637	Traf5	217	193	83	56
ENSMUSG00000026638	Irf6	22	31	14	7
ENSMUSG00000026639	Lamb3	9202	8057	19316	10903
ENSMUSG00000026640	Plxna2	2415	2252	3752	2283
ENSMUSG00000026641	Usf1	1349	1081	4100	2163
ENSMUSG00000026643	Nmt2	5686	4328	9661	4629
ENSMUSG00000026644	Acbd7	0	0	1	1
ENSMUSG00000026645	Olah	0	1	2	0
ENSMUSG00000026646	Suv39h2	927	647	1227	536
ENSMUSG00000026648	Dclre1c	612	467	834	402
ENSMUSG00000026649	Cfap126	11	5	24	13
ENSMUSG00000026650	Meig1	1	0	12	2
ENSMUSG00000026655	Fam107b	10801	7845	10957	5249
ENSMUSG00000026656	Fcgr2b	0	1	35	11
ENSMUSG00000026657	Frmd4a	1301	1254	1919	1203
ENSMUSG00000026659	Dusp12	350	320	817	430
ENSMUSG00000026662	Sephs1	4653	3416	6373	3463
ENSMUSG00000026663	Atf6	2490	1951	7622	4066
ENSMUSG00000026664	Phyh	136	106	161	82
ENSMUSG00000026667	Uhmk1	8236	6778	23715	12922
ENSMUSG00000026668	Ucma	1	1	3	3
ENSMUSG00000026669	Mcm10	5692	4515	3749	1837
ENSMUSG00000026670	Uap1	2049	1549	5700	2814
ENSMUSG00000026672	Optn	3870	3137	5590	2727
ENSMUSG00000026674	Ddr2	254	191	1766	868
ENSMUSG00000026675	Hsd17b7	1700	1331	4142	2121
ENSMUSG00000026676	Ccdc3	0	0	7	3
ENSMUSG00000026678	Rgs5	0	1	10	11
ENSMUSG00000026679	Enkur	36	37	106	48
ENSMUSG00000026683	Nuf2	2988	2308	2788	1186
ENSMUSG00000026686	Lmx1a	1047	736	112	71
ENSMUSG00000026687	Aldh9a1	1500	1287	1819	1055
ENSMUSG00000026688	Mgst3	2214	1836	1274	668
ENSMUSG00000026691	Fmo3	0	0	2	2
ENSMUSG00000026692	Fmo4	0	1	0	1
ENSMUSG00000026694	Mettl13	1987	1532	1640	915
ENSMUSG00000026696	Vamp4	810	641	1349	636
ENSMUSG00000026698	Pigc	628	448	1329	639
ENSMUSG00000026700	Tnfsf4	1	3	13	7
ENSMUSG00000026701	Prdx6	15845	11704	25192	13383
ENSMUSG00000026705	Klhl20	755	606	1821	1029
ENSMUSG00000026707	Nsun6	535	403	860	378
ENSMUSG00000026708	Cenpl	635	550	717	400
ENSMUSG00000026709	Dars2	1252	967	1483	734
ENSMUSG00000026712	Mrc1	571	329	225	89
ENSMUSG00000026715	Serpinc1	17	14	37	24
ENSMUSG00000026718	Stam	2551	1869	7270	3614
ENSMUSG00000026721	Rabgap1l	846	614	1917	915
ENSMUSG00000026723	Trdmt1	339	269	416	189
ENSMUSG00000026725	Tnn	0	0	804	385
ENSMUSG00000026726	Cubn	232	196	776	443
ENSMUSG00000026727	Rsu1	921	700	8239	4166
ENSMUSG00000026728	Vim	54855	46390	148392	86008
ENSMUSG00000026729	4930562F07Rik	1	0	0	0
ENSMUSG00000026730	Pter	958	694	1095	523
ENSMUSG00000026734	4921504E06Rik	0	0	3	2
ENSMUSG00000026735	Ptf1a	0	0	0	0
ENSMUSG00000026736	4930426L09Rik	10	2	57	33
ENSMUSG00000026737	Pip4k2a	1253	1054	4067	2140
ENSMUSG00000026739	Bmi1	4957	3476	7102	3274
ENSMUSG00000026740	Dnajc1	1373	1118	2789	1359
ENSMUSG00000026743	Mllt10	2775	2277	4543	2407
ENSMUSG00000026748	Plxdc2	0	0	5	6
ENSMUSG00000026749	Nek6	2947	2361	4664	2919
ENSMUSG00000026750	Psmb7	10926	8331	15101	7552
ENSMUSG00000026751	Nr5a1	0	2	11	4
ENSMUSG00000026753	Ppp6c	2420	1890	4258	2433
ENSMUSG00000026754	Golga1	2086	1586	2934	1372
ENSMUSG00000026755	Arpc5l	2859	2299	4146	2074
ENSMUSG00000026761	Orc4	4351	2761	7464	3299
ENSMUSG00000026764	Kif5c	379	335	65	34
ENSMUSG00000026765	Lypd6b	65	56	19	4
ENSMUSG00000026766	Mmadhc	3964	3090	5153	2685
ENSMUSG00000026767	Fam188a	1728	1208	2811	1357
ENSMUSG00000026768	Itga8	0	0	12	1
ENSMUSG00000026770	Il2ra	3	2	5	2
ENSMUSG00000026771	Spopl	2280	1501	3721	1642
ENSMUSG00000026773	Pfkfb3	1375	1146	3465	2072
ENSMUSG00000026774	4931423N10Rik	3	0	2	1
ENSMUSG00000026775	Yme1l1	11920	8025	18919	8482
ENSMUSG00000026778	Prkcq	22	21	58	33
ENSMUSG00000026779	Mastl	4093	2878	3805	1766
ENSMUSG00000026781	Acbd5	4502	3015	4994	2154
ENSMUSG00000026782	Abi2	3180	2530	3337	1781
ENSMUSG00000026784	Pdss1	1311	981	1061	498
ENSMUSG00000026785	Pkn3	795	688	1093	562
ENSMUSG00000026786	Apbb1ip	0	0	0	1
ENSMUSG00000026787	Gad2	1	1	1	4
ENSMUSG00000026788	Zbtb43	2063	1604	5222	2645
ENSMUSG00000026790	Odf2	2946	2277	4881	2522
ENSMUSG00000026791	Slc2a8	231	211	704	437
ENSMUSG00000026792	Lrsam1	984	800	1622	964
ENSMUSG00000026796	Fam129b	11622	10327	38255	23274
ENSMUSG00000026797	Stxbp1	1355	1404	3182	2355
ENSMUSG00000026798	Coq4	556	439	787	441
ENSMUSG00000026799	Med27	666	529	1266	729
ENSMUSG00000026803	Ttf1	1034	810	2114	1025
ENSMUSG00000026806	Ddx31	1484	1123	2163	1141
ENSMUSG00000026807	Ak8	2	3	21	10
ENSMUSG00000026809	Spaca9	14	9	21	18
ENSMUSG00000026810	Dpm2	1046	827	1713	837
ENSMUSG00000026811	St6galnac6	846	731	5290	2929
ENSMUSG00000026812	Tsc1	1827	1546	3556	2003
ENSMUSG00000026814	Eng	21	26	160	93
ENSMUSG00000026815	Gfi1b	0	1	4	0
ENSMUSG00000026816	Gtf3c5	966	819	1577	914
ENSMUSG00000026817	Ak1	708	638	21688	11011
ENSMUSG00000026818	Cel	1	0	4	0
ENSMUSG00000026819	Slc25a25	2020	1706	4718	2482
ENSMUSG00000026820	Ptges2	1312	1124	1957	1063
ENSMUSG00000026821	Ralgds	990	939	1532	947
ENSMUSG00000026822	Lcn2	217	182	219	140
ENSMUSG00000026824	Kcnj3	0	0	8	2
ENSMUSG00000026825	Dnm1	2	1	43	34
ENSMUSG00000026826	Nr4a2	62	59	138	111
ENSMUSG00000026827	Gpd2	8739	6634	4838	2748
ENSMUSG00000026828	Galnt5	0	1	7	3
ENSMUSG00000026829	Gbgt1	6	2	13	7
ENSMUSG00000026830	Ermn	0	0	1	0
ENSMUSG00000026831	1700007K13Rik	1	0	0	1
ENSMUSG00000026832	Cytip	128	93	45	20
ENSMUSG00000026833	Olfm1	0	1	2	1
ENSMUSG00000026834	Acvr1c	0	0	3	1
ENSMUSG00000026835	Fcnb	0	0	0	0
ENSMUSG00000026836	Acvr1	1300	1103	9035	5727
ENSMUSG00000026837	Col5a1	0	1	425	259
ENSMUSG00000026839	Upp2	22	18	143	76
ENSMUSG00000026840	Lamc3	75	53	223	86
ENSMUSG00000026841	Fibcd1	5	0	425	238
ENSMUSG00000026842	Abl1	3373	3366	11324	7337
ENSMUSG00000026843	Fubp3	4392	3481	7281	3212
ENSMUSG00000026848	Tor1b	5077	3761	9036	4511
ENSMUSG00000026849	Tor1a	1357	1108	2178	1172
ENSMUSG00000026851	BC005624	1512	1137	2444	1073
ENSMUSG00000026853	Crat	3849	3142	4481	2686
ENSMUSG00000026854	Usp20	944	892	1752	1090
ENSMUSG00000026856	Dolpp1	791	651	987	484
ENSMUSG00000026857	Ntmt1	1692	1453	3820	2241
ENSMUSG00000026858	Fam73b	1850	1552	2897	1651
ENSMUSG00000026860	Sh3glb2	4188	3788	5162	2765
ENSMUSG00000026864	Hspa5	36570	27229	81361	40435
ENSMUSG00000026866	Kynu	0	0	0	0
ENSMUSG00000026867	Gapvd1	6743	5450	14329	7881
ENSMUSG00000026869	Psmd5	4860	3672	7695	3815
ENSMUSG00000026870	Cutal	592	455	211	86
ENSMUSG00000026872	Zeb2	299	187	7599	3718
ENSMUSG00000026873	Phf19	3	1	7	4
ENSMUSG00000026874	Hc	2	4	37	15
ENSMUSG00000026875	Traf1	188	135	206	104
ENSMUSG00000026878	Rab14	7591	6322	12080	7012
ENSMUSG00000026879	Gsn	5800	5197	36739	19961
ENSMUSG00000026880	Stom	3820	2729	4935	2461
ENSMUSG00000026882	4930568D16Rik	0	0	0	0
ENSMUSG00000026883	Dab2ip	1581	1686	7268	4848
ENSMUSG00000026885	Ttll11	1	2	147	72
ENSMUSG00000026887	Mrrf	1673	1252	2420	1238
ENSMUSG00000026888	Grb14	0	2	0	0
ENSMUSG00000026889	Rbm18	2045	1527	4052	2136
ENSMUSG00000026890	Lhx6	0	0	1	0
ENSMUSG00000026893	Gca	1361	1075	1235	781
ENSMUSG00000026894	Morn5	2	0	10	7
ENSMUSG00000026895	Ndufa8	2651	2154	3715	2201
ENSMUSG00000026896	Ifih1	310	247	292	134
ENSMUSG00000026904	Slc4a10	0	0	14	5
ENSMUSG00000026914	Psmd14	9849	7157	13085	6325
ENSMUSG00000026915	Strbp	4836	3805	4480	2139
ENSMUSG00000026917	Wdr5	4389	3372	6692	3572
ENSMUSG00000026918	Brd3	1722	1795	4812	3166
ENSMUSG00000026921	Egfl7	8	5	3	2
ENSMUSG00000026922	Agpat2	1646	1303	1221	666
ENSMUSG00000026923	Notch1	361	382	52	34
ENSMUSG00000026924	Sec16a	5827	5143	11040	6857
ENSMUSG00000026925	Inpp5e	525	433	793	479
ENSMUSG00000026926	Pmpca	6947	5384	10353	5518
ENSMUSG00000026927	Sdccag3	3361	2562	5904	3227
ENSMUSG00000026928	Card9	6	4	5	3
ENSMUSG00000026930	Gpsm1	1032	988	2382	1500
ENSMUSG00000026931	1700019N19Rik	0	0	0	2
ENSMUSG00000026932	Nacc2	2182	2082	3639	2236
ENSMUSG00000026933	Camsap1	3689	3036	9607	5684
ENSMUSG00000026934	Lhx3	0	1	1	0
ENSMUSG00000026937	Lcn5	0	0	0	1
ENSMUSG00000026938	Fcna	1	2	2	1
ENSMUSG00000026939	Tmem141	509	397	679	324
ENSMUSG00000026941	Mamdc4	62	69	68	50
ENSMUSG00000026942	Traf2	2011	1635	2573	1350
ENSMUSG00000026943	Lcn12	0	0	0	0
ENSMUSG00000026944	Abca2	2308	2690	7555	5318
ENSMUSG00000026946	Nmi	650	491	1000	452
ENSMUSG00000026950	Neb	1	6	54	22
ENSMUSG00000026955	Sapcd2	1686	1447	683	370
ENSMUSG00000026956	Uap1l1	4263	3578	1977	1111
ENSMUSG00000026958	Dpp7	2337	1777	8235	3971
ENSMUSG00000026959	Grin1	0	0	2	0
ENSMUSG00000026960	Arl6ip6	1588	1215	1948	1006
ENSMUSG00000026961	Lrrc26	0	0	1	0
ENSMUSG00000026963	Tmem210	0	0	1	0
ENSMUSG00000026965	Anapc2	2898	2718	4832	3037
ENSMUSG00000026966	Ssna1	2351	1873	3193	1756
ENSMUSG00000026969	Fam166a	2	1	2	2
ENSMUSG00000026970	Rbms1	4862	3847	12289	6795
ENSMUSG00000026971	Itgb6	3683	2640	3702	1786
ENSMUSG00000026972	Arrdc1	1094	944	1337	735
ENSMUSG00000026974	Zmynd19	2231	1780	3389	1793
ENSMUSG00000026975	Dph7	710	533	1038	523
ENSMUSG00000026976	Pax8	913	821	96	64
ENSMUSG00000026977	March7	9024	5845	14569	6600
ENSMUSG00000026979	Psd4	1039	878	582	327
ENSMUSG00000026980	Ly75	1869	1455	8115	3993
ENSMUSG00000026981	Il1rn	225	171	459	229
ENSMUSG00000026983	Il1f5	0	0	0	1
ENSMUSG00000026984	Il1f6	0	2	2	0
ENSMUSG00000026985	Il1f8	0	0	2	3
ENSMUSG00000026986	Hnmt	0	0	2	4
ENSMUSG00000026987	Baz2b	1577	1321	5257	2723
ENSMUSG00000026988	Wdsub1	339	274	847	472
ENSMUSG00000026989	Dapl1	0	0	1	0
ENSMUSG00000026991	Pkp4	8559	7024	14194	7303
ENSMUSG00000026994	Galnt3	2825	2075	3313	1565
ENSMUSG00000026999	Nup35	2248	1610	2053	969
ENSMUSG00000027001	Dusp19	358	271	562	280
ENSMUSG00000027002	Nckap1	16568	12844	27470	14932
ENSMUSG00000027004	Frzb	1	0	3	2
ENSMUSG00000027006	Dnajc10	8901	6872	17255	8537
ENSMUSG00000027007	Ssfa2	3841	3453	4500	2763
ENSMUSG00000027009	Itga4	2	1	6	4
ENSMUSG00000027010	Slc25a12	2771	2062	3054	1624
ENSMUSG00000027011	Ube2e3	2527	1956	5426	2933
ENSMUSG00000027012	Dync1i2	7820	5578	14947	7069
ENSMUSG00000027014	Cwc22	3052	1912	4062	1764
ENSMUSG00000027015	Cybrd1	1	0	5	2
ENSMUSG00000027016	Zfp385b	0	0	3	0
ENSMUSG00000027018	Hat1	6258	4861	5181	2337
ENSMUSG00000027022	Xirp2	0	0	71	28
ENSMUSG00000027030	Stk39	0	2	7	7
ENSMUSG00000027035	Cers6	3171	2623	9769	5799
ENSMUSG00000027048	Abcb11	2	2	30	10
ENSMUSG00000027067	Ssrp1	17370	13553	20939	10508
ENSMUSG00000027068	Dhrs9	506	362	431	214
ENSMUSG00000027070	Lrp2	42	37	464	281
ENSMUSG00000027071	P2rx3	22	11	35	17
ENSMUSG00000027074	Slc43a3	2	2	4	0
ENSMUSG00000027075	Slc43a1	2	0	10	5
ENSMUSG00000027076	Timm10	1048	738	1492	755
ENSMUSG00000027077	Smtnl1	2	2	11	3
ENSMUSG00000027078	Ube2l6	105	83	67	54
ENSMUSG00000027079	Clp1	1116	787	1560	742
ENSMUSG00000027080	Med19	1844	1431	2616	1459
ENSMUSG00000027082	Tfpi	273	188	875	383
ENSMUSG00000027086	Fastkd1	696	530	1486	793
ENSMUSG00000027087	Itgav	12403	11011	46096	26466
ENSMUSG00000027088	Phospho2	1275	1051	2678	1224
ENSMUSG00000027091	Zc3h15	5123	3644	9071	3768
ENSMUSG00000027099	Mtx2	2864	2273	4522	2141
ENSMUSG00000027102	Hoxd8	0	0	0	0
ENSMUSG00000027104	Atf2	4198	2979	6325	3186
ENSMUSG00000027107	Chrna1	34	30	11616	5834
ENSMUSG00000027108	Ola1	6379	4423	9863	4347
ENSMUSG00000027109	Sp3	8702	5711	12097	5358
ENSMUSG00000027111	Itga6	4773	3598	7128	3818
ENSMUSG00000027115	Kif18a	3376	2031	2526	1094
ENSMUSG00000027120	Fshb	0	0	1	0
ENSMUSG00000027122	Arl14ep	2400	1804	5943	2852
ENSMUSG00000027130	Slc12a6	694	611	1979	1161
ENSMUSG00000027131	Emc4	2337	1998	3719	1946
ENSMUSG00000027132	Katnbl1	2243	1600	3120	1435
ENSMUSG00000027133	Nop10	6161	4494	9131	4625
ENSMUSG00000027134	Lpcat4	1975	1934	5058	3529
ENSMUSG00000027160	Ccdc34	2534	1871	1631	596
ENSMUSG00000027162	Lin7c	12716	8415	14692	6096
ENSMUSG00000027163	Commd9	1163	1049	2292	1242
ENSMUSG00000027164	Traf6	1679	1327	3042	1783
ENSMUSG00000027165	B230118H07Rik	979	745	1684	756
ENSMUSG00000027166	Dnajc24	401	360	689	342
ENSMUSG00000027167	Elp4	669	552	1074	585
ENSMUSG00000027168	Pax6	0	0	1	0
ENSMUSG00000027170	Eif3m	8184	6192	10751	5258
ENSMUSG00000027171	Prrg4	756	584	1845	939
ENSMUSG00000027173	Depdc7	2186	1745	699	350
ENSMUSG00000027175	Tcp11l1	121	115	374	256
ENSMUSG00000027176	Cstf3	1574	1222	3038	1622
ENSMUSG00000027177	Hipk3	9148	7512	16743	9008
ENSMUSG00000027180	Fbxo3	3367	2570	5505	2555
ENSMUSG00000027184	Caprin1	32587	25242	64558	32572
ENSMUSG00000027185	Nat10	2612	2029	3621	1976
ENSMUSG00000027186	Elf5	0	0	2	3
ENSMUSG00000027187	Cat	10374	8459	8488	4629
ENSMUSG00000027188	Pamr1	12	5	6	7
ENSMUSG00000027189	Trim44	9341	7262	15981	8102
ENSMUSG00000027193	Api5	12144	9110	17632	8819
ENSMUSG00000027194	Ttc17	1476	1284	3715	2108
ENSMUSG00000027195	Hsd17b12	7914	6403	13612	7261
ENSMUSG00000027196	Alkbh3os1	0	0	0	0
ENSMUSG00000027198	Ext2	2557	2152	6695	3878
ENSMUSG00000027199	Gatm	0	1	2	0
ENSMUSG00000027200	Sema6d	48	52	188	115
ENSMUSG00000027201	Myef2	6751	4627	10257	4083
ENSMUSG00000027202	Slc12a1	52	28	236	94
ENSMUSG00000027203	Dut	6747	5125	7191	3658
ENSMUSG00000027204	Fbn1	7	9	1744	881
ENSMUSG00000027206	Cops2	10115	6034	16808	7209
ENSMUSG00000027207	Galk2	2287	1803	3372	1674
ENSMUSG00000027208	Fgf7	3	3	13	3
ENSMUSG00000027209	Fam227b	1	0	3	0
ENSMUSG00000027210	Meis2	480	397	676	357
ENSMUSG00000027215	Cd82	1961	1531	1935	1060
ENSMUSG00000027217	Tspan18	2	0	32	16
ENSMUSG00000027219	Slc28a2	5	7	26	9
ENSMUSG00000027220	Syt13	530	439	2468	1443
ENSMUSG00000027221	Chst1	6	7	11	7
ENSMUSG00000027222	Pex16	573	454	939	507
ENSMUSG00000027223	Mapk8ip1	238	232	532	324
ENSMUSG00000027224	Duoxa1	0	0	237	99
ENSMUSG00000027225	Duoxa2	0	0	2	0
ENSMUSG00000027227	Sord	201	180	346	168
ENSMUSG00000027230	Creb3l1	0	0	1	2
ENSMUSG00000027233	Patl2	1	0	14	6
ENSMUSG00000027236	Eif3j1	1884	1535	3847	1873
ENSMUSG00000027238	Frmd5	0	0	14	2
ENSMUSG00000027239	Mdk	5	6	16	15
ENSMUSG00000027242	Wdr76	2057	1629	1587	812
ENSMUSG00000027243	Harbi1	416	352	972	457
ENSMUSG00000027244	Atg13	458	429	1123	841
ENSMUSG00000027245	Hypk	176	168	400	197
ENSMUSG00000027246	Ell3	1	3	0	1
ENSMUSG00000027247	Arhgap1	4392	3352	6263	3216
ENSMUSG00000027248	Pdia3	18252	14153	47288	25522
ENSMUSG00000027249	F2	0	4	0	0
ENSMUSG00000027253	Lrp4	0	1	811	436
ENSMUSG00000027254	Map1a	278	403	39	25
ENSMUSG00000027255	Arfgap2	3513	2713	5200	2775
ENSMUSG00000027257	Pacsin3	314	293	1580	825
ENSMUSG00000027259	Adal	959	755	1264	657
ENSMUSG00000027261	Hao1	1	0	10	4
ENSMUSG00000027263	Tubgcp4	4015	3317	5418	2862
ENSMUSG00000027272	Ubr1	3812	2980	8006	3903
ENSMUSG00000027273	Snap25	0	1	2	1
ENSMUSG00000027274	Mkks	2050	1590	2808	1296
ENSMUSG00000027276	Jag1	11468	9658	47790	27357
ENSMUSG00000027281	Slx4ip	647	476	1110	539
ENSMUSG00000027282	Mtch2	11972	9442	13560	6807
ENSMUSG00000027284	Cdan1	1110	897	1700	909
ENSMUSG00000027285	Haus2	1238	963	2604	1387
ENSMUSG00000027286	Lrrc57	572	461	1303	629
ENSMUSG00000027287	Snap23	2113	1573	7378	3370
ENSMUSG00000027288	Zfp106	14221	11543	40670	23014
ENSMUSG00000027291	Vps39	1646	1349	3953	2086
ENSMUSG00000027293	Ehd4	7309	5792	9787	5430
ENSMUSG00000027296	Itpka	8	7	7	3
ENSMUSG00000027297	Ltk	0	0	4	2
ENSMUSG00000027298	Tyro3	72	71	1222	653
ENSMUSG00000027300	Ubox5	434	367	884	465
ENSMUSG00000027301	Oxt	0	0	2	1
ENSMUSG00000027303	Ptpra	5593	4468	12691	6694
ENSMUSG00000027304	Rtf1	1402	1136	2570	1160
ENSMUSG00000027305	Ndufaf1	972	764	1676	815
ENSMUSG00000027306	Nusap1	5594	4199	4012	1831
ENSMUSG00000027309	4930402H24Rik	3192	2640	8109	4482
ENSMUSG00000027312	Atrn	3908	2967	9135	4972
ENSMUSG00000027313	Chac1	547	530	3442	2037
ENSMUSG00000027314	Dll4	7	1	87	70
ENSMUSG00000027315	Spint1	11	5	47	19
ENSMUSG00000027317	Ppp1r14d	42	58	0	2
ENSMUSG00000027318	Adam33	4	4	2	2
ENSMUSG00000027322	Siglec1	16	9	124	72
ENSMUSG00000027323	Rad51	2199	2206	1779	1157
ENSMUSG00000027324	Rpusd2	359	345	623	456
ENSMUSG00000027326	Casc5	7011	3876	5879	2669
ENSMUSG00000027327	1700037H04Rik	712	654	1089	658
ENSMUSG00000027329	Spef1	97	84	215	116
ENSMUSG00000027330	Cdc25b	3126	2552	2412	1335
ENSMUSG00000027331	Knstrn	4851	3906	3156	1571
ENSMUSG00000027332	Ivd	1285	993	1143	665
ENSMUSG00000027333	Smox	479	451	4158	2395
ENSMUSG00000027338	Prnd	0	0	0	1
ENSMUSG00000027339	Rassf2	5	6	18	10
ENSMUSG00000027340	Slc23a2	3577	2834	7552	4235
ENSMUSG00000027341	Tmem230	679	506	1472	707
ENSMUSG00000027342	Pcna	19498	15604	14497	7163
ENSMUSG00000027344	Fsip1	1	3	14	4
ENSMUSG00000027345	4921508D12Rik	0	0	1	0
ENSMUSG00000027346	Gpcpd1	1212	850	1922	888
ENSMUSG00000027347	Rasgrp1	0	0	6	3
ENSMUSG00000027349	Fam98b	588	651	1174	1007
ENSMUSG00000027350	Chgb	0	2	2	2
ENSMUSG00000027351	Spred1	7229	5793	8739	4998
ENSMUSG00000027353	Mcm8	1260	1005	1370	680
ENSMUSG00000027355	Tmco5	0	0	0	1
ENSMUSG00000027356	Fermt1	6788	5312	13202	7296
ENSMUSG00000027357	Crls1	2341	1687	2511	1235
ENSMUSG00000027358	Bmp2	0	0	1	2
ENSMUSG00000027359	Slc27a2	1	0	9	1
ENSMUSG00000027360	Hdc	2	1	15	3
ENSMUSG00000027361	Gabpb1	1291	903	1901	995
