id	sym	Vector.1	Vector.2	Vector.3	CD36OE.1	CD36OE.2	CD36OE.3
ENSG00000108262	GIT1	1112	1406	1493	1129	1274	1292
ENSG00000108298	RPL19	12342	11725	12527	12677	12900	17039
ENSG00000108306	FBXL20	58	68	65	56	67	89
ENSG00000108309	RUNDC3A	0	2	1	1	4	2
ENSG00000108312	UBTF	1565	1743	1834	1386	1607	1966
ENSG00000108342	CSF3	1	1	3	2	7	1
ENSG00000108344	PSMD3	2842	2646	3021	2797	2681	3453
ENSG00000108349	CASC3	1145	1169	1392	1062	1206	1564
ENSG00000108352	RAPGEFL1	40	46	72	55	48	55
ENSG00000108370	RGS9	13	8	8	8	12	14
ENSG00000108375	RNF43	2764	2821	3237	2693	2853	3155
ENSG00000108379	WNT3	100	118	121	94	97	99
ENSG00000108381	ASPA	1	0	0	1	0	0
ENSG00000108384	RAD51C	330	339	343	309	312	447
ENSG00000108387	SEPT4	12	11	12	8	5	6
ENSG00000108389	MTMR4	359	288	418	282	334	338
ENSG00000108395	TRIM37	439	460	524	327	413	532
ENSG00000108405	P2RX1	12	12	14	16	2	10
ENSG00000108406	DHX40	240	225	269	190	198	282
ENSG00000108417	KRT37	22	35	28	19	16	28
ENSG00000108423	TUBD1	60	65	80	50	45	67
ENSG00000108424	KPNB1	5415	5291	6206	4031	4904	6331
ENSG00000108433	GOSR2	768	663	855	642	688	787
ENSG00000108439	PNPO	427	445	589	336	380	388
ENSG00000108442	TVP23BP2	0	0	0	0	0	0
ENSG00000108443	RPS6KB1	340	314	402	297	317	427
ENSG00000108448	TRIM16L	41	33	41	37	33	56
ENSG00000108452	ZNF29P	0	0	0	0	0	0
ENSG00000108465	CDK5RAP3	1324	1240	1317	1194	996	1371
ENSG00000108468	CBX1	1257	1239	1353	969	1078	1574
ENSG00000108469	RECQL5	399	335	320	312	312	392
ENSG00000108474	PIGL	130	160	177	134	129	147
ENSG00000108479	GALK1	235	218	200	184	171	182
ENSG00000108506	INTS2	159	161	213	95	165	190
ENSG00000108509	CAMTA2	284	216	304	243	241	277
ENSG00000108510	MED13	420	443	556	291	338	448
ENSG00000108511	HOXB6	40	42	59	26	28	35
ENSG00000108515	ENO3	39	54	44	47	41	60
ENSG00000108518	PFN1	3035	2939	3167	2812	2810	3260
ENSG00000108523	RNF167	1110	1099	1225	1133	1153	1245
ENSG00000108528	SLC25A11	332	343	384	380	447	467
ENSG00000108551	RASD1	5	16	18	14	7	12
ENSG00000108556	CHRNE	1	0	1	0	0	0
ENSG00000108557	RAI1	565	634	681	588	734	585
ENSG00000108559	NUP88	738	644	785	603	580	801
ENSG00000108561	C1QBP	2180	2065	2259	2304	2092	3218
ENSG00000108576	SLC6A4	139	162	191	156	142	191
ENSG00000108578	BLMH	371	266	381	292	312	363
ENSG00000108582	CPD	1029	918	1264	726	864	1212
ENSG00000108587	GOSR1	325	369	396	271	302	437
ENSG00000108588	CCDC47	967	805	1027	656	792	1045
ENSG00000108590	MED31	262	227	262	309	232	468
ENSG00000108591	DRG2	615	573	663	612	565	684
ENSG00000108592	FTSJ3	1517	1504	1592	1176	1190	1687
ENSG00000108599	AKAP10	167	183	220	154	162	237
ENSG00000108602	ALDH3A1	426	423	443	365	325	346
ENSG00000108604	SMARCD2	1364	1356	1529	1315	1373	1684
ENSG00000108622	ICAM2	170	136	190	171	149	211
ENSG00000108639	SYNGR2	2265	2247	2865	2425	2508	2725
ENSG00000108641	B9D1	144	125	165	152	148	144
ENSG00000108651	UTP6	835	770	957	647	731	1079
ENSG00000108654	DDX5	4727	4440	5176	3739	4083	6073
ENSG00000108666	C17orf75	310	306	307	315	284	415
ENSG00000108669	CYTH1	376	402	391	387	345	415
ENSG00000108671	PSMD11	1220	1156	1427	1057	1066	1473
ENSG00000108679	LGALS3BP	8666	8803	9337	9058	8071	9640
ENSG00000108684	ASIC2	0	0	0	0	0	0
ENSG00000108688	CCL7	0	0	0	0	0	0
ENSG00000108691	CCL2	2	0	1	0	2	4
ENSG00000108700	CCL8	0	0	0	0	0	0
ENSG00000108702	CCL1	0	0	0	0	0	0
ENSG00000108733	PEX12	75	73	86	86	84	109
ENSG00000108759	KRT32	5	5	10	3	9	1
ENSG00000108771	DHX58	51	61	78	51	48	63
ENSG00000108773	KAT2A	2421	2606	2813	2379	2579	2815
ENSG00000108774	RAB5C	2969	2848	3557	2953	3070	3671
ENSG00000108784	NAGLU	296	351	328	341	289	307
ENSG00000108785	HSD17B1P1	1	2	0	0	1	0
ENSG00000108786	HSD17B1	8	14	9	8	11	8
ENSG00000108788	MLX	705	719	812	745	606	870
ENSG00000108797	CNTNAP1	129	153	119	169	133	143
ENSG00000108798	ABI3	0	0	0	0	1	0
ENSG00000108799	EZH1	224	193	199	209	196	243
ENSG00000108813	DLX4	18	24	26	24	17	26
ENSG00000108819	PPP1R9B	370	347	400	296	337	395
ENSG00000108821	COL1A1	7	5	4	6	13	8
ENSG00000108823	SGCA	3	3	1	5	3	6
ENSG00000108825	PTGES3L-AARSD1	101	101	121	89	89	108
ENSG00000108826	MRPL27	379	444	455	436	399	568
ENSG00000108828	VAT1	2387	2621	3273	2503	2822	3070
ENSG00000108829	LRRC59	3918	4026	4623	3351	3746	4332
ENSG00000108830	RND2	5	4	14	6	5	12
ENSG00000108839	ALOX12	0	0	1	0	0	0
ENSG00000108840	HDAC5	466	489	581	408	510	497
ENSG00000108846	ABCC3	779	744	722	630	641	772
ENSG00000108848	LUC7L3	1313	1330	1507	1021	1067	1531
ENSG00000108849	PPY	2	5	3	0	0	1
ENSG00000108852	MPP2	5	6	1	2	4	0
ENSG00000108854	SMURF2	310	296	366	263	260	339
ENSG00000108861	DUSP3	778	767	1042	715	803	967
ENSG00000108878	CACNG1	0	0	0	0	1	0
ENSG00000108883	EFTUD2	2493	2443	2931	2737	2619	3391
ENSG00000108924	HLF	286	299	376	198	271	263
ENSG00000108932	SLC16A6	67	73	102	53	62	75
ENSG00000108946	PRKAR1A	1269	1119	1588	854	1101	1374
ENSG00000108947	EFNB3	0	1	0	1	0	1
ENSG00000108950	FAM20A	89	105	108	114	96	152
ENSG00000108953	YWHAE	5234	4645	5694	4297	4726	6401
ENSG00000108960	MMD	1117	1053	1294	937	1144	1460
ENSG00000108961	RANGRF	321	331	345	331	320	420
ENSG00000108963	DPH1	527	513	617	647	633	707
ENSG00000108984	MAP2K6	108	91	126	51	82	105
ENSG00000109016	DHRS7B	269	259	289	258	268	307
ENSG00000109046	WSB1	405	381	452	364	354	516
ENSG00000109047	RCVRN	0	0	0	0	0	0
ENSG00000109061	MYH1	0	1	1	0	0	0
ENSG00000109062	SLC9A3R1	1776	1743	2016	1917	1953	2136
ENSG00000109063	MYH3	93	102	93	83	75	108
ENSG00000109065	NAT9	1151	1059	1159	981	1018	1199
ENSG00000109066	TMEM104	646	681	821	582	710	749
ENSG00000109072	VTN	17	12	30	26	18	16
ENSG00000109079	TNFAIP1	719	661	820	644	644	826
ENSG00000109083	IFT20	164	135	176	118	158	194
ENSG00000109084	TMEM97	640	552	673	517	524	680
ENSG00000109089	CDR2L	643	647	827	696	738	733
ENSG00000109099	PMP22	286	254	282	255	281	398
ENSG00000109101	FOXN1	0	1	0	0	0	1
ENSG00000109103	UNC119	492	478	568	647	597	653
ENSG00000109107	ALDOC	158	197	220	219	176	268
ENSG00000109111	SUPT6H	2057	2183	2381	1756	2053	2450
ENSG00000109113	RAB34	1	1	0	0	0	1
ENSG00000109118	PHF12	767	765	816	710	649	774
ENSG00000109132	PHOX2B	0	0	0	0	0	0
ENSG00000109133	TMEM33	287	245	296	214	261	361
ENSG00000109158	GABRA4	0	0	0	0	0	0
ENSG00000109163	GNRHR	0	0	0	0	0	0
ENSG00000109171	SLAIN2	226	237	257	192	247	307
ENSG00000109180	OCIAD1	912	835	986	847	801	1242
ENSG00000109181	UGT2B10	21	18	31	19	26	41
ENSG00000109182	CWH43	0	0	0	0	0	0
ENSG00000109184	DCUN1D4	224	185	245	148	192	228
ENSG00000109189	USP46	284	237	306	211	221	288
ENSG00000109193	SULT1E1	7	8	3	4	7	4
ENSG00000109205	ODAM	1071	876	1145	1456	1320	1743
ENSG00000109208	SMR3A	2	3	0	1	2	0
ENSG00000109220	CHIC2	71	72	91	71	48	86
ENSG00000109255	NMU	0	0	0	0	0	0
ENSG00000109265	KIAA1211	270	331	408	296	366	373
ENSG00000109270	LAMTOR3	230	202	248	221	208	271
ENSG00000109272	PF4V1	0	0	0	0	0	0
ENSG00000109320	NFKB1	586	587	673	468	529	689
ENSG00000109321	AREG	13	6	19	3	2	10
ENSG00000109323	MANBA	702	585	763	540	508	756
ENSG00000109332	UBE2D3	1105	1069	1201	912	995	1255
ENSG00000109339	MAPK10	1	0	0	2	0	0
ENSG00000109381	ELF2	143	156	205	126	172	195
ENSG00000109390	NDUFC1	95	86	88	121	108	154
ENSG00000109424	UCP1	0	0	0	0	2	0
ENSG00000109436	TBC1D9	336	281	395	265	281	351
ENSG00000109445	ZNF330	159	143	197	142	134	162
ENSG00000109452	INPP4B	78	54	94	51	66	73
ENSG00000109458	GAB1	53	72	75	52	65	68
ENSG00000109466	KLHL2	185	208	235	154	184	284
ENSG00000109471	IL2	0	0	0	0	0	0
ENSG00000109472	CPE	2865	2516	3277	2446	2347	3471
ENSG00000109475	RPL34	1824	1445	1631	1511	1306	1940
ENSG00000109501	WFS1	2435	2748	2891	2566	2611	2849
ENSG00000109511	ANXA10	0	0	0	0	1	0
ENSG00000109519	GRPEL1	942	827	1011	804	787	1114
ENSG00000109534	GAR1	247	226	234	215	230	295
ENSG00000109536	FRG1	202	189	207	169	154	267
ENSG00000109572	CLCN3	606	605	703	428	589	688
ENSG00000109576	AADAT	157	124	147	165	133	194
ENSG00000109586	GALNT7	0	0	1	2	0	2
ENSG00000109606	DHX15	2877	2594	3359	2316	2473	3563
ENSG00000109610	SOD3	1	2	1	1	2	0
ENSG00000109618	SEPSECS	63	59	47	43	55	65
ENSG00000109625	CPZ	71	49	78	55	33	38
ENSG00000109654	TRIM2	816	812	1047	608	726	849
ENSG00000109667	SLC2A9	4	7	6	4	3	9
ENSG00000109670	FBXW7	87	99	155	82	102	133
ENSG00000109674	NEIL3	52	54	64	51	46	62
ENSG00000109680	TBC1D19	36	20	36	31	36	57
ENSG00000109684	CLNK	0	0	0	0	0	0
ENSG00000109685	WHSC1	1841	1936	2044	1537	1658	2021
ENSG00000109686	SH3D19	654	657	834	472	617	744
ENSG00000109689	STIM2	216	210	257	211	197	258
ENSG00000109705	NKX3-2	5	3	3	1	5	1
ENSG00000109736	MFSD10	234	217	263	216	208	214
ENSG00000109738	GLRB	43	39	58	37	40	56
ENSG00000109743	BST1	4	6	1	0	2	2
ENSG00000109756	RAPGEF2	356	333	406	257	309	383
ENSG00000109758	HGFAC	46	47	55	45	38	19
ENSG00000109762	SNX25	289	246	336	232	241	324
ENSG00000109771	LRP2BP	0	0	2	1	1	2
ENSG00000109775	UFSP2	102	118	104	96	75	113
ENSG00000109787	KLF3	452	488	534	400	434	516
ENSG00000109790	KLHL5	772	714	921	521	643	819
ENSG00000109794	FAM149A	0	1	0	0	0	0
ENSG00000109805	NCAPG	851	862	949	600	652	919
ENSG00000109814	UGDH	1188	1104	1448	994	1229	1426
ENSG00000109819	PPARGC1A	55	51	86	37	49	62
ENSG00000109832	DDX25	0	0	0	0	0	0
ENSG00000109846	CRYAB	602	519	606	723	692	959
ENSG00000109851	DBX1	0	0	0	0	0	0
ENSG00000109854	HTATIP2	0	0	0	0	0	0
ENSG00000109861	CTSC	1806	1810	2198	1813	1779	2226
ENSG00000109881	CCDC34	192	177	175	145	137	238
ENSG00000109906	ZBTB16	0	0	0	0	0	0
ENSG00000109911	ELP4	287	267	281	274	281	313
ENSG00000109919	MTCH2	1179	991	1113	1011	1052	1463
ENSG00000109920	FNBP4	896	739	870	736	730	952
ENSG00000109927	TECTA	8	7	4	2	7	3
ENSG00000109929	SC5D	379	333	477	345	395	443
ENSG00000109943	CRTAM	0	0	0	0	0	0
ENSG00000109944	C11orf63	10	12	10	9	8	11
ENSG00000109956	B3GAT1	0	0	0	0	0	0
ENSG00000109971	HSPA8	40311	38652	49799	32619	35167	48829
ENSG00000109991	P2RX3	0	0	0	0	1	2
ENSG00000110002	VWA5A	4	3	0	0	1	0
ENSG00000110011	DNAJC4	203	181	235	197	129	200
ENSG00000110013	SIAE	287	323	362	289	297	379
ENSG00000110025	SNX15	101	93	125	100	103	127
ENSG00000110031	LPXN	69	77	82	60	69	83
ENSG00000110042	DTX4	595	541	720	658	614	635
ENSG00000110046	ATG2A	372	354	397	316	378	341
ENSG00000110047	EHD1	810	914	1003	807	888	882
ENSG00000110048	OSBP	679	662	794	503	617	811
ENSG00000110057	UNC93B1	150	132	151	137	122	125
ENSG00000110060	PUS3	130	125	165	134	125	160
ENSG00000110063	DCPS	354	324	358	412	419	433
ENSG00000110066	KMT5B	473	407	455	342	375	486
ENSG00000110074	FOXRED1	815	791	916	677	662	850
ENSG00000110075	PPP6R3	1000	929	1118	701	855	1067
ENSG00000110076	NRXN2	10	8	25	10	10	10
ENSG00000110077	MS4A6A	0	0	0	0	0	1
ENSG00000110079	MS4A4A	2	4	0	0	1	1
ENSG00000110080	ST3GAL4	576	486	611	479	470	569
ENSG00000110090	CPT1A	939	951	1219	772	895	1048
ENSG00000110092	CCND1	2933	2965	3726	2507	3031	3101
ENSG00000110104	CCDC86	2905	3241	3370	3586	3469	3634
ENSG00000110107	PRPF19	2809	2728	3244	2861	3075	3431
ENSG00000110108	TMEM109	737	751	884	679	857	1030
ENSG00000110148	CCKBR	0	0	0	0	0	1
ENSG00000110169	HPX	7	14	4	7	4	7
ENSG00000110171	TRIM3	152	135	183	146	170	128
ENSG00000110172	CHORDC1	445	382	468	385	398	559
ENSG00000110195	FOLR1	210	215	207	148	138	147
ENSG00000110200	ANAPC15	244	285	299	313	297	374
ENSG00000110203	FOLR3	8	6	15	5	2	7
ENSG00000110218	PANX1	533	525	725	380	508	623
ENSG00000110237	ARHGEF17	529	508	515	531	640	637
ENSG00000110243	APOA5	6	4	7	4	3	12
ENSG00000110244	APOA4	67	69	73	39	64	49
ENSG00000110245	APOC3	35	22	23	27	30	20
ENSG00000110274	CEP164	628	668	772	621	659	677
ENSG00000110315	RNF141	273	227	285	190	224	253
ENSG00000110321	EIF4G2	10866	10539	13268	9558	10577	14687
ENSG00000110324	IL10RA	0	0	0	0	0	0
ENSG00000110328	GALNT18	36	32	32	34	43	34
ENSG00000110330	BIRC2	414	359	465	314	380	496
ENSG00000110344	UBE4A	508	517	595	387	438	617
ENSG00000110367	DDX6	377	408	493	218	314	424
ENSG00000110375	UPK2	0	0	0	0	0	0
ENSG00000110395	CBL	227	209	340	200	268	274
ENSG00000110400	NECTIN1	556	632	728	513	606	729
ENSG00000110422	HIPK3	251	270	402	181	228	310
ENSG00000110427	KIAA1549L	0	0	1	0	0	0
ENSG00000110429	FBXO3	147	120	152	107	120	137
ENSG00000110435	PDHX	399	355	473	366	375	549
ENSG00000110436	SLC1A2	185	196	291	122	156	189
ENSG00000110442	COMMD9	701	685	765	775	760	910
ENSG00000110446	SLC15A3	19	11	27	17	27	4
ENSG00000110448	CD5	24	11	21	21	15	18
ENSG00000110455	ACCS	0	0	0	0	0	0
ENSG00000110484	SCGB2A2	0	0	0	0	0	0
ENSG00000110492	MDK	1895	2139	2026	2037	2076	2569
ENSG00000110497	AMBRA1	465	530	594	479	462	608
ENSG00000110514	MADD	1140	1256	1371	1160	1213	1463
ENSG00000110536	PTPMT1	422	410	451	471	444	588
ENSG00000110583	NAA40	693	628	815	709	684	774
ENSG00000110619	CARS	1236	1244	1155	812	1003	1209
ENSG00000110628	SLC22A18	45	23	25	57	35	40
ENSG00000110651	CD81	47	37	49	34	29	41
ENSG00000110660	SLC35F2	309	319	415	302	351	418
ENSG00000110665	C11orf21	51	27	35	25	34	32
ENSG00000110675	ELMOD1	0	0	0	0	0	0
ENSG00000110680	CALCA	0	2	2	1	5	0
ENSG00000110693	SOX6	46	60	78	43	77	80
ENSG00000110696	C11orf58	1481	1412	1578	978	1215	1709
ENSG00000110697	PITPNM1	811	975	1068	833	917	748
ENSG00000110700	RPS13	7039	5146	6083	7409	6656	9394
ENSG00000110711	AIP	1129	1147	1266	1130	1265	1495
ENSG00000110713	NUP98	2157	2111	2524	1928	2018	2556
ENSG00000110717	NDUFS8	420	364	443	480	381	420
ENSG00000110719	TCIRG1	521	489	536	573	519	479
ENSG00000110721	CHKA	1711	1664	1963	1748	1708	2139
ENSG00000110723	EXPH5	28	21	41	20	15	25
ENSG00000110756	HPS5	335	343	396	261	300	363
ENSG00000110768	GTF2H1	454	432	561	416	411	617
ENSG00000110777	POU2AF1	7	7	8	11	4	2
ENSG00000110786	PTPN5	2	0	1	0	0	1
ENSG00000110799	VWF	44	28	49	18	24	23
ENSG00000110801	PSMD9	484	508	544	423	430	429
ENSG00000110841	PPFIBP1	429	365	504	305	380	433
ENSG00000110844	PRPF40B	233	240	240	159	166	215
ENSG00000110848	CD69	0	0	0	0	0	0
ENSG00000110851	PRDM4	567	493	624	522	551	631
ENSG00000110852	CLEC2B	0	0	0	0	0	1
ENSG00000110871	COQ5	213	189	175	158	144	221
ENSG00000110876	SELPLG	2	3	2	1	2	4
ENSG00000110880	CORO1C	1885	1906	2399	1646	1823	2193
ENSG00000110881	ASIC1	88	66	98	85	99	81
ENSG00000110887	DAO	0	1	0	3	0	0
ENSG00000110888	CAPRIN2	807	746	951	1020	803	1154
ENSG00000110900	TSPAN11	0	2	0	1	2	0
ENSG00000110906	KCTD10	525	535	532	470	513	529
ENSG00000110911	SLC11A2	716	693	863	642	640	845
ENSG00000110917	MLEC	4066	4266	5157	3240	3591	4131
ENSG00000110921	MVK	211	222	220	239	222	229
ENSG00000110925	CSRNP2	345	341	431	384	383	450
ENSG00000110931	CAMKK2	494	500	620	464	527	602
ENSG00000110934	BIN2	0	0	0	0	0	0
ENSG00000110944	IL23A	18	11	21	18	13	24
ENSG00000110955	ATP5B	16318	15719	18134	14687	15678	19397
ENSG00000110958	PTGES3	3025	2792	3454	2478	2884	3692
ENSG00000110975	SYT10	0	0	0	0	0	0
ENSG00000110987	BCL7A	297	324	406	268	291	363
ENSG00000111011	RSRC2	708	727	882	573	565	847
ENSG00000111012	CYP27B1	84	66	63	66	57	85
ENSG00000111046	MYF6	0	0	0	0	0	0
ENSG00000111049	MYF5	0	0	0	0	0	0
ENSG00000111052	LIN7A	207	213	236	165	172	207
ENSG00000111057	KRT18	31932	32737	34751	30249	28273	32603
ENSG00000111058	ACSS3	1719	1656	2048	1318	1482	1914
ENSG00000111087	GLI1	13	11	16	8	6	14
ENSG00000111110	PPM1H	386	314	455	259	308	350
ENSG00000111142	METAP2	1720	1505	1794	1194	1294	1949
ENSG00000111144	LTA4H	821	730	949	719	693	969
ENSG00000111145	ELK3	261	257	306	233	283	362
ENSG00000111181	SLC6A12	81	80	164	128	137	124
ENSG00000111186	WNT5B	0	1	0	3	0	0
ENSG00000111196	MAGOHB	181	160	156	136	160	210
ENSG00000111199	TRPV4	60	103	118	81	99	92
ENSG00000111203	ITFG2	242	210	210	235	201	241
ENSG00000111206	FOXM1	2132	2253	2438	2104	2398	2754
ENSG00000111215	PRR4	16	12	12	12	11	18
ENSG00000111218	PRMT8	0	0	0	0	0	0
ENSG00000111224	PARP11	45	55	71	37	51	51
ENSG00000111229	ARPC3	1502	1287	1524	1480	1234	1829
ENSG00000111231	GPN3	270	246	269	273	278	355
ENSG00000111237	VPS29	481	380	514	374	406	588
ENSG00000111241	FGF6	0	0	0	0	0	0
ENSG00000111245	MYL2	0	1	0	1	0	0
ENSG00000111247	RAD51AP1	259	196	251	158	224	294
ENSG00000111249	CUX2	0	0	0	0	0	1
ENSG00000111252	SH2B3	223	220	280	184	201	246
ENSG00000111254	AKAP3	2	1	5	0	2	2
ENSG00000111261	MANSC1	51	54	52	70	45	72
ENSG00000111262	KCNA1	0	0	0	0	0	0
ENSG00000111266	DUSP16	1692	1566	1925	1208	1412	1678
ENSG00000111269	CREBL2	306	301	368	207	257	389
ENSG00000111271	ACAD10	263	254	310	222	231	248
ENSG00000111275	ALDH2	1753	1628	1846	1451	1436	1707
ENSG00000111276	CDKN1B	965	901	1118	970	951	1324
ENSG00000111291	GPRC5D	0	0	0	0	1	1
ENSG00000111300	NAA25	463	489	639	353	465	596
ENSG00000111305	GSG1	6	5	6	8	11	7
ENSG00000111319	SCNN1A	2330	2340	2783	2345	2298	2843
ENSG00000111321	LTBR	1991	2000	2317	2653	2426	2690
ENSG00000111325	OGFOD2	496	491	495	467	463	447
ENSG00000111328	CDK2AP1	1188	1039	1392	964	1216	1464
ENSG00000111331	OAS3	3288	3467	4046	2520	2665	3043
ENSG00000111335	OAS2	345	353	508	316	378	476
ENSG00000111339	ART4	26	21	13	39	20	40
ENSG00000111341	MGP	0	1	1	0	1	2
ENSG00000111344	RASAL1	1	0	3	1	3	1
ENSG00000111348	ARHGDIB	77	72	76	82	61	76
ENSG00000111358	GTF2H3	324	318	355	272	291	393
ENSG00000111361	EIF2B1	900	784	938	781	717	994
ENSG00000111364	DDX55	462	481	521	420	413	634
ENSG00000111371	SLC38A1	2032	1984	2426	1292	1694	2294
ENSG00000111404	RERGL	0	0	0	0	0	0
ENSG00000111405	ENDOU	1	1	0	0	0	0
ENSG00000111412	C12orf49	767	787	965	853	862	981
ENSG00000111424	VDR	216	189	230	175	183	197
ENSG00000111432	FZD10	0	0	0	0	0	0
ENSG00000111445	RFC5	792	724	826	672	705	868
ENSG00000111450	STX2	161	139	162	124	128	186
ENSG00000111481	COPZ1	3088	2833	3222	2559	2905	4321
ENSG00000111490	TBC1D30	57	60	69	48	74	95
ENSG00000111530	CAND1	1239	1145	1528	855	1084	1549
ENSG00000111536	IL26	0	0	0	0	0	0
ENSG00000111537	IFNG	0	0	0	0	0	0
ENSG00000111540	RAB5B	829	804	984	712	823	1024
ENSG00000111554	MDM1	171	184	210	152	151	256
ENSG00000111581	NUP107	1110	1082	1309	830	905	1312
ENSG00000111596	CNOT2	563	558	592	525	546	793
ENSG00000111602	TIMELESS	1460	1511	1526	1323	1287	1591
ENSG00000111605	CPSF6	1174	1161	1312	1044	1022	1394
ENSG00000111615	KRR1	866	786	1005	640	760	1088
ENSG00000111639	MRPL51	782	771	817	606	601	1015
ENSG00000111640	GAPDH	87079	86883	96510	98585	86199	110758
ENSG00000111641	NOP2	2528	2626	3016	2711	2758	3489
ENSG00000111642	CHD4	4229	4213	5108	3686	4107	5146
ENSG00000111644	ACRBP	3	3	3	3	1	9
ENSG00000111647	UHRF1BP1L	170	138	226	120	149	197
ENSG00000111652	COPS7A	1039	1010	1198	1034	1034	1084
ENSG00000111653	ING4	171	177	202	196	163	217
ENSG00000111664	GNB3	108	72	90	78	99	77
ENSG00000111665	CDCA3	850	778	845	1006	910	1016
ENSG00000111666	CHPT1	329	314	402	293	382	407
ENSG00000111667	USP5	2022	2177	2408	1778	1892	2230
ENSG00000111669	TPI1	7511	7360	7999	8676	8186	10742
ENSG00000111670	GNPTAB	272	263	377	236	254	365
ENSG00000111671	SPSB2	47	69	56	58	50	44
ENSG00000111674	ENO2	1855	1916	2220	2096	2044	2324
ENSG00000111676	ATN1	1620	1695	1871	1616	1864	1790
ENSG00000111678	C12orf57	1057	930	1079	1029	1035	1240
ENSG00000111679	PTPN6	227	261	286	187	207	248
ENSG00000111684	LPCAT3	1031	937	1260	952	1014	1187
ENSG00000111696	NT5DC3	120	108	151	97	109	97
ENSG00000111700	SLCO1B3	628	502	651	553	574	851
ENSG00000111701	APOBEC1	1	0	1	0	0	0
ENSG00000111704	NANOG	0	1	0	0	0	0
ENSG00000111707	SUDS3	323	306	438	305	340	467
ENSG00000111711	GOLT1B	338	298	411	222	297	357
ENSG00000111713	GYS2	0	2	0	1	0	0
ENSG00000111716	LDHB	5	1	0	0	0	5
ENSG00000111725	PRKAB1	1095	1052	1174	967	947	1275
ENSG00000111726	CMAS	414	368	414	256	322	428
ENSG00000111727	HCFC2	34	34	34	24	36	31
ENSG00000111728	ST8SIA1	45	59	57	37	32	55
ENSG00000111729	CLEC4A	0	0	1	0	2	1
ENSG00000111731	C2CD5	180	182	220	186	165	229
ENSG00000111732	AICDA	0	0	0	0	0	0
ENSG00000111737	RAB35	1171	1141	1310	991	1178	1416
ENSG00000111752	PHC1	67	49	78	69	71	93
ENSG00000111775	COX6A1	4225	4253	4994	5648	4968	4750
ENSG00000111783	RFX4	0	0	0	0	0	0
ENSG00000111785	RIC8B	200	196	247	186	212	288
ENSG00000111786	SRSF9	1804	1696	1878	1630	1530	1759
ENSG00000111790	FGFR1OP2	225	226	252	193	192	306
ENSG00000111796	KLRB1	0	1	0	0	0	1
ENSG00000111799	COL12A1	0	0	1	0	0	1
ENSG00000111801	BTN3A3	32	31	41	31	21	30
ENSG00000111802	TDP2	388	347	410	299	333	499
ENSG00000111816	FRK	71	45	93	49	47	78
ENSG00000111817	DSE	33	31	37	37	19	54
ENSG00000111832	RWDD1	821	752	823	777	753	1009
ENSG00000111834	RSPH4A	46	37	54	33	24	45
ENSG00000111837	MAK	1	5	1	3	1	0
ENSG00000111843	TMEM14C	689	647	795	653	643	942
ENSG00000111845	PAK1IP1	487	463	465	312	413	563
ENSG00000111846	GCNT2	108	110	154	90	101	105
ENSG00000111850	SMIM8	23	23	43	25	21	36
ENSG00000111859	NEDD9	797	782	998	873	923	1219
ENSG00000111860	CEP85L	57	67	73	33	62	84
ENSG00000111863	ADTRP	0	0	0	0	0	0
ENSG00000111875	ASF1A	417	306	392	343	352	492
ENSG00000111877	MCM9	126	124	142	127	103	141
ENSG00000111879	FAM184A	2	4	8	5	14	5
ENSG00000111880	RNGTT	200	186	209	137	154	215
ENSG00000111885	MAN1A1	762	729	946	477	580	658
ENSG00000111886	GABRR2	1	0	3	0	0	0
ENSG00000111897	SERINC1	1206	1080	1367	963	1012	1420
ENSG00000111906	HDDC2	1045	952	984	861	796	1170
ENSG00000111907	TPD52L1	1934	1587	1796	1602	1543	2355
ENSG00000111911	HINT3	192	178	284	148	191	183
ENSG00000111912	NCOA7	280	313	321	218	239	322
ENSG00000111913	FAM65B	0	1	0	0	1	0
ENSG00000111961	SASH1	259	263	335	209	239	291
ENSG00000111962	UST	2	0	0	0	1	0
ENSG00000111981	ULBP1	0	0	0	0	0	0
ENSG00000112029	FBXO5	534	450	514	404	412	627
ENSG00000112031	MTRF1L	228	209	268	204	199	292
ENSG00000112033	PPARD	601	715	747	633	710	743
ENSG00000112038	OPRM1	0	0	0	0	0	0
ENSG00000112039	FANCE	139	166	178	160	159	188
ENSG00000112041	TULP1	0	0	0	0	0	0
ENSG00000112053	SLC26A8	2	3	3	3	2	1
ENSG00000112062	MAPK14	885	743	928	624	728	939
ENSG00000112077	RHAG	0	0	0	0	0	0
ENSG00000112078	KCTD20	763	719	954	606	677	853
ENSG00000112079	STK38	596	564	644	570	513	798
ENSG00000112081	SRSF3	5867	6151	7211	5496	5734	8051
ENSG00000112096	SOD2	605	691	676	504	578	754
ENSG00000112110	MRPL18	1640	1445	1612	1390	1322	1728
ENSG00000112115	IL17A	0	0	0	0	0	0
ENSG00000112116	IL17F	0	0	0	0	0	0
ENSG00000112118	MCM3	4162	3959	4696	3907	4192	5749
ENSG00000112130	RNF8	261	256	344	270	263	372
ENSG00000112137	PHACTR1	0	0	0	0	0	0
ENSG00000112139	MDGA1	14	12	18	6	5	11
ENSG00000112144	ICK	108	84	131	87	110	130
ENSG00000112146	FBXO9	629	538	671	509	467	686
ENSG00000112149	CD83	271	245	349	204	235	327
ENSG00000112159	MDN1	849	871	979	671	769	883
