id	sym	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000134294	SLC38A2	4387	4382	4878	3361	3728	3228
ENSG00000134308	YWHAQ	4233	4461	4589	2953	3872	3169
ENSG00000134313	KIDINS220	1972	1825	2313	1378	1988	1401
ENSG00000134317	GRHL1	100	69	129	71	111	75
ENSG00000134318	ROCK2	1588	1427	1660	899	1126	951
ENSG00000134321	RSAD2	12	9	11	6	13	15
ENSG00000134323	MYCN	1094	936	944	393	376	490
ENSG00000134324	LPIN1	890	1014	1040	568	654	556
ENSG00000134326	CMPK2	26	25	22	13	17	14
ENSG00000134330	IAH1	267	320	365	201	309	219
ENSG00000134333	LDHA	2312	1785	2416	1125	1886	1939
ENSG00000134339	SAA2	3	0	5	1	2	4
ENSG00000134343	ANO3	42	111	114	123	220	131
ENSG00000134352	IL6ST	2164	2422	2566	2012	2516	2091
ENSG00000134363	FST	102	97	115	60	75	79
ENSG00000134365	CFHR4	2	2	2	0	1	2
ENSG00000134369	NAV1	464	382	536	261	387	324
ENSG00000134371	CDC73	542	539	624	379	568	423
ENSG00000134375	TIMM17A	789	915	923	602	762	633
ENSG00000134376	CRB1	46	39	72	83	146	71
ENSG00000134389	CFHR5	4	2	3	7	3	3
ENSG00000134398	ERN2	16	13	16	7	19	26
ENSG00000134419	RPS15A	5116	5221	5839	3265	4909	3407
ENSG00000134438	RAX	1	0	1	3	2	2
ENSG00000134440	NARS	3233	3322	3756	2346	3285	2590
ENSG00000134443	GRP	0	0	1	2	2	6
ENSG00000134444	KIAA1468	675	675	697	588	691	542
ENSG00000134452	FBXO18	779	782	991	551	852	653
ENSG00000134453	RBM17	843	825	964	618	816	627
ENSG00000134460	IL2RA	1	2	8	1	2	3
ENSG00000134461	ANKRD16	137	133	128	108	119	99
ENSG00000134463	ECHDC3	142	178	107	102	130	101
ENSG00000134470	IL15RA	15	15	18	7	10	11
ENSG00000134480	CCNH	441	462	521	352	440	375
ENSG00000134489	HRH4	6	2	6	4	10	1
ENSG00000134490	TMEM241	159	179	182	95	128	110
ENSG00000134504	KCTD1	448	455	518	404	476	326
ENSG00000134508	CABLES1	229	272	279	188	271	189
ENSG00000134516	DOCK2	20	8	21	11	34	23
ENSG00000134531	EMP1	87	76	87	58	92	64
ENSG00000134532	SOX5	85	88	129	126	171	94
ENSG00000134533	RERG	96	120	102	74	109	77
ENSG00000134538	SLCO1B1	2	1	2	1	0	1
ENSG00000134539	KLRD1	35	28	54	28	39	45
ENSG00000134545	KLRC1	1	1	3	2	5	5
ENSG00000134548	SPX	26	50	60	56	98	48
ENSG00000134551	PRH2	8	9	14	10	10	9
ENSG00000134569	LRP4	2219	1666	2241	923	906	1078
ENSG00000134571	MYBPC3	2	7	5	4	12	7
ENSG00000134574	DDB2	461	431	456	235	318	261
ENSG00000134575	ACP2	439	534	517	425	642	433
ENSG00000134588	USP26	3	2	8	3	5	7
ENSG00000134590	FAM127A	493	608	623	436	584	450
ENSG00000134594	RAB33A	43	45	29	21	19	26
ENSG00000134595	SOX3	8	5	6	6	4	1
ENSG00000134597	RBMX2	408	354	457	218	398	255
ENSG00000134627	PIWIL4	31	17	33	25	43	23
ENSG00000134640	MTNR1B	0	0	3	4	2	5
ENSG00000134644	PUM1	2869	2912	3249	2134	2763	2236
ENSG00000134668	SPOCD1	9	5	16	8	8	6
ENSG00000134684	YARS	1202	1059	1254	595	792	650
ENSG00000134686	PHC2	1170	1312	1288	916	1170	937
ENSG00000134690	CDCA8	348	347	359	188	286	198
ENSG00000134697	GNL2	785	759	886	540	647	542
ENSG00000134698	AGO4	773	779	812	499	582	529
ENSG00000134709	HOOK1	1977	2003	2581	1764	2231	1902
ENSG00000134716	CYP2J2	12	5	10	8	7	7
ENSG00000134717	BTF3L4	1573	1553	1713	1022	1327	1137
ENSG00000134744	ZCCHC11	1515	1432	1765	1090	1501	1223
ENSG00000134748	PRPF38A	694	782	828	523	773	584
ENSG00000134755	DSC2	2276	2277	2481	1291	1622	1556
ENSG00000134757	DSG3	9	0	8	2	6	7
ENSG00000134758	RNF138	804	773	807	470	588	498
ENSG00000134759	ELP2	1651	1504	1755	1028	1353	1095
ENSG00000134760	DSG1	8	12	16	16	20	10
ENSG00000134762	DSC3	88	54	66	33	31	43
ENSG00000134765	DSC1	57	73	61	41	54	40
ENSG00000134769	DTNA	520	561	631	453	530	426
ENSG00000134775	FHOD3	577	652	876	633	893	616
ENSG00000134779	TPGS2	701	812	796	562	759	596
ENSG00000134780	DAGLA	77	96	88	75	97	82
ENSG00000134802	SLC43A3	113	104	108	44	85	61
ENSG00000134809	TIMM10	181	217	230	139	230	131
ENSG00000134812	GIF	4	5	12	12	12	3
ENSG00000134815	DHX34	241	269	315	185	251	185
ENSG00000134817	APLNR	8	12	18	5	13	6
ENSG00000134824	FADS2	5295	5681	5550	3276	4137	3449
ENSG00000134825	TMEM258	988	1139	1001	683	919	765
ENSG00000134827	TCN1	4	1	6	4	11	9
ENSG00000134830	C5AR2	0	0	4	1	3	3
ENSG00000134851	TMEM165	535	577	686	444	614	464
ENSG00000134852	CLOCK	791	797	887	643	866	625
ENSG00000134853	PDGFRA	624	562	604	830	1332	621
ENSG00000134864	GGACT	58	50	43	40	57	28
ENSG00000134871	COL4A2	10445	10822	11441	7481	10114	7699
ENSG00000134873	CLDN10	154	216	206	232	347	210
ENSG00000134874	DZIP1	1263	1350	1402	771	1110	907
ENSG00000134882	UBAC2	863	960	1075	771	1085	744
ENSG00000134884	ARGLU1	3380	3227	3228	2308	2648	2335
ENSG00000134897	BIVM	619	706	804	554	803	560
ENSG00000134899	ERCC5	213	247	284	142	229	173
ENSG00000134900	TPP2	1331	1201	1508	790	1101	930
ENSG00000134901	KDELC1	635	658	685	541	740	555
ENSG00000134905	CARS2	534	560	575	352	489	376
ENSG00000134909	ARHGAP32	679	573	739	435	565	479
ENSG00000134910	STT3A	1982	2157	2506	1481	2176	1647
ENSG00000134917	ADAMTS8	115	69	87	41	66	60
ENSG00000134940	ACRV1	16	10	16	6	14	6
ENSG00000134954	ETS1	254	264	327	189	315	204
ENSG00000134955	SLC37A2	25	15	23	14	30	13
ENSG00000134962	KLB	24	25	33	18	21	28
ENSG00000134970	TMED7	1689	1699	1974	1300	1586	1449
ENSG00000134982	APC	1161	1194	1367	886	1225	924
ENSG00000134986	NREP	4627	4803	5117	3336	4483	3566
ENSG00000134987	WDR36	1278	1245	1454	876	1188	885
ENSG00000134996	OSTF1	128	137	151	93	160	105
ENSG00000135002	RFK	611	549	691	436	545	451
ENSG00000135018	UBQLN1	1140	1232	1424	774	1063	907
ENSG00000135040	NAA35	577	545	639	414	502	359
ENSG00000135045	C9orf40	171	139	148	88	113	106
ENSG00000135046	ANXA1	24	32	58	59	78	62
ENSG00000135047	CTSL	554	690	661	522	820	497
ENSG00000135048	TMEM2	363	412	458	353	516	374
ENSG00000135049	AGTPBP1	1026	977	1002	658	816	629
ENSG00000135052	GOLM1	2734	2727	2848	1632	2141	1709
ENSG00000135063	FAM189A2	8	1	15	2	7	12
ENSG00000135069	PSAT1	1597	1961	2186	1508	2298	1616
ENSG00000135070	ISCA1	530	556	650	491	694	504
ENSG00000135074	ADAM19	267	244	298	124	186	149
ENSG00000135077	HAVCR2	61	89	93	139	202	129
ENSG00000135083	CCNJL	180	129	201	77	100	99
ENSG00000135090	TAOK3	172	181	228	120	231	161
ENSG00000135093	USP30	396	435	446	349	422	371
ENSG00000135094	SDS	2	5	2	1	6	2
ENSG00000135097	MSI1	521	505	487	262	337	290
ENSG00000135100	HNF1A	81	177	172	170	269	156
ENSG00000135108	FBXO21	1692	1779	1698	1146	1379	1220
ENSG00000135111	TBX3	130	225	243	130	254	206
ENSG00000135114	OASL	4	3	2	2	7	9
ENSG00000135116	HRK	16	25	25	11	28	12
ENSG00000135119	RNFT2	468	471	482	262	359	299
ENSG00000135124	P2RX4	172	232	218	204	314	198
ENSG00000135127	BICDL1	127	206	232	198	309	175
ENSG00000135144	DTX1	178	172	188	113	114	113
ENSG00000135148	TRAFD1	655	638	669	412	558	439
ENSG00000135164	DMTF1	1277	1276	1414	940	1176	965
ENSG00000135175	OCM2	1	1	3	0	5	2
ENSG00000135185	TMEM243	205	207	203	131	125	116
ENSG00000135205	CCDC146	112	146	158	147	201	141
ENSG00000135211	TMEM60	257	302	281	182	232	206
ENSG00000135218	CD36	10	14	31	11	21	8
ENSG00000135220	UGT2A3	37	114	108	265	615	217
ENSG00000135222	CSN2	1	1	5	1	4	3
ENSG00000135226	UGT2B28	4	1	4	4	2	3
ENSG00000135241	PNPLA8	658	721	818	555	821	545
ENSG00000135245	HILPDA	229	186	221	124	216	158
ENSG00000135248	FAM71F1	2	1	8	3	10	5
ENSG00000135249	RINT1	252	237	284	193	270	194
ENSG00000135250	SRPK2	722	755	940	553	697	567
ENSG00000135253	KCP	364	490	460	327	429	350
ENSG00000135269	TES	891	1009	1071	756	1024	767
ENSG00000135272	MDFIC	525	491	568	278	398	331
ENSG00000135297	MTO1	404	438	508	331	425	362
ENSG00000135299	ANKRD6	271	277	350	234	297	214
ENSG00000135312	HTR1B	0	3	2	2	3	4
ENSG00000135314	KHDC1	101	93	127	72	99	84
ENSG00000135315	CEP162	395	358	459	284	420	310
ENSG00000135316	SYNCRIP	2144	2100	2052	1465	1854	1330
ENSG00000135317	SNX14	1020	1084	1225	778	1085	887
ENSG00000135318	NT5E	13	9	27	13	21	16
ENSG00000135324	MRAP2	17	22	18	12	12	14
ENSG00000135333	EPHA7	2838	3255	4311	2533	3780	3033
ENSG00000135334	AKIRIN2	309	319	338	214	293	245
ENSG00000135336	ORC3	626	606	702	386	597	435
ENSG00000135338	LCA5	205	238	272	159	210	156
ENSG00000135341	MAP3K7	1481	1445	1595	1035	1268	1023
ENSG00000135346	CGA	2	0	0	1	1	0
ENSG00000135355	GJA10	5	3	5	3	7	5
ENSG00000135362	PRR5L	75	63	87	40	70	56
ENSG00000135363	LMO2	32	19	31	14	18	24
ENSG00000135365	PHF21A	398	445	514	297	382	338
ENSG00000135372	NAT10	640	582	719	372	621	442
ENSG00000135373	EHF	12	13	31	27	34	16
ENSG00000135374	ELF5	9	4	18	11	11	19
ENSG00000135378	PRRG4	356	384	490	315	389	369
ENSG00000135387	CAPRIN1	4935	5169	5387	3331	4520	3678
ENSG00000135390	ATP5G2	2788	3006	3255	1880	2899	1934
ENSG00000135392	DNAJC14	438	435	497	328	445	351
ENSG00000135404	CD63	2899	3226	3279	2708	3765	2791
ENSG00000135406	PRPH	9	23	40	5	12	6
ENSG00000135407	AVIL	67	65	84	59	79	47
ENSG00000135409	AMHR2	45	44	57	15	16	19
ENSG00000135413	LACRT	1	1	2	1	2	1
ENSG00000135414	GDF11	1716	1805	2004	1237	1742	1392
ENSG00000135423	GLS2	9	7	8	8	6	5
ENSG00000135424	ITGA7	348	442	482	360	623	429
ENSG00000135426	TESPA1	8	5	19	7	14	6
ENSG00000135436	FAM186B	11	12	19	6	10	10
ENSG00000135437	RDH5	33	74	59	66	108	77
ENSG00000135439	AGAP2	11	11	12	9	18	16
ENSG00000135441	BLOC1S1	518	683	630	480	683	463
ENSG00000135443	KRT85	2	4	5	2	5	4
ENSG00000135446	CDK4	769	782	851	529	721	519
ENSG00000135447	PPP1R1A	538	525	538	338	529	348
ENSG00000135451	TROAP	299	303	276	191	217	224
ENSG00000135452	TSPAN31	428	419	499	305	449	336
ENSG00000135454	B4GALNT1	16	15	22	7	28	16
ENSG00000135457	TFCP2	406	405	469	247	422	281
ENSG00000135469	COQ10A	148	192	190	144	209	144
ENSG00000135472	FAIM2	22	22	31	13	24	20
ENSG00000135473	PAN2	1297	1295	1510	967	1300	1022
ENSG00000135476	ESPL1	358	370	410	237	280	250
ENSG00000135480	KRT7	41	47	59	22	41	22
ENSG00000135482	ZC3H10	208	238	231	149	181	147
ENSG00000135486	HNRNPA1	14660	15178	14999	8836	12158	9350
ENSG00000135502	SLC26A10	16	11	16	24	28	21
ENSG00000135503	ACVR1B	902	955	1058	741	975	651
ENSG00000135506	OS9	1509	1674	1779	1305	1902	1238
ENSG00000135517	MIP	22	9	19	11	16	10
ENSG00000135519	KCNH3	218	290	277	169	177	179
ENSG00000135521	LTV1	333	315	306	204	243	185
ENSG00000135525	MAP7	486	586	686	517	893	557
ENSG00000135535	CD164	4467	5682	5743	4359	6375	4910
ENSG00000135537	LACE1	172	137	220	138	172	149
ENSG00000135540	NHSL1	387	364	440	310	371	290
ENSG00000135541	AHI1	285	219	302	206	255	196
ENSG00000135547	HEY2	148	105	149	84	110	91
ENSG00000135549	PKIB	44	39	36	37	39	43
ENSG00000135569	TAAR5	0	0	2	0	0	2
ENSG00000135577	NMBR	4	0	1	3	4	1
ENSG00000135587	SMPD2	122	151	138	107	140	107
ENSG00000135596	MICAL1	465	527	596	455	576	468
ENSG00000135597	REPS1	787	777	787	531	651	501
ENSG00000135604	STX11	5	0	1	0	2	2
ENSG00000135605	TEC	88	119	114	112	145	95
ENSG00000135617	PRADC1	85	114	128	78	93	68
ENSG00000135622	SEMA4F	226	196	250	114	174	147
ENSG00000135624	CCT7	3223	3186	3418	1934	2625	2134
ENSG00000135625	EGR4	0	0	0	1	1	1
ENSG00000135631	RAB11FIP5	237	298	312	270	415	292
ENSG00000135632	SMYD5	315	393	323	240	342	260
ENSG00000135636	DYSF	54	44	61	29	74	70
ENSG00000135637	CCDC142	140	147	166	131	180	120
ENSG00000135638	EMX1	15	34	28	32	49	39
ENSG00000135643	KCNMB4	393	369	373	317	393	302
ENSG00000135655	USP15	597	618	723	514	639	511
ENSG00000135677	GNS	2278	2902	3005	2510	3398	2386
ENSG00000135678	CPM	96	138	155	179	248	180
ENSG00000135679	MDM2	2076	1838	2065	1227	1580	1303
ENSG00000135686	KLHL36	618	740	735	648	809	619
ENSG00000135698	MPHOSPH6	246	269	324	179	237	174
ENSG00000135702	CHST5	14	4	12	9	8	8
ENSG00000135709	KIAA0513	276	299	364	256	334	225
ENSG00000135720	DYNC1LI2	1576	1540	1801	1210	1619	1186
ENSG00000135722	FBXL8	2	7	3	4	5	4
ENSG00000135723	FHOD1	229	246	238	165	203	174
ENSG00000135736	CCDC102A	98	138	128	79	111	76
ENSG00000135740	SLC9A5	32	36	47	34	51	43
ENSG00000135744	AGT	518	798	770	478	649	569
ENSG00000135747	ZNF670-ZNF695	172	142	188	82	138	95
ENSG00000135749	PCNX2	304	299	380	235	261	201
ENSG00000135750	KCNK1	85	100	98	79	89	78
ENSG00000135763	URB2	345	318	338	205	267	192
ENSG00000135766	EGLN1	493	485	578	355	569	451
ENSG00000135773	CAPN9	20	25	30	9	18	16
ENSG00000135775	COG2	674	817	878	521	735	547
ENSG00000135776	ABCB10	370	437	489	337	439	358
ENSG00000135778	NTPCR	499	633	632	456	615	432
ENSG00000135801	TAF5L	346	351	331	237	325	219
ENSG00000135821	GLUL	3773	4041	4366	2580	3630	2712
ENSG00000135823	STX6	567	570	579	417	530	411
ENSG00000135824	RGS8	2	1	5	4	4	3
ENSG00000135828	RNASEL	112	131	158	95	170	133
ENSG00000135829	DHX9	4741	4594	5423	3180	4552	3462
ENSG00000135835	KIAA1614	117	169	170	138	228	142
ENSG00000135837	CEP350	1657	1652	1897	1275	1506	1190
ENSG00000135838	NPL	13	15	23	10	22	14
ENSG00000135842	FAM129A	245	178	222	84	66	101
ENSG00000135845	PIGC	313	365	407	263	376	293
ENSG00000135862	LAMC1	7655	7466	8084	5526	7479	5490
ENSG00000135870	RC3H1	1114	1093	1233	868	1150	833
ENSG00000135898	GPR55	7	3	16	4	13	15
ENSG00000135899	SP110	77	63	75	58	90	65
ENSG00000135900	MRPL44	347	387	428	261	378	315
ENSG00000135902	CHRND	16	15	14	12	34	29
ENSG00000135903	PAX3	33	18	29	28	39	29
ENSG00000135905	DOCK10	23	17	42	26	49	31
ENSG00000135912	TTLL4	530	510	580	408	430	367
ENSG00000135913	USP37	648	600	749	455	530	465
ENSG00000135914	HTR2B	11	10	9	3	5	11
ENSG00000135916	ITM2C	6550	8247	8454	6309	9582	6357
ENSG00000135917	SLC19A3	99	113	166	148	136	124
ENSG00000135919	SERPINE2	874	1086	1226	908	1174	999
ENSG00000135924	DNAJB2	502	587	696	427	662	455
ENSG00000135925	WNT10A	4	0	6	3	7	9
ENSG00000135926	TMBIM1	634	748	705	626	764	611
ENSG00000135929	CYP27A1	143	225	211	221	436	247
ENSG00000135930	EIF4E2	732	752	842	588	839	605
ENSG00000135931	ARMC9	398	474	473	306	438	358
ENSG00000135932	CAB39	1601	1717	1871	1171	1491	1227
ENSG00000135940	COX5B	1107	1315	1035	994	1146	987
ENSG00000135945	REV1	690	686	775	514	583	524
ENSG00000135951	TSGA10	199	183	223	172	221	166
ENSG00000135953	MFSD9	283	346	341	262	298	232
ENSG00000135956	TMEM127	406	446	482	395	521	384
ENSG00000135960	EDAR	43	31	41	21	24	23
ENSG00000135966	TGFBRAP1	378	419	396	273	319	253
ENSG00000135968	GCC2	950	936	1170	853	1107	864
ENSG00000135972	MRPS9	526	500	552	357	489	338
ENSG00000135973	GPR45	0	0	0	0	1	1
ENSG00000135974	C2orf49	591	691	698	447	583	477
ENSG00000135976	ANKRD36	849	681	987	681	786	582
ENSG00000135999	EPC2	629	656	723	476	699	525
ENSG00000136002	ARHGEF4	100	129	97	80	79	70
ENSG00000136003	ISCU	617	681	728	496	605	492
ENSG00000136010	ALDH1L2	39	18	38	18	29	25
ENSG00000136011	STAB2	18	8	22	15	22	16
ENSG00000136014	USP44	15	34	28	17	30	22
ENSG00000136021	SCYL2	1471	1541	1690	1198	1539	1231
ENSG00000136026	CKAP4	1759	1853	1709	1016	1260	1128
ENSG00000136040	PLXNC1	132	134	141	119	178	108
ENSG00000136044	APPL2	783	819	892	585	799	600
ENSG00000136045	PWP1	589	569	639	422	570	399
ENSG00000136048	DRAM1	469	583	607	550	754	556
ENSG00000136051	KIAA1033	1281	1340	1606	1062	1501	1159
ENSG00000136052	SLC41A2	45	64	74	63	69	54
ENSG00000136059	VILL	127	134	152	106	131	93
ENSG00000136068	FLNB	1948	2193	2353	1621	2417	1600
ENSG00000136098	NEK3	306	318	375	222	290	243
ENSG00000136099	PCDH8	36	27	29	33	40	13
ENSG00000136100	VPS36	912	983	1122	701	866	715
ENSG00000136104	RNASEH2B	338	325	334	197	288	263
ENSG00000136108	CKAP2	873	900	1100	515	706	598
ENSG00000136110	LECT1	92	51	57	64	86	38
ENSG00000136111	TBC1D4	330	371	457	352	499	348
ENSG00000136114	THSD1	14	20	21	12	23	13
ENSG00000136122	BORA	151	128	149	81	108	98
ENSG00000136141	LRCH1	346	347	398	231	334	291
ENSG00000136143	SUCLA2	919	1029	1229	782	1056	798
ENSG00000136144	RCBTB1	1154	1176	1419	890	1222	941
ENSG00000136146	MED4	575	627	588	374	499	426
ENSG00000136147	PHF11	144	133	187	146	164	143
ENSG00000136152	COG3	754	763	781	521	729	598
ENSG00000136153	LMO7	779	841	986	571	736	558
ENSG00000136155	SCEL	10	4	12	3	10	5
ENSG00000136156	ITM2B	7897	9902	9965	8338	11103	8429
ENSG00000136158	SPRY2	440	447	526	241	380	374
ENSG00000136159	NUDT15	402	408	505	251	369	247
ENSG00000136160	EDNRB	147	243	268	274	408	263
ENSG00000136161	RCBTB2	709	708	897	501	746	552
ENSG00000136167	LCP1	37	26	63	28	38	28
ENSG00000136169	SETDB2	744	664	863	496	690	507
ENSG00000136193	SCRN1	2129	2266	2203	1621	2037	1543
ENSG00000136197	C7orf25	20	19	30	20	27	27
ENSG00000136205	TNS3	1890	1871	2029	1318	1819	1434
ENSG00000136206	SPDYE1	23	16	36	18	31	21
ENSG00000136213	CHST12	48	60	57	46	51	44
ENSG00000136231	IGF2BP3	1343	1427	1457	919	1249	1035
ENSG00000136235	GPNMB	45	43	79	53	67	58
ENSG00000136237	RAPGEF5	94	126	128	78	80	82
ENSG00000136238	RAC1	1621	1651	1780	1135	1499	1176
ENSG00000136240	KDELR2	1759	1916	1956	1402	1864	1410
ENSG00000136243	NUPL2	540	513	588	358	456	378
ENSG00000136244	IL6	3	0	0	0	1	0
ENSG00000136247	ZDHHC4	438	517	556	368	491	387
ENSG00000136250	AOAH	9	4	21	8	6	4
ENSG00000136261	BZW2	912	889	1012	533	738	581
ENSG00000136267	DGKB	34	29	39	39	57	35
ENSG00000136270	TBRG4	886	937	868	616	752	611
ENSG00000136271	DDX56	882	983	1002	716	963	775
ENSG00000136273	HUS1	253	261	349	208	257	224
ENSG00000136274	NACAD	39	46	72	41	58	50
ENSG00000136275	C7orf69	3	0	2	0	1	1
ENSG00000136279	DBNL	984	1075	1027	745	992	743
ENSG00000136280	CCM2	226	241	258	166	239	221
ENSG00000136286	MYO1G	13	10	11	14	15	7
ENSG00000136295	TTYH3	888	1072	1020	684	814	738
ENSG00000136297	MMD2	1	1	1	0	3	2
ENSG00000136305	CIDEB	0	0	0	0	0	0
ENSG00000136319	TTC5	541	609	639	412	553	429
ENSG00000136327	NKX2-8	0	0	0	0	1	0
ENSG00000136352	NKX2-1	0	0	2	0	0	2
ENSG00000136367	ZFHX2	123	123	164	90	164	123
ENSG00000136371	MTHFS	59	63	71	52	77	36
ENSG00000136378	ADAMTS7	346	351	358	196	255	205
ENSG00000136379	ABHD17C	181	240	271	163	235	185
ENSG00000136381	IREB2	1654	1733	1809	1215	1476	1197
ENSG00000136383	ALPK3	519	483	595	388	528	399
ENSG00000136404	TM6SF1	16	11	20	20	13	4
ENSG00000136425	CIB2	151	193	224	130	195	128
ENSG00000136436	CALCOCO2	463	485	631	370	550	427
ENSG00000136444	RSAD1	437	478	487	304	449	355
ENSG00000136448	NMT1	1277	1353	1509	920	1406	1058
ENSG00000136449	MYCBPAP	28	37	58	25	31	29
ENSG00000136450	SRSF1	3648	3624	3908	2277	3153	2442
ENSG00000136451	VEZF1	1378	1466	1578	1118	1532	1222
ENSG00000136457	CHAD	38	57	48	38	41	28
ENSG00000136463	TACO1	177	244	227	180	220	202
ENSG00000136478	TEX2	366	483	526	374	568	425
ENSG00000136485	DCAF7	2555	2944	3179	1947	2820	2169
ENSG00000136487	GH2	1	0	1	1	1	0
ENSG00000136488	CSH1	0	0	3	0	0	3
ENSG00000136490	LIMD2	360	415	323	200	235	229
ENSG00000136492	BRIP1	537	502	489	291	309	288
ENSG00000136504	KAT7	956	1024	1093	787	1008	766
ENSG00000136514	RTP4	4	1	5	2	3	0
ENSG00000136518	ACTL6A	860	796	993	494	737	562
ENSG00000136521	NDUFB5	1367	1510	1558	1102	1467	1198
ENSG00000136522	MRPL47	596	636	719	453	567	472
ENSG00000136527	TRA2B	3216	3014	3079	1990	2553	1950
ENSG00000136531	SCN2A	54	24	49	40	57	47
ENSG00000136535	TBR1	8	3	19	7	19	16
ENSG00000136536	MARCH7	1776	1866	2266	1362	1882	1544
ENSG00000136541	ERMN	4	5	4	3	8	10
ENSG00000136542	GALNT5	22	25	35	24	33	22
ENSG00000136546	SCN7A	28	31	37	45	92	43
ENSG00000136560	TANK	331	351	391	307	365	265
ENSG00000136573	BLK	5	2	7	3	7	5
ENSG00000136574	GATA4	0	1	6	3	5	2
ENSG00000136603	SKIL	1452	1576	1699	1349	1590	1272
ENSG00000136628	EPRS	2132	2050	2473	1364	1951	1511
ENSG00000136630	HLX	6	9	17	4	15	5
ENSG00000136631	VPS45	632	629	789	499	588	488
ENSG00000136634	IL10	4	2	4	5	1	1
ENSG00000136636	KCTD3	916	920	961	605	814	635
ENSG00000136643	RPS6KC1	375	409	449	308	460	304
ENSG00000136682	CBWD2	392	437	536	326	442	336
ENSG00000136688	IL36G	5	0	4	4	4	4
ENSG00000136689	IL1RN	11	1	12	2	5	11
ENSG00000136694	IL36A	1	1	2	0	2	0
ENSG00000136695	IL36RN	1	2	11	1	6	7
ENSG00000136696	IL36B	12	1	8	11	10	3
ENSG00000136697	IL1F10	1	0	3	3	2	1
ENSG00000136698	CFC1	2	1	0	0	1	0
ENSG00000136699	SMPD4	605	643	588	464	547	447
ENSG00000136709	WDR33	1513	1512	1534	1111	1434	1139
ENSG00000136710	CCDC115	403	427	439	328	393	350
ENSG00000136715	SAP130	407	426	477	315	431	342
ENSG00000136717	BIN1	1045	1689	1442	1383	2090	1307
ENSG00000136718	IMP4	417	466	480	277	374	297
ENSG00000136720	HS6ST1	862	905	900	682	688	634
ENSG00000136731	UGGT1	1678	1514	1987	1154	1506	1127
ENSG00000136732	GYPC	343	363	371	262	467	300
ENSG00000136738	STAM	441	493	557	349	420	376
ENSG00000136750	GAD2	7	3	13	5	11	12
ENSG00000136754	ABI1	646	705	735	625	828	578
ENSG00000136758	YME1L1	2662	2717	2782	1808	2375	1906
ENSG00000136770	DNAJC1	368	353	430	231	328	235
ENSG00000136783	NIPSNAP3A	322	367	383	296	441	304
ENSG00000136802	LRRC8A	748	759	802	501	643	514
ENSG00000136807	CDK9	464	526	537	446	593	430
ENSG00000136810	TXN	1545	1655	1494	1302	1462	1307
ENSG00000136811	ODF2	698	762	806	483	668	491
ENSG00000136813	KIAA0368	1951	1977	1999	1316	1762	1376
ENSG00000136816	TOR1B	209	178	249	173	242	189
ENSG00000136819	C9orf78	454	522	477	323	519	373
ENSG00000136824	SMC2	977	918	1152	582	974	677
ENSG00000136826	KLF4	115	74	90	75	67	54
ENSG00000136827	TOR1A	509	447	496	322	441	376
ENSG00000136828	RALGPS1	404	464	550	355	471	376
ENSG00000136830	FAM129B	487	442	555	429	552	358
ENSG00000136834	OR1J1	1	0	3	0	3	0
ENSG00000136839	OR13C9	0	0	1	1	1	1
ENSG00000136840	ST6GALNAC4	70	98	75	77	88	66
ENSG00000136842	TMOD1	15	4	9	6	8	7
ENSG00000136848	DAB2IP	883	975	981	715	970	721
ENSG00000136854	STXBP1	75	56	85	57	50	72
ENSG00000136856	SLC2A8	149	189	190	146	176	125
ENSG00000136859	ANGPTL2	43	43	52	43	59	34
ENSG00000136861	CDK5RAP2	1017	933	1174	621	852	637
ENSG00000136866	ZFP37	170	189	271	131	213	175
ENSG00000136867	SLC31A2	3	5	4	4	3	3
ENSG00000136868	SLC31A1	732	823	877	567	797	569
ENSG00000136869	TLR4	9	11	11	5	9	14
ENSG00000136870	ZNF189	590	587	643	438	575	441
ENSG00000136872	ALDOB	8	5	14	4	23	6
ENSG00000136874	STX17	340	321	384	237	385	262
ENSG00000136875	PRPF4	705	749	792	538	808	584
ENSG00000136877	FPGS	359	414	402	291	389	278
ENSG00000136878	USP20	319	387	399	225	286	232
ENSG00000136881	BAAT	11	3	8	7	7	11
ENSG00000136883	KIF12	1331	1914	1858	1808	2467	1682
ENSG00000136888	ATP6V1G1	1945	2066	2185	1539	2015	1649
ENSG00000136891	TEX10	752	780	804	521	665	525
ENSG00000136895	GARNL3	125	126	134	97	138	89
ENSG00000136897	MRPL50	683	790	791	541	651	547
ENSG00000136908	DPM2	273	280	289	213	235	187
ENSG00000136918	WDR38	18	23	20	24	45	19
ENSG00000136925	TSTD2	296	257	297	215	271	220
ENSG00000136928	GABBR2	85	42	85	23	27	30
ENSG00000136929	HEMGN	13	3	5	6	9	5
ENSG00000136930	PSMB7	1173	1343	1277	800	1137	903
ENSG00000136931	NR5A1	6	4	11	6	1	5
ENSG00000136932	TRMO	131	121	137	94	135	91
ENSG00000136933	RABEPK	230	216	269	154	195	166
ENSG00000136935	GOLGA1	251	238	271	202	263	200
ENSG00000136936	XPA	193	250	204	174	244	166
ENSG00000136937	NCBP1	898	874	1098	630	870	716
ENSG00000136938	ANP32B	195	227	264	151	202	142
