id	sym	MYC_GFP_untreated_rep1	MYC_GFP_untreated_rep2	MYC_GFP_untreated_rep3	MYC_GFP_NCS_rep1	MYC_GFP_NCS_rep2	MYC_GFP_NCS_rep3
ENSG00000075240	GRAMD4	27	13	46	15	18	23
ENSG00000075275	CELSR1	100	62	108	97	91	80
ENSG00000075290	WNT8B	4	1	2	1	0	0
ENSG00000075292	ZNF638	763	605	421	848	846	484
ENSG00000075303	SLC25A40	293	278	302	395	317	264
ENSG00000075336	TIMM21	446	395	563	449	431	424
ENSG00000075391	RASAL2	179	176	151	228	194	124
ENSG00000075399	VPS9D1	85	108	108	72	78	98
ENSG00000075407	ZNF37A	102	113	118	224	261	152
ENSG00000075413	MARK3	1260	971	1009	910	1127	878
ENSG00000075415	SLC25A3	3361	3825	3704	2772	2622	3379
ENSG00000075420	FNDC3B	1250	1028	871	1145	1204	914
ENSG00000075426	FOSL2	961	763	934	989	1091	920
ENSG00000075461	CACNG4	282	232	436	205	207	181
ENSG00000075539	FRYL	985	863	555	975	1019	603
ENSG00000075568	TMEM131	335	248	231	518	474	259
ENSG00000075618	FSCN1	16	11	11	8	9	12
ENSG00000075624	ACTB	39006	33487	57434	25358	24682	31784
ENSG00000075643	MOCOS	61	69	65	53	45	41
ENSG00000075651	PLD1	159	133	150	147	123	84
ENSG00000075673	ATP12A	1	0	0	0	1	1
ENSG00000075702	WDR62	157	93	136	82	124	102
ENSG00000075711	DLG1	1185	762	736	957	1139	699
ENSG00000075785	RAB7A	3050	2171	4465	1582	1769	2185
ENSG00000075790	BCAP29	1325	1275	1277	1107	1145	962
ENSG00000075826	SEC31B	5	5	6	9	1	2
ENSG00000075856	SART3	814	567	731	618	650	511
ENSG00000075884	ARHGAP15	0	0	1	0	0	0
ENSG00000075886	TUBA3D	9	11	13	9	16	13
ENSG00000075891	PAX2	1	0	0	0	0	0
ENSG00000075914	EXOSC7	391	271	411	186	206	231
ENSG00000075945	KIFAP3	40	41	74	39	55	23
ENSG00000075975	MKRN2	586	564	756	466	365	482
ENSG00000076003	MCM6	990	813	1128	648	681	575
ENSG00000076043	REXO2	226	214	282	166	197	248
ENSG00000076053	RBM7	739	980	983	703	595	770
ENSG00000076067	RBMS2	41	26	36	27	39	37
ENSG00000076108	BAZ2A	733	565	860	535	511	485
ENSG00000076201	PTPN23	89	60	64	55	73	55
ENSG00000076242	MLH1	253	236	195	223	228	233
ENSG00000076248	UNG	1676	1271	2044	826	775	939
ENSG00000076258	FMO4	26	32	12	32	37	33
ENSG00000076321	KLHL20	634	698	1037	558	602	557
ENSG00000076344	RGS11	0	0	0	0	1	0
ENSG00000076351	SLC46A1	82	53	72	69	48	40
ENSG00000076356	PLXNA2	60	45	73	55	46	42
ENSG00000076382	SPAG5	348	222	303	242	256	218
ENSG00000076513	ANKRD13A	118	135	106	119	119	80
ENSG00000076554	TPD52	1284	1172	1451	721	786	854
ENSG00000076555	ACACB	53	49	45	48	67	24
ENSG00000076604	TRAF4	289	374	335	362	341	466
ENSG00000076641	PAG1	15	20	13	13	8	12
ENSG00000076650	GPATCH1	145	129	121	155	154	114
ENSG00000076662	ICAM3	0	0	0	0	0	0
ENSG00000076685	NT5C2	1534	1120	760	1674	1931	826
ENSG00000076706	MCAM	0	0	0	1	1	0
ENSG00000076716	GPC4	82	68	64	40	78	45
ENSG00000076770	MBNL3	197	159	70	223	204	129
ENSG00000076826	CAMSAP3	65	49	93	53	48	62
ENSG00000076864	RAP1GAP	36	37	49	18	27	16
ENSG00000076924	XAB2	96	50	78	57	40	48
ENSG00000076928	ARHGEF1	68	39	94	49	51	32
ENSG00000076944	STXBP2	96	62	146	57	62	81
ENSG00000076984	MAP2K7	61	38	63	47	31	33
ENSG00000077009	NMRK2	1	1	0	0	0	0
ENSG00000077044	DGKD	186	151	240	140	158	119
ENSG00000077063	CTTNBP2	6	2	7	3	4	2
ENSG00000077080	ACTL6B	0	0	0	2	2	1
ENSG00000077092	RARB	23	7	2	11	23	12
ENSG00000077097	TOP2B	678	434	488	597	655	386
ENSG00000077147	TM9SF3	1193	1104	1151	930	893	811
ENSG00000077150	NFKB2	73	61	147	74	84	82
ENSG00000077152	UBE2T	2612	3399	3522	2130	1976	2282
ENSG00000077157	PPP1R12B	437	319	224	404	499	313
ENSG00000077232	DNAJC10	443	339	316	378	389	292
ENSG00000077235	GTF3C1	525	416	400	489	450	324
ENSG00000077238	IL4R	181	171	230	138	215	165
ENSG00000077254	USP33	500	352	286	393	433	236
ENSG00000077312	SNRPA	437	455	555	276	285	393
ENSG00000077327	SPAG6	0	0	0	0	0	0
ENSG00000077348	EXOSC5	210	161	285	109	112	136
ENSG00000077380	DYNC1I2	217	198	281	246	256	210
ENSG00000077454	LRCH4	92	56	76	90	89	67
ENSG00000077458	FAM76B	526	459	409	503	427	326
ENSG00000077463	SIRT6	23	26	46	17	22	32
ENSG00000077514	POLD3	981	940	873	826	772	692
ENSG00000077549	CAPZB	701	557	925	544	530	628
ENSG00000077585	GPR137B	91	82	125	67	100	58
ENSG00000077616	NAALAD2	15	7	10	20	20	8
ENSG00000077684	JADE1	793	896	932	536	524	551
ENSG00000077713	SLC25A43	216	201	366	144	175	191
ENSG00000077721	UBE2A	771	580	865	468	488	574
ENSG00000077782	FGFR1	73	48	59	45	39	49
ENSG00000077800	FKBP6	0	0	0	0	3	0
ENSG00000077935	SMC1B	42	15	20	30	28	26
ENSG00000077942	FBLN1	56	50	55	24	44	51
ENSG00000077943	ITGA8	0	0	0	0	3	0
ENSG00000077984	CST7	2	0	0	0	2	2
ENSG00000078018	MAP2	12	2	0	12	10	7
ENSG00000078043	PIAS2	354	250	215	328	339	230
ENSG00000078053	AMPH	1	0	0	3	4	1
ENSG00000078061	ARAF	219	204	551	147	149	177
ENSG00000078070	MCCC1	413	267	415	323	371	268
ENSG00000078081	LAMP3	0	0	0	3	7	1
ENSG00000078114	NEBL	655	575	476	750	776	516
ENSG00000078124	ACER3	269	240	234	214	210	188
ENSG00000078140	UBE2K	782	817	802	562	615	663
ENSG00000078142	PIK3C3	167	148	87	162	222	138
ENSG00000078177	N4BP2	192	155	108	172	165	108
ENSG00000078237	TIGAR	830	945	1111	2440	2282	3032
ENSG00000078246	TULP3	451	395	525	329	285	334
ENSG00000078269	SYNJ2	259	262	321	214	217	223
ENSG00000078304	PPP2R5C	892	880	829	703	655	732
ENSG00000078319	PMS2P1	302	260	316	213	242	259
ENSG00000078369	GNB1	349	291	475	268	259	307
ENSG00000078399	HOXA9	0	0	0	0	0	0
ENSG00000078401	EDN1	1659	1687	2321	1005	816	1076
ENSG00000078403	MLLT10	469	474	531	420	391	458
ENSG00000078487	ZCWPW1	41	31	56	35	50	33
ENSG00000078596	ITM2A	0	0	0	0	0	0
ENSG00000078618	NRD1	803	473	691	558	613	546
ENSG00000078668	VDAC3	782	595	1036	458	476	587
ENSG00000078674	PCM1	408	324	225	436	481	369
ENSG00000078687	TNRC6C	93	75	84	93	76	51
ENSG00000078699	CBFA2T2	372	234	422	250	283	272
ENSG00000078747	ITCH	790	561	382	858	992	489
ENSG00000078795	PKD2L2	6	8	2	15	8	8
ENSG00000078804	TP53INP2	47	38	28	23	41	50
ENSG00000078808	SDF4	79	49	141	47	46	48
ENSG00000078814	MYH7B	17	5	6	3	3	8
ENSG00000078898	BPIFB2	0	0	0	0	1	0
ENSG00000078900	TP73	10	10	27	4	3	8
ENSG00000078902	TOLLIP	198	134	371	121	138	154
ENSG00000078967	UBE2D4	64	86	81	69	49	52
ENSG00000079101	CLUL1	5	6	3	54	39	25
ENSG00000079102	RUNX1T1	29	57	55	26	34	19
ENSG00000079112	CDH17	2	0	2	0	1	4
ENSG00000079134	THOC1	405	333	266	359	392	294
ENSG00000079150	FKBP7	4	12	11	5	6	0
ENSG00000079156	OSBPL6	6	8	21	12	13	4
ENSG00000079215	SLC1A3	8	11	12	15	27	13
ENSG00000079246	XRCC5	2813	2516	2346	2248	2123	2142
ENSG00000079257	LXN	2615	2535	2821	1781	1771	2122
ENSG00000079263	SP140	2	0	1	6	1	1
ENSG00000079277	MKNK1	181	172	213	143	171	134
ENSG00000079308	TNS1	1	3	0	1	3	0
ENSG00000079313	REXO1	28	30	29	21	23	16
ENSG00000079332	SAR1A	1326	1460	1634	1082	1129	1140
ENSG00000079335	CDC14A	103	113	76	163	195	147
ENSG00000079337	RAPGEF3	6	4	3	1	8	11
ENSG00000079385	CEACAM1	6	2	2	3	4	10
ENSG00000079387	SENP1	1015	891	603	829	883	657
ENSG00000079393	DUSP13	0	1	8	1	1	0
ENSG00000079432	CIC	47	27	25	43	58	32
ENSG00000079435	LIPE	6	6	2	11	9	6
ENSG00000079459	FDFT1	1546	1232	1994	1014	1137	1180
ENSG00000079462	PAFAH1B3	188	176	328	110	127	194
ENSG00000079482	OPHN1	585	661	630	582	578	576
ENSG00000079557	AFM	0	0	0	0	1	0
ENSG00000079616	KIF22	872	599	1394	464	498	507
ENSG00000079689	SCGN	0	0	0	0	0	0
ENSG00000079691	LRRC16A	326	260	182	275	312	222
ENSG00000079739	PGM1	78	86	173	57	76	60
ENSG00000079785	DDX1	1532	1139	1763	971	1050	1066
ENSG00000079805	DNM2	222	139	149	135	150	123
ENSG00000079819	EPB41L2	304	178	243	195	222	190
ENSG00000079841	RIMS1	5	3	1	5	1	0
ENSG00000079950	STX7	352	250	244	295	309	210
ENSG00000079974	RABL2B	83	45	69	87	102	61
ENSG00000079999	KEAP1	404	379	529	260	261	405
ENSG00000080007	DDX43	53	40	31	23	28	36
ENSG00000080031	PTPRH	4	1	4	5	9	2
ENSG00000080189	SLC35C2	209	193	395	146	156	159
ENSG00000080200	CRYBG3	16	11	0	17	12	6
ENSG00000080224	EPHA6	0	3	3	2	0	0
ENSG00000080298	RFX3	101	163	79	113	126	104
ENSG00000080345	RIF1	2191	1632	1150	2040	2069	1313
ENSG00000080371	RAB21	1183	1421	1293	1360	1258	1266
ENSG00000080493	SLC4A4	23	17	30	20	8	13
ENSG00000080503	SMARCA2	433	371	269	360	426	310
ENSG00000080546	SESN1	537	526	572	2886	3361	2982
ENSG00000080561	MID2	172	148	97	163	186	70
ENSG00000080573	COL5A3	0	0	0	0	0	0
ENSG00000080603	SRCAP	122	65	37	104	111	60
ENSG00000080608	KIAA0020	1111	835	829	652	643	634
ENSG00000080618	CPB2	33	15	28	21	15	36
ENSG00000080644	CHRNA3	37	27	36	28	50	34
ENSG00000080709	KCNN2	3	8	0	1	12	1
ENSG00000080802	CNOT4	1022	861	826	1050	955	730
ENSG00000080815	PSEN1	1012	892	1113	784	839	860
ENSG00000080819	CPOX	76	111	93	85	81	87
ENSG00000080822	CLDND1	308	291	410	315	273	168
ENSG00000080823	MOK	83	70	84	65	79	60
ENSG00000080824	HSP90AA1	16855	20265	21542	16345	13972	16025
ENSG00000080839	RBL1	733	524	385	481	597	383
ENSG00000080845	DLGAP4	150	110	146	85	86	122
ENSG00000080854	IGSF9B	16	6	0	7	9	2
ENSG00000080947	CROCCP3	15	16	14	18	15	17
ENSG00000080986	NDC80	703	690	679	419	366	377
ENSG00000081014	AP4E1	791	414	308	746	805	463
ENSG00000081019	RSBN1	1237	1497	1535	1076	950	1090
ENSG00000081026	MAGI3	517	380	350	390	394	286
ENSG00000081052	COL4A4	3	8	2	17	9	6
ENSG00000081059	TCF7	11	11	1	20	14	14
ENSG00000081087	OSTM1	404	368	385	410	428	274
ENSG00000081138	CDH7	4	2	0	0	6	7
ENSG00000081148	IMPG2	0	2	1	1	1	0
ENSG00000081154	PCNP	929	708	822	884	908	705
ENSG00000081177	EXD2	158	145	181	128	125	87
ENSG00000081181	ARG2	32	25	24	33	47	25
ENSG00000081189	MEF2C	216	264	179	186	184	150
ENSG00000081237	PTPRC	1	0	0	1	0	0
ENSG00000081277	PKP1	30	14	45	16	15	11
ENSG00000081307	UBA5	746	712	907	644	671	529
ENSG00000081320	STK17B	743	776	584	615	693	464
ENSG00000081377	CDC14B	116	141	84	125	120	102
ENSG00000081386	ZNF510	336	429	324	517	516	356
ENSG00000081479	LRP2	0	0	2	0	0	0
ENSG00000081665	ZNF506	44	39	37	113	124	89
ENSG00000081692	JMJD4	56	59	134	56	66	64
ENSG00000081721	DUSP12	695	707	847	485	511	643
ENSG00000081760	AACS	347	260	417	273	259	220
ENSG00000081791	KIAA0141	194	91	130	135	159	95
ENSG00000081803	CADPS2	823	561	405	578	682	406
ENSG00000081818	PCDHB4	5	2	0	2	6	1
ENSG00000081842	PCDHA6	0	0	0	0	0	0
ENSG00000081853	PCDHGA2	0	0	0	0	0	0
ENSG00000081870	HSPB11	715	641	901	432	553	657
ENSG00000081913	PHLPP1	183	154	135	113	172	102
ENSG00000081923	ATP8B1	816	657	515	802	781	525
ENSG00000081985	IL12RB2	3	7	2	6	9	6
ENSG00000082014	SMARCD3	11	9	22	11	18	8
ENSG00000082068	WDR70	224	185	151	210	255	199
ENSG00000082074	FYB	1	0	0	0	0	0
ENSG00000082126	MPP4	4	0	3	4	4	5
ENSG00000082146	STRADB	88	85	125	88	111	88
ENSG00000082153	BZW1	7948	6640	7367	6084	6168	5218
ENSG00000082175	PGR	144	164	121	204	222	132
ENSG00000082196	C1QTNF3	12	9	5	8	8	13
ENSG00000082212	ME2	51	45	102	56	57	44
ENSG00000082213	C5orf22	776	843	830	746	778	759
ENSG00000082258	CCNT2	1147	1040	659	1577	1361	831
ENSG00000082269	FAM135A	5	0	0	0	0	0
ENSG00000082293	COL19A1	0	1	0	0	0	2
ENSG00000082438	COBLL1	651	520	359	629	638	399
ENSG00000082458	DLG3	434	327	385	305	330	317
ENSG00000082482	KCNK2	0	1	0	0	0	0
ENSG00000082497	SERTAD4	849	857	981	505	486	516
ENSG00000082512	TRAF5	92	73	43	47	50	40
ENSG00000082515	MRPL22	715	762	1089	506	487	719
ENSG00000082516	GEMIN5	902	797	684	633	539	551
ENSG00000082641	NFE2L1	539	440	634	475	547	377
ENSG00000082684	SEMA5B	0	0	1	0	0	0
ENSG00000082701	GSK3B	940	1047	665	1041	1115	828
ENSG00000082781	ITGB5	409	311	380	244	258	272
ENSG00000082805	ERC1	1032	545	368	679	693	549
ENSG00000082898	XPO1	1519	1331	1190	1363	1469	924
ENSG00000082929	LINC01587	2	4	4	2	0	2
ENSG00000082996	RNF13	1279	1265	1344	1096	967	1068
ENSG00000083067	TRPM3	0	0	0	0	1	0
ENSG00000083093	PALB2	974	720	703	934	923	799
ENSG00000083097	DOPEY1	176	100	54	164	227	85
ENSG00000083099	LYRM2	1344	1797	1885	1302	1204	1403
ENSG00000083123	BCKDHB	158	123	152	144	156	118
ENSG00000083168	KAT6A	1072	794	513	879	976	597
ENSG00000083223	ZCCHC6	747	575	364	651	671	489
ENSG00000083290	ULK2	123	102	99	135	139	104
ENSG00000083307	GRHL2	1968	1354	1032	1671	1693	1031
ENSG00000083312	TNPO1	1864	2148	1899	1937	1726	1496
ENSG00000083444	PLOD1	78	56	145	61	56	90
ENSG00000083454	P2RX5	5	0	1	2	0	2
ENSG00000083457	ITGAE	269	221	365	157	196	234
ENSG00000083520	DIS3	798	751	489	701	699	498
ENSG00000083535	PIBF1	301	222	160	199	232	175
ENSG00000083544	TDRD3	67	86	69	109	122	67
ENSG00000083635	NUFIP1	503	582	579	373	383	319
ENSG00000083642	PDS5B	1568	1397	1005	1481	1511	988
ENSG00000083720	OXCT1	34	18	17	18	17	12
ENSG00000083750	RRAGB	71	60	38	69	97	50
ENSG00000083799	CYLD	113	63	52	101	122	93
ENSG00000083807	SLC27A5	61	40	35	20	40	22
ENSG00000083812	ZNF324	112	88	271	78	98	81
ENSG00000083814	ZNF671	28	27	28	14	28	9
ENSG00000083817	ZNF416	123	129	121	74	116	112
ENSG00000083828	ZNF586	165	134	169	106	113	99
ENSG00000083838	ZNF446	18	28	36	13	21	25
ENSG00000083845	RPS5	1323	1419	1528	912	936	1521
ENSG00000083857	FAT1	288	265	187	522	497	273
ENSG00000083896	YTHDC1	1377	1472	1439	1635	1572	1317
ENSG00000083937	CHMP2B	2154	3196	3433	2011	1794	2442
ENSG00000084070	SMAP2	225	182	454	178	211	172
ENSG00000084072	PPIE	582	408	839	346	419	441
ENSG00000084073	ZMPSTE24	1234	1404	1004	1151	1048	863
ENSG00000084090	STARD7	1848	1794	2609	1451	1397	1455
ENSG00000084092	NOA1	534	487	595	435	464	420
ENSG00000084093	REST	2169	2409	2085	1911	1798	1570
ENSG00000084110	HAL	1	0	12	2	0	0
ENSG00000084112	SSH1	577	536	472	541	558	455
ENSG00000084234	APLP2	1908	1388	2062	1256	1372	1278
ENSG00000084444	KIAA1467	151	143	83	127	92	94
ENSG00000084453	SLCO1A2	2	8	9	2	2	3
ENSG00000084463	WBP11	1083	1046	1450	1119	1100	839
ENSG00000084623	EIF3I	2351	2106	2806	1373	1380	1868
ENSG00000084628	NKAIN1	1	2	2	1	1	3
ENSG00000084636	COL16A1	0	0	4	1	0	1
ENSG00000084652	TXLNA	722	523	1247	597	639	539
ENSG00000084676	NCOA1	937	903	916	723	720	582
ENSG00000084693	AGBL5	170	109	129	141	142	138
ENSG00000084710	EFR3B	161	141	231	123	160	115
ENSG00000084731	KIF3C	37	30	24	46	45	36
ENSG00000084733	RAB10	3100	2524	3284	2149	2269	2121
ENSG00000084734	GCKR	0	0	0	1	0	0
ENSG00000084754	HADHA	1178	978	1025	863	819	1013
ENSG00000084764	MAPRE3	44	37	56	46	53	43
ENSG00000084774	CAD	599	403	461	476	477	315
ENSG00000085063	CD59	1201	1240	1587	846	955	1362
ENSG00000085117	CD82	28	17	31	16	14	28
ENSG00000085185	BCORL1	28	31	8	31	20	15
ENSG00000085224	ATRX	1266	1228	1048	1213	1230	1030
ENSG00000085231	AK6	884	1205	1463	605	595	782
ENSG00000085274	MYNN	1007	1148	1023	875	796	837
ENSG00000085276	MECOM	5	4	2	6	2	3
ENSG00000085365	SCAMP1	963	843	641	746	702	664
ENSG00000085377	PREP	402	336	410	300	330	330
ENSG00000085382	HACE1	153	112	113	150	187	127
ENSG00000085415	SEH1L	1082	1025	1056	847	883	741
ENSG00000085433	WDR47	236	198	165	217	190	167
ENSG00000085449	WDFY1	420	335	314	276	342	329
ENSG00000085465	OVGP1	2	8	0	8	8	7
ENSG00000085491	SLC25A24	2377	2247	1719	1526	1650	1705
ENSG00000085511	MAP3K4	144	105	96	149	160	103
ENSG00000085514	PILRA	5	5	1	1	3	1
ENSG00000085552	IGSF9	22	14	65	15	12	8
ENSG00000085563	ABCB1	0	1	0	3	0	0
ENSG00000085644	ZNF213	117	85	167	99	101	76
ENSG00000085662	AKR1B1	1	6	2	0	3	7
ENSG00000085719	CPNE3	2333	2413	1693	1967	1892	1793
ENSG00000085721	RRN3	1257	962	1043	1282	1334	773
ENSG00000085733	CTTN	2627	1991	3349	1671	1872	1979
ENSG00000085741	WNT11	20	17	63	12	12	14
ENSG00000085760	MTIF2	539	463	410	526	485	408
ENSG00000085788	DDHD2	170	126	113	152	119	135
ENSG00000085831	TTC39A	189	141	159	125	98	128
ENSG00000085832	EPS15	544	489	362	462	487	370
ENSG00000085840	ORC1	381	253	295	248	247	235
ENSG00000085871	MGST2	132	119	134	94	120	118
ENSG00000085872	CHERP	149	140	221	110	107	98
ENSG00000085978	ATG16L1	534	563	545	472	484	423
ENSG00000085982	USP40	191	150	168	236	299	217
ENSG00000085998	POMGNT1	171	107	314	91	127	152
ENSG00000085999	RAD54L	172	85	125	124	112	99
ENSG00000086015	MAST2	354	235	230	215	273	214
ENSG00000086061	DNAJA1	3513	3813	5148	2842	2511	3298
ENSG00000086062	B4GALT1	678	856	833	786	954	761
ENSG00000086065	CHMP5	761	882	898	591	598	692
ENSG00000086102	NFX1	868	746	771	815	757	726
ENSG00000086159	AQP6	2	0	0	0	0	2
ENSG00000086189	DIMT1	1090	1209	1269	762	770	790
ENSG00000086200	IPO11	588	355	307	448	597	299
ENSG00000086205	FOLH1	0	1	0	0	0	0
ENSG00000086232	EIF2AK1	1665	1240	1493	1123	1119	1137
ENSG00000086289	EPDR1	34	42	53	27	28	27
ENSG00000086300	SNX10	301	364	233	189	202	242
ENSG00000086475	SEPHS1	881	777	1007	455	423	614
ENSG00000086504	MRPL28	374	390	810	223	271	432
ENSG00000086506	HBQ1	0	0	0	0	0	0
ENSG00000086544	ITPKC	184	170	356	140	123	123
ENSG00000086548	CEACAM6	3086	2999	4190	2028	2254	2753
ENSG00000086570	FAT2	6	3	0	4	5	0
ENSG00000086589	RBM22	865	838	990	789	609	802
ENSG00000086598	TMED2	3585	3908	5465	1835	1712	3101
ENSG00000086619	ERO1LB	9	12	7	18	19	9
ENSG00000086666	ZFAND6	1226	1148	1551	817	915	998
ENSG00000086696	HSD17B2	14	9	6	14	9	7
ENSG00000086712	TXLNG	749	781	812	617	637	485
ENSG00000086717	PPEF1	1	0	0	1	0	0
ENSG00000086730	LAT2	23	16	13	22	16	15
ENSG00000086758	HUWE1	903	647	502	1006	939	632
ENSG00000086827	ZW10	390	320	346	379	419	271
ENSG00000086848	ALG9	33	50	28	47	35	40
ENSG00000086967	MYBPC2	1	0	0	0	0	0
ENSG00000087008	ACOX3	134	83	94	81	60	99
ENSG00000087053	MTMR2	257	202	193	256	258	184
ENSG00000087074	PPP1R15A	509	319	1224	517	510	352
ENSG00000087076	HSD17B14	5	3	3	4	6	10
ENSG00000087077	TRIP6	968	726	1542	745	696	1105
ENSG00000087085	ACHE	16	3	24	18	11	12
ENSG00000087086	FTL	3411	3262	5055	2078	2328	3467
ENSG00000087087	SRRT	791	579	1004	726	657	545
ENSG00000087088	BAX	221	226	368	372	319	509
ENSG00000087095	NLK	183	229	138	184	185	152
ENSG00000087111	PIGS	318	241	507	211	217	222
ENSG00000087128	TMPRSS11E	1	0	0	4	1	3
ENSG00000087152	ATXN7L3	101	119	87	119	114	75
ENSG00000087157	PGS1	155	111	177	112	97	93
ENSG00000087191	PSMC5	2757	2178	4093	1665	1544	2284
ENSG00000087206	UIMC1	523	420	563	376	401	327
ENSG00000087253	LPCAT2	25	8	15	15	28	8
ENSG00000087258	GNAO1	0	1	0	0	0	3
ENSG00000087263	OGFOD1	547	570	542	461	424	499
ENSG00000087266	SH3BP2	200	141	221	116	155	139
ENSG00000087269	NOP14	566	386	325	446	471	318
ENSG00000087274	ADD1	480	344	381	314	376	327
ENSG00000087299	L2HGDH	425	404	432	346	373	255
ENSG00000087301	TXNDC16	156	145	90	185	214	90
ENSG00000087302	C14orf166	2750	3200	2888	2094	1979	2789
ENSG00000087303	NID2	20	11	8	30	33	25
ENSG00000087338	GMCL1	471	509	361	336	304	282
ENSG00000087365	SF3B2	1748	1430	2454	1416	1354	1444
ENSG00000087448	KLHL42	574	568	579	500	436	338
ENSG00000087460	GNAS	3529	3040	3601	2558	2512	2865
ENSG00000087470	DNM1L	623	539	516	552	624	392
ENSG00000087494	PTHLH	10	18	7	26	16	21
ENSG00000087495	PHACTR3	13	9	3	17	30	4
ENSG00000087502	ERGIC2	1332	1646	1811	986	928	1041
ENSG00000087510	TFAP2C	2002	2007	2523	1630	1604	1465
ENSG00000087586	AURKA	1384	1359	1765	548	545	567
ENSG00000087589	CASS4	41	54	34	32	30	29
ENSG00000087842	PIR	253	218	231	186	237	215
ENSG00000087884	AAMDC	73	62	103	51	34	56
ENSG00000087903	RFX2	123	139	109	88	83	83
ENSG00000087995	METTL2A	1838	1746	1943	1434	1309	1476
ENSG00000088002	SULT2B1	208	146	252	103	100	143
ENSG00000088035	ALG6	197	145	175	164	164	142
ENSG00000088038	CNOT3	216	123	215	160	162	157
ENSG00000088053	GP6	3	4	0	1	2	4
ENSG00000088179	PTPN4	474	417	342	440	420	289
ENSG00000088205	DDX18	1422	1841	1962	1281	1219	1175
ENSG00000088247	KHSRP	191	214	289	177	144	175
ENSG00000088256	GNA11	100	115	159	93	77	74
ENSG00000088280	ASAP3	10	10	27	2	17	5
ENSG00000088298	EDEM2	72	72	98	66	65	65
ENSG00000088305	DNMT3B	189	125	120	138	110	86
ENSG00000088325	TPX2	2787	2327	2006	1684	1561	1404
ENSG00000088340	FER1L4	372	182	289	143	207	225
ENSG00000088356	PDRG1	1319	1213	2389	785	650	1001
ENSG00000088367	EPB41L1	405	382	489	427	494	438
ENSG00000088387	DOCK9	128	119	108	148	145	89
ENSG00000088448	ANKRD10	341	255	356	170	228	244
ENSG00000088451	TGDS	504	520	647	500	456	460
ENSG00000088538	DOCK3	90	66	89	83	90	74
ENSG00000088543	C3orf18	1	1	0	0	0	1
ENSG00000088682	COQ9	219	189	352	222	202	212
ENSG00000088726	TMEM40	7	8	16	13	4	22
ENSG00000088727	KIF9	79	104	79	69	53	59
ENSG00000088756	ARHGAP28	0	0	2	0	0	0
ENSG00000088766	CRLS1	282	275	345	206	180	202
ENSG00000088808	PPP1R13B	451	355	335	402	350	316
ENSG00000088812	ATRN	139	99	95	138	168	79
ENSG00000088826	SMOX	25	18	29	8	8	10
ENSG00000088827	SIGLEC1	0	3	0	0	0	0
ENSG00000088832	FKBP1A	329	285	468	243	259	310
ENSG00000088833	NSFL1C	510	301	686	230	272	348
ENSG00000088836	SLC4A11	18	11	35	14	26	18
ENSG00000088854	C20orf194	53	51	30	53	61	42
ENSG00000088876	ZNF343	26	30	74	25	19	36
ENSG00000088881	EBF4	2	3	5	2	3	1
ENSG00000088882	CPXM1	1	0	0	0	0	0
ENSG00000088888	MAVS	483	349	446	362	440	355
ENSG00000088899	na	0	2	1	0	0	1
ENSG00000088930	XRN2	2057	2296	2524	1568	1322	1681
ENSG00000088970	KIZ	152	89	164	127	142	89
ENSG00000088986	DYNLL1	1799	2197	2858	1755	1501	1952
ENSG00000088992	TESC	1	3	7	3	1	11
ENSG00000089006	SNX5	3870	3325	3410	3205	3289	2826
ENSG00000089009	RPL6	3258	3327	3755	2564	2547	3140
ENSG00000089022	MAPKAPK5	527	396	673	415	454	287
ENSG00000089041	P2RX7	1	0	0	1	0	0
ENSG00000089048	ESF1	1820	2330	2679	1624	1353	1488
ENSG00000089050	RBBP9	77	85	111	72	101	45
ENSG00000089053	ANAPC5	1300	821	963	860	908	808
ENSG00000089057	SLC23A2	158	117	113	141	148	88
ENSG00000089060	SLC8B1	89	46	100	68	66	38
ENSG00000089063	TMEM230	248	331	305	138	169	189
ENSG00000089091	DZANK1	72	62	57	51	63	37
ENSG00000089094	KDM2B	281	222	316	226	241	175
ENSG00000089101	CFAP61	6	5	4	1	7	3
ENSG00000089123	TASP1	705	542	518	472	584	544
ENSG00000089127	OAS1	13	13	19	13	6	11
ENSG00000089154	GCN1L1	695	519	530	527	558	525
ENSG00000089157	RPLP0	9190	9795	10037	7066	6719	9781
ENSG00000089159	PXN	631	404	667	306	403	465
ENSG00000089163	SIRT4	6	5	12	8	4	6
ENSG00000089177	KIF16B	410	273	309	281	324	262
ENSG00000089195	TRMT6	427	437	626	326	285	307
ENSG00000089199	CHGB	0	0	0	0	0	0
ENSG00000089220	PEBP1	1895	1682	2675	1031	1031	1448
ENSG00000089225	TBX5	0	0	0	0	0	0
ENSG00000089234	BRAP	847	740	780	689	763	673
ENSG00000089248	ERP29	783	704	1085	501	425	588
ENSG00000089250	NOS1	0	0	0	0	1	0
ENSG00000089280	FUS	3137	2112	3658	2260	2492	1867
ENSG00000089289	IGBP1	296	316	303	225	215	303
ENSG00000089327	FXYD5	5	1	3	1	5	3
ENSG00000089335	ZNF302	106	132	154	113	102	132
ENSG00000089351	GRAMD1A	126	102	112	71	71	78
ENSG00000089356	FXYD3	1325	1301	1769	1048	1087	1637
ENSG00000089486	CDIP1	17	17	6	18	10	15
ENSG00000089505	CMTM1	6	4	2	0	4	2
ENSG00000089558	KCNH4	0	0	0	0	1	0
