id	sym	Ctrl_1	Ctrl_2	Ctrl_3	Insm1_1	Insm1_2	Insm1_3
ENSMUSG00000022366	Slc22a22	0	0	0	0	0	0
ENSMUSG00000022367	Has2	14	2	4	1	0	8
ENSMUSG00000022369	Mtbp	523	702	692	590	440	577
ENSMUSG00000022370	Mrpl13	1467	1463	1447	1280	1160	1205
ENSMUSG00000022371	Col14a1	62	92	64	50	27	63
ENSMUSG00000022372	Sla	945	342	657	121	110	108
ENSMUSG00000022375	Lrrc6	12	26	16	9	20	9
ENSMUSG00000022376	Adcy8	2	0	13	2	0	0
ENSMUSG00000022377	Asap1	1499	1500	1484	1265	1456	1587
ENSMUSG00000022378	Fam49b	4771	3841	4460	3498	3557	3704
ENSMUSG00000022382	Wnt7b	13288	12186	12822	13224	14838	14665
ENSMUSG00000022383	Ppara	2	19	8	8	1	9
ENSMUSG00000022385	Gtse1	1117	1486	1227	1751	1023	1455
ENSMUSG00000022386	Trmu	336	366	334	263	191	379
ENSMUSG00000022387	Brd1	2578	3326	3019	2607	3291	3259
ENSMUSG00000022388	Ttll8	2	0	2	0	0	0
ENSMUSG00000022389	Tef	2643	2139	1972	2075	2710	2585
ENSMUSG00000022390	Zc3h7b	927	724	883	818	846	832
ENSMUSG00000022391	Rangap1	4828	5996	5204	5807	4342	4900
ENSMUSG00000022394	L3mbtl2	1412	1394	1203	1479	1207	1411
ENSMUSG00000022400	Rbx1	8064	7572	8116	8733	8127	8717
ENSMUSG00000022401	Xpnpep3	356	373	439	429	292	400
ENSMUSG00000022403	St13	10902	9616	10068	9484	10423	9893
ENSMUSG00000022404	Slc25a17	4404	3877	4042	4542	4612	4570
ENSMUSG00000022407	Adsl	2127	1808	2056	2171	1618	1496
ENSMUSG00000022408	Fam83f	5	0	0	0	0	0
ENSMUSG00000022412	Mief1	3342	3586	3618	3261	3361	3715
ENSMUSG00000022414	Tab1	1536	1859	1298	1766	1434	1702
ENSMUSG00000022415	Syngr1	456	371	466	380	380	434
ENSMUSG00000022416	Cacna1i	11	0	3	0	0	0
ENSMUSG00000022419	Deptor	82	125	67	83	45	98
ENSMUSG00000022420	Dnal4	1534	1342	1505	1677	1598	1834
ENSMUSG00000022421	Nptxr	636	218	504	114	108	128
ENSMUSG00000022422	Dscc1	434	475	357	392	302	387
ENSMUSG00000022425	Enpp2	137	116	109	95	239	179
ENSMUSG00000022426	Josd1	2992	2745	2758	3235	3140	3367
ENSMUSG00000022427	Tomm22	2963	2720	2601	3043	2739	2759
ENSMUSG00000022428	Cby1	1293	1229	1077	1339	1023	1383
ENSMUSG00000022429	Dmc1	18	19	17	10	46	21
ENSMUSG00000022431	Ribc2	11	4	2	12	1	3
ENSMUSG00000022432	Smc1b	19	30	7	1	0	2
ENSMUSG00000022433	Csnk1e	9917	10646	9780	11152	11414	12410
ENSMUSG00000022434	Fam118a	588	555	646	496	386	571
ENSMUSG00000022435	Upk3a	5	0	0	2	2	4
ENSMUSG00000022436	Sh3bp1	163	185	156	156	134	135
ENSMUSG00000022437	Samm50	2271	2327	2020	2282	1991	2211
ENSMUSG00000022438	Parvb	5	21	19	12	5	13
ENSMUSG00000022439	Parvg	0	49	1	4	39	3
ENSMUSG00000022440	C1qtnf6	20	19	41	18	40	23
ENSMUSG00000022441	Efcab6	17	9	26	8	17	13
ENSMUSG00000022442	Ttll1	2199	2000	2051	2251	2477	2767
ENSMUSG00000022443	Myh9	1067	1146	1036	1204	1250	1010
ENSMUSG00000022445	Cyp2d26	0	2	0	0	0	0
ENSMUSG00000022449	Adamts20	195	173	289	153	55	131
ENSMUSG00000022450	Ndufa6	2073	2197	2066	2210	2066	2129
ENSMUSG00000022451	Twf1	4354	4584	4122	3948	4078	4381
ENSMUSG00000022452	Smdt1	1791	1903	1908	2103	1757	2057
ENSMUSG00000022453	Naga	364	238	248	290	446	417
ENSMUSG00000022454	Nell2	4010	3403	4278	2975	3358	3240
ENSMUSG00000022455	Wbp2nl	0	0	0	0	0	0
ENSMUSG00000022456	Sept3	19716	18675	17819	19879	22012	21474
ENSMUSG00000022462	Slc38a2	28262	31627	24874	30289	37081	29041
ENSMUSG00000022463	Srebf2	5387	4996	5356	6331	5696	5639
ENSMUSG00000022464	Slc38a4	2	2	0	0	0	0
ENSMUSG00000022466	Rpap3	1398	1350	1313	1205	1230	1408
ENSMUSG00000022468	Endou	0	0	0	0	1	0
ENSMUSG00000022469	Rapgef3	31	25	31	62	27	42
ENSMUSG00000022471	Xrcc6	1138	1196	1314	1125	1008	1100
ENSMUSG00000022472	Desi1	2034	1524	1512	1879	1619	1701
ENSMUSG00000022474	Pmm1	759	713	769	668	744	774
ENSMUSG00000022475	Hdac7	1007	970	852	955	1120	926
ENSMUSG00000022476	Polr3h	1205	1183	1266	1220	1155	1138
ENSMUSG00000022477	Aco2	9259	8595	8181	9554	9139	9254
ENSMUSG00000022479	Vdr	3	7	0	3	0	3
ENSMUSG00000022483	Col2a1	1726	1482	1562	1003	1019	844
ENSMUSG00000022484	Hoxc10	5	2	1	3	5	3
ENSMUSG00000022485	Hoxc5	0	0	0	0	0	0
ENSMUSG00000022487	Gtsf1	0	0	0	0	0	0
ENSMUSG00000022488	Nckap1l	1	63	25	10	68	12
ENSMUSG00000022489	Pde1b	4434	4408	3866	2873	4138	3372
ENSMUSG00000022490	Ppp1r1a	1296	893	1010	711	638	658
ENSMUSG00000022491	Glycam1	0	0	0	0	0	0
ENSMUSG00000022494	Shisa9	30	12	5	10	7	9
ENSMUSG00000022496	Tnfrsf17	0	0	0	2	1	0
ENSMUSG00000022498	Txndc11	1228	1206	1163	1295	1326	1235
ENSMUSG00000022500	Litaf	2383	2783	2226	2038	1937	2152
ENSMUSG00000022501	Prm1	0	0	0	0	2	0
ENSMUSG00000022503	Nubp1	1427	1283	1131	1331	1093	1240
ENSMUSG00000022504	Ciita	11	25	3	1	6	9
ENSMUSG00000022505	Emp2	43	74	45	87	62	52
ENSMUSG00000022507	1810013L24Rik	2685	2935	2604	3092	3267	2700
ENSMUSG00000022508	Bcl6	70	130	159	81	53	121
ENSMUSG00000022510	Trp63	7	0	0	1	0	20
ENSMUSG00000022512	Cldn1	12	2	13	14	0	0
ENSMUSG00000022514	Il1rap	317	426	285	294	347	308
ENSMUSG00000022515	Anks3	507	660	642	544	611	537
ENSMUSG00000022516	Nudt16l1	1338	1537	1177	1368	1464	1498
ENSMUSG00000022517	Mgrn1	3482	3431	3119	3462	3596	3845
ENSMUSG00000022518	4930562C15Rik	47	60	36	41	22	24
ENSMUSG00000022519	Srl	1470	1239	1484	1738	1583	1672
ENSMUSG00000022521	Crebbp	7576	7910	7913	7337	8565	8097
ENSMUSG00000022523	Fgf12	52	44	30	21	22	33
ENSMUSG00000022525	Hrasls	32	30	29	20	32	11
ENSMUSG00000022526	Zfp251	1942	1479	1489	1659	1843	1995
ENSMUSG00000022528	Hes1	4834	7457	6344	4379	3477	2751
ENSMUSG00000022529	Zfp263	1817	1440	1733	1485	1873	1560
ENSMUSG00000022533	Atp13a3	1761	1738	1526	1419	1473	1249
ENSMUSG00000022534	Mefv	0	0	0	0	0	0
ENSMUSG00000022536	Glyr1	8180	8165	8301	7750	8449	8080
ENSMUSG00000022537	Tmem44	2217	2081	2131	2383	2632	3008
ENSMUSG00000022538	Lsg1	1449	1352	1237	1669	1658	1749
ENSMUSG00000022540	Rogdi	1150	1042	991	1205	1151	1047
ENSMUSG00000022542	Sept12	0	0	0	0	0	0
ENSMUSG00000022543	4930451G09Rik	58	37	83	67	54	72
ENSMUSG00000022544	Eef2kmt	198	271	222	214	200	221
ENSMUSG00000022545	Ercc4	407	472	513	511	560	544
ENSMUSG00000022546	Gpt	87	90	90	71	55	67
ENSMUSG00000022548	Apod	1	2	2	4	3	8
ENSMUSG00000022550	Adck5	386	401	376	416	379	344
ENSMUSG00000022551	Cyc1	4640	4593	4600	4889	5003	4759
ENSMUSG00000022552	Sharpin	530	504	515	589	502	492
ENSMUSG00000022553	Maf1	8031	7563	7158	7960	8244	8921
ENSMUSG00000022554	Hgh1	391	424	379	405	376	380
ENSMUSG00000022555	Dgat1	410	505	424	485	457	426
ENSMUSG00000022556	Hsf1	958	1076	1027	1230	1035	948
ENSMUSG00000022557	Bop1	1891	1783	2058	1990	2080	1902
ENSMUSG00000022558	Mroh1	975	859	922	953	1340	1215
ENSMUSG00000022559	Fbxl6	662	676	563	589	556	558
ENSMUSG00000022560	Slc52a2	505	602	467	518	538	582
ENSMUSG00000022561	Gpaa1	1210	998	1065	1340	1125	1136
ENSMUSG00000022562	Oplah	229	224	235	193	187	250
ENSMUSG00000022564	Grina	2661	2614	2249	2703	3709	3079
ENSMUSG00000022565	Plec	368	428	281	260	432	290
ENSMUSG00000022568	Scrib	1546	1766	1774	1792	1733	1749
ENSMUSG00000022570	Tsta3	1120	1246	1192	1268	1104	1029
ENSMUSG00000022571	Pycrl	1376	1319	1419	1410	1167	1204
ENSMUSG00000022574	Naprt	13	42	28	24	25	20
ENSMUSG00000022575	Gsdmd	146	183	174	248	261	139
ENSMUSG00000022577	Ly6h	1032	592	904	547	544	517
ENSMUSG00000022579	Gpihbp1	0	0	0	0	0	0
ENSMUSG00000022580	Rhpn1	100	167	152	122	157	101
ENSMUSG00000022582	Ly6g	0	0	0	0	0	0
ENSMUSG00000022583	Ly6f	0	0	0	0	0	0
ENSMUSG00000022584	Ly6c2	0	0	0	0	0	0
ENSMUSG00000022586	Ly6i	0	0	0	0	0	0
ENSMUSG00000022587	Ly6e	1500	1384	1400	1824	1748	1690
ENSMUSG00000022589	Cyp11b2	0	0	0	0	0	0
ENSMUSG00000022591	Gm9747	3651	3510	3489	3094	3590	2819
ENSMUSG00000022594	Lynx1	19	32	16	0	23	11
ENSMUSG00000022595	Lypd2	0	0	0	0	0	0
ENSMUSG00000022596	Slurp1	0	0	0	0	0	0
ENSMUSG00000022598	Psca	0	0	0	0	0	0
ENSMUSG00000022601	Zbtb11	10506	9493	10402	10335	10347	10468
ENSMUSG00000022602	Arc	372	386	337	243	283	215
ENSMUSG00000022603	Mroh4	0	0	0	0	0	0
ENSMUSG00000022604	Cep97	1767	2257	2279	2406	1768	2116
ENSMUSG00000022607	Ptk2	6233	5468	6225	5948	7557	6729
ENSMUSG00000022610	Mapk12	91	88	108	66	88	72
ENSMUSG00000022613	Miox	0	0	0	0	0	0
ENSMUSG00000022614	Lmf2	1309	1384	1068	1418	1137	1327
ENSMUSG00000022615	Tymp	34	8	21	32	30	32
ENSMUSG00000022617	Chkb	412	472	332	461	469	430
ENSMUSG00000022619	Mapk8ip2	4621	4035	4240	4733	5009	5474
ENSMUSG00000022620	Arsa	267	331	241	389	382	395
ENSMUSG00000022621	Rabl2	730	574	681	680	759	658
ENSMUSG00000022622	Acr	5	18	2	19	9	5
ENSMUSG00000022623	Shank3	126	56	98	117	149	128
ENSMUSG00000022629	Kif21a	8036	8612	8646	8507	8602	8066
ENSMUSG00000022634	Yaf2	2548	2481	2458	2281	2651	2456
ENSMUSG00000022635	Zcrb1	1917	2070	2123	2183	1944	2198
ENSMUSG00000022636	Alcam	3328	2482	2855	1658	2053	1626
ENSMUSG00000022637	Cblb	3346	3588	3386	3947	3790	3484
ENSMUSG00000022641	Bbx	4274	4493	4299	4496	4847	4249
ENSMUSG00000022650	Retnlb	0	0	0	0	0	0
ENSMUSG00000022651	Retnlg	0	0	0	0	0	0
ENSMUSG00000022652	Morc1	0	0	0	2	7	0
ENSMUSG00000022656	Nectin3	2158	2412	2296	1929	1839	1604
ENSMUSG00000022657	Cd96	0	0	0	0	0	0
ENSMUSG00000022658	Tagln3	10662	11010	9878	14197	15066	14994
ENSMUSG00000022659	Gcsam	0	0	0	0	1	0
ENSMUSG00000022661	Cd200	1000	621	869	456	641	565
ENSMUSG00000022663	Atg3	1837	2033	1940	2264	2132	2093
ENSMUSG00000022664	Slc35a5	880	945	1010	688	882	696
ENSMUSG00000022665	Ccdc80	1085	884	543	330	375	450
ENSMUSG00000022667	Cd200r1	0	0	0	0	3	0
ENSMUSG00000022668	Gtpbp8	1198	1032	1014	1271	1355	1069
ENSMUSG00000022671	Mzt2	481	456	496	524	396	483
ENSMUSG00000022672	Prkdc	863	746	869	516	812	793
ENSMUSG00000022673	Mcm4	5534	6114	6054	4767	4345	4338
ENSMUSG00000022674	Ube2v2	4462	3940	4424	3548	3920	4186
ENSMUSG00000022676	Snai2	9	12	20	2	1	2
ENSMUSG00000022677	Fopnl	2502	2581	2283	2331	2505	2266
ENSMUSG00000022678	Nde1	3668	3903	3784	3562	2941	3486
ENSMUSG00000022679	Mpv17l	240	213	252	194	140	198
ENSMUSG00000022680	Pdxdc1	2965	2521	2665	2829	2797	2548
ENSMUSG00000022681	Ntan1	1891	1753	1828	2082	2135	2251
ENSMUSG00000022682	Rrn3	6555	6412	6444	7079	6978	6329
ENSMUSG00000022683	Pla2g10	1	2	2	0	0	2
ENSMUSG00000022684	Bfar	1500	1242	1449	1422	1549	1466
ENSMUSG00000022685	Parn	1720	1562	1773	1823	1724	1699
ENSMUSG00000022686	B3gnt5	3947	3458	4052	3170	3439	3582
ENSMUSG00000022687	Boc	3401	4257	2986	2798	2624	2530
ENSMUSG00000022696	Sidt1	3	0	0	0	0	0
ENSMUSG00000022698	Naa50	6227	6019	6155	5354	5591	5318
ENSMUSG00000022701	Ccdc191	231	231	177	181	150	221
ENSMUSG00000022702	Hira	826	961	849	784	905	969
ENSMUSG00000022704	Qtrtd1	505	796	749	591	625	692
ENSMUSG00000022705	Drd3	0	0	0	0	0	0
ENSMUSG00000022706	Mrpl40	1067	1019	1029	966	1098	1087
ENSMUSG00000022707	Gbe1	808	516	603	616	451	504
ENSMUSG00000022708	Zbtb20	8278	7871	7861	6043	6396	7498
ENSMUSG00000022710	Usp7	2424	3121	3458	2975	3232	3230
ENSMUSG00000022711	Pmm2	854	891	827	755	860	857
ENSMUSG00000022715	Tmem114	0	0	0	0	0	0
ENSMUSG00000022718	Dgcr8	2161	2246	2061	1982	2000	2069
ENSMUSG00000022721	Trmt2a	1419	1400	1593	1675	1401	1703
ENSMUSG00000022722	Arl6	1051	989	1046	853	840	778
ENSMUSG00000022723	Crybg3	331	257	207	291	275	320
ENSMUSG00000022724	Mina	207	204	289	258	237	161
ENSMUSG00000022738	Gsc2	0	0	0	0	0	0
ENSMUSG00000022742	Cpox	447	421	381	446	408	445
ENSMUSG00000022744	Cldnd1	3692	3766	3615	3667	3998	3642
ENSMUSG00000022747	St3gal6	304	384	412	392	432	376
ENSMUSG00000022748	Cmss1	314	333	320	302	270	291
ENSMUSG00000022749	Tbc1d23	818	907	809	794	975	943
ENSMUSG00000022750	Klhl22	1408	1261	1343	1387	1184	1483
ENSMUSG00000022751	Nit2	488	535	584	591	471	439
ENSMUSG00000022752	Tomm70a	5503	5128	5236	4662	4586	4643
ENSMUSG00000022753	Tmem30c	17	18	5	11	20	15
ENSMUSG00000022754	Tmem45a	0	0	1	1	0	0
ENSMUSG00000022755	Adgrg7	0	0	0	0	0	3
ENSMUSG00000022756	Slc7a4	259	130	222	147	217	194
ENSMUSG00000022757	Tfg	4303	3850	4173	4269	3905	4220
ENSMUSG00000022758	P2rx6	15	2	10	8	24	6
ENSMUSG00000022759	Lrrc74b	0	4	0	1	3	3
ENSMUSG00000022760	Thap7	567	562	583	583	555	628
ENSMUSG00000022761	Lztr1	2237	2169	2105	2343	2493	2461
ENSMUSG00000022762	Ncam2	220	153	198	109	95	116
ENSMUSG00000022763	Aifm3	1	7	9	0	3	14
ENSMUSG00000022765	Snap29	1093	736	1023	877	1041	980
ENSMUSG00000022766	Serpind1	2	5	5	8	8	9
ENSMUSG00000022768	Ccdc116	17	25	19	18	21	15
ENSMUSG00000022769	Sdf2l1	707	681	720	919	787	983
ENSMUSG00000022770	Dlg1	2451	2766	2846	2387	2670	2558
ENSMUSG00000022771	Ppil2	3986	3378	3577	3889	3703	4106
ENSMUSG00000022772	Senp5	1531	1400	1568	1422	1823	1262
ENSMUSG00000022773	Ypel1	2267	2183	1978	2318	2230	2567
ENSMUSG00000022774	Ncbp2	2607	2711	2621	2335	2599	2364
ENSMUSG00000022779	Top3b	1436	1322	1366	1359	1651	1574
ENSMUSG00000022780	Mfi2	2	0	0	0	0	0
ENSMUSG00000022781	Pak2	7034	7167	6629	6401	7546	6402
ENSMUSG00000022783	Spag6l	56	26	57	20	0	2
ENSMUSG00000022787	Wdr53	208	146	239	224	163	254
ENSMUSG00000022788	Fgd4	3962	3912	3896	3490	4438	3860
ENSMUSG00000022789	Dnm1l	4468	4334	4715	4001	4193	4925
ENSMUSG00000022790	Igsf11	765	769	754	784	600	564
ENSMUSG00000022791	Tnk2	1058	1292	1187	1277	1230	1115
ENSMUSG00000022792	Yars2	714	583	708	671	686	658
ENSMUSG00000022793	B4galt4	511	340	456	334	427	357
ENSMUSG00000022797	Tfrc	1688	1350	2396	1393	1592	1386
ENSMUSG00000022798	4930435E12Rik	0	0	0	0	0	0
ENSMUSG00000022799	Arhgap31	97	67	229	120	187	145
ENSMUSG00000022800	Fyttd1	4052	4290	3778	3880	4316	4153
ENSMUSG00000022801	Lrch3	1480	1454	1848	1714	1782	1662
ENSMUSG00000022802	Lmln	231	243	305	152	173	194
ENSMUSG00000022803	Popdc2	7	2	0	5	1	0
ENSMUSG00000022805	Maats1	105	85	121	98	101	78
ENSMUSG00000022807	Osbpl11	1609	1641	1620	1571	1595	2002
ENSMUSG00000022808	Snx4	3175	3192	2724	2676	2992	2655
ENSMUSG00000022809	Nr1i2	2	0	0	0	0	0
ENSMUSG00000022811	Zfp148	7560	7540	7408	7299	7724	7504
ENSMUSG00000022812	Gsk3b	12235	11977	11639	12913	12868	13083
ENSMUSG00000022814	Umps	2811	3002	2992	2460	2156	2337
ENSMUSG00000022816	Fstl1	2781	2690	2739	2204	1984	2179
ENSMUSG00000022817	Itgb5	52	243	45	71	166	78
ENSMUSG00000022818	Cyp2ab1	0	0	0	0	0	0
ENSMUSG00000022820	Ndufb4	1381	1426	1463	1469	1292	1380
ENSMUSG00000022821	Hgd	0	0	1	1	0	0
ENSMUSG00000022822	Abcc5	2034	1701	1642	1786	2191	1823
ENSMUSG00000022824	Muc13	2	4	5	1	7	9
ENSMUSG00000022827	Rabl3	533	507	418	549	435	423
ENSMUSG00000022828	Gtf2e1	1289	1470	1244	1294	1211	983
ENSMUSG00000022829	Stxbp5l	59	16	21	32	18	24
ENSMUSG00000022831	Hcls1	1	23	3	5	13	7
ENSMUSG00000022832	Ropn1	0	0	0	0	0	0
ENSMUSG00000022833	Ccdc14	277	405	387	386	326	310
ENSMUSG00000022836	Mylk	13	11	9	13	5	38
ENSMUSG00000022837	Iqcb1	1513	1768	1939	1334	1730	1514
ENSMUSG00000022838	Eaf2	60	60	38	36	39	37
ENSMUSG00000022840	Adcy5	307	141	206	249	199	133
ENSMUSG00000022841	Ap2m1	20012	20140	18442	20393	19720	21350
ENSMUSG00000022842	Ece2	389	283	321	351	358	326
ENSMUSG00000022843	Clcn2	215	327	185	384	477	321
ENSMUSG00000022844	Pdia5	121	67	91	81	60	60
ENSMUSG00000022847	Thpo	5	4	4	0	0	6
ENSMUSG00000022848	Dirc2	2788	2463	2246	2100	2777	2650
ENSMUSG00000022849	Hspbap1	776	750	637	804	811	653
ENSMUSG00000022853	Ehhadh	26	33	24	29	7	24
ENSMUSG00000022855	Senp2	2953	3063	3060	2923	3189	3229
ENSMUSG00000022856	Tmem41a	513	572	552	668	608	814
ENSMUSG00000022857	Tmprss15	0	0	0	0	6	0
ENSMUSG00000022858	Tra2b	9949	10959	11116	10444	10817	10166
ENSMUSG00000022860	Chodl	288	282	269	254	217	210
ENSMUSG00000022861	Dgkg	2	12	23	6	0	4
ENSMUSG00000022863	Btg3	900	810	826	671	830	803
ENSMUSG00000022864	D16Ertd472e	435	482	507	380	352	355
ENSMUSG00000022865	Cxadr	12060	10797	10914	11458	12317	11100
ENSMUSG00000022867	Usp25	1705	2111	2059	1594	1414	1355
ENSMUSG00000022868	Ahsg	0	0	0	0	0	0
ENSMUSG00000022871	Fetub	0	0	0	0	0	0
ENSMUSG00000022875	Kng1	0	0	0	0	0	0
ENSMUSG00000022876	Samsn1	0	2	1	0	17	0
ENSMUSG00000022877	Hrg	0	0	0	0	0	0
ENSMUSG00000022878	Adipoq	0	0	0	0	0	0
ENSMUSG00000022881	Rfc4	2045	2331	2599	2444	2079	2312
ENSMUSG00000022883	Robo1	2658	1479	2976	1180	601	975
ENSMUSG00000022884	Eif4a2	4242	4042	4984	5381	4508	4777
ENSMUSG00000022885	St6gal1	3861	3810	3961	4105	4933	4158
ENSMUSG00000022886	Prl2a1	0	0	0	0	0	0
ENSMUSG00000022887	Masp1	2608	2489	2683	2042	2508	2480
ENSMUSG00000022889	Mrpl39	828	996	916	1034	902	936
ENSMUSG00000022890	Atp5j	5943	5743	6345	6371	6122	5842
ENSMUSG00000022892	App	6414	7082	6141	7092	7620	7315
ENSMUSG00000022893	Adamts1	1042	1894	1067	1139	1115	1063
ENSMUSG00000022894	Adamts5	170	310	326	213	170	315
ENSMUSG00000022895	Ets2	137	183	192	159	200	77
ENSMUSG00000022897	Dyrk1a	4394	4980	4743	4578	4824	5103
ENSMUSG00000022898	Dscr3	1245	1502	1513	1308	1349	1359
ENSMUSG00000022899	Slc15a2	679	877	801	853	1166	1050
ENSMUSG00000022900	Ildr1	0	0	0	0	0	4
ENSMUSG00000022901	Cd86	1	42	0	8	16	0
ENSMUSG00000022902	Stfa2	0	0	0	0	0	0
ENSMUSG00000022905	Kpna1	6069	5979	6332	5915	6323	5389
ENSMUSG00000022906	Parp9	437	121	682	889	1026	352
ENSMUSG00000022911	Arl13b	713	877	909	841	800	913
ENSMUSG00000022912	Pros1	149	165	123	109	139	157
ENSMUSG00000022913	Psmg1	674	595	571	691	511	569
ENSMUSG00000022914	Brwd1	7669	8151	7287	7644	7609	7598
ENSMUSG00000022931	Krtap15	0	0	0	0	0	0
ENSMUSG00000022935	Grik1	67	86	66	25	41	26
ENSMUSG00000022938	Fam3b	0	0	0	0	0	0
ENSMUSG00000022940	Pigp	622	694	657	714	658	657
ENSMUSG00000022941	Ripply3	71	58	55	92	134	81
ENSMUSG00000022945	Chaf1b	1770	1609	1527	1708	1413	1481
ENSMUSG00000022946	Dopey2	856	616	876	863	1068	978
ENSMUSG00000022947	Cbr3	0	7	0	1	2	1
ENSMUSG00000022948	Setd4	120	120	132	130	126	123
ENSMUSG00000022949	Clic6	40	0	16	1	1	1
ENSMUSG00000022951	Rcan1	1665	1528	1502	1737	1619	1772
ENSMUSG00000022952	Runx1	7	63	3	19	25	7
ENSMUSG00000022956	Atp5o	6783	6637	6767	6948	6538	7045
ENSMUSG00000022957	Itsn1	5374	4882	5189	4831	4876	5411
ENSMUSG00000022960	Donson	775	908	770	849	697	615
ENSMUSG00000022961	Son	12071	13123	12804	12994	12612	13512
ENSMUSG00000022962	Gart	3537	3329	3226	3127	2999	2784
ENSMUSG00000022964	Tmem50b	3595	2655	3185	2785	3178	3410
ENSMUSG00000022965	Ifngr2	2839	2459	2771	2429	2537	2856
ENSMUSG00000022967	Ifnar1	2563	2278	2683	2137	2534	2758
ENSMUSG00000022969	Il10rb	12	24	26	29	22	17
ENSMUSG00000022971	Ifnar2	607	579	647	599	567	652
ENSMUSG00000022972	1110004E09Rik	782	687	725	878	767	667
ENSMUSG00000022973	Synj1	1595	1701	1442	1857	1778	1401
ENSMUSG00000022974	Paxbp1	1611	1665	1842	1764	1524	1726
ENSMUSG00000022978	Mis18a	743	834	748	852	532	743
ENSMUSG00000022982	Sod1	1540	1357	1584	1471	1468	1452
ENSMUSG00000022983	Scaf4	1980	2269	2084	2352	2025	1766
ENSMUSG00000022986	Krt75	0	2	1	0	0	1
ENSMUSG00000022987	Zfp641	88	23	59	5	49	22
ENSMUSG00000022991	Lalba	1	0	0	2	1	1
ENSMUSG00000022992	Kansl2	5702	5986	5086	6364	5975	5869
ENSMUSG00000022993	4930415O20Rik	1	5	0	4	3	3
ENSMUSG00000022994	Adcy6	259	361	432	303	303	357
ENSMUSG00000022995	Enah	1542	1637	1722	1944	1918	1842
ENSMUSG00000022996	Wnt10b	0	0	0	0	0	0
ENSMUSG00000022997	Wnt1	2	0	0	0	0	0
ENSMUSG00000022999	Lmbr1l	839	898	832	886	915	933
ENSMUSG00000023000	Dhh	0	0	0	3	0	0
ENSMUSG00000023004	Tuba1b	40084	42322	37926	44426	41205	44132
ENSMUSG00000023007	Prpf40b	1283	1231	1200	1058	1239	1185
ENSMUSG00000023008	Fmnl3	611	342	521	457	348	420
ENSMUSG00000023009	Nckap5l	1225	1389	1171	1504	1790	1592
ENSMUSG00000023010	Tmbim6	2981	3062	2892	2971	2940	2812
ENSMUSG00000023011	Faim2	116	16	94	47	32	27
ENSMUSG00000023013	Aqp2	0	0	0	0	0	0
ENSMUSG00000023015	Racgap1	8485	10894	8386	9087	7556	8210
ENSMUSG00000023017	Asic1	2741	2005	2129	2566	3595	2802
ENSMUSG00000023018	Smarcd1	6672	6109	6019	7925	7654	7829
ENSMUSG00000023019	Gpd1	167	125	109	110	131	138
ENSMUSG00000023020	Cox14	1186	1262	1227	1450	1273	1217
ENSMUSG00000023021	Cers5	1488	1579	1584	1492	1622	1393
ENSMUSG00000023022	Lima1	2180	2356	2172	2690	2118	2614
ENSMUSG00000023025	Larp4	5168	5320	5469	4832	5601	5118
ENSMUSG00000023026	Dip2b	4818	5341	5640	5861	6060	5733
ENSMUSG00000023027	Atf1	779	905	1009	881	792	705
ENSMUSG00000023030	Slc11a2	879	873	844	753	923	1024
ENSMUSG00000023031	Cela1	0	2	0	0	0	10
ENSMUSG00000023032	Slc4a8	704	863	837	825	1021	875
ENSMUSG00000023033	Scn8a	800	829	827	625	699	757
ENSMUSG00000023034	Nr4a1	103	167	89	80	213	151
ENSMUSG00000023036	Pcdhga8	15051	14021	14294	15566	16590	17321
ENSMUSG00000023039	Krt7	0	2	3	2	4	2
ENSMUSG00000023041	Krt6b	1	0	0	0	0	0
ENSMUSG00000023043	Krt18	2	7	1	0	5	0
ENSMUSG00000023044	Csad	554	516	408	289	409	287
ENSMUSG00000023045	Soat2	2	11	8	7	11	3
ENSMUSG00000023046	Igfbp6	4	5	3	0	1	3
ENSMUSG00000023047	Amhr2	0	0	1	2	0	6
ENSMUSG00000023048	Prr13	1806	1676	1584	1878	1876	1801
ENSMUSG00000023050	Map3k12	4498	4876	4614	5435	4959	5030
ENSMUSG00000023051	Tarbp2	827	1055	1019	984	1048	1002
ENSMUSG00000023052	Npff	4	9	16	4	11	3
ENSMUSG00000023055	Calcoco1	2990	2859	2363	3095	3452	3199
ENSMUSG00000023057	Fabp2	0	0	0	0	0	0
ENSMUSG00000023064	Sncg	0	0	0	0	0	0
ENSMUSG00000023066	Rttn	307	387	405	390	228	379
ENSMUSG00000023067	Cdkn1a	162	99	106	191	143	141
ENSMUSG00000023068	Nus1	1816	1813	1699	1897	1839	1674
ENSMUSG00000023070	Rgn	5	4	1	16	10	6
ENSMUSG00000023072	Cep89	645	894	994	797	612	916
ENSMUSG00000023073	Slc10a2	1	2	4	3	0	3
ENSMUSG00000023074	Mospd1	2152	2010	1763	2028	2287	2407
ENSMUSG00000023075	Akirin1	3727	3900	3533	3450	3784	3484
ENSMUSG00000023078	Cxcl13	0	0	0	0	0	1
ENSMUSG00000023079	Gtf2ird1	2855	3269	2835	3015	3414	3555
ENSMUSG00000023083	H2-M10.2	0	2	0	0	1	0
ENSMUSG00000023084	Lrrc71	448	472	461	398	426	404
ENSMUSG00000023087	Noct	856	924	981	862	978	1006
ENSMUSG00000023088	Abcc1	950	935	816	912	1095	734
