id	sym	wt_1	wt_2	wt_3	IFNgR_KO_1	IFNgR_KO_2	IFNgR_KO_3
ENSMUSG00000062040	Zfp27	186	245	261	220	381	275
ENSMUSG00000062054	Iah1	736	489	700	698	1100	857
ENSMUSG00000062070	Pgk1	1502	1105	1307	923	1822	1027
ENSMUSG00000062075	Lmnb2	1072	672	984	1069	1507	1168
ENSMUSG00000062078	Qk	9590	7763	6851	8842	18026	10184
ENSMUSG00000062081	Gm6055	67	41	46	49	79	73
ENSMUSG00000062082	Cd200r4	1047	740	385	583	1053	1096
ENSMUSG00000062083	Rpl13a-ps1	40	13	21	15	29	35
ENSMUSG00000062093	Gm10110	7	4	11	5	7	6
ENSMUSG00000062098	Btbd3	119	123	380	123	231	129
ENSMUSG00000062101	Zfp119b	71	43	25	29	104	45
ENSMUSG00000062110	Scfd2	370	284	320	365	575	462
ENSMUSG00000062115	Rai1	367	278	541	277	556	376
ENSMUSG00000062116	Zfp954	367	253	283	324	503	439
ENSMUSG00000062127	Cttnbp2nl	3514	3182	2239	2432	4579	2864
ENSMUSG00000062148	Ear6	7	4	0	1	10	0
ENSMUSG00000062154	Tex33	8	7	3	0	12	2
ENSMUSG00000062157	Ifnlr1	39	12	18	18	66	20
ENSMUSG00000062169	Cnih4	1034	781	727	786	1459	907
ENSMUSG00000062175	Tgif2	59	69	321	47	80	56
ENSMUSG00000062190	Lancl2	469	367	583	499	834	503
ENSMUSG00000062198	2700097O09Rik	203	130	178	128	267	173
ENSMUSG00000062202	Btbd9	1277	1076	965	1024	1801	1292
ENSMUSG00000062203	Gspt1	1950	1689	1967	1915	3637	2353
ENSMUSG00000062210	Tnfaip8	4017	3119	1800	3327	6484	4062
ENSMUSG00000062232	Rapgef2	5290	5749	8098	2436	4252	2690
ENSMUSG00000062234	Gak	4276	3256	2370	3192	6057	3849
ENSMUSG00000062248	Cks2	18	19	10	13	16	11
ENSMUSG00000062270	Morf4l1	392	473	356	384	764	431
ENSMUSG00000062284	Gm6030	140	146	117	139	269	204
ENSMUSG00000062300	Nectin2	113	142	501	150	148	200
ENSMUSG00000062312	Erbb2	17	15	140	28	23	13
ENSMUSG00000062328	Rpl17	159	121	138	132	285	165
ENSMUSG00000062345	Serpinb2	688	461	160	389	991	241
ENSMUSG00000062352	Itgb1bp1	1046	778	755	1006	1655	1094
ENSMUSG00000062365	Gm4968	12	12	4	8	6	9
ENSMUSG00000062373	Tmem65	4108	2769	2206	4382	8256	4674
ENSMUSG00000062376	Borcs7	146	131	106	156	290	149
ENSMUSG00000062380	Tubb3	206	147	1211	204	172	132
ENSMUSG00000062397	Zfp706	987	719	1189	1304	2013	1472
ENSMUSG00000062421	Arf2	2781	1724	1139	1594	3271	1693
ENSMUSG00000062432	Cyp26c1	4	12	5	2	3	2
ENSMUSG00000062456	Rpl9-ps6	6	4	8	5	12	7
ENSMUSG00000062464	Cyp4f37	5	2	6	7	22	22
ENSMUSG00000062470	Fbxl12os	12	8	30	12	27	22
ENSMUSG00000062488	Ifit3b	352	398	115	52	105	62
ENSMUSG00000062510	Nsl1	112	115	241	159	216	193
ENSMUSG00000062515	Fabp4	414	276	154	267	648	347
ENSMUSG00000062519	Zfp398	234	204	211	138	355	234
ENSMUSG00000062526	Mppe1	402	277	230	318	530	365
ENSMUSG00000062542	Syt9	46	30	394	69	48	37
ENSMUSG00000062545	Tlr12	142	191	92	7	24	22
ENSMUSG00000062554	Gm12751	14	16	2	7	18	6
ENSMUSG00000062580	Timm17a	1015	783	908	995	1515	938
ENSMUSG00000062585	Cnr2	1092	713	451	800	1656	1259
ENSMUSG00000062590	Armc9	137	97	196	190	293	274
ENSMUSG00000062591	Tubb4a	3	8	4	6	18	4
ENSMUSG00000062593	Lilrb4a	27041	17365	7337	11934	26944	15043
ENSMUSG00000062604	Srpk2	1172	886	1180	1020	1898	1180
ENSMUSG00000062619	2310039H08Rik	277	213	206	269	344	287
ENSMUSG00000062627	Mysm1	1918	1427	1123	1069	2526	1312
ENSMUSG00000062646	Ganc	338	303	323	289	483	274
ENSMUSG00000062647	Rpl7a	1017	828	901	1089	1836	995
ENSMUSG00000062661	Ncs1	236	152	124	271	406	463
ENSMUSG00000062683	Atp5g2	3	2	10	6	18	8
ENSMUSG00000062691	Cebpzos	249	212	256	214	483	297
ENSMUSG00000062704	9430002A10Rik	11	6	3	8	9	9
ENSMUSG00000062727	Hist1h2bk	547	519	838	857	845	1015
ENSMUSG00000062729	Ppox	509	269	312	350	658	416
ENSMUSG00000062742	Gm5239	50	41	52	59	111	52
ENSMUSG00000062743	Zfp677	176	158	141	102	334	159
ENSMUSG00000062753	AI413582	864	627	539	767	1151	793
ENSMUSG00000062761	Zfp512	486	333	530	484	743	530
ENSMUSG00000062762	Ei24	1090	1010	1358	1233	2265	1427
ENSMUSG00000062785	Kcnc3	13	4	4	8	10	12
ENSMUSG00000062794	Zfp599	10	15	8	9	17	15
ENSMUSG00000062797	l7Rn6	592	462	517	595	972	572
ENSMUSG00000062822	4833420G17Rik	606	357	479	437	890	527
ENSMUSG00000062825	Actg1	1521	954	628	796	1736	1126
ENSMUSG00000062846	Gm14176	23	15	22	12	16	14
ENSMUSG00000062861	Zfp28	79	100	82	90	165	124
ENSMUSG00000062866	Phactr2	801	699	703	672	1262	841
ENSMUSG00000062867	Impdh2	250	210	265	252	405	261
ENSMUSG00000062896	Rpl31-ps11	8	3	6	5	15	8
ENSMUSG00000062901	Klhl24	1904	1409	1707	988	2543	1321
ENSMUSG00000062906	Hdac10	313	128	265	357	630	405
ENSMUSG00000062908	Acadm	995	707	702	879	1739	1089
ENSMUSG00000062929	Cfl2	754	502	1865	604	952	535
ENSMUSG00000062931	Zfp938	111	82	133	72	199	97
ENSMUSG00000062937	Mtap	1088	929	2140	1151	2125	1289
ENSMUSG00000062939	Stat4	353	195	102	270	550	480
ENSMUSG00000062944	9130023H24Rik	283	253	194	239	415	255
ENSMUSG00000062949	Atp11c	1616	1205	1102	1117	2322	1344
ENSMUSG00000062960	Kdr	374	379	174	141	203	121
ENSMUSG00000062963	Ufc1	1713	1305	1448	1807	2788	1979
ENSMUSG00000062980	Cped1	193	133	38	50	129	48
ENSMUSG00000062981	Mrpl42	831	669	714	799	1351	818
ENSMUSG00000062991	Nrg1	77	51	7	35	69	49
ENSMUSG00000062995	Ica1	80	73	587	103	131	103
ENSMUSG00000062997	Rpl35	459	352	399	463	774	499
ENSMUSG00000063015	Ccni	2080	1762	1737	1828	3243	2389
ENSMUSG00000063018	2010204K13Rik	14	17	35	28	34	14
ENSMUSG00000063019	Manbal	260	243	255	291	417	299
ENSMUSG00000063021	Hist1h2ak	1170	1190	887	1760	1872	2218
ENSMUSG00000063047	Zfp780b	124	82	118	93	168	115
ENSMUSG00000063049	Ing2	374	332	304	262	543	279
ENSMUSG00000063052	Lrrc40	887	719	864	655	1216	776
ENSMUSG00000063065	Mapk3	2010	1777	1582	1909	3108	2306
ENSMUSG00000063077	Kif1b	3015	2317	1888	2391	4633	3040
ENSMUSG00000063108	Zfp26	1812	1470	1645	1347	2648	1719
ENSMUSG00000063145	Bbs5	109	79	110	85	172	74
ENSMUSG00000063146	Clip2	2504	1998	1536	1758	2549	1845
ENSMUSG00000063160	Numbl	129	129	182	143	255	138
ENSMUSG00000063171	Rps4l	132	128	55	113	118	143
ENSMUSG00000063172	Hspb11	209	195	104	165	259	166
ENSMUSG00000063179	Pstk	163	106	166	138	237	160
ENSMUSG00000063193	Cd300lb	2966	2139	1410	2750	5405	3233
ENSMUSG00000063200	Nol7	1228	876	956	984	1934	1012
ENSMUSG00000063229	Ldha	32785	26351	29226	23263	36816	23938
ENSMUSG00000063234	Gpr84	179	127	55	78	216	108
ENSMUSG00000063235	Ptpmt1	1005	730	742	928	1599	1159
ENSMUSG00000063236	1110038F14Rik	380	324	360	284	435	285
ENSMUSG00000063245	Gm13248	62	62	34	27	103	45
ENSMUSG00000063253	Scoc	211	158	230	315	579	320
ENSMUSG00000063268	Parp10	1855	1524	842	694	1386	838
ENSMUSG00000063273	Naa15	1522	1142	1356	932	2058	1236
ENSMUSG00000063275	Hacd1	69	60	150	96	122	93
ENSMUSG00000063281	Zfp35	293	327	293	286	545	369
ENSMUSG00000063286	Gm8995	2603	2092	729	787	1635	1309
ENSMUSG00000063296	Tmem117	4	4	32	5	8	3
ENSMUSG00000063316	Rpl27	250	182	304	159	263	187
ENSMUSG00000063317	Usp31	1297	879	1178	993	1993	1275
ENSMUSG00000063320	1190007I07Rik	80	43	107	74	104	86
ENSMUSG00000063334	Krr1	1516	1047	1089	983	2100	1176
ENSMUSG00000063354	Slc39a4	23	30	14	13	70	26
ENSMUSG00000063358	Mapk1	4767	3560	3996	4194	7775	4856
ENSMUSG00000063362	Alg11	944	815	770	760	1416	977
ENSMUSG00000063364	3300002I08Rik	35	24	36	27	43	34
ENSMUSG00000063382	Bcl9l	50	47	96	60	154	83
ENSMUSG00000063383	Zfp947	68	44	47	46	119	56
ENSMUSG00000063388	BC023105	11	3	7	0	0	0
ENSMUSG00000063406	Tmed5	4751	3642	1754	1975	5602	2513
ENSMUSG00000063410	Stk24	2166	1743	1186	1634	2971	2163
ENSMUSG00000063412	Gm10131	1	7	4	4	15	1
ENSMUSG00000063415	Cyp26b1	8	3	35	3	7	2
ENSMUSG00000063428	Ddo	9	2	14	1	3	1
ENSMUSG00000063439	B9d2	135	148	86	145	244	201
ENSMUSG00000063445	Nmral1	464	319	439	517	657	576
ENSMUSG00000063450	Syne2	1883	1508	8830	1573	2751	2031
ENSMUSG00000063455	D630045J12Rik	20	18	138	22	34	31
ENSMUSG00000063457	Rps15	4997	4747	5691	5910	9086	6947
ENSMUSG00000063458	1700112E06Rik	202	221	80	157	248	200
ENSMUSG00000063480	Nhp2l1	204	160	225	212	354	198
ENSMUSG00000063488	Zkscan7	35	19	38	27	56	48
ENSMUSG00000063506	Arhgap22	770	664	481	830	1360	946
ENSMUSG00000063511	Snrnp70	3343	2325	3124	2827	5007	3138
ENSMUSG00000063524	Eno1	10090	9422	9548	7310	12758	8907
ENSMUSG00000063531	Sema3e	4	2	27	8	10	0
ENSMUSG00000063535	Zfp773	28	13	12	27	33	33
ENSMUSG00000063550	Nup98	3079	2442	1981	1985	3955	2661
ENSMUSG00000063558	Aox1	13	16	60	24	11	27
ENSMUSG00000063568	Jazf1	20	31	53	15	30	26
ENSMUSG00000063576	Klhdc3	470	527	776	559	982	700
ENSMUSG00000063586	Gm5513	5	8	8	11	17	2
ENSMUSG00000063605	Ccdc102a	161	171	188	114	130	135
ENSMUSG00000063611	Gm10134	49	82	50	45	81	51
ENSMUSG00000063623	C230062I16Rik	13	3	5	2	5	7
ENSMUSG00000063632	Sox11	56	70	589	84	118	82
ENSMUSG00000063652	Slc22a21	72	48	32	27	76	57
ENSMUSG00000063659	Zbtb18	1798	1294	1022	851	1819	1064
ENSMUSG00000063663	Brwd3	1061	935	1123	584	1383	793
ENSMUSG00000063684	Gm13910	31	43	31	37	86	46
ENSMUSG00000063687	Pcdhb5	0	3	10	5	1	0
ENSMUSG00000063689	Hist2h2ab	156	115	369	200	207	227
ENSMUSG00000063694	Cycs	348	248	263	201	346	203
ENSMUSG00000063696	Gm8730	21	7	7	7	12	18
ENSMUSG00000063698	Sfxn4	27	19	64	46	112	49
ENSMUSG00000063704	Mapk15	6	4	26	6	1	0
ENSMUSG00000063714	Sp3os	49	26	34	47	78	45
ENSMUSG00000063727	Tnfrsf11b	8	5	45	10	12	2
ENSMUSG00000063760	Rnf217	658	606	674	393	650	444
ENSMUSG00000063765	Chadl	6	1	31	8	2	4
ENSMUSG00000063767	S100a7a	1	3	1	1	15	3
ENSMUSG00000063785	Utp14a	1487	1123	1020	1150	2269	1325
ENSMUSG00000063787	Chchd1	940	600	638	768	1285	776
ENSMUSG00000063800	Prpf38a	1266	1038	1023	865	1484	968
ENSMUSG00000063801	Ap3s2	671	574	830	677	1079	832
ENSMUSG00000063802	Hspbp1	662	573	674	751	1014	819
ENSMUSG00000063804	Lin28b	9	15	61	10	16	4
ENSMUSG00000063808	Gpatch1	274	229	267	233	417	275
ENSMUSG00000063810	Alms1	463	497	769	326	667	535
ENSMUSG00000063816	Gm4987	35	24	40	38	43	19
ENSMUSG00000063830	Gm6065	8	6	10	3	13	6
ENSMUSG00000063838	Cdc42ep5	15	33	135	21	8	21
ENSMUSG00000063849	Ppcdc	391	240	221	325	577	370
ENSMUSG00000063851	Rnf183	10	7	0	2	10	0
ENSMUSG00000063856	Gpx1	17100	12839	8937	14774	21869	19586
ENSMUSG00000063870	Chd4	7959	6046	8972	6800	12101	9083
ENSMUSG00000063873	Slc24a3	21	4	10	35	50	13
ENSMUSG00000063875	Rps6-ps1	7	10	10	16	19	11
ENSMUSG00000063882	Uqcrh	2389	1809	1982	2054	3445	2463
ENSMUSG00000063884	Ptcd3	1204	877	1581	952	1786	1118
ENSMUSG00000063887	Nlgn1	0	2	19	1	0	3
ENSMUSG00000063888	Rpl7l1	2673	1956	2359	2616	4819	2860
ENSMUSG00000063889	Crem	1259	671	405	476	945	571
ENSMUSG00000063894	Zkscan8	392	291	406	379	834	487
ENSMUSG00000063895	Nupl1	2400	1654	1452	1713	3366	2216
ENSMUSG00000063902	Gm7964	236	237	228	226	385	235
ENSMUSG00000063904	4930533O14Rik	2840	2203	1917	2776	4411	3215
ENSMUSG00000063931	Pepd	3024	1882	1495	3063	5207	3638
ENSMUSG00000063952	Brpf3	182	108	186	122	237	182
ENSMUSG00000063972	Nr6a1	106	62	68	52	127	65
ENSMUSG00000064023	Klk8	6	3	1	15	10	24
ENSMUSG00000064030	Pym1	442	333	303	333	625	391
ENSMUSG00000064037	Gpn1	830	615	803	889	1407	957
ENSMUSG00000064039	Ccr1l1	4	3	3	4	17	16
ENSMUSG00000064043	Trerf1	307	262	285	244	486	498
ENSMUSG00000064061	Dzip3	661	465	922	554	1030	574
ENSMUSG00000064065	Ipcef1	341	236	119	128	350	267
ENSMUSG00000064068	Mtx1	978	660	841	926	1267	989
ENSMUSG00000064090	Vrk2	907	857	445	564	1114	717
ENSMUSG00000064105	Cnnm2	506	345	359	359	698	458
ENSMUSG00000064109	Hcst	156	118	76	159	279	177
ENSMUSG00000064120	Mocs1	555	451	344	347	678	491
ENSMUSG00000064127	Med14	1073	925	823	831	1522	1057
ENSMUSG00000064128	Cenpj	141	148	192	121	267	147
ENSMUSG00000064138	Fam172a	958	748	808	807	1469	976
ENSMUSG00000064141	Zfp69	29	19	38	16	80	31
ENSMUSG00000064145	Arih2	1903	1272	1038	1047	2186	1117
ENSMUSG00000064147	Rab44	1114	258	114	237	1213	354
ENSMUSG00000064179	Tnnt1	52	46	60	62	89	65
ENSMUSG00000064181	Rab3ip	245	171	318	134	273	206
ENSMUSG00000064193	Gm4735	33	60	60	46	75	53
ENSMUSG00000064202	4430402I18Rik	1	3	12	2	4	0
ENSMUSG00000064210	Ano6	2804	2427	2097	2385	4555	2774
ENSMUSG00000064215	Ifi27	1043	795	1223	1386	2234	1399
ENSMUSG00000064246	Chil1	183	78	20	36	511	57
ENSMUSG00000064254	Ethe1	793	665	492	630	1046	868
ENSMUSG00000064264	Zfp428	35	27	190	67	61	46
ENSMUSG00000064267	Hvcn1	1248	1378	1821	1895	2695	2675
ENSMUSG00000064280	Ccdc146	13	8	1	2	16	5
ENSMUSG00000064281	Rpl19-ps1	5	6	2	2	11	6
ENSMUSG00000064284	Cdpf1	284	155	262	275	410	294
ENSMUSG00000064288	Hist1h4k	861	705	570	997	1192	1358
ENSMUSG00000064289	Tank	2794	2076	1313	1648	3408	2083
ENSMUSG00000064302	Clasp1	1499	1106	1770	1115	1956	1348
ENSMUSG00000064307	Lrrc51	13	3	8	9	21	9
ENSMUSG00000064326	Siva1	513	339	544	428	588	412
ENSMUSG00000064329	Scn1a	21	11	130	23	24	15
ENSMUSG00000064330	Pde6h	71	49	22	9	28	14
ENSMUSG00000064337	mt-Rnr1	4721	17050	33319	10664	16693	13207
ENSMUSG00000064339	mt-Rnr2	76054	199500	391052	138561	241323	163982
ENSMUSG00000064340	mt-Tl1	8	13	52	28	35	22
ENSMUSG00000064341	mt-Nd1	5239	8053	20361	8625	14900	11035
ENSMUSG00000064342	mt-Ti	16	9	28	9	13	8
ENSMUSG00000064344	mt-Tm	7	11	23	11	14	6
ENSMUSG00000064345	mt-Nd2	503	760	2181	620	1261	977
ENSMUSG00000064346	mt-Tw	12	7	27	10	24	6
ENSMUSG00000064348	mt-Tn	6	7	7	12	13	2
ENSMUSG00000064351	mt-Co1	83033	82072	190042	92816	143881	109552
ENSMUSG00000064363	mt-Nd4	724	1010	2844	754	1400	1042
ENSMUSG00000064367	mt-Nd5	1332	1500	5227	1652	2709	2072
ENSMUSG00000064368	mt-Nd6	211	233	802	283	373	306
ENSMUSG00000064370	mt-Cytb	3276	5660	21866	5284	9357	6795
ENSMUSG00000064371	mt-Tt	6	6	18	3	24	18
ENSMUSG00000064372	mt-Tp	3	16	24	7	2	9
ENSMUSG00000064373	Sepp1	22191	16873	13498	25476	53388	27886
ENSMUSG00000064380	Gm26448	915	516	542	404	784	442
ENSMUSG00000064382	Gm26447	182	127	96	89	232	104
ENSMUSG00000064387	Snora73a	5581	4111	5027	3311	6692	3455
ENSMUSG00000064390	Rnu73b	30	20	30	18	61	33
ENSMUSG00000064405	Gm23925	24	16	31	6	35	14
ENSMUSG00000064427	Gm22748	167	100	86	84	146	99
ENSMUSG00000064437	Snord49b	28	11	23	25	27	18
ENSMUSG00000064440	Gm26224	89	78	60	65	133	62
ENSMUSG00000064441	Snord37	24	15	8	8	35	14
ENSMUSG00000064450	Snord68	17	9	11	10	17	10
ENSMUSG00000064451	Snora23	290	187	163	146	358	131
ENSMUSG00000064453	Snord21	30	28	26	30	46	30
ENSMUSG00000064493	Snora28	143	83	53	51	168	96
ENSMUSG00000064495	Gm24313	16	2	15	3	10	9
ENSMUSG00000064500	Gm25296	20	9	28	11	18	16
ENSMUSG00000064513	Snora9	40	19	37	26	44	17
ENSMUSG00000064514	Gm22455	17	7	5	4	24	9
ENSMUSG00000064540	Snord42a	12	4	2	3	12	6
ENSMUSG00000064558	Gm24620	13	2	0	2	5	0
ENSMUSG00000064563	Snora7a	71	39	59	42	79	48
ENSMUSG00000064600	Gm25636	6	7	8	0	17	0
ENSMUSG00000064602	Snora41	21	19	24	3	42	18
ENSMUSG00000064604	Snora44	23	16	36	27	62	26
ENSMUSG00000064612	Gm26457	20	13	10	11	15	15
ENSMUSG00000064634	Gm22620	21	12	24	9	31	18
ENSMUSG00000064637	Snora20	9	8	9	6	19	6
ENSMUSG00000064647	Gm23301	23	12	22	21	34	7
ENSMUSG00000064655	Gm25788	17	7	3	5	16	9
ENSMUSG00000064666	Snora52	24	16	31	16	57	32
ENSMUSG00000064672	Gm22806	17	16	4	2	27	15
ENSMUSG00000064682	Gm25813	8	6	6	4	13	2
ENSMUSG00000064694	Gm24146	153	137	101	133	215	146
ENSMUSG00000064721	Gm25855	29	25	20	33	54	35
ENSMUSG00000064725	Snord96a	80	25	36	35	123	53
ENSMUSG00000064731	Snord45b	12	5	6	6	25	6
ENSMUSG00000064741	Snord14a	52	26	24	29	59	33
ENSMUSG00000064751	Gm26330	22	5	12	12	19	8
ENSMUSG00000064767	Snord35b	12	8	4	9	10	2
ENSMUSG00000064768	Snord60	19	3	16	18	16	12
ENSMUSG00000064772	Gm25202	22	11	5	15	32	10
ENSMUSG00000064778	Snord59a	9	10	4	5	22	11
ENSMUSG00000064780	Snord95	15	20	19	12	24	21
ENSMUSG00000064791	Snord14e	277	181	96	101	225	96
ENSMUSG00000064792	Gm24355	4	11	3	2	3	2
ENSMUSG00000064796	Terc	270	264	601	213	303	166
ENSMUSG00000064797	Gm24357	36	18	19	26	51	24
ENSMUSG00000064816	Gm22357	208	156	127	90	304	126
ENSMUSG00000064823	Snord82	17	17	12	7	31	17
ENSMUSG00000064837	Snora75	21	20	15	7	29	12
ENSMUSG00000064841	Gm26205	32	24	32	21	33	31
ENSMUSG00000064844	Gm26202	26	21	15	15	50	23
ENSMUSG00000064853	Gm23442	23	11	18	8	41	22
ENSMUSG00000064856	Gm23444	197	84	73	125	213	140
ENSMUSG00000064858	Snora43	15	15	17	8	21	6
ENSMUSG00000064859	Gm24524	12	12	4	2	11	1
ENSMUSG00000064871	Snord58b	10	4	3	6	5	9
ENSMUSG00000064880	Gm24201	111	48	45	42	185	77
ENSMUSG00000064899	Snord118	243	166	98	133	360	183
ENSMUSG00000064901	Snora21	40	37	20	24	46	30
ENSMUSG00000064917	Gm22574	14	0	5	6	2	3
ENSMUSG00000064918	Gm22571	45	10	14	10	24	17
ENSMUSG00000064925	Snora62	36	17	11	17	13	12
ENSMUSG00000064936	Gm23722	277	179	67	64	210	94
ENSMUSG00000064938	Mir3068	18	16	28	9	25	23
ENSMUSG00000064945	Rny3	129	102	128	87	229	90
ENSMUSG00000064949	Snora61	42	16	36	15	56	41
ENSMUSG00000064966	Snord15b	251	205	224	195	372	162
ENSMUSG00000064968	Snord47	57	34	30	21	72	40
ENSMUSG00000064981	Snora70	153	71	48	59	152	64
ENSMUSG00000064984	Snord73a	13	13	3	1	19	11
ENSMUSG00000064994	Gm22422	74	50	51	38	72	50
ENSMUSG00000064995	Gm26003	11	5	9	9	17	5
ENSMUSG00000064999	Gm26035	41	29	25	27	63	27
ENSMUSG00000065016	Snora3	52	40	44	29	94	50
ENSMUSG00000065036	Gm22362	9	8	10	9	28	7
ENSMUSG00000065037	Rn7sk	438946	374974	323495	356525	552297	438256
ENSMUSG00000065041	Gm24044	121	96	64	76	123	111
ENSMUSG00000065047	Gm24045	15	10	3	4	3	3
ENSMUSG00000065049	Gm24041	106	59	35	37	117	45
ENSMUSG00000065057	Gm25703	14	5	1	0	6	0
ENSMUSG00000065061	Gm22884	18	15	31	7	18	12
ENSMUSG00000065087	Snord22	204	146	165	150	286	130
ENSMUSG00000065089	Gm26493	23	13	6	9	40	12
ENSMUSG00000065097	Snora16a	22	14	19	18	36	30
ENSMUSG00000065105	Gm26130	46	22	33	34	62	29
ENSMUSG00000065110	Snord61	3	7	12	1	5	2
ENSMUSG00000065118	Gm23297	8	5	3	5	17	5
ENSMUSG00000065124	Snora65	124	48	82	73	133	58
ENSMUSG00000065126	Snord104	50	30	46	24	51	20
ENSMUSG00000065145	Vaultrc5	480	404	221	393	935	370
ENSMUSG00000065147	Snora31	68	68	32	52	86	50
ENSMUSG00000065160	Mir5117	31	19	12	13	42	19
ENSMUSG00000065176	Rnu12	79	50	29	21	104	40
ENSMUSG00000065196	Snord85	11	2	1	8	6	7
ENSMUSG00000065208	Gm24616	99	77	55	58	137	78
ENSMUSG00000065219	Snord32a	82	26	93	33	70	45
ENSMUSG00000065226	Gm25791	61	41	66	59	69	45
ENSMUSG00000065228	Gm25789	42	28	20	23	93	28
ENSMUSG00000065231	Gm22972	17	4	1	11	26	5
ENSMUSG00000065232	Gm22973	173	120	457	113	171	96
ENSMUSG00000065254	Gm23973	114	74	80	80	166	103
ENSMUSG00000065258	Gm23969	23	15	11	7	26	19
ENSMUSG00000065259	Snora30	11	7	4	4	7	10
ENSMUSG00000065265	Gm23455	1015	795	990	779	1372	962
ENSMUSG00000065272	Snord57	15	8	11	2	13	11
ENSMUSG00000065273	Gm25128	5	5	10	5	20	5
ENSMUSG00000065280	Gm24453	30	17	23	22	50	19
ENSMUSG00000065281	Gm24452	69	54	39	39	125	47
ENSMUSG00000065282	Gm24455	17	14	27	18	29	25
ENSMUSG00000065287	Gm24451	11	17	13	3	15	10
ENSMUSG00000065289	Gm23650	4	3	6	4	14	6
ENSMUSG00000065295	Gm24134	27	15	15	15	32	10
ENSMUSG00000065304	Gm23245	10	14	7	13	21	22
ENSMUSG00000065305	Gm23246	14	16	9	5	22	9
ENSMUSG00000065315	Gm26064	4	10	4	5	5	2
ENSMUSG00000065327	Gm22058	81	36	31	37	117	53
ENSMUSG00000065336	Snora34	3	12	4	5	10	11
ENSMUSG00000065353	Snora73b	2351	1565	1825	1188	2307	1273
ENSMUSG00000065362	Gm24411	10	2	10	5	13	6
ENSMUSG00000065378	Gm22744	33	24	36	29	69	46
ENSMUSG00000065392	Gm25894	69	36	28	29	70	33
ENSMUSG00000065420	Mir142b	59	35	20	10	77	20
ENSMUSG00000065422	Mir221	77	51	25	35	104	70
ENSMUSG00000065434	Mir7-1	23	17	14	11	21	12
ENSMUSG00000065442	Mir20a	9	3	1	3	11	5
ENSMUSG00000065444	Mir27a	16	10	4	3	26	7
ENSMUSG00000065452	Mir207	12	12	4	16	14	17
ENSMUSG00000065453	Mirlet7d	12	7	12	7	14	14
ENSMUSG00000065455	Mir21a	118	94	60	66	157	91
ENSMUSG00000065463	Snord45c	41	32	32	34	37	36
ENSMUSG00000065468	Mir26b	11	2	4	5	8	7
ENSMUSG00000065476	Mir30b	11	12	7	5	7	7
ENSMUSG00000065529	Mir22	58	50	27	26	77	24
ENSMUSG00000065541	Mir24-2	19	9	2	7	17	6
ENSMUSG00000065548	Mir29c	6	4	2	2	11	8
ENSMUSG00000065551	Mir210	6	7	0	0	10	3
ENSMUSG00000065610	Mir29a	31	16	17	16	27	22
ENSMUSG00000065611	Mir23a	12	9	5	6	29	16
ENSMUSG00000065628	Snord33	20	8	8	3	18	7
ENSMUSG00000065637	Gm26397	89	68	56	38	93	46
ENSMUSG00000065642	Snora69	8	3	14	4	3	9
ENSMUSG00000065649	Snora74a	1668	1025	823	821	1748	985
ENSMUSG00000065663	Gm22579	127	92	130	117	132	150
ENSMUSG00000065676	Snord42b	3	11	7	9	12	12
ENSMUSG00000065686	Snora5c	34	9	21	21	43	14
ENSMUSG00000065687	Gm23734	5	1	2	4	13	1
ENSMUSG00000065701	Rny1	93	62	77	86	214	96
ENSMUSG00000065725	Gm26165	106	55	48	57	107	65
ENSMUSG00000065728	Gm26175	3	2	6	4	6	10
ENSMUSG00000065734	Snord49a	72	49	43	50	98	50
ENSMUSG00000065735	Snord80	60	53	56	23	106	43
ENSMUSG00000065738	Gm24494	18	14	15	7	26	8
ENSMUSG00000065752	Gm23344	2	4	6	4	19	6
ENSMUSG00000065767	Gm23849	53	36	34	82	81	33
ENSMUSG00000065778	Gm22154	9	5	13	2	18	7
ENSMUSG00000065782	Gm22680	21	15	7	7	20	4
ENSMUSG00000065818	Snord35a	12	14	13	15	20	16
ENSMUSG00000065820	Gm26316	123	54	57	90	151	78
ENSMUSG00000065822	Snord15a	108	66	52	72	158	45
ENSMUSG00000065824	Gm26315	115	64	67	79	111	89
ENSMUSG00000065862	Gm24029	63	36	27	34	68	23
ENSMUSG00000065870	Rnu3a	2012	1275	2492	960	2067	1139
ENSMUSG00000065878	Snord34	48	37	32	22	28	27
ENSMUSG00000065899	Gm24523	36	23	37	26	43	8
ENSMUSG00000065911	Gm24447	46	31	22	14	43	36
ENSMUSG00000065939	Snora2b	5	6	10	7	24	14
ENSMUSG00000065944	Rnu2-10	230	142	67	128	232	143
ENSMUSG00000065954	Tacc1	5016	3645	3851	4619	8416	5853
ENSMUSG00000065979	Cpped1	441	399	494	437	736	511
ENSMUSG00000065987	Cd209b	7	2	5	4	15	15
ENSMUSG00000065990	Aurkaip1	1910	1460	1261	1723	2798	1903
ENSMUSG00000066000	2610305D13Rik	3	8	18	2	19	9
ENSMUSG00000066026	Dhrs3	5379	4086	2992	6107	10997	7570
ENSMUSG00000066036	Ubr4	5782	4495	3904	3357	6194	4748
ENSMUSG00000066037	Hnrnpr	1191	880	1145	1065	2178	1176
ENSMUSG00000066042	Med18	274	206	203	249	480	276
ENSMUSG00000066043	Phactr4	179	164	112	105	250	141
ENSMUSG00000066057	Gm1976	14	8	24	11	36	9
