id	sym	siCTR_1	siCTR_2	siCTR_3	siER_1	siER_2	siER_3
ENSG00000163468	CCT3	27140	26298	50510	25746	22989	33804
ENSG00000163472	TMEM79	1208	1151	2311	822	771	1066
ENSG00000163479	SSR2	12469	11722	22133	12796	11182	16406
ENSG00000163481	RNF25	1547	1531	3120	1754	1445	2322
ENSG00000163482	STK36	2274	2059	4187	3145	2187	3312
ENSG00000163485	ADORA1	137	63	177	63	24	55
ENSG00000163486	SRGAP2	4005	5309	10108	4546	4177	5866
ENSG00000163491	NEK10	45	36	56	57	30	43
ENSG00000163492	CCDC141	1	2	0	2	0	4
ENSG00000163497	FEV	1	0	3	0	1	0
ENSG00000163499	CRYBA2	2	0	2	3	0	7
ENSG00000163501	IHH	0	1	2	3	0	0
ENSG00000163507	KIAA1524	1952	2734	4878	1225	1220	1748
ENSG00000163508	EOMES	67	77	122	67	79	85
ENSG00000163510	CWC22	1882	2034	3649	2089	1657	2311
ENSG00000163512	AZI2	1863	1871	3407	1795	1588	2190
ENSG00000163513	TGFBR2	4907	5081	9567	7788	6413	9027
ENSG00000163515	RETNLB	1	1	0	1	0	1
ENSG00000163516	ANKZF1	1545	1540	2845	2003	1240	2026
ENSG00000163517	HDAC11	2345	1844	3564	2476	1870	2784
ENSG00000163520	FBLN2	44	37	67	37	15	26
ENSG00000163521	GLB1L	206	192	396	296	223	355
ENSG00000163527	STT3B	22474	23222	43338	28615	24068	33221
ENSG00000163528	CHCHD4	1096	1140	2113	978	849	1256
ENSG00000163530	DPPA2	2	0	1	0	0	0
ENSG00000163531	NFASC	121	90	188	168	87	171
ENSG00000163535	SGO2	1744	2154	4046	1194	989	1319
ENSG00000163536	SERPINI1	51	38	86	45	56	78
ENSG00000163539	CLASP2	4042	4431	8215	3520	2611	3502
ENSG00000163541	SUCLG1	4944	5369	9794	4411	3758	5488
ENSG00000163545	NUAK2	507	521	1039	442	366	538
ENSG00000163554	SPTA1	0	0	1	0	1	0
ENSG00000163558	PRKCI	5484	5784	10485	4912	4230	5572
ENSG00000163563	MNDA	0	1	0	0	0	0
ENSG00000163565	IFI16	3	0	3	1	2	4
ENSG00000163568	AIM2	0	1	0	0	1	0
ENSG00000163576	EFHB	27	31	40	27	19	21
ENSG00000163577	EIF5A2	819	809	1520	1088	955	1362
ENSG00000163581	SLC2A2	2	2	1	0	1	1
ENSG00000163584	RPL22L1	1463	1194	2346	973	776	1050
ENSG00000163590	PPM1L	2080	2383	4330	3234	2857	3678
ENSG00000163596	ICA1L	414	423	771	571	437	642
ENSG00000163597	SNHG16	3858	3352	6517	4098	3364	4653
ENSG00000163600	ICOS	1	1	2	4	0	5
ENSG00000163602	RYBP	4938	5166	9623	6654	6036	8084
ENSG00000163605	PPP4R2	7569	7971	13969	7666	6836	9128
ENSG00000163606	CD200R1	14	7	11	8	6	9
ENSG00000163607	GTPBP8	574	590	1159	529	440	604
ENSG00000163608	NEPRO	2788	2855	5174	3230	2706	3750
ENSG00000163611	SPICE1	2515	2573	4732	3516	2471	3498
ENSG00000163612	FAM86KP	0	2	1	0	0	1
ENSG00000163617	CCDC191	274	283	488	665	413	666
ENSG00000163618	CADPS	7	4	11	5	6	10
ENSG00000163623	NKX6-1	1	0	1	2	0	0
ENSG00000163624	CDS1	6012	5618	10661	6830	5312	7085
ENSG00000163625	WDFY3	4882	5414	9937	8443	5480	7413
ENSG00000163626	COX18	718	758	1415	657	609	812
ENSG00000163629	PTPN13	7844	7989	14740	8899	6105	8546
ENSG00000163630	SYNPR	5	1	0	2	2	3
ENSG00000163631	ALB	1	1	2	3	2	2
ENSG00000163632	C3orf49	36	23	69	61	44	49
ENSG00000163633	C4orf36	195	169	317	210	188	276
ENSG00000163634	THOC7	24580	26167	48237	22317	21258	30024
ENSG00000163635	ATXN7	4294	4748	8572	5049	4075	5648
ENSG00000163636	PSMD6	82483	80706	150397	86571	74037	108816
ENSG00000163637	PRICKLE2	5334	4875	9329	6791	4691	6459
ENSG00000163638	ADAMTS9	649	419	692	473	238	350
ENSG00000163644	PPM1K	1477	1370	2443	465	438	557
ENSG00000163645	ERICH6	12	15	16	16	6	13
ENSG00000163655	GMPS	9468	10491	19720	8514	7926	10690
ENSG00000163659	TIPARP	1603	1808	3457	1447	1357	1941
ENSG00000163660	CCNL1	3579	3998	6977	5855	3631	5254
ENSG00000163661	PTX3	0	1	2	1	0	2
ENSG00000163666	HESX1	15	11	22	9	15	11
ENSG00000163673	DCLK3	2	0	1	1	2	1
ENSG00000163681	SLMAP	3692	3479	6297	5225	3826	5160
ENSG00000163682	RPL9	22872	21278	41434	20156	18591	26868
ENSG00000163683	SMIM14	21295	17120	29963	32354	25247	33872
ENSG00000163684	RPP14	788	763	1406	880	751	1119
ENSG00000163686	ABHD6	204	230	374	353	282	400
ENSG00000163687	DNASE1L3	0	1	2	0	0	1
ENSG00000163689	C3orf67	240	260	517	177	151	228
ENSG00000163694	RBM47	4986	5163	9374	5346	4834	6705
ENSG00000163697	APBB2	10116	12212	23092	15695	12682	18008
ENSG00000163701	IL17RE	315	325	652	203	124	266
ENSG00000163702	IL17RC	2246	2277	4539	1923	1842	2707
ENSG00000163703	CRELD1	1254	1214	2322	1391	927	1557
ENSG00000163704	PRRT3	4476	4230	8533	5030	4676	6773
ENSG00000163705	FANCD2OS	8	15	18	12	10	9
ENSG00000163710	PCOLCE2	24	40	68	39	45	59
ENSG00000163714	U2SURP	5782	5985	10488	6630	4707	6431
ENSG00000163719	MTMR14	4828	4996	10123	5647	4816	7300
ENSG00000163728	TTC14	1471	1423	2454	2174	1301	1893
ENSG00000163734	CXCL3	0	0	0	2	0	1
ENSG00000163735	CXCL5	0	1	0	0	0	0
ENSG00000163738	MTHFD2L	221	260	451	282	258	318
ENSG00000163743	RCHY1	1415	1592	2853	1403	1301	1747
ENSG00000163746	PLSCR2	0	0	1	2	0	1
ENSG00000163749	CCDC158	6	10	18	19	16	27
ENSG00000163751	CPA3	11	9	21	5	5	10
ENSG00000163754	GYG1	7891	7244	14038	8088	6768	9166
ENSG00000163755	HPS3	4581	4471	8200	7747	6029	8285
ENSG00000163762	TM4SF18	84	77	141	118	43	58
ENSG00000163781	TOPBP1	5474	5924	11247	2586	1852	2614
ENSG00000163785	RYK	5257	5074	9216	5806	4628	6636
ENSG00000163788	SNRK	1254	1440	2624	1615	1289	1788
ENSG00000163792	TCF23	2	0	0	0	0	0
ENSG00000163793	DNAJC5G	0	2	1	1	0	1
ENSG00000163794	UCN	19	23	35	33	11	23
ENSG00000163795	ZNF513	96	94	219	87	28	76
ENSG00000163798	SLC4A1AP	2417	2402	4639	2407	1840	2865
ENSG00000163803	PLB1	8	4	6	7	3	9
ENSG00000163806	SPDYA	14	10	35	32	14	23
ENSG00000163807	KIAA1143	1926	2030	3845	2345	2183	2850
ENSG00000163808	KIF15	1357	1649	3261	745	668	1025
ENSG00000163810	TGM4	3	1	1	2	5	3
ENSG00000163811	WDR43	3884	3877	6908	4067	3412	4729
ENSG00000163812	ZDHHC3	5636	6016	11576	6012	5365	7654
ENSG00000163814	CDCP1	0	0	0	1	3	0
ENSG00000163815	CLEC3B	2	0	2	0	1	2
ENSG00000163817	SLC6A20	0	3	8	2	3	2
ENSG00000163818	LZTFL1	498	525	884	885	830	1113
ENSG00000163820	FYCO1	4279	3856	7483	4049	2652	3828
ENSG00000163823	CCR1	126	132	250	149	116	148
ENSG00000163825	RTP3	1	0	0	4	0	1
ENSG00000163827	LRRC2	1	4	7	5	4	2
ENSG00000163832	ELP6	1412	1438	2979	1266	1208	1884
ENSG00000163833	FBXO40	1	0	1	1	1	0
ENSG00000163840	DTX3L	5507	5915	10979	8872	7554	9921
ENSG00000163848	ZNF148	6302	6745	11914	7843	6535	8561
ENSG00000163864	NMNAT3	79	72	149	110	89	112
ENSG00000163866	SMIM12	1730	1791	3515	1830	1533	2390
ENSG00000163867	ZMYM6	538	511	905	702	564	698
ENSG00000163870	TPRA1	2362	2048	4247	2537	2045	3049
ENSG00000163872	YEATS2	2669	2478	4796	3495	2453	3600
ENSG00000163873	GRIK3	218	233	552	150	99	167
ENSG00000163874	ZC3H12A	1057	1028	2172	1377	894	1339
ENSG00000163875	MEAF6	6251	5609	10478	5545	4318	5999
ENSG00000163877	SNIP1	1475	1593	2977	2117	1872	2803
ENSG00000163879	DNALI1	166	208	325	104	73	131
ENSG00000163882	POLR2H	3104	3069	5990	2515	1760	2711
ENSG00000163884	KLF15	22	29	53	40	51	78
ENSG00000163885	CFAP100	3	1	0	7	0	3
ENSG00000163888	CAMK2N2	310	268	554	249	266	363
ENSG00000163898	LIPH	1415	1251	2338	3076	2332	3455
ENSG00000163900	TMEM41A	2606	2405	4781	2352	1641	2363
ENSG00000163902	RPN1	22903	23190	44197	27668	25129	36263
ENSG00000163904	SENP2	4048	3982	7464	5309	4238	5896
ENSG00000163909	HEYL	96	148	252	136	91	173
ENSG00000163913	IFT122	3283	3652	7220	4394	3611	5589
ENSG00000163914	RHO	1	1	4	2	0	1
ENSG00000163915	IGF2BP2-AS1	0	1	0	2	0	1
ENSG00000163918	RFC4	1285	1608	2879	788	706	1083
ENSG00000163923	RPL39L	864	761	1617	579	569	833
ENSG00000163930	BAP1	3102	2965	5977	4250	3349	5194
ENSG00000163931	TKT	37847	35340	73844	34017	27261	41137
ENSG00000163932	PRKCD	8446	7037	13909	9904	6483	10040
ENSG00000163933	RFT1	1320	1235	2407	1155	1046	1370
ENSG00000163935	SFMBT1	2288	2307	4560	2389	1974	2707
ENSG00000163938	GNL3	3718	3176	5931	3445	2454	3688
ENSG00000163939	PBRM1	4778	5404	9897	3611	2715	3657
ENSG00000163945	UVSSA	625	679	1239	1032	583	871
ENSG00000163946	FAM208A	6140	6636	12119	6597	5155	6892
ENSG00000163947	ARHGEF3	695	756	1303	1073	953	1299
ENSG00000163950	SLBP	3262	3497	6712	2534	2319	3359
ENSG00000163956	LRPAP1	10125	9718	19418	10467	8681	13214
ENSG00000163958	ZDHHC19	0	1	0	1	0	1
ENSG00000163959	SLC51A	145	122	231	204	115	182
ENSG00000163960	UBXN7	4187	4574	8403	6404	5185	6891
ENSG00000163961	RNF168	2881	3333	5921	2355	1901	2755
ENSG00000163964	PIGX	4244	3783	7084	4323	3558	4949
ENSG00000163975	MELTF	255	276	540	345	270	359
ENSG00000163982	OTOP1	1	0	0	1	0	0
ENSG00000163993	S100P	3705	2220	4266	4187	2756	4323
ENSG00000163995	ABLIM2	311	294	602	322	281	392
ENSG00000164002	EXO5	297	379	787	275	225	371
ENSG00000164007	CLDN19	1	0	1	2	1	1
ENSG00000164008	C1orf50	82	80	162	105	81	111
ENSG00000164010	ERMAP	1378	1424	2460	1803	1400	2064
ENSG00000164011	ZNF691	445	376	861	387	338	493
ENSG00000164022	AIMP1	2963	3101	5588	2955	2605	3625
ENSG00000164023	SGMS2	949	1130	1914	1083	1102	1473
ENSG00000164024	METAP1	4580	5176	9958	4775	4396	6445
ENSG00000164031	DNAJB14	3556	3616	5837	4844	3909	5094
ENSG00000164032	H2AFZ	21437	23737	48399	13458	13428	19383
ENSG00000164035	EMCN	132	140	237	217	110	156
ENSG00000164037	SLC9B1	21	22	31	25	18	28
ENSG00000164038	SLC9B2	191	173	331	190	169	198
ENSG00000164039	BDH2	128	95	227	112	78	87
ENSG00000164040	PGRMC2	3950	3898	7142	4447	3702	5237
ENSG00000164045	CDC25A	1306	1558	3350	514	533	728
ENSG00000164047	CAMP	38	24	52	9	4	22
ENSG00000164048	ZNF589	400	469	857	366	242	375
ENSG00000164049	FBXW12	27	20	35	43	18	29
ENSG00000164050	PLXNB1	6585	5942	12217	9231	5552	8668
ENSG00000164051	CCDC51	1164	1014	2127	1041	862	1344
ENSG00000164053	ATRIP	9	10	15	10	8	9
ENSG00000164054	SHISA5	15733	15872	31829	14342	12527	18715
ENSG00000164056	SPRY1	259	184	333	435	347	412
ENSG00000164061	BSN	144	195	410	159	87	114
ENSG00000164062	APEH	10194	9851	19510	10669	8865	13405
ENSG00000164066	INTU	109	98	166	184	140	187
ENSG00000164068	RNF123	1867	1812	3583	1782	1331	2025
ENSG00000164070	HSPA4L	910	1009	1807	1008	873	1239
ENSG00000164073	MFSD8	1046	1087	2028	1445	1188	1717
ENSG00000164074	ABHD18	624	710	1222	657	474	669
ENSG00000164076	CAMKV	6	2	3	2	1	1
ENSG00000164077	MON1A	359	359	754	260	202	336
ENSG00000164078	MST1R	286	406	780	271	246	357
ENSG00000164080	RAD54L2	1314	1362	2576	1731	1096	1529
ENSG00000164081	TEX264	2510	2319	4694	2613	2131	3342
ENSG00000164082	GRM2	32	20	56	19	15	33
ENSG00000164086	DUSP7	353	348	761	302	270	484
ENSG00000164087	POC1A	757	895	1765	390	363	574
ENSG00000164088	PPM1M	304	297	599	459	357	535
ENSG00000164089	ETNPPL	5	1	3	2	2	3
ENSG00000164091	WDR82	7391	7383	14411	9558	8088	11391
ENSG00000164093	PITX2	193	200	382	217	187	311
ENSG00000164096	C4orf3	7659	7170	13939	5946	5322	7340
ENSG00000164099	PRSS12	5	5	8	5	3	5
ENSG00000164100	NDST3	3	2	6	12	8	7
ENSG00000164104	HMGB2	9520	13443	24785	5331	5665	8507
ENSG00000164105	SAP30	405	408	866	332	282	439
ENSG00000164106	SCRG1	1	2	3	4	1	2
ENSG00000164109	MAD2L1	2634	2929	5593	1376	1516	1951
ENSG00000164111	ANXA5	13403	14344	27355	12611	11397	16311
ENSG00000164113	ADAD1	0	0	1	0	0	0
ENSG00000164114	MAP9	1099	996	1690	1653	1377	1772
ENSG00000164116	GUCY1A3	5	11	15	15	12	22
ENSG00000164117	FBXO8	819	819	1467	539	452	691
ENSG00000164118	CEP44	371	425	781	352	297	365
ENSG00000164120	HPGD	36	40	50	54	41	58
ENSG00000164122	ASB5	1	0	1	0	0	0
ENSG00000164123	C4orf45	0	0	1	1	2	0
ENSG00000164124	TMEM144	426	383	719	410	255	308
ENSG00000164125	FAM198B	1135	754	1257	793	450	585
ENSG00000164128	NPY1R	1673	1674	2979	641	466	641
ENSG00000164129	NPY5R	37	33	44	18	18	29
ENSG00000164134	NAA15	5139	5562	10068	5916	5331	7143
ENSG00000164136	IL15	32	25	33	42	19	28
ENSG00000164142	FAM160A1	463	555	1130	400	296	428
ENSG00000164144	ARFIP1	3374	3492	6284	3470	3188	4163
ENSG00000164151	ICE1	3953	4112	7798	5346	3846	5493
ENSG00000164161	HHIP	0	2	3	4	1	4
ENSG00000164162	ANAPC10	523	495	900	517	426	654
ENSG00000164163	ABCE1	5122	5335	9682	4537	3832	5235
ENSG00000164164	OTUD4	4266	4698	8490	5359	4304	5772
ENSG00000164167	LSM6	612	644	1249	482	424	688
ENSG00000164168	TMEM184C	3870	4041	7529	3682	2948	4048
ENSG00000164169	PRMT9	1049	1076	1974	1192	982	1407
ENSG00000164171	ITGA2	2072	2125	3853	3262	2566	3283
ENSG00000164172	MOCS2	3105	3081	5673	2610	2379	3223
ENSG00000164175	SLC45A2	1	1	5	1	5	3
ENSG00000164176	EDIL3	31	22	46	67	76	94
ENSG00000164180	TMEM161B	1232	1298	2355	1602	1033	1412
ENSG00000164181	ELOVL7	4335	4604	8206	8123	7481	9472
ENSG00000164182	NDUFAF2	552	601	1186	491	451	661
ENSG00000164185	ZNF474	1	5	0	1	1	1
ENSG00000164187	LMBRD2	3183	3619	6236	3295	2576	3469
ENSG00000164188	RANBP3L	0	0	3	4	5	1
ENSG00000164190	NIPBL	7552	8224	14823	10390	6732	9564
ENSG00000164197	RNF180	45	41	63	75	70	91
ENSG00000164199	ADGRV1	2961	3677	6898	7502	5415	7329
ENSG00000164209	SLC25A46	2960	2953	5174	3593	2737	3895
ENSG00000164211	STARD4	738	959	1641	1023	1011	1370
ENSG00000164219	PGGT1B	2748	2819	4931	2737	2319	3054
ENSG00000164220	F2RL2	3	0	0	0	0	3
ENSG00000164221	CCDC112	494	484	986	830	712	980
ENSG00000164236	ANKRD33B	91	91	174	251	177	213
ENSG00000164237	CMBL	3615	3572	6774	2237	2061	2942
ENSG00000164241	C5orf63	231	260	486	269	204	290
ENSG00000164244	PRRC1	6457	6888	12250	9328	8394	11413
ENSG00000164251	F2RL1	1132	1286	2248	1393	1375	1827
ENSG00000164252	AGGF1	4286	4606	8593	5267	4564	6337
ENSG00000164253	WDR41	2781	2953	5296	2820	2396	3255
ENSG00000164256	PRDM9	2	3	7	3	3	4
ENSG00000164258	NDUFS4	1640	1531	2998	1697	1571	2259
ENSG00000164265	SCGB3A2	0	3	0	1	0	0
ENSG00000164266	SPINK1	1	2	1	3	0	1
ENSG00000164270	HTR4	0	0	1	0	0	1
ENSG00000164283	ESM1	0	1	0	0	0	0
ENSG00000164284	GRPEL2	1278	1354	2520	1243	1111	1509
ENSG00000164287	CDC20B	4	1	3	3	3	0
ENSG00000164291	ARSK	159	157	329	134	105	177
ENSG00000164292	RHOBTB3	7418	7398	13060	6974	4589	6529
ENSG00000164294	GPX8	294	256	504	160	120	169
ENSG00000164296	TIGD6	455	478	887	487	347	579
ENSG00000164299	SPZ1	0	1	0	0	0	0
ENSG00000164300	SERINC5	8213	8795	16525	12733	12191	16457
ENSG00000164303	ENPP6	0	0	1	5	1	1
ENSG00000164304	CAGE1	0	2	4	5	4	5
ENSG00000164305	CASP3	1103	1085	2038	939	744	1108
ENSG00000164306	PRIMPOL	383	446	889	328	281	385
ENSG00000164307	ERAP1	3110	3284	5657	4228	3430	4798
ENSG00000164308	ERAP2	22	25	52	29	25	36
ENSG00000164309	CMYA5	2582	2675	4679	4768	2089	2894
ENSG00000164318	EGFLAM	3	2	3	1	3	3
ENSG00000164323	CFAP97	1636	1514	2650	2048	1845	2520
ENSG00000164325	TMEM174	0	0	0	1	0	0
ENSG00000164326	CARTPT	0	0	0	0	1	0
ENSG00000164327	RICTOR	2218	2546	4416	3346	2607	3361
ENSG00000164329	PAPD4	2931	2731	5172	3101	2240	3223
ENSG00000164330	EBF1	0	1	0	0	0	2
ENSG00000164331	ANKRA2	937	802	1544	1098	825	1134
ENSG00000164332	UBLCP1	1692	1674	3021	2088	1798	2477
ENSG00000164334	FAM170A	0	1	1	2	0	3
ENSG00000164338	UTP15	1377	1414	2557	1437	1295	1795
ENSG00000164342	TLR3	8	9	14	3	9	5
ENSG00000164344	KLKB1	3	0	0	3	1	1
ENSG00000164346	NSA2	5547	5724	10103	5825	5069	7049
ENSG00000164347	GFM2	2392	2294	4117	1488	1129	1530
ENSG00000164362	TERT	12	11	24	5	5	9
ENSG00000164363	SLC6A18	0	0	0	1	0	0
ENSG00000164366	CCDC127	1545	1458	2781	1808	1562	2388
ENSG00000164379	FOXQ1	4	0	3	5	2	6
ENSG00000164385	LINC01600	6	3	6	4	7	7
ENSG00000164393	ADGRF2	3	2	1	6	9	12
ENSG00000164398	ACSL6	8	9	21	13	5	20
ENSG00000164399	IL3	1	0	0	0	0	0
ENSG00000164400	CSF2	0	0	0	1	0	0
ENSG00000164402	SEPT8	6869	7535	15063	7298	5926	8677
ENSG00000164403	SHROOM1	127	136	261	169	141	187
ENSG00000164404	GDF9	44	42	81	50	36	40
ENSG00000164405	UQCRQ	6157	6200	12880	5734	5335	8044
ENSG00000164406	LEAP2	25	35	65	43	21	36
ENSG00000164411	GJB7	76	94	129	72	56	75
ENSG00000164414	SLC35A1	976	990	1671	1138	951	1322
ENSG00000164418	GRIK2	303	328	639	564	570	811
ENSG00000164430	MB21D1	282	355	529	248	236	340
ENSG00000164434	FABP7	1	1	0	0	0	0
ENSG00000164438	TLX3	0	0	0	0	1	0
ENSG00000164440	TXLNB	53	47	104	72	42	54
ENSG00000164442	CITED2	4933	4315	8475	6554	5466	8153
ENSG00000164451	FAM26D	0	3	0	0	1	4
ENSG00000164463	CREBRF	1377	1385	2422	2831	2321	3071
ENSG00000164465	DCBLD1	1278	1156	2245	1354	1133	1535
ENSG00000164466	SFXN1	10676	12182	23197	7211	6253	9189
ENSG00000164483	SAMD3	0	2	1	5	1	1
ENSG00000164484	TMEM200A	0	1	1	2	0	2
ENSG00000164485	IL22RA2	0	0	2	0	0	0
ENSG00000164488	DACT2	0	0	0	0	0	1
ENSG00000164494	PDSS2	1332	1386	2532	1294	1112	1519
ENSG00000164506	STXBP5	3033	3298	6008	3803	2880	3906
ENSG00000164509	IL31RA	0	0	2	0	1	0
ENSG00000164512	ANKRD55	1	0	0	1	0	1
ENSG00000164520	RAET1E	17	8	20	17	7	12
ENSG00000164530	PI16	2	0	0	0	2	0
ENSG00000164532	TBX20	2	3	5	0	0	2
ENSG00000164535	DAGLB	2044	1912	3940	2431	2208	3102
ENSG00000164542	KIAA0895	604	610	1114	606	488	604
ENSG00000164543	STK17A	1087	1136	2026	1239	1039	1422
ENSG00000164548	TRA2A	4585	4861	8317	5321	4342	6263
ENSG00000164556	FAM183BP	2	0	1	0	0	1
ENSG00000164574	GALNT10	7745	7557	14656	7918	5713	8131
ENSG00000164576	SAP30L	1339	1340	2431	2273	1845	2630
ENSG00000164587	RPS14	38585	38511	76614	35020	29512	45910
ENSG00000164588	HCN1	0	0	2	1	1	1
ENSG00000164591	MYOZ3	2	4	6	5	6	4
ENSG00000164597	COG5	3706	3858	7216	3935	3144	4567
ENSG00000164600	NEUROD6	0	0	0	0	0	1
ENSG00000164603	BMT2	1332	1316	2388	933	769	991
ENSG00000164604	GPR85	0	1	0	1	0	0
ENSG00000164609	SLU7	4494	4060	7407	4763	3824	5229
ENSG00000164610	RP9	886	875	1764	910	798	1147
ENSG00000164611	PTTG1	1328	2036	4182	603	733	1071
ENSG00000164615	CAMLG	2244	2076	4097	2140	1942	2766
ENSG00000164616	FBXL21	0	0	0	1	0	0
ENSG00000164619	BMPER	5	4	7	9	4	8
ENSG00000164620	RELL2	401	371	734	420	257	425
ENSG00000164621	SMAD5-AS1	0	2	4	4	0	6
ENSG00000164626	KCNK5	573	521	1121	407	295	421
ENSG00000164627	KIF6	66	59	125	136	113	140
ENSG00000164631	ZNF12	4150	4236	7546	5487	4479	6318
ENSG00000164638	SLC29A4	615	622	1278	2050	1621	2387
ENSG00000164645	C7orf62	1	0	1	1	2	1
ENSG00000164647	STEAP1	8	7	8	11	8	10
ENSG00000164649	CDCA7L	654	904	1621	495	457	717
ENSG00000164651	SP8	0	0	0	1	1	2
ENSG00000164654	MIOS	3908	4097	7457	4033	3478	4918
ENSG00000164659	KIAA1324L	1543	1514	2777	1448	1111	1496
ENSG00000164663	USP49	436	476	913	508	334	451
ENSG00000164669	INTS4P1	8	5	14	14	3	8
ENSG00000164674	SYTL3	239	188	344	281	204	270
ENSG00000164675	IQUB	45	51	73	73	65	88
ENSG00000164683	HEY1	177	157	345	167	132	192
ENSG00000164684	ZNF704	1840	1926	3717	3417	2377	3292
ENSG00000164687	FABP5	125	134	249	76	52	93
ENSG00000164690	SHH	232	265	436	568	400	502
ENSG00000164691	TAGAP	1	2	3	1	2	1
ENSG00000164692	COL1A2	0	1	5	0	0	2
ENSG00000164694	FNDC1	0	0	0	1	0	0
ENSG00000164695	CHMP4C	1299	1127	2052	1814	1487	2111
ENSG00000164707	SLC13A4	8	8	16	21	13	19
ENSG00000164713	BRI3	1546	1443	2953	2441	2377	3419
ENSG00000164715	LMTK2	2807	3065	5710	5393	3919	5614
ENSG00000164733	CTSB	8047	7680	14915	11335	9980	14470
ENSG00000164741	DLC1	861	919	1731	920	694	982
ENSG00000164742	ADCY1	18351	19691	38460	15781	13429	18981
ENSG00000164743	C8orf48	39	40	47	32	47	59
ENSG00000164746	C7orf57	0	0	3	2	1	0
ENSG00000164749	HNF4G	90	47	105	128	81	102
ENSG00000164751	PEX2	3158	3242	5754	2950	2704	3890
ENSG00000164754	RAD21	21283	24524	44709	20665	18570	25376
ENSG00000164756	SLC30A8	1	1	4	3	1	4
ENSG00000164758	MED30	360	416	715	225	211	309
ENSG00000164761	TNFRSF11B	900	1290	2237	652	539	812
ENSG00000164764	SBSPON	11	7	21	32	4	12
ENSG00000164776	PHKG1	15	9	24	22	11	20
ENSG00000164778	EN2	185	162	320	237	227	294
ENSG00000164794	KCNV1	7	12	14	13	3	22
ENSG00000164796	CSMD3	65	76	161	71	66	61
ENSG00000164808	SPIDR	3576	3849	7521	3001	2322	3555
ENSG00000164815	ORC5	2561	2390	4339	2643	2037	3031
ENSG00000164818	DNAAF5	3942	3985	7896	4127	3491	4951
ENSG00000164823	OSGIN2	6242	6610	11686	5733	5213	6852
ENSG00000164825	DEFB1	5	1	3	5	3	4
ENSG00000164828	SUN1	8156	8123	15225	13094	9647	14096
ENSG00000164830	OXR1	6239	6485	11862	5549	4328	5910
ENSG00000164841	TMEM74	0	5	6	1	1	2
ENSG00000164845	FAM86FP	51	38	73	75	35	94
ENSG00000164849	GPR146	20	34	80	42	49	41
ENSG00000164850	GPER1	5960	8304	15870	6067	7497	11107
ENSG00000164855	TMEM184A	4410	3632	7220	4368	2678	4029
ENSG00000164867	NOS3	112	102	197	337	236	362
ENSG00000164877	MICALL2	3080	2765	5841	4024	2230	3628
ENSG00000164879	CA3	2	0	2	4	0	3
ENSG00000164880	INTS1	9203	9328	19709	11734	9256	13695
ENSG00000164885	CDK5	1703	1573	3201	1564	1314	2036
ENSG00000164889	SLC4A2	10449	10319	21610	11324	9100	13698
ENSG00000164893	SLC7A13	29	19	38	7	5	5
ENSG00000164896	FASTK	4320	4336	8986	4819	3677	5698
ENSG00000164897	TMUB1	2883	2877	6277	2876	2637	3854
ENSG00000164898	C7orf55	211	232	403	196	181	293
ENSG00000164900	GBX1	0	0	2	0	0	2
ENSG00000164902	PHAX	3378	3694	6524	4319	3816	5194
ENSG00000164904	ALDH7A1	5410	5426	10353	6295	4793	7202
ENSG00000164916	FOXK1	2647	2439	5095	3913	2817	3862
ENSG00000164919	COX6C	21158	19541	38447	18231	15755	23195
ENSG00000164920	OSR2	6838	6483	13632	6985	6275	9526
ENSG00000164924	YWHAZ	124102	130081	240648	148602	136136	187020
ENSG00000164929	BAALC	47	67	150	129	141	207
ENSG00000164930	FZD6	4991	5285	9671	5684	4998	6818
ENSG00000164932	CTHRC1	42	49	95	51	54	64
ENSG00000164933	SLC25A32	2327	2428	4459	2410	2298	2959
ENSG00000164934	DCAF13	7329	7396	13756	6938	5960	8338
ENSG00000164935	DCSTAMP	0	0	0	0	1	0
ENSG00000164938	TP53INP1	5933	4375	7473	30600	23494	30690
ENSG00000164941	INTS8	3799	4247	8096	4499	3940	5320
ENSG00000164944	KIAA1429	10409	10625	19850	12161	10568	14440
ENSG00000164946	FREM1	80	46	132	46	23	30
ENSG00000164949	GEM	92	101	152	162	183	302
ENSG00000164951	PDP1	1632	1783	3390	2603	2372	3179
ENSG00000164953	TMEM67	364	340	692	646	524	723
ENSG00000164961	KIAA0196	9928	9968	18322	10807	8473	12151
ENSG00000164967	RPP25L	1102	1064	2161	748	682	1043
ENSG00000164970	FAM219A	1157	1154	2260	1486	928	1467
ENSG00000164972	C9orf24	3	4	5	10	4	11
ENSG00000164975	SNAPC3	2537	2369	4254	2605	1979	2725
ENSG00000164976	KIAA1161	2855	3200	6168	1500	1221	1716
ENSG00000164978	NUDT2	1245	1277	2372	1022	904	1367
ENSG00000164983	TMEM65	1492	1625	2563	4662	4115	5106
ENSG00000164985	PSIP1	4235	5045	8859	4360	3876	5541
ENSG00000164989	CCDC171	248	297	558	250	191	263
ENSG00000165006	UBAP1	3360	3299	6175	4058	3461	4993
ENSG00000165023	DIRAS2	264	255	411	252	204	301
ENSG00000165025	SYK	2250	2178	4280	2064	1540	2164
ENSG00000165028	NIPSNAP3B	44	35	57	123	70	99
ENSG00000165029	ABCA1	769	612	1087	2001	1164	1578
ENSG00000165030	NFIL3	3275	3313	6162	3441	3472	4929
