id	sym	DMSO_1	DMSO_2	JQ1_1	JQ1_2
ENSG00000125266	EFNB2	22	20	44	79
ENSG00000125285	SOX21	7	4	0	0
ENSG00000125304	TM9SF2	4487	4607	4215	4766
ENSG00000125319	C17orf53	520	522	507	578
ENSG00000125337	KIF25	1	1	1	3
ENSG00000125347	IRF1	382	404	559	589
ENSG00000125351	UPF3B	2188	2534	1917	2197
ENSG00000125352	RNF113A	564	590	604	573
ENSG00000125354	SEPT6	2786	2705	3872	4131
ENSG00000125355	TMEM255A	0	1	2	0
ENSG00000125356	NDUFA1	3271	3607	2791	2840
ENSG00000125363	AMELX	0	2	1	0
ENSG00000125375	ATP5S	395	351	544	647
ENSG00000125386	FAM193A	1054	1040	1344	1484
ENSG00000125388	GRK4	127	159	122	163
ENSG00000125409	TEKT3	0	1	2	3
ENSG00000125430	HS3ST3B1	408	380	779	882
ENSG00000125434	SLC25A35	57	56	79	80
ENSG00000125445	MRPS7	3086	3321	2088	2238
ENSG00000125447	GGA3	2268	2430	2591	2872
ENSG00000125449	ARMC7	542	539	661	733
ENSG00000125450	NUP85	2547	2755	1954	2166
ENSG00000125454	SLC25A19	1041	1051	671	685
ENSG00000125457	MIF4GD	587	525	767	915
ENSG00000125458	NT5C	870	923	787	840
ENSG00000125459	MSTO1	460	553	348	412
ENSG00000125462	C1orf61	342	395	46	55
ENSG00000125482	TTF1	742	851	622	704
ENSG00000125484	GTF3C4	2949	3260	2321	2761
ENSG00000125485	DDX31	1114	1209	720	769
ENSG00000125503	PPP1R12C	1492	1529	2612	3017
ENSG00000125505	MBOAT7	3139	3026	4381	4682
ENSG00000125510	OPRL1	0	1	8	12
ENSG00000125520	SLC2A4RG	475	459	594	637
ENSG00000125531	FNDC11	3	3	3	4
ENSG00000125534	PPDPF	989	900	1506	1560
ENSG00000125551	PLGLB2	0	0	1	0
ENSG00000125571	IL37	0	0	1	1
ENSG00000125611	CHCHD5	367	360	297	368
ENSG00000125618	PAX8	53	69	115	120
ENSG00000125629	INSIG2	375	355	346	478
ENSG00000125630	POLR1B	3343	3570	1756	1936
ENSG00000125633	CCDC93	1020	1031	1462	1560
ENSG00000125637	PSD4	1233	1313	1229	1437
ENSG00000125648	SLC25A23	3033	3069	2295	2575
ENSG00000125650	PSPN	48	45	64	54
ENSG00000125651	GTF2F1	3598	3606	3044	3357
ENSG00000125652	ALKBH7	518	486	327	381
ENSG00000125656	CLPP	1604	1519	573	644
ENSG00000125657	TNFSF9	502	465	611	642
ENSG00000125675	GRIA3	1	0	0	0
ENSG00000125676	THOC2	9873	10719	9103	9795
ENSG00000125686	MED1	3603	3714	3739	3932
ENSG00000125691	RPL23	22903	24305	15415	16912
ENSG00000125703	ATG4C	781	799	526	547
ENSG00000125726	CD70	11	15	16	21
ENSG00000125730	C3	138	154	99	107
ENSG00000125731	SH2D3A	447	484	163	156
ENSG00000125733	TRIP10	1514	1658	921	990
ENSG00000125734	GPR108	1063	983	1441	1613
ENSG00000125735	TNFSF14	18	25	17	22
ENSG00000125740	FOSB	21	26	41	34
ENSG00000125741	OPA3	1030	1021	1181	1293
ENSG00000125743	SNRPD2	7402	7529	5711	7211
ENSG00000125744	RTN2	554	507	521	616
ENSG00000125746	EML2	713	705	450	559
ENSG00000125753	VASP	4129	4197	4098	4619
ENSG00000125755	SYMPK	3870	4126	3758	4214
ENSG00000125772	GPCPD1	454	467	541	687
ENSG00000125775	SDCBP2	40	28	65	83
ENSG00000125779	PANK2	1174	1184	1087	1234
ENSG00000125780	TGM3	0	0	0	2
ENSG00000125787	GNRH2	2	3	8	7
ENSG00000125798	FOXA2	113	90	173	129
ENSG00000125804	FAM182A	0	0	1	1
ENSG00000125810	CD93	15	21	6	7
ENSG00000125812	GZF1	422	415	645	715
ENSG00000125814	NAPB	377	408	313	364
ENSG00000125817	CENPB	1636	1607	1428	1664
ENSG00000125818	PSMF1	2741	2759	2410	2710
ENSG00000125820	NKX2-2	67	51	21	13
ENSG00000125821	DTD1	795	780	603	645
ENSG00000125826	RBCK1	895	870	1054	1157
ENSG00000125827	TMX4	963	985	1702	2165
ENSG00000125834	STK35	944	960	1331	1513
ENSG00000125835	SNRPB	5505	5632	3278	3697
ENSG00000125841	NRSN2	508	534	620	710
ENSG00000125843	AP5S1	246	254	441	511
ENSG00000125844	RRBP1	1315	1409	3142	3426
ENSG00000125845	BMP2	17	8	14	15
ENSG00000125846	ZNF133	174	171	147	148
ENSG00000125851	PCSK2	0	0	1	0
ENSG00000125863	MKKS	1399	1473	1062	1111
ENSG00000125864	BFSP1	1	0	2	7
ENSG00000125868	DSTN	1752	1954	2068	2581
ENSG00000125870	SNRPB2	1736	2007	1342	1415
ENSG00000125871	MGME1	991	1011	1315	1464
ENSG00000125875	TBC1D20	1000	1073	1733	1963
ENSG00000125877	ITPA	1217	1195	748	878
ENSG00000125878	TCF15	55	51	36	38
ENSG00000125885	MCM8	1821	1976	1944	2196
ENSG00000125895	TMEM74B	278	278	216	281
ENSG00000125898	FAM110A	149	176	162	198
ENSG00000125901	MRPS26	1124	1137	683	804
ENSG00000125912	NCLN	3570	3526	2029	2309
ENSG00000125931	CITED1	27	39	7	6
ENSG00000125944	HNRNPR	10757	11088	9879	10987
ENSG00000125945	ZNF436	487	510	456	531
ENSG00000125952	MAX	2173	2202	1619	1709
ENSG00000125962	ARMCX5	919	1038	625	733
ENSG00000125965	GDF5	0	2	0	2
ENSG00000125966	MMP24	0	2	2	2
ENSG00000125967	NECAB3	861	894	987	1109
ENSG00000125968	ID1	293	337	1391	1524
ENSG00000125970	RALY	5452	5416	6147	6854
ENSG00000125971	DYNLRB1	1785	1727	3319	3288
ENSG00000125977	EIF2S2	7452	7648	4901	4875
ENSG00000125991	ERGIC3	3459	3427	4403	4998
ENSG00000125995	ROMO1	1439	1433	1096	1575
ENSG00000125999	BPIFB1	0	1	2	1
ENSG00000126001	CEP250	1008	1133	1217	1517
ENSG00000126003	PLAGL2	1853	1891	1958	2225
ENSG00000126005	MMP24-AS1	326	344	661	682
ENSG00000126010	GRPR	0	2	1	0
ENSG00000126012	KDM5C	5236	5036	5443	6174
ENSG00000126016	AMOT	1	0	2	1
ENSG00000126062	TMEM115	630	691	709	769
ENSG00000126067	PSMB2	11704	12182	7717	8484
ENSG00000126070	AGO3	1098	1099	1672	1794
ENSG00000126088	UROD	11136	11672	4579	5027
ENSG00000126091	ST3GAL3	389	356	582	682
ENSG00000126106	TMEM53	92	95	239	246
ENSG00000126107	HECTD3	2539	2403	2937	3420
ENSG00000126214	KLC1	414	412	636	692
ENSG00000126215	XRCC3	778	799	699	800
ENSG00000126216	TUBGCP3	814	802	640	713
ENSG00000126217	MCF2L	1	3	11	12
ENSG00000126226	PCID2	1360	1442	961	1067
ENSG00000126231	PROZ	1	0	0	0
ENSG00000126243	LRFN3	22	13	24	26
ENSG00000126246	IGFLR1	13	13	15	22
ENSG00000126247	CAPNS1	5040	5124	6423	6648
ENSG00000126249	PDCD2L	442	486	208	207
ENSG00000126254	RBM42	2217	2108	1633	1924
ENSG00000126259	KIRREL2	5	4	0	0
ENSG00000126261	UBA2	9056	9336	6750	7722
ENSG00000126262	FFAR2	0	1	0	0
ENSG00000126264	HCST	0	3	3	5
ENSG00000126267	COX6B1	5454	5513	3660	4200
ENSG00000126351	THRA	906	875	702	851
ENSG00000126353	CCR7	4	5	14	17
ENSG00000126368	NR1D1	154	176	63	88
ENSG00000126391	FRMD8	1448	1431	1509	1733
ENSG00000126432	PRDX5	3131	3090	3751	4103
ENSG00000126453	BCL2L12	1753	1811	2030	2311
ENSG00000126456	IRF3	1694	1814	1586	1812
ENSG00000126457	PRMT1	6546	6677	3284	3590
ENSG00000126458	RRAS	124	111	163	191
ENSG00000126460	PRRG2	8	12	5	6
ENSG00000126461	SCAF1	2230	2175	2408	2639
ENSG00000126464	PRR12	710	690	667	684
ENSG00000126467	TSKS	24	30	9	12
ENSG00000126500	FLRT1	0	0	2	0
ENSG00000126522	ASL	547	507	480	580
ENSG00000126524	SBDS	5469	5871	4516	4433
ENSG00000126550	HTN1	7	11	1	1
ENSG00000126561	STAT5A	10990	11365	3234	3701
ENSG00000126562	WNK4	1458	1521	881	998
ENSG00000126581	BECN1	1737	1782	1944	2182
ENSG00000126583	PRKCG	0	1	0	0
ENSG00000126602	TRAP1	12463	12030	5698	6180
ENSG00000126603	GLIS2	200	201	202	201
ENSG00000126653	NSRP1	1306	1438	1625	1606
ENSG00000126698	DNAJC8	6175	6585	5101	5634
ENSG00000126705	AHDC1	819	810	1824	2026
ENSG00000126709	IFI6	53	54	178	224
ENSG00000126746	ZNF384	1250	1362	1178	1335
ENSG00000126749	EMG1	648	655	312	369
ENSG00000126752	SSX1	136	129	99	115
ENSG00000126756	UXT	1144	1171	1275	1335
ENSG00000126759	CFP	11	10	37	47
ENSG00000126767	ELK1	2029	1918	3906	4190
ENSG00000126768	TIMM17B	919	912	579	695
ENSG00000126773	PCNX4	1321	1464	1519	1757
ENSG00000126775	ATG14	335	355	367	443
ENSG00000126777	KTN1	5971	6399	6941	7380
ENSG00000126778	SIX1	296	378	74	80
ENSG00000126787	DLGAP5	2815	2999	3130	3167
ENSG00000126790	L3HYPDH	210	223	144	185
ENSG00000126803	HSPA2	0	1	1	7
ENSG00000126804	ZBTB1	306	365	414	453
ENSG00000126814	TRMT5	927	953	615	659
ENSG00000126821	SGPP1	154	170	186	265
ENSG00000126822	PLEKHG3	65	55	6	15
ENSG00000126856	PRDM7	38	27	11	49
ENSG00000126858	RHOT1	2202	2234	1892	2015
ENSG00000126860	EVI2A	8	13	8	7
ENSG00000126861	OMG	2	0	0	0
ENSG00000126870	WDR60	853	875	1609	1719
ENSG00000126878	AIF1L	647	613	429	435
ENSG00000126882	FAM78A	761	766	223	232
ENSG00000126883	NUP214	15968	15866	16128	17428
ENSG00000126890	CTAG2	47	45	27	23
ENSG00000126895	AVPR2	0	1	0	0
ENSG00000126903	SLC10A3	499	472	429	429
ENSG00000126934	MAP2K2	2439	2414	2782	2975
ENSG00000126945	HNRNPH2	3223	3354	3195	3765
ENSG00000126947	ARMCX1	18	16	25	32
ENSG00000126953	TIMM8A	1535	1677	1115	1357
ENSG00000126970	ZC4H2	211	172	156	155
ENSG00000127022	CANX	31183	31680	22255	25460
ENSG00000127054	CPSF3L	3083	3220	2828	3253
ENSG00000127080	IPPK	910	960	829	927
ENSG00000127081	ZNF484	121	123	101	100
ENSG00000127084	FGD3	28	23	3	2
ENSG00000127124	HIVEP3	73	58	219	254
ENSG00000127125	PPCS	438	486	620	681
ENSG00000127184	COX7C	6293	6711	4301	5368
ENSG00000127191	TRAF2	1048	1070	631	714
ENSG00000127220	ABHD8	220	184	246	253
ENSG00000127241	MASP1	22	24	33	32
ENSG00000127252	HRASLS	14	16	8	8
ENSG00000127311	HELB	322	294	217	264
ENSG00000127314	RAP1B	7806	8164	9142	10187
ENSG00000127324	TSPAN8	0	1	0	0
ENSG00000127325	BEST3	5	9	5	5
ENSG00000127328	RAB3IP	780	753	1079	1149
ENSG00000127329	PTPRB	1394	1421	113	117
ENSG00000127334	DYRK2	872	976	497	589
ENSG00000127337	YEATS4	1138	1177	990	1151
ENSG00000127362	TAS2R3	1	1	0	0
ENSG00000127364	TAS2R4	4	8	5	5
ENSG00000127366	TAS2R5	13	23	15	18
ENSG00000127399	LRRC61	2160	2046	848	1025
ENSG00000127412	TRPV5	0	1	0	3
ENSG00000127415	IDUA	63	69	309	336
ENSG00000127418	FGFRL1	577	607	543	551
ENSG00000127419	TMEM175	321	363	983	1114
ENSG00000127423	AUNIP	1599	1579	1325	1369
ENSG00000127445	PIN1	1525	1617	1586	1671
ENSG00000127452	FBXL12	714	683	715	790
ENSG00000127463	EMC1	4488	4401	3117	3723
ENSG00000127472	PLA2G5	1	0	0	0
ENSG00000127481	UBR4	6078	5637	5906	6542
ENSG00000127483	HP1BP3	6970	7648	12541	15069
ENSG00000127507	ADGRE2	440	494	94	101
ENSG00000127511	SIN3B	1319	1310	1595	1775
ENSG00000127526	SLC35E1	1654	1795	1485	1539
ENSG00000127527	EPS15L1	1056	1007	1210	1237
ENSG00000127528	KLF2	3	2	15	14
ENSG00000127530	OR7C1	1	0	0	0
ENSG00000127533	F2RL3	393	409	84	86
ENSG00000127540	UQCR11	2043	2292	1254	1553
ENSG00000127554	GFER	868	835	646	758
ENSG00000127561	SYNGR3	969	938	174	196
ENSG00000127564	PKMYT1	2781	2813	2076	2383
ENSG00000127578	WFIKKN1	16	6	29	42
ENSG00000127580	WDR24	571	522	497	617
ENSG00000127585	FBXL16	154	147	86	97
ENSG00000127586	CHTF18	1390	1562	1958	2306
ENSG00000127588	GNG13	0	1	2	2
ENSG00000127589	TUBBP1	40	75	80	61
ENSG00000127603	MACF1	6609	6343	7682	8183
ENSG00000127616	SMARCA4	8694	8488	6920	7506
ENSG00000127663	KDM4B	1390	1259	2036	2359
ENSG00000127666	TICAM1	390	453	281	291
ENSG00000127720	METTL25	67	74	98	122
ENSG00000127743	IL17B	12	11	3	11
ENSG00000127774	EMC6	701	712	632	626
ENSG00000127780	OR1E2	0	0	0	1
ENSG00000127804	METTL16	1451	1500	869	946
ENSG00000127824	TUBA4A	242	249	107	99
ENSG00000127831	VIL1	97	84	28	29
ENSG00000127837	AAMP	5185	5390	3634	4277
ENSG00000127838	PNKD	1644	1584	973	1146
ENSG00000127863	TNFRSF19	29	25	438	472
ENSG00000127870	RNF6	955	1067	1258	1466
ENSG00000127884	ECHS1	2474	2435	1649	1785
ENSG00000127903	ZNF835	2	0	2	3
ENSG00000127914	AKAP9	2139	2172	2834	3134
ENSG00000127920	GNG11	24	15	7	8
ENSG00000127922	SHFM1	3924	4143	3237	3741
ENSG00000127928	GNGT1	6	23	6	9
ENSG00000127946	HIP1	292	281	142	161
ENSG00000127947	PTPN12	2938	3073	3194	3399
ENSG00000127948	POR	3023	2963	3081	3400
ENSG00000127952	STYXL1	1258	1232	1232	1317
ENSG00000127954	STEAP4	2	2	1	4
ENSG00000127955	GNAI1	4	6	3	8
ENSG00000127957	PMS2P3	147	154	150	179
ENSG00000127980	PEX1	1431	1452	1427	1724
ENSG00000127989	MTERF1	903	1005	702	728
ENSG00000127990	SGCE	6	6	1	4
ENSG00000127993	RBM48	674	690	708	691
ENSG00000127995	CASD1	307	339	503	725
ENSG00000128000	ZNF780B	17	13	34	37
ENSG00000128011	LRFN1	316	348	83	93
ENSG00000128016	ZFP36	196	196	492	555
ENSG00000128039	SRD5A3	820	821	1337	1441
ENSG00000128045	RASL11B	62	67	42	60
ENSG00000128050	PAICS	18762	19614	8501	9019
ENSG00000128052	KDR	25	22	31	43
ENSG00000128059	PPAT	3643	3808	2136	2702
ENSG00000128159	TUBGCP6	1352	1507	1836	2154
ENSG00000128165	ADM2	77	57	36	28
ENSG00000128185	DGCR6L	1129	1099	1913	2184
ENSG00000128191	DGCR8	5168	5761	6865	7662
ENSG00000128203	ASPHD2	58	75	19	44
ENSG00000128218	VPREB3	2	0	5	2
ENSG00000128228	SDF2L1	2986	3030	1681	1948
ENSG00000128242	GAL3ST1	6	6	2	0
ENSG00000128245	YWHAH	3339	3457	4227	4286
ENSG00000128250	RFPL1	0	1	0	1
ENSG00000128254	C22orf24	3	1	0	7
ENSG00000128266	GNAZ	6	2	6	7
ENSG00000128268	MGAT3	1164	1166	218	269
ENSG00000128271	ADORA2A	0	0	2	3
ENSG00000128272	ATF4	8016	7024	4955	5719
ENSG00000128274	A4GALT	0	0	3	2
ENSG00000128283	CDC42EP1	1820	1793	672	628
ENSG00000128284	APOL3	11	10	11	12
ENSG00000128285	MCHR1	0	0	4	2
ENSG00000128294	TPST2	1923	2050	1214	1329
ENSG00000128298	BAIAP2L2	7	5	7	15
ENSG00000128309	MPST	1367	1396	877	957
ENSG00000128310	GALR3	2	1	1	3
ENSG00000128311	TST	216	185	694	823
ENSG00000128335	APOL2	537	566	868	1055
ENSG00000128340	RAC2	894	776	1301	1466
ENSG00000128342	LIF	11	14	5	7
ENSG00000128346	C22orf23	8	11	14	14
ENSG00000128383	APOBEC3A	0	1	1	1
ENSG00000128394	APOBEC3F	36	38	54	58
ENSG00000128422	KRT17	1	0	0	1
ENSG00000128438	TBC1D27	3	3	5	1
ENSG00000128463	EMC4	1352	1379	840	971
ENSG00000128487	SPECC1	182	201	213	230
ENSG00000128510	CPA4	1	4	3	2
ENSG00000128512	DOCK4	42	25	29	46
ENSG00000128513	POT1	2123	2076	1786	1998
ENSG00000128524	ATP6V1F	4103	4175	3844	4158
ENSG00000128534	LSM8	2034	2147	2079	2105
ENSG00000128536	CDHR3	12	6	2	2
ENSG00000128563	PRKRIP1	931	1058	1144	1234
ENSG00000128564	VGF	233	237	2308	2329
ENSG00000128567	PODXL	1703	1722	3358	3576
ENSG00000128573	FOXP2	2	0	0	2
ENSG00000128578	STRIP2	815	918	1038	1267
ENSG00000128581	IFT22	299	304	590	675
ENSG00000128585	MKLN1	2512	2576	2766	3317
ENSG00000128590	DNAJB9	392	348	450	622
ENSG00000128591	FLNC	5653	5401	3221	3523
ENSG00000128595	CALU	7167	7409	8881	9268
ENSG00000128596	CCDC136	415	447	715	763
ENSG00000128602	SMO	24	8	1	0
ENSG00000128606	LRRC17	1	3	2	6
ENSG00000128607	KLHDC10	2685	2701	4063	4648
ENSG00000128609	NDUFA5	3979	4397	2046	2673
ENSG00000128617	OPN1SW	0	1	0	0
ENSG00000128626	MRPS12	1579	1644	843	879
ENSG00000128641	MYO1B	1	3	3	1
ENSG00000128645	HOXD1	1	1	1	0
ENSG00000128652	HOXD3	0	1	0	0
ENSG00000128654	MTX2	2021	2165	1368	1471
ENSG00000128655	PDE11A	17	15	10	20
ENSG00000128656	CHN1	16	11	47	50
ENSG00000128683	GAD1	3489	3782	2003	2437
ENSG00000128692	EIF2S2P4	4	1	5	4
ENSG00000128694	OSGEPL1	200	196	307	384
ENSG00000128699	ORMDL1	1719	1876	1946	2215
ENSG00000128708	HAT1	4232	4359	4239	4313
ENSG00000128709	HOXD9	1	0	0	0
ENSG00000128714	HOXD13	488	535	17	32
ENSG00000128731	HERC2	2319	2159	2805	3204
ENSG00000128739	SNRPN	5	3	7	4
ENSG00000128789	PSMG2	1811	1764	1131	1207
ENSG00000128791	TWSG1	882	911	637	976
ENSG00000128805	ARHGAP22	497	519	17	13
ENSG00000128815	WDFY4	2	5	5	4
ENSG00000128829	EIF2AK4	1568	1661	1164	1236
ENSG00000128833	MYO5C	0	4	2	2
ENSG00000128849	CGNL1	3	2	7	6
ENSG00000128872	TMOD2	27	23	54	73
ENSG00000128881	TTBK2	283	311	427	559
ENSG00000128886	ELL3	1	3	1	5
ENSG00000128891	C15orf57	583	610	449	507
ENSG00000128908	INO80	1127	1122	881	1027
ENSG00000128915	ICE2	2739	2783	2004	2326
ENSG00000128917	DLL4	7	14	12	12
ENSG00000128918	ALDH1A2	3703	3701	6101	6446
ENSG00000128923	FAM63B	887	932	1395	1991
ENSG00000128928	IVD	54	48	106	127
ENSG00000128944	KNSTRN	1443	1481	880	933
ENSG00000128951	DUT	4318	4470	2888	3336
ENSG00000128965	CHAC1	510	232	79	83
ENSG00000128973	CLN6	856	865	524	633
ENSG00000128989	ARPP19	5384	5711	5299	6634
ENSG00000129003	VPS13C	1029	1009	1507	1774
ENSG00000129007	CALML4	24	28	20	19
ENSG00000129028	THAP10	8	21	21	32
ENSG00000129038	LOXL1	0	2	0	1
ENSG00000129048	ACKR4	1	0	1	0
ENSG00000129055	ANAPC13	1245	1299	893	1026
ENSG00000129071	MBD4	1710	1944	1761	1901
ENSG00000129083	COPB1	4749	4983	5704	6473
ENSG00000129084	PSMA1	2108	2444	1594	1983
ENSG00000129103	SUMF2	3243	3116	3903	4212
ENSG00000129116	PALLD	3	1	4	4
ENSG00000129128	SPCS3	5499	5601	4385	6101
ENSG00000129158	SERGEF	394	371	234	239
ENSG00000129167	TPH1	9	13	19	17
ENSG00000129170	CSRP3	0	0	1	1
ENSG00000129173	E2F8	673	723	535	598
ENSG00000129187	DCTD	2753	2881	1902	1996
ENSG00000129194	SOX15	1	5	4	9
ENSG00000129195	FAM64A	314	311	658	763
ENSG00000129197	RPAIN	838	969	709	756
ENSG00000129204	USP6	56	77	53	98
ENSG00000129214	SHBG	2	1	23	17
ENSG00000129219	PLD2	172	171	257	266
ENSG00000129221	AIPL1	1	1	1	3
ENSG00000129226	CD68	1	3	3	4
ENSG00000129235	TXNDC17	1764	1867	1620	1991
ENSG00000129244	ATP1B2	202	198	189	177
ENSG00000129245	FXR2	1591	1673	2844	3034
ENSG00000129250	KIF1C	2724	2617	1593	1625
ENSG00000129255	MPDU1	1556	1770	1469	1612
ENSG00000129292	PHF20L1	1707	1901	2319	2517
ENSG00000129295	LRRC6	20	17	11	3
ENSG00000129315	CCNT1	3437	3341	2805	3307
ENSG00000129317	PUS7L	2502	2733	1166	1416
ENSG00000129347	KRI1	1527	1724	1411	1474
ENSG00000129351	ILF3	17765	17966	15140	16942
ENSG00000129353	SLC44A2	1392	1359	1361	1473
ENSG00000129354	AP1M2	3	2	0	3
ENSG00000129355	CDKN2D	81	87	251	261
ENSG00000129422	MTUS1	1	2	1	2
ENSG00000129437	KLK14	5	2	12	13
ENSG00000129450	SIGLEC9	1	5	1	5
ENSG00000129451	KLK10	6	5	7	9
ENSG00000129455	KLK8	2	2	0	0
ENSG00000129460	NGDN	1339	1551	801	823
ENSG00000129465	RIPK3	0	0	0	1
ENSG00000129467	ADCY4	4	3	9	13
ENSG00000129472	RAB2B	407	425	456	475
ENSG00000129473	BCL2L2	641	675	730	833
ENSG00000129474	AJUBA	96	76	69	93
ENSG00000129480	DTD2	391	394	318	318
ENSG00000129484	PARP2	985	1050	537	573
ENSG00000129493	HEATR5A	294	337	523	673
ENSG00000129514	FOXA1	117	113	24	41
ENSG00000129515	SNX6	1794	1859	1905	2250
ENSG00000129518	EAPP	676	745	863	967
ENSG00000129521	EGLN3	845	869	855	869
ENSG00000129534	MIS18BP1	1904	1939	1648	1823
ENSG00000129535	NRL	33	26	35	31
ENSG00000129538	RNASE1	299	259	49	64
ENSG00000129559	NEDD8	1494	1560	1079	1241
ENSG00000129562	DAD1	1875	1973	2136	2235
ENSG00000129566	TEP1	443	426	853	1036
ENSG00000129595	EPB41L4A	224	242	219	247
ENSG00000129596	CDO1	1	0	0	0
ENSG00000129625	REEP5	2212	2425	3033	3448
ENSG00000129636	ITFG1	1751	1845	1948	1973
ENSG00000129646	QRICH2	50	42	185	196
ENSG00000129657	SEC14L1	1885	1880	3289	3628
ENSG00000129667	RHBDF2	104	83	106	107
ENSG00000129673	AANAT	0	1	1	0
ENSG00000129675	ARHGEF6	2066	1975	864	913
ENSG00000129680	MAP7D3	881	931	715	682
ENSG00000129682	FGF13	636	618	240	289
ENSG00000129691	ASH2L	5523	5801	4862	5182
ENSG00000129696	TTI2	665	706	885	931
ENSG00000129744	ART1	0	0	0	1
ENSG00000129749	CHRNA10	35	27	47	65
ENSG00000129757	CDKN1C	353	309	302	385
ENSG00000129810	SGO1	1023	996	936	991
ENSG00000129910	CDH15	2	1	10	7
ENSG00000129911	KLF16	1677	1641	865	1084
ENSG00000129925	TMEM8A	1583	1523	2454	2726
ENSG00000129932	DOHH	716	723	392	451
ENSG00000129933	MAU2	1403	1415	1445	1704
ENSG00000129946	SHC2	25	33	125	114
ENSG00000129951	PLPPR3	633	587	50	54
ENSG00000129968	ABHD17A	1199	1317	1466	1541
ENSG00000129988	LBP	1	1	0	1
ENSG00000129990	SYT5	271	246	149	162
ENSG00000129991	TNNI3	277	282	138	162
ENSG00000129993	CBFA2T3	3329	3423	622	675
ENSG00000130005	GAMT	1257	1239	1027	1174
ENSG00000130021	PUDP	1293	1286	1194	1307
ENSG00000130023	ERMARD	377	421	601	658
ENSG00000130024	PHF10	1919	2010	1305	1542
ENSG00000130032	PRRG3	2	2	3	4
ENSG00000130035	GALNT8	1	0	3	1
ENSG00000130038	CRACR2A	450	426	194	216
ENSG00000130045	NXNL2	2	3	0	5
ENSG00000130052	STARD8	1879	1776	1083	1231
ENSG00000130055	GDPD2	1	0	5	5
ENSG00000130066	SAT1	1082	1126	2814	3245
ENSG00000130119	GNL3L	560	547	357	424
ENSG00000130147	SH3BP4	33	15	8	11
ENSG00000130150	MOSPD2	383	373	484	541
ENSG00000130158	DOCK6	980	1019	1396	1592
ENSG00000130159	ECSIT	1099	1103	541	587
ENSG00000130164	LDLR	2196	2083	1972	2142
ENSG00000130165	ELOF1	2249	2326	2124	2291
ENSG00000130175	PRKCSH	6936	6671	7190	8201
ENSG00000130176	CNN1	654	674	230	286
ENSG00000130177	CDC16	2185	2304	2188	2415
ENSG00000130182	ZSCAN10	0	0	0	1
ENSG00000130193	THEM6	189	169	152	166
ENSG00000130202	NECTIN2	3961	3764	3479	3933
ENSG00000130203	APOE	4893	4577	10456	11992
ENSG00000130204	TOMM40	5948	5794	2597	2720
ENSG00000130208	APOC1	3668	3744	962	1104
ENSG00000130222	GADD45G	6	5	3	13
ENSG00000130227	XPO7	6019	6125	5678	6006
ENSG00000130234	ACE2	16	14	5	6
ENSG00000130244	FAM98C	260	334	323	368
ENSG00000130254	SAFB2	2068	2229	2229	2390
ENSG00000130255	RPL36	14352	14209	11642	12334
ENSG00000130270	ATP8B3	143	138	70	83
ENSG00000130287	NCAN	0	0	3	0
ENSG00000130294	KIF1A	7744	7627	419	418
ENSG00000130299	GTPBP3	1739	1665	1226	1403
ENSG00000130300	PLVAP	7	7	1	1
ENSG00000130303	BST2	2454	2623	1357	1543
ENSG00000130304	SLC27A1	51	45	183	160
ENSG00000130305	NSUN5	1243	1369	795	972
ENSG00000130307	USHBP1	6	4	11	6
ENSG00000130309	COLGALT1	4313	4283	2660	2967
ENSG00000130311	DDA1	1228	1354	1151	1249
ENSG00000130312	MRPL34	1741	1797	781	842
ENSG00000130313	PGLS	678	685	958	1054
ENSG00000130332	LSM7	1668	1698	964	996
ENSG00000130338	TULP4	430	437	432	490
ENSG00000130340	SNX9	4176	4319	5916	6448
ENSG00000130347	RTN4IP1	656	648	378	396
ENSG00000130348	QRSL1	1112	1159	777	886
ENSG00000130349	C6orf203	400	396	541	617
ENSG00000130363	RSPH3	66	64	383	491
ENSG00000130368	MAS1	6	1	3	1
ENSG00000130377	ACSBG2	1	2	2	1
ENSG00000130382	MLLT1	2780	2796	2528	2767
ENSG00000130383	FUT5	0	0	1	0
ENSG00000130396	MLLT4	4521	4443	6672	7139
ENSG00000130402	ACTN4	14006	13747	20155	22087
ENSG00000130413	STK33	17	17	18	30
ENSG00000130414	NDUFA10	3382	3630	1888	2067
ENSG00000130427	EPO	0	0	1	0
ENSG00000130429	ARPC1B	4962	4839	7094	8240
ENSG00000130449	ZSWIM6	327	341	581	702
ENSG00000130475	FCHO1	278	281	134	162
ENSG00000130477	UNC13A	134	138	33	53
ENSG00000130479	MAP1S	1008	974	1647	1700
ENSG00000130487	KLHDC7B	1	1	3	1
ENSG00000130489	SCO2	311	356	293	317
ENSG00000130511	SSBP4	2276	2413	1487	1618
ENSG00000130513	GDF15	2567	1808	7099	7692
ENSG00000130517	PGPEP1	2528	2432	3180	3736
ENSG00000130518	KIAA1683	0	2	38	52
ENSG00000130520	LSM4	6605	6349	5428	5866
ENSG00000130522	JUND	3823	3547	11179	10957
ENSG00000130528	HRC	231	258	146	143
ENSG00000130529	TRPM4	206	213	171	180
ENSG00000130540	SULT4A1	211	198	68	54
ENSG00000130544	ZNF557	191	156	320	313
ENSG00000130545	CRB3	3	1	3	3
ENSG00000130558	OLFM1	0	1	0	0
ENSG00000130559	CAMSAP1	2108	2115	2590	2840
ENSG00000130560	UBAC1	8650	8841	12354	13232
