id	sym	Control_1	Control_2	preS_1	preS_2
ENSG00000151743	AMN1	33	50	54	45
ENSG00000151746	BICD1	647	856	611	462
ENSG00000151748	SAV1	791	964	966	680
ENSG00000151773	CCDC122	137	202	117	137
ENSG00000151779	NBAS	1323	1440	1431	1050
ENSG00000151789	ZNF385D	21	11	37	13
ENSG00000151790	TDO2	6	9	9	14
ENSG00000151806	GUF1	488	759	660	509
ENSG00000151812	SLC35F4	1	1	5	2
ENSG00000151835	SACS	3850	4342	5662	3077
ENSG00000151846	PABPC3	28	27	20	18
ENSG00000151849	CENPJ	580	720	528	385
ENSG00000151876	FBXO4	156	165	118	95
ENSG00000151881	C5orf28	225	298	247	235
ENSG00000151882	CCL28	5	6	6	8
ENSG00000151883	PARP8	107	128	166	97
ENSG00000151892	GFRA1	1	0	0	0
ENSG00000151893	CACUL1	919	1290	1316	1032
ENSG00000151914	DST	20012	23739	17331	11155
ENSG00000151917	BEND6	350	495	333	245
ENSG00000151923	TIAL1	2118	2561	1963	1888
ENSG00000151929	BAG3	2431	2360	2262	2262
ENSG00000151963	ZNF37CP	0	1	0	0
ENSG00000151967	SCHIP1	317	408	337	294
ENSG00000152034	MCHR2	0	0	1	2
ENSG00000152042	na	38	49	39	33
ENSG00000152049	KCNE4	120	123	56	70
ENSG00000152056	AP1S3	64	83	33	36
ENSG00000152061	RABGAP1L	247	360	355	281
ENSG00000152076	CCDC74B	31	24	12	18
ENSG00000152078	TMEM56	14	18	12	5
ENSG00000152082	MZT2B	771	713	600	444
ENSG00000152086	TUBA3E	0	2	1	1
ENSG00000152092	ASTN1	1	0	1	0
ENSG00000152102	FAM168B	4502	4598	4037	3399
ENSG00000152104	PTPN14	4788	6016	4935	3884
ENSG00000152117	na	490	522	300	309
ENSG00000152127	MGAT5	3596	3310	4893	3420
ENSG00000152128	TMEM163	1	1	4	2
ENSG00000152133	GPATCH11	353	547	748	587
ENSG00000152137	HSPB8	307	338	521	431
ENSG00000152147	GEMIN6	371	308	351	344
ENSG00000152154	TMEM178A	0	4	10	1
ENSG00000152193	RNF219	276	318	321	245
ENSG00000152207	CYSLTR2	0	1	0	0
ENSG00000152213	ARL11	1	0	0	0
ENSG00000152217	SETBP1	250	422	288	236
ENSG00000152219	ARL14EP	401	408	433	394
ENSG00000152223	EPG5	4221	6172	4245	3896
ENSG00000152229	PSTPIP2	337	348	401	278
ENSG00000152234	ATP5A1	9891	8875	10376	8155
ENSG00000152240	HAUS1	504	502	450	354
ENSG00000152242	C18orf25	777	1086	911	795
ENSG00000152253	SPC25	497	428	269	228
ENSG00000152256	PDK1	1147	1124	1536	658
ENSG00000152270	PDE3B	0	2	0	0
ENSG00000152284	TCF7L1	266	281	158	152
ENSG00000152291	TGOLN2	8689	10048	7771	6696
ENSG00000152292	SH2D6	5	8	3	11
ENSG00000152315	KCNK13	1	0	0	1
ENSG00000152332	UHMK1	4387	6323	5869	4178
ENSG00000152348	ATG10	88	108	83	99
ENSG00000152359	POC5	221	265	232	227
ENSG00000152377	SPOCK1	615	913	800	779
ENSG00000152380	FAM151B	17	34	32	26
ENSG00000152382	TADA1	172	179	169	120
ENSG00000152402	GUCY1A2	170	316	95	43
ENSG00000152404	CWF19L2	271	311	262	251
ENSG00000152409	JMY	282	465	400	362
ENSG00000152413	HOMER1	198	316	325	338
ENSG00000152422	XRCC4	166	219	260	170
ENSG00000152430	BOLL	1	2	1	2
ENSG00000152433	ZNF547	28	35	39	23
ENSG00000152439	ZNF773	133	170	93	108
ENSG00000152443	ZNF776	185	243	223	168
ENSG00000152454	ZNF256	45	55	55	39
ENSG00000152455	SUV39H2	292	396	336	308
ENSG00000152457	DCLRE1C	226	312	261	180
ENSG00000152463	OLAH	2	6	14	21
ENSG00000152464	RPP38	154	140	132	128
ENSG00000152465	NMT2	887	1004	736	590
ENSG00000152475	ZNF837	15	24	15	10
ENSG00000152484	USP12	858	1111	1585	1247
ENSG00000152492	CCDC50	3484	4503	4074	3486
ENSG00000152495	CAMK4	347	529	410	230
ENSG00000152503	TRIM36	35	50	84	39
ENSG00000152518	ZFP36L2	3461	3416	2777	1831
ENSG00000152520	PAN3	593	807	575	438
ENSG00000152527	PLEKHH2	23	25	42	26
ENSG00000152556	PFKM	1744	1721	2479	2278
ENSG00000152558	TMEM123	4059	5354	3194	2580
ENSG00000152578	GRIA4	2	4	28	14
ENSG00000152580	IGSF10	10	10	13	22
ENSG00000152582	SPEF2	33	78	54	46
ENSG00000152583	SPARCL1	1	5	2	2
ENSG00000152591	DSPP	1	0	0	0
ENSG00000152595	MEPE	0	1	0	0
ENSG00000152601	MBNL1	6278	7899	6148	3925
ENSG00000152611	CAPSL	6	4	2	1
ENSG00000152620	NADK2	333	492	314	297
ENSG00000152642	GPD1L	177	236	233	212
ENSG00000152661	GJA1	2532	3184	4086	2722
ENSG00000152669	CCNO	2	4	2	10
ENSG00000152683	SLC30A6	589	1002	781	648
ENSG00000152684	PELO	1151	1314	1535	1330
ENSG00000152689	RASGRP3	66	51	84	28
ENSG00000152700	SAR1B	1152	1492	1395	1076
ENSG00000152705	CATSPER3	13	9	6	4
ENSG00000152726	na	103	125	183	152
ENSG00000152749	GPR180	523	756	684	543
ENSG00000152760	TCTEX1D1	13	11	10	8
ENSG00000152763	WDR78	36	62	43	42
ENSG00000152766	ANKRD22	1	1	3	3
ENSG00000152767	FARP1	2793	2772	1514	1374
ENSG00000152778	IFIT5	452	761	635	459
ENSG00000152779	SLC16A12	0	1	3	6
ENSG00000152782	PANK1	83	79	88	67
ENSG00000152784	PRDM8	837	619	743	495
ENSG00000152785	BMP3	3	1	3	0
ENSG00000152795	HNRNPDL	4044	4027	3873	2771
ENSG00000152804	HHEX	304	463	138	146
ENSG00000152818	UTRN	4496	6087	3017	2178
ENSG00000152822	GRM1	1	1	1	1
ENSG00000152894	PTPRK	2936	4129	4494	3159
ENSG00000152904	GGPS1	308	409	424	365
ENSG00000152926	ZNF117	75	70	41	35
ENSG00000152931	PART1	7	3	7	6
ENSG00000152936	LMNTD1	50	57	118	65
ENSG00000152939	MARVELD2	36	38	30	26
ENSG00000152942	RAD17	469	647	441	392
ENSG00000152944	MED21	516	593	514	422
ENSG00000152952	PLOD2	3764	6912	3851	3131
ENSG00000152953	STK32B	301	343	249	294
ENSG00000152977	ZIC1	641	552	380	278
ENSG00000152990	ADGRA3	1298	1301	1570	1142
ENSG00000153002	CPB1	0	0	0	1
ENSG00000153006	SREK1IP1	502	625	679	482
ENSG00000153015	CWC27	878	1102	1117	921
ENSG00000153029	MR1	337	414	510	292
ENSG00000153037	SRP19	326	336	403	329
ENSG00000153044	CENPH	523	452	303	266
ENSG00000153046	CDYL	561	651	547	569
ENSG00000153048	CARHSP1	1236	1100	585	501
ENSG00000153060	TEKT5	0	1	1	0
ENSG00000153064	BANK1	10	9	6	3
ENSG00000153066	TXNDC11	820	919	937	834
ENSG00000153071	DAB2	3530	4636	2849	2740
ENSG00000153086	ACMSD	9	3	4	4
ENSG00000153093	ACOXL	0	1	0	0
ENSG00000153094	BCL2L11	27	57	22	37
ENSG00000153107	ANAPC1	1038	1208	1136	827
ENSG00000153113	CAST	5615	7014	7362	5428
ENSG00000153130	SCOC	771	801	854	649
ENSG00000153132	CLGN	86	82	172	120
ENSG00000153140	CETN3	208	256	214	152
ENSG00000153147	SMARCA5	2020	2393	2500	1853
ENSG00000153157	SYCP2L	1	3	1	3
ENSG00000153162	BMP6	4	3	2	0
ENSG00000153165	RGPD3	7	13	14	9
ENSG00000153179	RASSF3	747	922	1610	1045
ENSG00000153187	HNRNPU	13581	15608	13650	10851
ENSG00000153201	RANBP2	3180	3945	3859	2781
ENSG00000153207	AHCTF1	1800	2188	2119	1557
ENSG00000153208	MERTK	4	11	24	24
ENSG00000153214	TMEM87B	1248	2000	1222	1065
ENSG00000153233	PTPRR	4	7	33	21
ENSG00000153234	NR4A2	18	55	20	18
ENSG00000153237	CCDC148	9	25	6	11
ENSG00000153246	PLA2R1	99	110	92	49
ENSG00000153250	RBMS1	1850	2807	2224	1955
ENSG00000153253	SCN3A	14	27	38	11
ENSG00000153283	CD96	0	0	1	0
ENSG00000153291	SLC25A27	22	45	34	23
ENSG00000153292	ADGRF1	1	0	12	2
ENSG00000153294	ADGRF4	1	1	20	13
ENSG00000153303	FRMD1	0	1	0	0
ENSG00000153310	FAM49B	963	1165	1213	954
ENSG00000153317	ASAP1	5186	6537	4653	4179
ENSG00000153339	TRAPPC8	781	963	863	729
ENSG00000153347	FAM81B	0	0	2	1
ENSG00000153363	LINC00467	75	60	111	71
ENSG00000153391	INO80C	92	95	161	131
ENSG00000153395	LPCAT1	2150	2042	3031	2497
ENSG00000153404	PLEKHG4B	48	62	71	54
ENSG00000153406	NMRAL1	410	345	345	307
ENSG00000153443	UBALD1	401	478	367	440
ENSG00000153446	C16orf89	3	1	1	1
ENSG00000153485	TMEM251	109	134	158	182
ENSG00000153487	ING1	264	264	230	192
ENSG00000153495	TEX29	4	7	11	13
ENSG00000153531	ADPRHL1	101	108	102	137
ENSG00000153551	CMTM7	320	371	381	308
ENSG00000153558	FBXL2	202	181	213	125
ENSG00000153560	UBP1	2502	2998	2425	2183
ENSG00000153561	RMND5A	324	405	290	260
ENSG00000153563	CD8A	1	2	1	0
ENSG00000153574	RPIA	414	481	435	450
ENSG00000153666	na	14	21	11	8
ENSG00000153714	LURAP1L	195	299	300	301
ENSG00000153721	CNKSR3	594	596	331	307
ENSG00000153767	GTF2E1	286	370	333	333
ENSG00000153774	CFDP1	703	778	649	576
ENSG00000153786	ZDHHC7	2999	3142	2283	2063
ENSG00000153789	FAM92B	4	6	2	3
ENSG00000153790	C7orf31	71	95	37	46
ENSG00000153802	TMPRSS11D	1	1	5	1
ENSG00000153814	JAZF1	285	358	327	254
ENSG00000153815	CMIP	1534	1835	1041	1161
ENSG00000153820	SPHKAP	904	390	628	266
ENSG00000153822	KCNJ16	0	0	0	1
ENSG00000153823	PID1	767	627	696	443
ENSG00000153827	TRIP12	5899	7899	7933	5970
ENSG00000153832	FBXO36	80	72	67	56
ENSG00000153879	CEBPG	600	876	517	549
ENSG00000153885	KCTD15	79	141	54	111
ENSG00000153896	ZNF599	79	68	46	45
ENSG00000153898	MCOLN2	151	174	175	180
ENSG00000153902	LGI4	0	1	3	2
ENSG00000153904	DDAH1	3331	4826	2552	1869
ENSG00000153914	SREK1	1832	2688	1773	1504
ENSG00000153922	CHD1	1267	1638	1534	1059
ENSG00000153923	CLCA3P	1	4	1	7
ENSG00000153930	ANKFN1	1	8	0	2
ENSG00000153933	DGKE	293	503	399	317
ENSG00000153936	HS2ST1	777	1031	1277	1004
ENSG00000153944	MSI2	786	946	850	654
ENSG00000153956	CACNA2D1	952	1254	1002	721
ENSG00000153975	ZUFSP	178	257	246	176
ENSG00000153976	HS3ST3A1	327	352	582	364
ENSG00000153982	GDPD1	11	18	20	22
ENSG00000153989	NUS1	1457	1833	1825	1531
ENSG00000153993	SEMA3D	305	242	287	135
ENSG00000154001	PPP2R5E	1367	1711	1442	1247
ENSG00000154007	ASB17	1	0	0	0
ENSG00000154025	SLC5A10	0	0	1	1
ENSG00000154027	AK5	2131	1988	1793	1536
ENSG00000154040	CABYR	121	79	89	89
ENSG00000154059	IMPACT	523	701	578	443
ENSG00000154065	ANKRD29	222	278	413	297
ENSG00000154079	SDHAF4	46	52	45	42
ENSG00000154096	THY1	7716	6443	5610	4101
ENSG00000154099	DNAAF1	9	9	8	7
ENSG00000154102	C16orf74	86	85	273	248
ENSG00000154114	TBCEL	446	568	441	387
ENSG00000154118	JPH3	0	8	5	2
ENSG00000154122	ANKH	855	1118	1151	964
ENSG00000154124	OTULIN	629	810	646	565
ENSG00000154127	UBASH3B	2454	3245	2540	2378
ENSG00000154133	ROBO4	42	54	128	136
ENSG00000154134	ROBO3	433	402	287	292
ENSG00000154144	TBRG1	624	738	747	656
ENSG00000154146	NRGN	223	182	205	183
ENSG00000154153	FAM134B	4	9	15	5
ENSG00000154174	TOMM70A	1597	2277	2329	1839
ENSG00000154175	ABI3BP	156	182	156	193
ENSG00000154188	ANGPT1	2095	3477	1629	1530
ENSG00000154217	PITPNC1	545	540	1320	1066
ENSG00000154222	CC2D1B	1442	1528	1650	1359
ENSG00000154227	CERS3	0	1	0	1
ENSG00000154229	PRKCA	3669	3694	2821	2054
ENSG00000154237	LRRK1	785	908	479	513
ENSG00000154240	CEP112	160	201	199	132
ENSG00000154258	ABCA9	0	2	1	0
ENSG00000154262	ABCA6	3	2	3	2
ENSG00000154263	ABCA10	2	4	1	0
ENSG00000154265	ABCA5	71	144	59	52
ENSG00000154269	ENPP3	1	1	3	1
ENSG00000154274	C4orf19	3	3	2	1
ENSG00000154277	UCHL1	7639	8690	8908	8778
ENSG00000154305	MIA3	1266	1705	1340	1051
ENSG00000154309	DISP1	118	133	153	118
ENSG00000154310	TNIK	416	489	1076	848
ENSG00000154316	TDH	1	0	0	0
ENSG00000154319	FAM167A	1004	1052	433	487
ENSG00000154328	NEIL2	495	452	552	457
ENSG00000154330	PGM5	53	21	48	18
ENSG00000154358	OBSCN	269	322	218	179
ENSG00000154359	LONRF1	138	206	135	119
ENSG00000154370	TRIM11	653	615	593	553
ENSG00000154380	ENAH	2375	4048	1431	1506
ENSG00000154429	CCSAP	267	383	290	230
ENSG00000154447	SH3RF1	1119	1239	778	815
ENSG00000154451	GBP5	4	11	4	1
ENSG00000154473	BUB3	4336	4602	3510	3125
ENSG00000154478	GPR26	7	7	5	8
ENSG00000154479	CCDC173	0	1	2	3
ENSG00000154485	MMP21	0	2	1	4
ENSG00000154493	C10orf90	1	0	0	2
ENSG00000154511	FAM69A	530	705	388	347
ENSG00000154518	ATP5G3	2275	1833	2733	2069
ENSG00000154545	MAGED4	1	1	0	0
ENSG00000154548	SRSF12	2	5	4	2
ENSG00000154553	PDLIM3	7	8	7	5
ENSG00000154556	SORBS2	0	0	0	1
ENSG00000154582	TCEB1	1204	1246	1465	1141
ENSG00000154589	LY96	102	142	260	230
ENSG00000154608	CEP170P1	26	38	49	38
ENSG00000154620	TMSB4Y	2	9	1	2
ENSG00000154639	CXADR	8	7	27	21
ENSG00000154640	BTG3	663	653	648	516
ENSG00000154642	C21orf91	217	211	217	146
ENSG00000154654	NCAM2	2	0	0	2
ENSG00000154678	PDE1C	767	971	215	199
ENSG00000154710	RABGEF1	83	97	95	78
ENSG00000154719	MRPL39	481	509	530	446
ENSG00000154721	JAM2	141	281	67	80
ENSG00000154723	ATP5J	1020	907	1299	948
ENSG00000154727	GABPA	531	598	577	466
ENSG00000154734	ADAMTS1	6614	5937	6051	5049
ENSG00000154736	ADAMTS5	120	124	92	118
ENSG00000154743	TSEN2	263	351	275	278
ENSG00000154760	SLFN13	47	67	20	20
ENSG00000154767	XPC	980	946	1377	1025
ENSG00000154781	CCDC174	251	338	260	231
ENSG00000154783	FGD5	3	0	0	0
ENSG00000154803	FLCN	571	568	711	836
ENSG00000154813	DPH3	539	807	980	705
ENSG00000154814	OXNAD1	279	285	260	193
ENSG00000154822	PLCL2	64	74	64	49
ENSG00000154832	CXXC1	1342	1367	977	1052
ENSG00000154839	SKA1	957	1025	688	690
ENSG00000154845	PPP4R1	2695	2743	2127	1729
ENSG00000154856	APCDD1	283	169	68	38
ENSG00000154864	PIEZO2	98	92	107	62
ENSG00000154874	CCDC144B	1	2	2	1
ENSG00000154889	MPPE1	268	322	195	219
ENSG00000154898	CCDC144CP	2	2	2	0
ENSG00000154914	USP43	1	0	0	0
ENSG00000154917	RAB6B	24	27	50	30
ENSG00000154920	EME1	348	306	269	263
ENSG00000154928	EPHB1	187	325	126	219
ENSG00000154930	ACSS1	81	103	80	78
ENSG00000154945	ANKRD40	1673	1909	1820	1587
ENSG00000154957	ZNF18	80	81	75	75
ENSG00000154975	CA10	0	0	0	1
ENSG00000154978	VOPP1	3376	3008	2996	2243
ENSG00000154997	SEPT14	1	3	2	3
ENSG00000155008	APOOL	605	809	564	456
ENSG00000155011	DKK2	3	8	12	7
ENSG00000155016	CYP2U1	305	277	252	167
ENSG00000155026	RSPH10B	1	0	3	1
ENSG00000155034	FBXL18	586	651	495	547
ENSG00000155052	CNTNAP5	3	0	1	1
ENSG00000155066	PROM2	18	26	10	10
ENSG00000155070	UNC93B2	0	1	0	0
ENSG00000155085	AK9	44	70	50	41
ENSG00000155087	ODF1	0	0	0	1
ENSG00000155090	KLF10	632	873	784	1185
ENSG00000155093	PTPRN2	3	2	8	7
ENSG00000155096	AZIN1	3560	4913	3140	3481
ENSG00000155097	ATP6V1C1	1137	1730	2252	1849
ENSG00000155099	TMEM55A	445	495	519	493
ENSG00000155100	OTUD6B	371	542	467	356
ENSG00000155111	CDK19	645	1094	622	526
ENSG00000155115	GTF3C6	1093	1108	1298	1218
ENSG00000155158	TTC39B	124	131	127	95
ENSG00000155189	AGPAT5	846	1114	1141	982
ENSG00000155229	MMS19	2041	1973	2110	1745
ENSG00000155252	PI4K2A	972	1027	1102	978
ENSG00000155254	MARVELD1	1953	2188	1633	1461
ENSG00000155256	ZFYVE27	432	460	433	442
ENSG00000155265	GOLGA7B	0	0	1	6
ENSG00000155269	GPR78	1	2	2	1
ENSG00000155275	TRMT44	220	208	186	162
ENSG00000155287	SLC25A28	425	442	321	331
ENSG00000155304	HSPA13	1475	2162	1555	1433
ENSG00000155313	USP25	790	1006	833	787
ENSG00000155324	GRAMD3	1040	1436	613	472
ENSG00000155329	ZCCHC10	165	196	158	147
ENSG00000155330	C16orf87	178	277	247	219
ENSG00000155363	MOV10	1448	1469	1306	1017
ENSG00000155366	RHOC	4044	3942	4748	3570
ENSG00000155367	PPM1J	5	10	10	6
ENSG00000155368	DBI	1364	1298	2008	1236
ENSG00000155380	SLC16A1	1605	1828	1871	1611
ENSG00000155393	HEATR3	682	728	619	598
ENSG00000155428	TRIM74	0	2	0	1
ENSG00000155438	NIFK	842	942	1067	882
ENSG00000155463	OXA1L	1968	2026	2395	2119
ENSG00000155465	SLC7A7	21	27	52	45
ENSG00000155506	LARP1	12666	13929	10214	10337
ENSG00000155508	CNOT8	614	797	621	536
ENSG00000155511	GRIA1	61	52	20	14
ENSG00000155530	LRGUK	0	3	2	2
ENSG00000155542	SETD9	68	93	73	71
ENSG00000155545	MIER3	372	462	447	291
ENSG00000155561	NUP205	2638	3116	3125	2320
ENSG00000155592	ZKSCAN2	313	374	266	272
ENSG00000155621	C9orf85	193	172	192	136
ENSG00000155629	PIK3AP1	1	0	0	1
ENSG00000155636	RBM45	231	252	248	220
ENSG00000155657	TTN	223	286	321	194
ENSG00000155660	PDIA4	5200	5415	6399	4838
ENSG00000155666	KDM8	87	85	75	61
ENSG00000155714	PDZD9	1	4	2	1
ENSG00000155719	OTOA	0	1	1	0
ENSG00000155729	KCTD18	266	342	284	223
ENSG00000155744	FAM126B	282	394	346	258
ENSG00000155749	ALS2CR12	7	13	6	23
ENSG00000155754	ALS2CR11	47	32	51	29
ENSG00000155755	TMEM237	622	801	569	472
ENSG00000155760	FZD7	4005	4410	1576	1366
ENSG00000155761	SPAG17	3	1	4	5
ENSG00000155792	DEPTOR	8	12	8	11
ENSG00000155816	FMN2	1722	1758	855	735
ENSG00000155827	RNF20	1126	1365	1433	1090
ENSG00000155846	PPARGC1B	23	25	92	73
ENSG00000155849	ELMO1	1	1	0	0
ENSG00000155850	SLC26A2	560	1079	931	933
ENSG00000155858	LSM11	203	232	163	172
ENSG00000155868	MED7	162	186	170	149
ENSG00000155875	SAXO1	0	1	1	0
ENSG00000155876	RRAGA	1548	1156	2144	1232
ENSG00000155886	SLC24A2	0	0	1	0
ENSG00000155893	PXYLP1	101	170	53	67
ENSG00000155897	ADCY8	0	0	8	0
ENSG00000155903	RASA2	646	922	820	583
ENSG00000155906	RMND1	358	443	541	480
ENSG00000155926	SLA	1	1	1	2
ENSG00000155957	TMBIM4	144	200	134	149
ENSG00000155959	VBP1	1041	1053	1092	840
ENSG00000155961	RAB39B	11	10	13	14
ENSG00000155962	CLIC2	16	26	109	51
ENSG00000155970	MICU3	277	302	253	158
ENSG00000155974	GRIP1	10	8	12	4
ENSG00000155975	VPS37A	874	1105	931	877
ENSG00000155980	KIF5A	47	34	36	36
ENSG00000156009	MAGEA8	0	2	0	1
ENSG00000156011	PSD3	559	749	710	463
ENSG00000156017	C9orf41	306	400	523	371
ENSG00000156026	MCU	878	903	902	741
ENSG00000156030	ELMSAN1	1363	1502	1127	1001
ENSG00000156042	CFAP70	9	17	10	12
ENSG00000156049	GNA14	5	4	1	2
ENSG00000156050	FAM161B	133	191	130	141
ENSG00000156052	GNAQ	1173	1567	1389	998
ENSG00000156076	WIF1	0	0	0	1
ENSG00000156097	GPR61	3	1	2	2
ENSG00000156103	MMP16	1429	1682	1962	1243
ENSG00000156110	ADK	1346	1234	1848	1352
ENSG00000156113	KCNMA1	2780	3183	3677	2813
ENSG00000156127	BATF	0	0	1	0
ENSG00000156136	DCK	400	454	348	295
ENSG00000156140	ADAMTS3	34	38	40	27
ENSG00000156150	ALX3	17	20	3	3
ENSG00000156162	DPY19L4	602	858	552	544
ENSG00000156170	NDUFAF6	219	256	237	223
ENSG00000156171	DRAM2	309	388	378	325
ENSG00000156172	C8orf37	26	36	30	28
ENSG00000156206	C15orf26	2	0	1	1
ENSG00000156218	ADAMTSL3	23	23	20	18
ENSG00000156219	ART3	1	0	2	1
ENSG00000156222	SLC28A1	0	1	1	0
ENSG00000156232	WHAMM	400	460	331	321
ENSG00000156239	N6AMT1	217	209	216	192
ENSG00000156253	RWDD2B	463	480	511	401
ENSG00000156256	USP16	1024	1260	1311	1026
ENSG00000156261	CCT8	4510	5238	6117	5077
ENSG00000156265	MAP3K7CL	70	65	183	119
ENSG00000156269	NAA11	0	0	0	1
ENSG00000156273	BACH1	731	986	1059	799
ENSG00000156298	TSPAN7	1	1	0	2
ENSG00000156299	TIAM1	0	0	1	2
ENSG00000156304	SCAF4	1402	1458	1182	988
ENSG00000156313	RPGR	159	240	277	254
ENSG00000156345	CDK20	124	98	144	132
ENSG00000156374	PCGF6	287	392	328	310
ENSG00000156381	ANKRD9	491	449	303	243
ENSG00000156384	SFR1	87	131	141	135
ENSG00000156398	SFXN2	146	146	88	95
ENSG00000156411	C14orf2	719	695	887	631
ENSG00000156414	TDRD9	0	0	1	0
ENSG00000156427	FGF18	1	5	6	3
ENSG00000156453	PCDH1	2	7	1	5
ENSG00000156463	SH3RF2	57	90	73	75
ENSG00000156466	GDF6	106	144	20	26
ENSG00000156467	UQCRB	1832	1924	2233	1634
ENSG00000156469	MTERF3	353	390	407	374
ENSG00000156471	PTDSS1	3561	3353	4083	3026
ENSG00000156475	PPP2R2B	113	117	45	30
ENSG00000156482	RPL30	6052	6175	6462	5282
ENSG00000156486	KCNS2	20	10	9	8
ENSG00000156500	FAM122C	43	38	27	24
ENSG00000156502	SUPV3L1	747	845	912	830
ENSG00000156504	FAM122B	1246	1621	913	943
ENSG00000156508	EEF1A1	196533	190272	194966	149968
ENSG00000156509	FBXO43	35	49	23	17
ENSG00000156510	HKDC1	39	72	35	153
ENSG00000156515	HK1	7596	8807	9905	8738
ENSG00000156521	TYSND1	413	408	308	328
ENSG00000156531	PHF6	826	1165	845	714
ENSG00000156535	CD109	2022	3725	3998	2671
ENSG00000156574	NODAL	2	0	0	1
ENSG00000156587	UBE2L6	687	819	1004	811
ENSG00000156599	ZDHHC5	3218	3413	3215	2615
ENSG00000156603	MED19	335	309	342	261
ENSG00000156639	ZFAND3	2127	2373	1882	1647
ENSG00000156642	NPTN	3068	3468	2455	2114
ENSG00000156650	KAT6B	861	1199	808	656
ENSG00000156671	SAMD8	486	1127	1078	789
ENSG00000156675	RAB11FIP1	201	260	156	137
ENSG00000156689	GLYATL2	24	29	14	10
ENSG00000156697	UTP14A	824	832	905	733
ENSG00000156709	AIFM1	814	842	1070	866
ENSG00000156711	MAPK13	80	122	206	234
ENSG00000156735	BAG4	570	781	668	518
ENSG00000156738	MS4A1	0	0	0	1
ENSG00000156755	IGKV1OR-2	0	1	3	2
ENSG00000156787	TBC1D31	236	308	186	182
ENSG00000156795	WDYHV1	208	232	191	169
ENSG00000156802	ATAD2	2485	3119	1597	1371
ENSG00000156804	FBXO32	40	68	135	146
ENSG00000156831	NSMCE2	308	380	400	326
ENSG00000156853	ZNF689	472	462	352	355
ENSG00000156858	PRR14	632	662	499	489
ENSG00000156860	FBRS	1861	2110	1520	1729
ENSG00000156869	FRRS1	98	124	196	127
ENSG00000156873	PHKG2	499	532	429	409
ENSG00000156875	HIAT1	887	1163	1056	792
ENSG00000156876	SASS6	291	347	279	203
ENSG00000156885	COX6A2	0	0	0	1
ENSG00000156886	ITGAD	1	2	2	1
ENSG00000156920	ADGRG4	1	1	4	2
ENSG00000156928	MALSU1	500	480	565	448
ENSG00000156931	VPS8	603	904	820	737
ENSG00000156958	GALK2	250	255	280	274
ENSG00000156959	LHFPL4	4	1	0	2
ENSG00000156966	B3GNT7	2	4	0	0
ENSG00000156968	MPV17L	87	97	59	55
ENSG00000156970	BUB1B	1402	1712	1220	990
ENSG00000156973	PDE6D	325	344	323	314
ENSG00000156976	EIF4A2	5558	7345	5894	5550
ENSG00000156983	BRPF1	873	895	725	665
ENSG00000156990	RPUSD3	637	638	586	516
ENSG00000157005	SST	2	6	0	0
ENSG00000157014	TATDN2	660	561	601	490
ENSG00000157017	GHRL	15	19	9	14
ENSG00000157020	SEC13	3451	3367	3710	3096
ENSG00000157021	FAM92A1P1	12	8	7	3
ENSG00000157036	EXOG	570	498	508	402
ENSG00000157045	NTAN1	723	714	891	640
ENSG00000157064	NMNAT2	211	261	323	352
ENSG00000157077	ZFYVE9	761	1140	970	727
ENSG00000157087	ATP2B2	1	1	1	3
ENSG00000157106	SMG1	3745	6180	4349	3342
ENSG00000157107	FCHO2	437	604	611	423
ENSG00000157110	RBPMS	1309	1233	1104	950
ENSG00000157111	TMEM171	123	147	133	107
ENSG00000157131	C8A	2	0	2	0
ENSG00000157150	TIMP4	37	35	31	34
ENSG00000157152	SYN2	2	3	1	2
ENSG00000157168	NRG1	1254	1294	959	523
ENSG00000157181	C1orf27	260	356	385	246
ENSG00000157184	CPT2	135	121	157	160
ENSG00000157191	NECAP2	1326	1193	1347	1056
ENSG00000157193	LRP8	1815	2092	1792	1501
ENSG00000157212	PAXIP1	457	460	397	312
ENSG00000157214	STEAP2	150	211	282	237
ENSG00000157216	SSBP3	965	857	1330	1111
ENSG00000157224	CLDN12	443	645	953	723
ENSG00000157227	MMP14	7781	8288	19842	17280
ENSG00000157240	FZD1	875	768	937	565
ENSG00000157259	GATAD1	512	590	621	569
ENSG00000157306	na	7	11	13	11
ENSG00000157315	TMED6	12	16	16	18
ENSG00000157322	CLEC18A	6	7	4	7
ENSG00000157326	DHRS4	174	187	189	134
ENSG00000157335	CLEC18C	2	1	0	0
ENSG00000157343	ARMC12	4	1	3	0
ENSG00000157349	DDX19B	293	284	218	209
ENSG00000157350	ST3GAL2	856	914	738	759
ENSG00000157353	FUK	209	212	171	201
ENSG00000157368	IL34	1	1	1	1
ENSG00000157379	DHRS1	315	316	312	236
ENSG00000157388	CACNA1D	5	0	0	0
ENSG00000157399	ARSE	78	103	86	71
ENSG00000157404	KIT	50	72	32	26
ENSG00000157423	HYDIN	20	15	10	11
ENSG00000157426	AASDH	176	178	185	155
ENSG00000157429	ZNF19	29	42	38	20
ENSG00000157445	CACNA2D3	7	9	4	15
ENSG00000157450	RNF111	881	1159	1049	944
ENSG00000157456	CCNB2	1786	1603	1013	976
ENSG00000157470	FAM81A	18	24	17	17
ENSG00000157483	MYO1E	1354	1334	1780	1229
ENSG00000157500	APPL1	763	1062	1275	783
