id	sym	Ishi_Dex_1	Ishi_Dex_2	Ishi_DMSO_1	Ishi_DMSO_2
ENSG00000116473	RAP1A	1141	1038	1236	1143
ENSG00000116478	HDAC1	3953	3501	3583	3896
ENSG00000116489	CAPZA1	5665	4516	5226	5587
ENSG00000116497	S100PBP	558	437	575	592
ENSG00000116514	RNF19B	249	251	312	327
ENSG00000116521	SCAMP3	1889	1773	1685	2207
ENSG00000116525	TRIM62	240	189	289	298
ENSG00000116539	ASH1L	2416	1931	2655	2265
ENSG00000116544	DLGAP3	13	4	10	5
ENSG00000116560	SFPQ	12071	10773	11721	12194
ENSG00000116574	RHOU	730	531	402	391
ENSG00000116580	GON4L	1035	646	1108	861
ENSG00000116584	ARHGEF2	1492	1258	1273	1313
ENSG00000116586	LAMTOR2	927	895	757	972
ENSG00000116604	MEF2D	308	286	333	346
ENSG00000116641	DOCK7	1868	1746	2069	2082
ENSG00000116649	SRM	2173	1903	1851	2409
ENSG00000116652	DLEU2L	3	4	6	1
ENSG00000116661	FBXO2	36	24	22	24
ENSG00000116663	FBXO6	90	93	74	107
ENSG00000116667	C1orf21	375	339	381	401
ENSG00000116668	SWT1	105	85	99	83
ENSG00000116670	MAD2L2	786	773	611	890
ENSG00000116675	DNAJC6	113	87	139	89
ENSG00000116678	LEPR	134	103	155	124
ENSG00000116679	IVNS1ABP	2201	1856	1887	1874
ENSG00000116685	KIAA2013	1647	1558	1549	1942
ENSG00000116688	MFN2	4281	3713	3936	4409
ENSG00000116690	PRG4	0	1	0	1
ENSG00000116691	MIIP	328	317	251	385
ENSG00000116698	SMG7	3134	2854	3255	3191
ENSG00000116701	NCF2	18	25	16	19
ENSG00000116704	SLC35D1	824	662	897	905
ENSG00000116711	PLA2G4A	518	433	442	433
ENSG00000116717	GADD45A	185	174	244	261
ENSG00000116726	PRAMEF12	0	1	1	1
ENSG00000116729	WLS	1354	1398	1252	1717
ENSG00000116731	PRDM2	1333	1054	1462	1337
ENSG00000116741	RGS2	47	36	60	48
ENSG00000116747	TROVE2	2625	1630	2844	2992
ENSG00000116750	UCHL5	1333	1257	1362	1339
ENSG00000116752	BCAS2	1271	1229	1285	1313
ENSG00000116754	SRSF11	3275	2419	3290	2951
ENSG00000116761	CTH	178	156	222	222
ENSG00000116771	AGMAT	84	59	57	73
ENSG00000116774	OLFML3	16	13	14	13
ENSG00000116785	CFHR3	2	2	3	3
ENSG00000116786	PLEKHM2	1783	1655	1675	1944
ENSG00000116791	CRYZ	985	774	979	929
ENSG00000116793	PHTF1	674	614	578	655
ENSG00000116809	ZBTB17	520	410	479	484
ENSG00000116815	CD58	121	135	130	154
ENSG00000116819	TFAP2E	30	28	20	25
ENSG00000116830	TTF2	1922	1408	2033	1724
ENSG00000116833	NR5A2	28	14	13	26
ENSG00000116852	KIF21B	3	1	2	2
ENSG00000116857	TMEM9	3295	3069	2471	3462
ENSG00000116863	ADPRHL2	878	776	775	892
ENSG00000116871	MAP7D1	1107	869	1063	1048
ENSG00000116874	WARS2	518	512	496	516
ENSG00000116883	na	17	5	27	12
ENSG00000116885	OSCP1	95	88	69	79
ENSG00000116898	MRPS15	1957	1975	1606	2166
ENSG00000116903	EXOC8	746	520	807	741
ENSG00000116906	GNPAT	2032	1947	1922	2275
ENSG00000116918	TSNAX	1053	898	1062	931
ENSG00000116922	C1orf109	972	786	872	809
ENSG00000116954	RRAGC	428	399	424	482
ENSG00000116957	TBCE	442	389	453	420
ENSG00000116962	NID1	257	263	227	253
ENSG00000116977	LGALS8	827	787	828	798
ENSG00000116981	NT5C1A	4	4	3	0
ENSG00000116983	HPCAL4	14	13	23	22
ENSG00000116984	MTR	2190	1555	2198	2018
ENSG00000116985	BMP8B	462	411	402	427
ENSG00000116990	MYCL	240	197	150	197
ENSG00000116991	SIPA1L2	1214	977	1031	1025
ENSG00000117000	RLF	1074	744	1138	1086
ENSG00000117010	ZNF684	103	74	106	100
ENSG00000117013	KCNQ4	44	20	29	28
ENSG00000117016	RIMS3	183	165	176	244
ENSG00000117020	AKT3	16	31	23	41
ENSG00000117036	ETV3	1129	906	1138	1144
ENSG00000117054	ACADM	1179	1096	1181	1040
ENSG00000117069	ST6GALNAC5	1	2	0	0
ENSG00000117114	ADGRL2	11338	10378	9653	10102
ENSG00000117115	PADI2	97	87	105	131
ENSG00000117118	SDHB	2024	1974	1598	2015
ENSG00000117122	MFAP2	1250	1382	998	1301
ENSG00000117133	RPF1	988	929	966	995
ENSG00000117139	KDM5B	1593	1450	1554	1692
ENSG00000117143	UAP1	1238	1048	1306	1353
ENSG00000117148	ACTL8	3	0	1	3
ENSG00000117151	CTBS	533	550	522	573
ENSG00000117152	RGS4	20	20	6	10
ENSG00000117153	KLHL12	995	879	1049	1131
ENSG00000117155	SSX2IP	1740	1242	1692	1545
ENSG00000117174	ZNHIT6	1390	989	1438	1262
ENSG00000117222	RBBP5	1429	1046	1269	1426
ENSG00000117226	GBP3	10	13	11	7
ENSG00000117228	GBP1	53	80	38	51
ENSG00000117242	PINK1-AS	604	470	564	490
ENSG00000117245	KIF17	55	47	37	32
ENSG00000117262	GPR89A	53	31	35	36
ENSG00000117266	CDK18	49	39	41	53
ENSG00000117280	RAB29	1040	922	893	897
ENSG00000117298	ECE1	3574	2819	3111	3147
ENSG00000117305	HMGCL	539	585	484	600
ENSG00000117308	GALE	429	367	324	354
ENSG00000117318	ID3	364	423	308	392
ENSG00000117322	CR2	50	34	43	42
ENSG00000117335	CD46	3747	3107	3638	3698
ENSG00000117360	PRPF3	902	681	823	783
ENSG00000117362	APH1A	5050	5082	4060	5612
ENSG00000117385	P3H1	975	943	896	989
ENSG00000117394	SLC2A1	2958	2815	2859	3548
ENSG00000117395	EBNA1BP2	1838	1624	1856	1890
ENSG00000117399	CDC20	5246	4775	4491	5677
ENSG00000117400	MPL	9	1	7	5
ENSG00000117407	ARTN	78	66	89	83
ENSG00000117408	IPO13	1145	996	1065	1192
ENSG00000117410	ATP6V0B	2524	2254	1991	2982
ENSG00000117411	B4GALT2	3541	3440	2762	3664
ENSG00000117419	ERI3	1867	1878	1541	2160
ENSG00000117425	PTCH2	31	15	38	28
ENSG00000117448	AKR1A1	1684	1561	1407	2010
ENSG00000117450	PRDX1	10883	9953	9960	11635
ENSG00000117461	PIK3R3	4628	3887	5321	5561
ENSG00000117472	TSPAN1	1133	1231	788	1207
ENSG00000117475	BLZF1	737	649	722	789
ENSG00000117479	SLC19A2	655	485	604	537
ENSG00000117480	FAAH	135	140	123	149
ENSG00000117481	NSUN4	1080	1035	998	1110
ENSG00000117500	TMED5	1840	1477	1988	1768
ENSG00000117505	DR1	3381	2933	3618	3633
ENSG00000117519	CNN3	2762	2791	2437	2684
ENSG00000117523	PRRC2C	7195	4297	8152	5819
ENSG00000117525	F3	251	195	143	116
ENSG00000117528	ABCD3	2433	2162	2423	2561
ENSG00000117533	VAMP4	238	220	233	249
ENSG00000117543	DPH5	919	840	755	787
ENSG00000117569	PTBP2	436	289	409	339
ENSG00000117586	TNFSF4	16	5	9	11
ENSG00000117592	PRDX6	5935	5443	4877	6087
ENSG00000117593	DARS2	1639	1422	1530	1608
ENSG00000117595	IRF6	1250	1051	1269	1350
ENSG00000117597	DIEXF	777	606	701	731
ENSG00000117598	na	10	12	5	11
ENSG00000117600	na	37	41	83	68
ENSG00000117601	SERPINC1	1	1	0	3
ENSG00000117602	RCAN3	1999	1494	1796	1815
ENSG00000117614	SYF2	722	739	747	688
ENSG00000117616	RSRP1	212	102	237	156
ENSG00000117620	SLC35A3	1509	1135	1517	1497
ENSG00000117625	RCOR3	868	756	850	759
ENSG00000117632	STMN1	10030	10600	9791	11063
ENSG00000117640	MTFR1L	449	492	432	521
ENSG00000117643	MAN1C1	45	38	30	36
ENSG00000117650	NEK2	1386	1248	1395	1441
ENSG00000117676	RPS6KA1	1415	1383	1303	1709
ENSG00000117682	DHDDS	935	888	922	1107
ENSG00000117691	NENF	1083	1057	798	1245
ENSG00000117697	NSL1	915	817	858	928
ENSG00000117707	PROX1	0	1	0	1
ENSG00000117713	ARID1A	2752	1849	2866	2422
ENSG00000117724	CENPF	7686	4464	8938	5677
ENSG00000117748	RPA2	1676	1760	1419	1739
ENSG00000117751	PPP1R8	1578	1401	1396	1460
ENSG00000117758	STX12	887	827	893	923
ENSG00000117791	MARC2	296	287	254	299
ENSG00000117859	OSBPL9	1932	1727	1772	1798
ENSG00000117862	TXNDC12	2288	2294	2049	2517
ENSG00000117868	ESYT2	3156	2864	3253	3248
ENSG00000117877	CD3EAP	724	450	788	692
ENSG00000117899	MESDC2	2095	1933	2078	2205
ENSG00000117906	RCN2	3503	3007	3721	3317
ENSG00000117971	CHRNB4	27	44	43	46
ENSG00000117983	MUC5B	130	64	78	62
ENSG00000117984	CTSD	2651	2969	2366	3100
ENSG00000118004	COLEC11	21	26	23	15
ENSG00000118007	STAG1	3744	2855	3642	3469
ENSG00000118046	STK11	2465	1996	2128	2735
ENSG00000118058	KMT2A	1783	1238	1855	1724
ENSG00000118094	TREH	3	1	1	2
ENSG00000118096	IFT46	850	956	708	788
ENSG00000118137	APOA1	0	2	1	0
ENSG00000118156	ZNF541	1	0	0	0
ENSG00000118160	SLC8A2	4	5	8	8
ENSG00000118162	KPTN	49	38	39	81
ENSG00000118181	RPS25	8459	9015	6751	9168
ENSG00000118193	KIF14	1769	984	1717	1394
ENSG00000118194	TNNT2	8	6	6	3
ENSG00000118197	DDX59	239	206	234	194
ENSG00000118200	CAMSAP2	1256	948	1315	1177
ENSG00000118217	ATF6	1711	1686	1776	1838
ENSG00000118242	MREG	328	183	328	222
ENSG00000118245	TNP1	1	0	0	0
ENSG00000118246	FASTKD2	953	792	853	1070
ENSG00000118257	NRP2	24	10	19	32
ENSG00000118260	CREB1	1563	1320	1677	1637
ENSG00000118263	KLF7	146	87	111	110
ENSG00000118276	B4GALT6	1022	866	1080	915
ENSG00000118292	C1orf54	44	54	30	42
ENSG00000118298	CA14	22	17	24	21
ENSG00000118307	CASC1	20	14	10	9
ENSG00000118322	ATP10B	1	0	2	5
ENSG00000118363	SPCS2	1559	1230	1543	1489
ENSG00000118369	USP35	215	181	184	204
ENSG00000118402	ELOVL4	587	536	675	695
ENSG00000118407	FILIP1	51	29	24	25
ENSG00000118412	CASP8AP2	738	388	753	598
ENSG00000118418	HMGN3	2283	2218	2141	2143
ENSG00000118420	UBE3D	146	92	125	113
ENSG00000118454	ANKRD13C	974	833	1054	961
ENSG00000118482	PHF3	2163	1592	2363	1930
ENSG00000118492	ADGB	2	0	1	1
ENSG00000118495	PLAGL1	690	531	709	655
ENSG00000118496	FBXO30	993	776	1151	970
ENSG00000118503	TNFAIP3	71	54	54	79
ENSG00000118507	AKAP7	143	148	130	171
ENSG00000118508	RAB32	810	717	599	759
ENSG00000118513	MYB	135	71	113	107
ENSG00000118514	ALDH8A1	10	11	10	9
ENSG00000118515	SGK1	182	200	119	140
ENSG00000118518	RNF146	515	425	534	449
ENSG00000118523	CTGF	229	260	140	206
ENSG00000118557	PMFBP1	10	6	18	7
ENSG00000118564	FBXL5	1167	1021	1024	1179
ENSG00000118579	MED28	2203	1808	2177	2240
ENSG00000118596	SLC16A7	471	309	458	414
ENSG00000118600	TMEM5	1135	1026	1039	1127
ENSG00000118620	ZNF430	512	334	524	385
ENSG00000118640	VAMP8	1044	1109	866	1192
ENSG00000118655	DCLRE1B	813	750	700	850
ENSG00000118680	MYL12B	5493	5978	4959	6124
ENSG00000118689	FOXO3	1195	920	1006	1115
ENSG00000118690	ARMC2	33	48	30	35
ENSG00000118705	RPN2	12057	12236	10695	12406
ENSG00000118707	TGIF2	944	687	766	867
ENSG00000118729	CASQ2	2	1	1	1
ENSG00000118733	OLFM3	0	0	0	2
ENSG00000118762	PKD2	370	300	425	327
ENSG00000118777	ABCG2	26	27	24	37
ENSG00000118785	SPP1	21	24	18	18
ENSG00000118804	FAM47E-STBD1	26	18	14	34
ENSG00000118816	CCNI	9546	8398	9192	10424
ENSG00000118855	MFSD1	1091	1020	1145	1183
ENSG00000118873	RAB3GAP2	646	444	662	589
ENSG00000118894	EEF2KMT	276	263	249	288
ENSG00000118898	PPL	2107	1734	2140	2237
ENSG00000118900	UBN1	2329	1708	2396	2314
ENSG00000118903	BTF3P11	0	0	0	1
ENSG00000118922	KLF12	526	480	608	563
ENSG00000118939	UCHL3	156	142	152	204
ENSG00000118946	PCDH17	426	309	98	129
ENSG00000118960	HS1BP3	420	422	391	535
ENSG00000118961	LDAH	447	371	363	406
ENSG00000118965	WDR35	298	211	290	288
ENSG00000118971	CCND2	1703	983	1650	1847
ENSG00000118976	OTUD4P1	1	0	1	0
ENSG00000118985	ELL2	321	224	331	284
ENSG00000118997	DNAH7	33	10	24	13
ENSG00000119004	CYP20A1	377	249	454	336
ENSG00000119013	NDUFB3	722	624	728	834
ENSG00000119041	GTF3C3	758	554	734	739
ENSG00000119042	SATB2	30	29	24	23
ENSG00000119048	UBE2B	974	818	842	930
ENSG00000119121	TRPM6	20	14	13	15
ENSG00000119125	GDA	1783	1664	940	898
ENSG00000119138	KLF9	182	202	50	67
ENSG00000119139	TJP2	2683	2371	2886	2841
ENSG00000119185	ITGB1BP1	742	655	708	839
ENSG00000119203	CPSF3	1746	1763	1663	1853
ENSG00000119227	PIGZ	84	84	75	90
ENSG00000119231	SENP5	1571	931	1501	1466
ENSG00000119242	CCDC92	208	255	227	264
ENSG00000119280	C1orf198	2092	1726	2026	2325
ENSG00000119283	TRIM67	0	0	0	1
ENSG00000119285	HEATR1	2438	1969	2515	2580
ENSG00000119314	PTBP3	6536	5660	6444	6750
ENSG00000119318	RAD23B	6503	5598	5900	6126
ENSG00000119321	FKBP15	1032	766	1009	969
ENSG00000119326	CTNNAL1	1741	1727	1826	2031
ENSG00000119328	FAM206A	692	667	672	746
ENSG00000119333	WDR34	2627	2364	1824	2605
ENSG00000119335	SET	18727	15483	16921	18292
ENSG00000119383	PPP2R4	5438	4781	4006	5240
ENSG00000119392	GLE1	2261	2098	2326	2477
ENSG00000119396	RAB14	3863	3403	3498	3834
ENSG00000119397	CNTRL	430	239	532	263
ENSG00000119401	TRIM32	752	701	755	915
ENSG00000119402	FBXW2	3651	2801	3679	3893
ENSG00000119403	PHF19	984	893	731	896
ENSG00000119408	NEK6	1699	1546	1519	1505
ENSG00000119411	BSPRY	625	611	541	698
ENSG00000119414	PPP6C	2649	2481	2492	2644
ENSG00000119421	NDUFA8	1124	988	926	1161
ENSG00000119431	HDHD3	297	229	212	351
ENSG00000119446	RBM18	1622	1458	1606	1578
ENSG00000119457	SLC46A2	3	1	7	4
ENSG00000119471	HSDL2	1476	1307	1387	1465
ENSG00000119487	MAPKAP1	2455	2353	2333	2561
ENSG00000119508	NR4A3	14	20	11	12
ENSG00000119509	INVS	490	348	441	391
ENSG00000119514	GALNT12	626	645	620	647
ENSG00000119522	DENND1A	768	788	638	771
ENSG00000119523	ALG2	858	848	813	935
ENSG00000119535	CSF3R	0	2	0	0
ENSG00000119537	KDSR	1910	1772	1826	2103
ENSG00000119541	VPS4B	1871	1586	1789	1811
ENSG00000119547	ONECUT2	591	448	635	764
ENSG00000119559	C19orf25	482	433	371	477
ENSG00000119574	ZBTB45	555	590	430	695
ENSG00000119596	YLPM1	3726	3156	4166	4007
ENSG00000119599	DCAF4	388	375	359	355
ENSG00000119608	PROX2	1	2	0	0
ENSG00000119614	VSX2	1	0	0	0
ENSG00000119616	FCF1	1681	1428	1597	1597
ENSG00000119630	PGF	146	110	84	126
ENSG00000119632	IFI27L2	159	150	110	197
ENSG00000119636	CCDC176	115	125	117	120
ENSG00000119638	NEK9	2042	1695	2068	2111
ENSG00000119640	ACYP1	244	166	243	219
ENSG00000119650	IFT43	295	284	230	323
ENSG00000119655	NPC2	1152	1250	967	1294
ENSG00000119661	DNAL1	574	415	527	530
ENSG00000119669	IRF2BPL	1905	1704	1866	2674
ENSG00000119673	ACOT2	0	1	1	1
ENSG00000119681	LTBP2	239	209	180	249
ENSG00000119682	AREL1	1837	1629	1756	1758
ENSG00000119684	MLH3	470	301	485	397
ENSG00000119685	TTLL5	1148	1069	1144	1079
ENSG00000119686	FLVCR2	50	38	68	65
ENSG00000119688	ABCD4	717	569	598	660
ENSG00000119689	DLST	2273	1998	2253	2518
ENSG00000119698	PPP4R4	6	3	2	6
ENSG00000119699	TGFB3	177	170	192	175
ENSG00000119703	ZC2HC1C	47	42	38	42
ENSG00000119705	SLIRP	1162	1173	983	1312
ENSG00000119707	RBM25	2900	2142	3196	2469
ENSG00000119711	ALDH6A1	1637	1441	1680	1754
ENSG00000119714	GPR68	14	18	10	10
ENSG00000119718	EIF2B2	1091	1057	967	1093
ENSG00000119720	NRDE2	670	513	579	555
ENSG00000119723	COQ6	183	154	151	187
ENSG00000119725	ZNF410	13	4	10	6
ENSG00000119729	RHOQ	1475	1346	1305	1489
ENSG00000119737	GPR75	33	15	33	32
ENSG00000119760	SUPT7L	927	780	876	794
ENSG00000119771	KLHL29	5	6	10	7
ENSG00000119772	DNMT3A	2758	2020	2071	2097
ENSG00000119777	TMEM214	2522	2245	2157	2552
ENSG00000119778	ATAD2B	608	459	697	618
ENSG00000119782	FKBP1B	102	126	74	130
ENSG00000119787	ATL2	1796	1458	1659	1831
ENSG00000119801	YPEL5	562	644	542	691
ENSG00000119812	FAM98A	2115	1815	2285	2152
ENSG00000119820	YIPF4	1645	1202	1634	1480
ENSG00000119844	AFTPH	937	769	941	894
ENSG00000119862	LGALSL	1047	755	950	976
ENSG00000119865	CNRIP1	15	9	11	8
ENSG00000119866	BCL11A	2	0	1	2
ENSG00000119878	CRIPT	450	391	391	474
ENSG00000119888	EPCAM	7756	7673	7135	7789
ENSG00000119899	SLC17A5	1031	878	905	994
ENSG00000119900	OGFRL1	1653	1455	1884	1637
ENSG00000119906	FAM178A	1793	1230	2062	1620
ENSG00000119912	IDE	3700	3228	3757	3741
ENSG00000119915	ELOVL3	18	10	14	18
ENSG00000119917	IFIT3	41	38	46	66
ENSG00000119919	NKX2-3	18	16	31	22
ENSG00000119922	IFIT2	55	60	58	57
ENSG00000119927	GPAM	1998	1572	2181	2180
ENSG00000119929	CUTC	342	275	317	297
ENSG00000119938	PPP1R3C	0	1	0	0
ENSG00000119943	PYROXD2	63	64	64	68
ENSG00000119950	MXI1	647	509	623	573
ENSG00000119953	SMNDC1	1800	1510	1848	1603
ENSG00000119965	C10orf88	401	385	452	447
ENSG00000119969	HELLS	2630	1490	2836	2743
ENSG00000119973	PRLHR	0	0	1	4
ENSG00000119977	TCTN3	3318	3142	3191	3723
ENSG00000119979	FAM45A	850	784	951	1048
ENSG00000119986	AVPI1	223	236	224	263
ENSG00000120008	WDR11	1735	1514	1842	1777
ENSG00000120029	C10orf76	906	728	786	871
ENSG00000120049	KCNIP2	8	8	10	11
ENSG00000120053	GOT1	3166	3192	2898	3432
ENSG00000120055	C10orf95	8	7	10	0
ENSG00000120057	SFRP5	32	18	23	30
ENSG00000120063	GNA13	1716	1504	1844	1848
ENSG00000120068	HOXB8	649	691	554	660
ENSG00000120071	KANSL1	1786	1310	1730	1749
ENSG00000120075	HOXB5	394	373	466	491
ENSG00000120088	CRHR1	37	22	10	26
ENSG00000120093	HOXB3	317	220	367	272
ENSG00000120129	DUSP1	67	52	60	74
ENSG00000120137	PANK3	3950	2817	4136	3559
ENSG00000120158	RCL1	664	555	577	658
ENSG00000120159	CAAP1	923	875	960	926
ENSG00000120162	MOB3B	382	399	495	519
ENSG00000120211	INSL4	1	0	0	0
ENSG00000120215	MLANA	2	0	0	1
ENSG00000120217	CD274	4	0	2	3
ENSG00000120251	GRIA2	22	9	11	15
ENSG00000120253	NUP43	1753	1351	1701	1726
ENSG00000120254	MTHFD1L	3026	2620	2380	2692
ENSG00000120256	LRP11	2184	1785	2157	2166
ENSG00000120262	CCDC170	19	13	15	19
ENSG00000120265	PCMT1	1938	1636	1718	2031
ENSG00000120278	PLEKHG1	1158	1038	1207	1115
ENSG00000120279	MYCT1	0	0	0	1
ENSG00000120280	CXorf21	0	1	2	0
ENSG00000120306	CYSTM1	468	482	428	522
ENSG00000120314	WDR55	1043	864	979	1045
ENSG00000120318	ARAP3	141	135	147	161
ENSG00000120322	PCDHB8	41	33	40	47
ENSG00000120324	PCDHB10	18	14	14	12
ENSG00000120327	PCDHB14	117	106	108	103
ENSG00000120328	PCDHB12	53	42	45	43
ENSG00000120329	SLC25A2	1	0	1	0
ENSG00000120333	MRPS14	662	583	674	676
ENSG00000120334	CENPL	705	624	634	743
ENSG00000120341	SEC16B	1	2	1	0
ENSG00000120370	GORAB	179	128	162	140
ENSG00000120437	ACAT2	3367	2844	2940	3486
ENSG00000120438	TCP1	7074	6365	7012	7764
ENSG00000120451	SNX19	2218	1905	2060	2146
ENSG00000120457	KCNJ5	1655	1001	1095	951
ENSG00000120458	MSANTD2	131	144	137	130
ENSG00000120471	TP53AIP1	5	1	3	2
ENSG00000120498	TEX11	1	0	0	1
ENSG00000120509	PDZD11	895	958	735	967
ENSG00000120519	SLC10A7	305	257	318	289
ENSG00000120526	NUDCD1	887	677	733	890
ENSG00000120533	ENY2	1303	1227	1202	1310
ENSG00000120539	MASTL	707	654	691	597
ENSG00000120549	KIAA1217	2934	2648	3036	2875
ENSG00000120555	SEPT7P9	3	2	1	4
ENSG00000120594	PLXDC2	1112	809	957	974
ENSG00000120616	EPC1	930	723	846	850
ENSG00000120645	IQSEC3	96	33	30	9
ENSG00000120647	CCDC77	642	487	637	471
ENSG00000120656	TAF12	670	646	667	701
ENSG00000120658	ENOX1	28	32	30	26
ENSG00000120659	TNFSF11	15	13	26	26
ENSG00000120662	MTRF1	155	174	181	153
ENSG00000120664	SPG20-AS1	2	1	1	2
ENSG00000120669	SOHLH2	9	11	8	12
ENSG00000120675	DNAJC15	481	497	395	470
ENSG00000120685	PROSER1	1822	1705	2064	1813
ENSG00000120686	UFM1	2412	1963	2690	2607
ENSG00000120688	WBP4	563	502	581	522
ENSG00000120690	ELF1	1139	1094	1117	1087
ENSG00000120693	SMAD9	263	204	213	244
ENSG00000120694	HSPH1	474	299	529	383
ENSG00000120696	KBTBD7	952	849	936	985
ENSG00000120697	ALG5	760	719	604	782
ENSG00000120699	EXOSC8	1078	925	921	994
ENSG00000120705	ETF1	4956	4446	4652	5146
ENSG00000120708	TGFBI	410	437	392	485
ENSG00000120709	FAM53C	2595	2204	2354	2651
ENSG00000120725	SIL1	831	807	640	902
ENSG00000120727	PAIP2	1733	1688	1553	1753
ENSG00000120733	KDM3B	3223	2675	3171	3458
ENSG00000120738	EGR1	1249	997	1380	1482
ENSG00000120742	SERP1	6026	4979	5459	6291
ENSG00000120756	PLS1	1662	1389	1717	1555
ENSG00000120784	ZFP30	375	223	435	325
ENSG00000120798	NR2C1	557	536	599	503
ENSG00000120800	UTP20	2069	1526	1993	1993
ENSG00000120802	TMPO	8738	7103	8812	7636
ENSG00000120805	ARL1	2505	2455	2483	2506
ENSG00000120820	GLT8D2	306	243	255	264
ENSG00000120832	MTERF2	200	160	185	192
ENSG00000120833	SOCS2	108	90	190	198
ENSG00000120837	NFYB	959	801	986	910
ENSG00000120860	CCDC53	319	323	240	294
ENSG00000120868	APAF1	1413	1139	1503	1500
ENSG00000120875	DUSP4	17	22	22	15
ENSG00000120885	CLU	278	276	249	289
ENSG00000120889	TNFRSF10B	2096	1520	1794	1711
ENSG00000120896	SORBS3	921	995	747	929
ENSG00000120899	PTK2B	212	164	227	229
ENSG00000120907	ADRA1A	1	0	0	1
ENSG00000120910	PPP3CC	225	221	236	258
ENSG00000120913	PDLIM2	126	145	138	166
ENSG00000120915	EPHX2	64	83	72	97
ENSG00000120925	RNF170	324	295	291	276
ENSG00000120937	NPPB	0	0	0	1
ENSG00000120942	UBIAD1	934	828	826	970
ENSG00000120948	TARDBP	2858	2604	2745	2780
ENSG00000120949	TNFRSF8	3	4	3	3
ENSG00000120952	PRAMEF2	0	1	0	0
ENSG00000120963	ZNF706	898	856	761	903
ENSG00000120992	LYPLA1	2709	2745	2755	2687
ENSG00000121005	CRISPLD1	2008	1569	1537	1571
ENSG00000121022	COPS5	941	836	906	969
ENSG00000121039	RDH10	623	461	651	570
ENSG00000121057	AKAP1	866	588	773	705
ENSG00000121058	COIL	987	812	906	931
ENSG00000121060	TRIM25	3274	2290	2972	2987
ENSG00000121064	SCPEP1	1294	1175	1209	1296
ENSG00000121067	SPOP	1801	1413	1349	1595
ENSG00000121068	TBX2	184	133	144	145
ENSG00000121073	SLC35B1	1619	1654	1433	1761
ENSG00000121075	TBX4	3	2	3	1
ENSG00000121089	NACA3P	7	4	2	2
ENSG00000121101	TEX14	13	10	22	15
ENSG00000121104	FAM117A	296	272	284	349
ENSG00000121152	NCAPH	1619	1312	1463	1428
ENSG00000121207	LRAT	361	319	458	464
ENSG00000121210	KIAA0922	386	383	402	430
ENSG00000121211	MND1	443	371	370	430
ENSG00000121236	TRIM6	102	95	93	83
ENSG00000121270	ABCC11	8	12	9	6
ENSG00000121274	PAPD5	968	777	1083	977
ENSG00000121281	ADCY7	179	132	127	149
ENSG00000121289	CEP89	535	421	579	527
ENSG00000121297	TSHZ3	17	10	12	9
ENSG00000121310	ECHDC2	119	114	108	138
ENSG00000121316	PLBD1	428	437	349	422
ENSG00000121318	TAS2R10	2	1	6	1
ENSG00000121350	PYROXD1	847	694	798	792
ENSG00000121351	IAPP	1	0	3	0
ENSG00000121361	KCNJ8	5	5	3	6
ENSG00000121380	BCL2L14	8	3	4	7
ENSG00000121388	na	0	1	1	1
ENSG00000121390	PSPC1	1096	1017	974	1009
ENSG00000121406	ZNF549	326	262	363	335
ENSG00000121410	A1BG	7	2	4	10
ENSG00000121413	ZSCAN18	190	220	196	249
ENSG00000121417	ZNF211	256	256	293	289
ENSG00000121440	PDZRN3	79	75	74	59
ENSG00000121454	LHX4	42	19	25	22
ENSG00000121481	RNF2	974	929	1004	958
ENSG00000121486	TRMT1L	625	565	507	541
ENSG00000121542	SEC22A	401	332	389	446
ENSG00000121552	CSTA	7	15	7	16
ENSG00000121570	DPPA4	1	2	3	4
ENSG00000121577	POPDC2	12	6	15	7
ENSG00000121578	B4GALT4	570	459	564	538
ENSG00000121579	NAA50	6406	5193	6182	6237
ENSG00000121594	CD80	0	0	1	2
ENSG00000121621	KIF18A	1111	915	1068	996
ENSG00000121644	DESI2	3407	2882	3098	3490
ENSG00000121653	MAPK8IP1	1264	1153	1024	1253
ENSG00000121671	CRY2	461	373	361	352
ENSG00000121680	PEX16	270	260	206	310
ENSG00000121690	DEPDC7	94	73	109	110
ENSG00000121691	CAT	1682	1839	1546	1864
ENSG00000121716	PILRB	30	13	23	21
ENSG00000121741	ZMYM2	3463	2640	3477	3150
ENSG00000121742	GJB6	25	32	28	36
ENSG00000121743	GJA3	74	63	90	110
ENSG00000121749	TBC1D15	1268	1095	1240	1221
ENSG00000121753	ADGRB2	42	40	45	49
ENSG00000121764	HCRTR1	0	1	1	2
ENSG00000121766	ZCCHC17	1193	1150	1147	1364
ENSG00000121769	FABP3	2	0	1	0
ENSG00000121774	KHDRBS1	6802	6307	6930	7304
ENSG00000121775	TMEM39B	316	302	303	372
ENSG00000121797	CCRL2	1	0	0	0
ENSG00000121851	POLR3GL	272	208	251	317
ENSG00000121858	TNFSF10	6	4	2	2
ENSG00000121864	ZNF639	1914	1498	1651	1724
ENSG00000121879	PIK3CA	1015	839	1035	1093
ENSG00000121892	PDS5A	4936	4155	5055	4717
ENSG00000121895	TMEM156	5	2	2	2
ENSG00000121897	LIAS	192	194	211	207
ENSG00000121900	TMEM54	1141	1161	939	1386
ENSG00000121903	ZSCAN20	167	121	155	151
ENSG00000121904	CSMD2	1	0	0	0
