id	sym	C1	C2	C3	C4	BPA_1	BPA_2	BPA_3	BPA_4
ENSMUSG00000020888	Dvl2	390	392	330	227	474	511	456	443
ENSMUSG00000020889	Nr1d1	2541	2872	2054	1631	3189	3925	3630	2790
ENSMUSG00000020890	Gucy2e	225	242	170	171	234	284	246	224
ENSMUSG00000020891	Alox8	426	436	365	288	516	584	540	404
ENSMUSG00000020892	Aloxe3	223	187	180	108	257	282	250	239
ENSMUSG00000020893	Per1	2422	1535	2070	1321	2441	3209	2754	2256
ENSMUSG00000020894	Vamp2	44230	37859	36002	27954	50301	56864	47666	44231
ENSMUSG00000020895	Tmem107	83	101	70	49	113	135	64	105
ENSMUSG00000020897	Aurkb	2	7	4	5	3	6	5	6
ENSMUSG00000020898	Ctc1	846	746	626	570	911	1101	903	786
ENSMUSG00000020899	Pfas	727	672	545	504	758	902	785	751
ENSMUSG00000020900	Myh10	15697	13643	12044	10446	16472	22171	18004	17436
ENSMUSG00000020901	Pik3r5	72	65	71	59	129	101	77	92
ENSMUSG00000020902	Ntn1	243	226	167	158	255	313	263	239
ENSMUSG00000020903	Stx8	313	289	237	216	390	446	344	387
ENSMUSG00000020904	Cfap52	44	90	19	15	41	26	33	31
ENSMUSG00000020905	Usp43	19	11	18	12	15	26	18	14
ENSMUSG00000020907	Rcvrn	3	6	2	2	4	8	1	3
ENSMUSG00000020908	Myh3	71	65	60	48	75	102	68	86
ENSMUSG00000020910	Adprm	309	284	261	218	362	399	302	285
ENSMUSG00000020911	Krt19	3	10	1	1	4	7	1	3
ENSMUSG00000020912	Krt12	321	322	242	157	361	406	372	278
ENSMUSG00000020913	Krt24	0	0	2	0	2	0	1	4
ENSMUSG00000020914	Top2a	64	87	72	53	71	110	79	93
ENSMUSG00000020916	Krt36	0	0	0	0	0	0	1	0
ENSMUSG00000020917	Acly	4834	4477	3624	3020	5422	6478	5078	5375
ENSMUSG00000020918	Kat2a	1629	1539	1304	1086	2054	2334	1898	1874
ENSMUSG00000020919	Stat5b	514	440	373	260	542	620	528	528
ENSMUSG00000020921	Tmem101	408	377	281	287	433	474	435	442
ENSMUSG00000020922	Lsm12	963	837	753	655	1051	1154	1034	1035
ENSMUSG00000020923	Ubtf	4659	4296	4101	2964	5836	7075	5055	5574
ENSMUSG00000020925	Ccdc43	1202	1097	961	830	1374	1715	1355	1311
ENSMUSG00000020926	Adam11	4212	3596	3211	2717	4965	5417	4094	4258
ENSMUSG00000020928	Higd1b	36	21	19	15	22	38	24	24
ENSMUSG00000020929	Eftud2	4280	3865	3365	2551	5007	6253	4703	4901
ENSMUSG00000020930	Ccdc103	72	82	55	57	85	116	78	97
ENSMUSG00000020932	Gfap	13197	13121	12069	8346	15679	18438	14579	14046
ENSMUSG00000020935	Dcakd	1687	1585	1586	1057	1967	2601	1826	2152
ENSMUSG00000020936	Nmt1	5415	4932	4545	3577	6367	8136	5878	6062
ENSMUSG00000020937	Plcd3	247	208	166	127	274	294	260	220
ENSMUSG00000020940	1700023F06Rik	30	26	21	19	35	44	33	35
ENSMUSG00000020941	Map3k14	111	118	91	68	148	171	138	118
ENSMUSG00000020945	Lyzl6	0	0	0	0	0	0	0	0
ENSMUSG00000020946	Gosr2	2254	2060	1679	1422	2472	2887	2293	2553
ENSMUSG00000020948	Klhl28	758	663	549	476	702	912	755	783
ENSMUSG00000020949	Fkbp3	3709	3158	2602	2590	4144	5178	3799	4090
ENSMUSG00000020950	Foxg1	5369	4482	3921	3371	6256	7142	5153	4953
ENSMUSG00000020952	Scfd1	1469	1534	1019	1021	1759	2159	1798	1675
ENSMUSG00000020953	Coch	129	223	77	59	114	122	264	97
ENSMUSG00000020954	Strn3	6597	5797	5741	4680	7163	8956	7682	6834
ENSMUSG00000020955	Ap4s1	633	627	459	449	669	827	708	705
ENSMUSG00000020956	Dtd2	275	238	200	182	324	379	315	365
ENSMUSG00000020961	Ston2	2727	2949	2689	1839	3188	4245	3180	3433
ENSMUSG00000020962	Gtf2a1	2895	2637	2093	2068	2970	3687	3009	3232
ENSMUSG00000020963	Tshr	21	16	10	10	16	22	34	17
ENSMUSG00000020964	Sel1l	13538	11441	9842	8276	14008	17771	12209	14976
ENSMUSG00000020973	Dnaaf2	199	206	160	157	232	299	228	228
ENSMUSG00000020974	Pole2	26	24	10	6	16	20	20	19
ENSMUSG00000020978	Klhdc2	4989	4787	3873	3626	5693	6800	5741	5538
ENSMUSG00000020982	Nemf	3619	3443	3074	2479	4229	5457	4156	4239
ENSMUSG00000020986	Sec23a	6157	5589	4380	4240	6502	7622	6099	6361
ENSMUSG00000020988	L2hgdh	542	454	420	318	606	662	549	581
ENSMUSG00000020990	Cdkl1	329	344	247	240	354	490	337	367
ENSMUSG00000020992	4930512B01Rik	18	23	8	8	12	25	10	14
ENSMUSG00000020993	Trappc6b	2614	2352	1888	1771	2918	3418	2814	2735
ENSMUSG00000020994	Pnn	5001	4416	3953	2913	5392	7204	5698	5796
ENSMUSG00000021003	Galc	1023	1011	859	713	1162	1421	1092	1138
ENSMUSG00000021007	Spata7	424	454	363	323	527	604	523	472
ENSMUSG00000021009	Ptpn21	421	391	283	247	393	464	427	387
ENSMUSG00000021010	Npas3	980	925	770	802	1005	1377	1198	1173
ENSMUSG00000021012	Zc3h14	2065	1991	1581	1285	2374	2967	2387	2205
ENSMUSG00000021013	Ttc8	730	780	477	469	777	880	726	757
ENSMUSG00000021018	Polr2h	288	276	214	202	323	347	375	303
ENSMUSG00000021022	Ppp2r3c	1196	1090	838	833	1256	1591	1316	1352
ENSMUSG00000021023	1110008L16Rik	230	244	207	173	299	341	260	227
ENSMUSG00000021024	Psma6	1984	1980	1683	1574	2508	3107	2669	2590
ENSMUSG00000021025	Nfkbia	582	482	538	319	546	734	685	744
ENSMUSG00000021027	Ralgapa1	9890	8456	6839	6432	9781	12010	9458	9676
ENSMUSG00000021028	Mbip	340	378	303	220	376	477	411	385
ENSMUSG00000021032	Ngb	18	18	14	7	18	24	23	18
ENSMUSG00000021033	Gstz1	826	861	649	503	948	1119	1078	943
ENSMUSG00000021036	Sptlc2	1589	1481	1096	1053	1566	1707	1725	1715
ENSMUSG00000021037	Ahsa1	3706	3112	3014	2352	4008	5012	3546	4450
ENSMUSG00000021038	Vipas39	1446	1317	1099	975	1660	1967	1570	1543
ENSMUSG00000021039	Snw1	3331	2941	2819	2086	3693	4724	3540	3906
ENSMUSG00000021040	Slirp	344	360	248	252	422	451	359	401
ENSMUSG00000021044	Adck1	507	446	388	309	561	672	576	479
ENSMUSG00000021047	Nova1	2015	1820	1515	1391	2073	2514	2231	1957
ENSMUSG00000021048	Mthfd1	1749	1847	1626	1316	1988	2494	2023	2040
ENSMUSG00000021051	Ppp2r5e	6009	5274	4421	3966	6281	8258	6266	6598
ENSMUSG00000021054	Sgpp1	2490	2187	1942	1542	2619	2992	2359	2469
ENSMUSG00000021055	Esr2	17	4	4	2	4	8	7	11
ENSMUSG00000021056	Tex21	1	1	1	2	2	1	1	0
ENSMUSG00000021057	Akap5	12130	9984	9763	7671	12677	18269	12833	14733
ENSMUSG00000021061	Sptb	16043	14377	13154	10400	17821	23739	16701	18004
ENSMUSG00000021062	Rab15	7576	6574	5461	5292	8183	9456	7826	7991
ENSMUSG00000021065	Fut8	3315	3089	2619	2299	3849	5072	3586	3966
ENSMUSG00000021066	Atl1	4669	3852	3286	3310	5045	5988	4743	4439
ENSMUSG00000021067	Sav1	820	766	561	541	916	978	897	844
ENSMUSG00000021068	Nin	3937	3155	3110	2459	3931	5234	4197	3789
ENSMUSG00000021069	Pygl	133	134	100	75	128	173	113	132
ENSMUSG00000021070	Bdkrb2	6	10	2	3	6	12	12	4
ENSMUSG00000021071	Trim9	8337	7331	6580	5530	9559	11616	8985	9327
ENSMUSG00000021072	Tmx1	2360	2242	1749	1525	2596	2947	2553	2317
ENSMUSG00000021076	Actr10	4299	4046	3516	2988	5011	5849	4809	4708
ENSMUSG00000021078	Tomm20l	1	3	2	2	2	7	1	2
ENSMUSG00000021079	Timm9	606	547	502	443	645	903	750	619
ENSMUSG00000021081	Serpina1f	0	0	0	0	0	0	0	0
ENSMUSG00000021086	Ccdc175	7	6	2	2	7	11	11	3
ENSMUSG00000021087	Rtn1	47430	44340	37854	33821	53621	65158	55486	55565
ENSMUSG00000021090	Lrrc9	99	114	61	58	76	82	75	69
ENSMUSG00000021091	Serpina3n	1989	1917	1935	1633	2595	2891	2374	2362
ENSMUSG00000021094	Dhrs7	676	761	556	536	880	1030	875	904
ENSMUSG00000021095	Gsc	0	2	0	0	1	0	1	0
ENSMUSG00000021096	Ppm1a	6215	5541	4507	3917	6845	8277	6468	6503
ENSMUSG00000021097	Clmn	7107	6444	5406	4760	7676	9236	7141	7402
ENSMUSG00000021098	4930447C04Rik	100	95	71	73	97	89	95	86
ENSMUSG00000021099	Six6	0	1	0	0	0	0	2	0
ENSMUSG00000021102	Glrx5	749	709	579	460	750	945	821	771
ENSMUSG00000021103	Mnat1	530	500	457	371	695	846	640	652
ENSMUSG00000021108	Prkch	123	93	95	65	111	151	131	101
ENSMUSG00000021109	Hif1a	5395	5590	4495	3792	6380	7604	6736	5662
ENSMUSG00000021111	Papola	5281	4996	3900	3400	5618	6860	5116	5947
ENSMUSG00000021112	Mpp5	3600	3388	2822	2348	3972	5269	3725	4471
ENSMUSG00000021113	Snapc1	1714	1583	1202	1222	1851	2539	1851	2016
ENSMUSG00000021114	Atp6v1d	7162	6485	5488	4918	8185	10139	7930	7937
ENSMUSG00000021115	Vrk1	392	404	271	309	489	577	452	392
ENSMUSG00000021116	Eif2s1	1255	1228	983	905	1522	1741	1390	1461
ENSMUSG00000021118	Plek2	7	15	2	2	10	6	7	9
ENSMUSG00000021120	Pigh	215	239	154	156	271	303	214	271
ENSMUSG00000021123	Rdh12	91	93	62	50	97	116	95	91
ENSMUSG00000021124	Vti1b	4565	4007	3222	2842	5358	6643	4772	5013
ENSMUSG00000021125	Arg2	128	121	102	83	135	154	117	146
ENSMUSG00000021127	Zfp36l1	1641	1510	996	789	1682	1780	1592	1285
ENSMUSG00000021130	Galnt16	6091	5492	4810	4177	7061	8614	6264	6709
ENSMUSG00000021131	Erh	1446	1226	1005	929	1568	1885	1526	1456
ENSMUSG00000021133	Susd6	3704	3196	2743	2616	3957	4761	3900	3461
ENSMUSG00000021134	Srsf5	2947	3446	2053	2116	3661	3624	3421	2773
ENSMUSG00000021135	Slc10a1	8	9	5	3	8	8	6	5
ENSMUSG00000021136	Smoc1	433	381	281	232	450	520	476	458
ENSMUSG00000021140	Pcnx	11464	10209	9270	7367	11691	14841	11444	11909
ENSMUSG00000021143	Pacs2	3525	3457	2525	2163	3885	4440	3547	3913
ENSMUSG00000021144	Mta1	2632	2351	2172	1667	3169	3921	2955	2888
ENSMUSG00000021147	Wdr37	4148	4111	3058	2962	4519	5424	4739	4722
ENSMUSG00000021149	Gtpbp4	2474	2194	2082	1771	2794	3659	2969	2925
ENSMUSG00000021156	Zmynd11	11296	10576	8866	7624	12930	15779	12214	12464
ENSMUSG00000021171	Esyt2	3538	3142	2508	2356	3479	4154	3440	3631
ENSMUSG00000021175	Cdca7l	37	43	37	21	45	45	37	36
ENSMUSG00000021176	Efcab11	9	3	9	5	9	9	2	8
ENSMUSG00000021177	Tdp1	527	502	410	279	543	812	573	621
ENSMUSG00000021178	Psmc1	3562	3202	2756	2324	4334	5101	4183	3908
ENSMUSG00000021179	Nrde2	509	519	404	348	624	757	490	650
ENSMUSG00000021180	Rps6ka5	1642	1592	1240	1123	1805	2288	1770	1833
ENSMUSG00000021182	Ccdc88c	1531	1362	1104	999	1644	2249	1569	1680
ENSMUSG00000021185	9030617O03Rik	239	215	159	131	240	273	256	260
ENSMUSG00000021186	Fbln5	134	116	67	52	101	116	259	120
ENSMUSG00000021187	Tc2n	29	84	8	19	23	13	40	11
ENSMUSG00000021188	Trip11	4602	3952	3501	2870	4595	6467	4885	5092
ENSMUSG00000021189	Atxn3	1795	1772	1460	1374	2030	2439	2031	1945
ENSMUSG00000021190	Lgmn	2526	2431	1819	1623	2918	3383	2740	2529
ENSMUSG00000021192	Golga5	1449	1418	1203	1270	1479	1759	1413	1486
ENSMUSG00000021193	Pitrm1	1306	1122	937	756	1383	1691	1330	1358
ENSMUSG00000021194	Chga	4057	3789	3433	2954	4836	6086	5021	5134
ENSMUSG00000021196	Pfkp	7713	6919	5642	4957	8690	11074	7836	8616
ENSMUSG00000021198	Unc79	3101	2744	2243	1938	3218	4290	2970	3318
ENSMUSG00000021200	Asb2	30	19	24	16	31	39	36	24
ENSMUSG00000021203	Otub2	1101	1057	995	780	1307	1701	1170	1444
ENSMUSG00000021207	Akr1c21	2	4	7	4	4	4	1	2
ENSMUSG00000021208	Ifi27l2b	2	0	0	1	4	0	0	0
ENSMUSG00000021209	Ppp4r4	3252	2829	2474	2360	3487	4313	3308	3372
ENSMUSG00000021210	Akr1c6	1	0	0	0	0	0	0	0
ENSMUSG00000021211	Akr1c12	0	4	1	1	0	1	2	2
ENSMUSG00000021213	Akr1c13	0	6	2	1	5	3	6	5
ENSMUSG00000021214	Akr1c18	77	60	56	55	81	108	105	91
ENSMUSG00000021215	Net1	1506	1787	1477	1017	1941	2569	2359	2263
ENSMUSG00000021216	Tubal3	0	0	0	0	0	0	0	0
ENSMUSG00000021217	Tshz3	1009	803	794	489	976	1088	1146	1152
ENSMUSG00000021218	Gdi2	11614	10738	8650	7761	12959	16050	13034	12858
ENSMUSG00000021219	Rgs6	581	408	371	324	504	630	573	529
ENSMUSG00000021221	Dpf3	589	549	483	406	668	905	550	570
ENSMUSG00000021222	Dcaf4	444	410	345	311	559	625	471	498
ENSMUSG00000021223	Papln	7	11	4	4	8	9	7	6
ENSMUSG00000021224	Numb	1179	1135	912	740	1242	1544	1262	1254
ENSMUSG00000021226	Acot2	522	503	429	397	608	654	554	592
ENSMUSG00000021228	Acot3	258	216	211	194	311	326	254	310
ENSMUSG00000021234	Fam161b	841	779	675	569	878	1111	913	964
ENSMUSG00000021235	Coq6	122	122	127	69	157	181	151	113
ENSMUSG00000021236	Entpd5	1386	1339	1068	994	1395	1589	1341	1447
ENSMUSG00000021238	Aldh6a1	2583	2298	2083	1563	2725	3082	2612	2940
ENSMUSG00000021239	Vsx2	2	11	4	3	3	8	10	6
ENSMUSG00000021240	Abcd4	195	173	152	136	239	242	215	230
ENSMUSG00000021241	Isca2	450	366	334	305	528	660	540	528
ENSMUSG00000021242	Npc2	879	898	671	563	944	1160	960	1058
ENSMUSG00000021243	Fcf1	197	193	129	134	207	265	225	210
ENSMUSG00000021244	Ylpm1	12116	9674	9225	6799	12301	17373	12331	13150
ENSMUSG00000021245	Mlh3	1667	1540	1317	1102	1944	2283	1590	2001
ENSMUSG00000021248	Tmed10	4947	4444	3701	3251	5252	6028	5008	5309
ENSMUSG00000021250	Fos	1161	636	861	752	1255	1494	1406	953
ENSMUSG00000021252	0610007P14Rik	1181	1146	1069	879	1360	1682	1528	1369
ENSMUSG00000021253	Tgfb3	473	454	385	283	509	631	497	571
ENSMUSG00000021254	Gpatch2l	1749	1709	1342	1058	1981	2467	1996	2011
ENSMUSG00000021255	Esrrb	61	68	65	37	92	83	77	75
ENSMUSG00000021256	Vash1	1639	1501	1296	1108	1882	2134	1882	1741
ENSMUSG00000021257	Angel1	158	111	122	98	147	162	191	146
ENSMUSG00000021258	Ccnk	931	820	762	517	1087	1413	1003	1071
ENSMUSG00000021259	Cyp46a1	2322	2042	1811	1533	2661	3263	2583	2583
ENSMUSG00000021260	Hhipl1	65	55	33	36	67	58	61	63
ENSMUSG00000021262	Evl	1742	1395	1229	971	1958	2554	1709	1800
ENSMUSG00000021263	Degs2	66	46	43	32	60	70	68	60
ENSMUSG00000021264	Yy1	2213	2044	1781	1597	2496	2934	2463	2349
ENSMUSG00000021265	Slc25a29	121	96	89	67	145	162	152	117
ENSMUSG00000021266	Wars	2955	2565	2193	1787	3291	3923	2980	3127
ENSMUSG00000021268	Meg3	42934	39666	23353	19701	39062	46611	30997	33916
ENSMUSG00000021270	Hsp90aa1	65503	56391	55053	42957	71724	88219	69495	74168
ENSMUSG00000021271	Zfp839	302	295	256	214	359	463	319	358
ENSMUSG00000021273	Fdft1	3104	2693	2124	2045	3468	4290	3742	4069
ENSMUSG00000021275	Tecpr2	3012	2675	2197	1950	3460	4077	3134	3161
ENSMUSG00000021276	Cinp	729	693	518	485	792	1033	821	782
ENSMUSG00000021277	Traf3	4043	3485	2967	2845	4111	4870	3928	4033
ENSMUSG00000021278	Amn	27	15	12	7	17	12	13	7
ENSMUSG00000021279	Cdc42bpb	6129	5395	4715	3932	6877	8389	6581	6378
ENSMUSG00000021280	Exoc3l4	25	27	21	17	34	37	31	44
ENSMUSG00000021281	Tnfaip2	55	49	38	21	56	65	82	52
ENSMUSG00000021282	Eif5	12069	11738	10170	8725	14343	17243	13830	12903
ENSMUSG00000021285	Ppp1r13b	5095	5095	4554	3566	6141	7959	5868	5873
ENSMUSG00000021286	Zfyve21	167	179	137	110	191	226	220	178
ENSMUSG00000021287	Xrcc3	101	88	69	60	97	137	109	125
ENSMUSG00000021288	Klc1	24119	21498	19474	16537	27127	36378	28077	28498
ENSMUSG00000021290	2010107E04Rik	1612	1685	1023	1134	1850	1776	1566	1625
ENSMUSG00000021294	Kif26a	232	225	170	171	253	287	234	221
ENSMUSG00000021298	Gpr132	0	1	0	0	1	0	1	0
ENSMUSG00000021301	Hecw1	3584	3280	2751	2093	3734	4968	3883	3843
ENSMUSG00000021302	Ggps1	4360	4050	3312	2947	4503	5419	4648	4722
ENSMUSG00000021303	Gng4	1177	923	850	634	1165	1373	1174	1145
ENSMUSG00000021306	Gpr137b	558	494	403	356	621	679	595	630
ENSMUSG00000021311	Mtr	470	486	309	285	512	646	428	498
ENSMUSG00000021313	Ryr2	20285	16715	14636	10935	17543	27418	18251	20462
ENSMUSG00000021314	Amph	9188	8332	7076	6751	10896	13889	10178	10192
ENSMUSG00000021318	Gli3	563	501	421	339	566	682	546	546
ENSMUSG00000021319	Sfrp4	43	64	32	27	40	32	47	35
ENSMUSG00000021322	Aoah	2	2	0	1	4	0	1	2
ENSMUSG00000021326	Trim27	1256	1285	1045	831	1482	1817	1694	1558
ENSMUSG00000021327	Zkscan3	609	583	501	346	659	801	606	726
ENSMUSG00000021335	Slc17a1	0	0	0	0	0	0	0	0
ENSMUSG00000021336	Slc17a4	1	0	1	0	0	0	0	0
ENSMUSG00000021337	Scgn	17	33	35	35	32	36	69	23
ENSMUSG00000021339	Mrs2	1065	975	787	699	1057	1289	1070	1109
ENSMUSG00000021340	Gpld1	2772	2505	2034	1622	2824	3687	2848	2998
ENSMUSG00000021342	Prl	0	1	0	0	0	1	1	0
ENSMUSG00000021345	Prl8a6	0	0	0	0	0	0	0	0
ENSMUSG00000021346	Prl8a8	0	0	0	0	0	0	0	0
ENSMUSG00000021347	Prl7b1	0	0	0	0	0	0	0	0
ENSMUSG00000021348	Prl7d1	0	0	0	0	0	0	0	0
ENSMUSG00000021356	Irf4	12	10	7	8	18	11	15	10
ENSMUSG00000021357	Exoc2	1463	1401	1067	1080	1585	1906	1800	1463
ENSMUSG00000021359	Tfap2a	15	14	4	7	12	13	13	12
ENSMUSG00000021360	Gcnt2	1185	1043	873	701	1188	1514	1212	1219
ENSMUSG00000021361	Tmem14c	641	575	494	419	757	882	636	656
ENSMUSG00000021362	Gcm2	0	3	0	0	0	2	0	0
ENSMUSG00000021363	Mak	65	82	33	47	47	77	57	69
ENSMUSG00000021364	Elovl2	588	570	490	511	718	762	674	633
ENSMUSG00000021365	Nedd9	648	565	449	430	706	814	725	684
ENSMUSG00000021366	Hivep1	3005	2171	1664	1354	2416	3149	2642	2526
ENSMUSG00000021367	Edn1	106	116	134	76	106	166	133	131
ENSMUSG00000021368	Tbc1d7	190	191	142	127	293	267	229	207
ENSMUSG00000021371	Mcur1	1285	1227	948	962	1368	1670	1621	1352
ENSMUSG00000021373	Cap2	8681	8096	6795	6250	10017	11749	9699	9291
ENSMUSG00000021374	Nup153	2818	2440	2063	1677	2805	3517	2827	2707
ENSMUSG00000021375	Kif13a	1805	1839	1302	1149	1846	2413	1939	1872
ENSMUSG00000021376	Tpmt	619	550	481	437	704	783	685	745
ENSMUSG00000021377	Dek	3220	3229	2476	2195	3739	4678	3918	3802
ENSMUSG00000021379	Id4	2010	1958	1506	1351	2266	2487	2316	2351
ENSMUSG00000021381	Barx1	0	0	0	0	0	0	0	0
ENSMUSG00000021384	Susd3	25	18	17	15	31	30	17	18
ENSMUSG00000021385	Ippk	964	955	746	676	1068	1303	1132	1046
ENSMUSG00000021388	Aspn	64	59	46	35	58	81	59	35
ENSMUSG00000021390	Ogn	597	578	245	163	350	482	949	299
ENSMUSG00000021391	Cenpp	111	119	106	95	145	169	127	148
ENSMUSG00000021392	Nol8	1925	1729	1541	1311	2198	2733	2086	2253
ENSMUSG00000021395	Spin1	12364	11328	9807	8551	13355	15980	12753	13160
ENSMUSG00000021396	Nxnl2	0	1	0	1	2	2	0	1
ENSMUSG00000021400	Wrnip1	1676	1604	1410	1235	1891	2146	1910	1805
ENSMUSG00000021403	Serpinb9b	1	1	1	0	1	1	2	2
ENSMUSG00000021404	Serpinb9c	0	0	0	0	0	0	0	0
ENSMUSG00000021408	Ripk1	269	272	234	190	296	325	338	286
ENSMUSG00000021411	Pxdc1	149	134	133	88	202	234	179	172
ENSMUSG00000021413	Prpf4b	5047	4754	3940	3276	5486	6884	5200	5554
ENSMUSG00000021414	Fam217a	25	31	25	20	34	22	40	39
ENSMUSG00000021415	4933417A18Rik	0	0	0	0	0	0	0	1
ENSMUSG00000021416	Eci3	8	17	5	12	14	16	14	5
ENSMUSG00000021417	Eci2	492	444	345	318	498	651	527	538
ENSMUSG00000021418	Rpp40	171	178	138	115	216	227	166	215
ENSMUSG00000021420	Fars2	412	435	332	254	516	636	433	504
ENSMUSG00000021423	Ly86	262	277	232	198	275	312	254	255
ENSMUSG00000021427	Ssr1	7014	6781	5380	4617	7514	9275	7804	8149
ENSMUSG00000021428	Riok1	473	490	396	336	532	703	539	542
ENSMUSG00000021431	Snrnp48	576	507	418	356	627	805	537	675
ENSMUSG00000021432	Slc35b3	177	176	142	137	193	252	193	191
ENSMUSG00000021439	Ctsq	0	0	0	0	0	0	0	0
ENSMUSG00000021440	Cts7	0	0	0	0	0	0	0	0
ENSMUSG00000021441	Cts6	1	0	0	0	0	0	0	0
ENSMUSG00000021448	Shc3	1940	1615	1341	1185	2037	2639	1899	1794
ENSMUSG00000021451	Sema4d	1804	1763	1591	1165	2021	2473	1994	2054
ENSMUSG00000021453	Gadd45g	312	316	234	209	387	520	411	484
ENSMUSG00000021456	Fbp2	1	1	2	0	1	0	2	2
ENSMUSG00000021457	Syk	112	155	90	71	145	181	145	149
ENSMUSG00000021458	2010111I01Rik	447	422	299	310	495	531	460	358
ENSMUSG00000021460	Auh	1321	1211	941	811	1482	1696	1367	1393
ENSMUSG00000021461	Fancc	95	99	80	57	94	120	96	76
ENSMUSG00000021464	Ror2	25	16	17	14	22	37	37	23
ENSMUSG00000021466	Ptch1	2391	2027	2063	1529	2669	3104	2585	2297
ENSMUSG00000021468	Sptlc1	968	968	688	669	1093	1423	999	1055
ENSMUSG00000021469	Msx2	14	14	9	13	17	17	15	13
ENSMUSG00000021470	Ercc6l2	892	914	722	613	1008	1226	994	1025
ENSMUSG00000021474	Sfxn1	1871	1805	1455	1249	2264	2447	2084	2146
ENSMUSG00000021476	Habp4	4863	4078	3691	3109	5550	6840	5172	5142
ENSMUSG00000021477	Ctsl	1912	1939	1409	1163	2119	2559	2177	2020
ENSMUSG00000021478	Drd1	248	245	153	148	235	249	325	290
ENSMUSG00000021481	Zfp346	820	848	611	621	958	1097	959	951
ENSMUSG00000021482	Aaed1	192	194	155	114	202	254	220	208
ENSMUSG00000021483	Cdk20	143	115	102	70	150	190	103	159
ENSMUSG00000021484	Lman2	2856	2682	2165	1827	3018	3624	2925	3245
ENSMUSG00000021485	Mxd3	8	9	15	12	13	17	18	19
ENSMUSG00000021486	Prelid1	1585	1317	1351	1042	1887	2267	1700	1719
ENSMUSG00000021488	Nsd1	10229	9331	8111	6154	10409	14177	10543	10956
ENSMUSG00000021490	Slc34a1	0	1	0	1	1	1	0	0
ENSMUSG00000021492	F12	2	7	1	1	3	1	8	4
ENSMUSG00000021493	Pdlim7	545	499	446	306	620	705	548	522
ENSMUSG00000021494	Ddx41	895	843	629	579	1098	1288	934	980
ENSMUSG00000021495	Fam193b	932	824	671	480	991	1070	764	852
ENSMUSG00000021496	Pcbd2	96	120	59	83	129	151	115	132
ENSMUSG00000021497	Txndc15	1586	1441	1256	1025	1859	2031	1692	1683
ENSMUSG00000021499	Catsper3	5	4	3	3	3	6	3	6
ENSMUSG00000021500	Ddx46	3935	4019	3243	2701	4936	5477	4771	4221
ENSMUSG00000021501	Caml	907	974	1008	760	1253	1382	1168	1072
ENSMUSG00000021504	B4galt7	436	455	358	330	518	555	490	564
ENSMUSG00000021506	Pitx1	0	0	0	1	0	1	0	0
ENSMUSG00000021508	Cxcl14	2321	2017	1874	1554	2671	3147	2496	2612
ENSMUSG00000021509	Slc25a48	4	3	2	1	7	4	2	1
ENSMUSG00000021510	Zfp729a	1364	1264	1091	926	1542	1765	1433	1506
ENSMUSG00000021514	Zfp369	1050	970	803	767	1055	1599	995	1307
ENSMUSG00000021518	Ptdss1	1800	1605	1317	1103	1930	2311	1816	1726
ENSMUSG00000021519	Mterf3	434	435	314	278	470	575	498	477
ENSMUSG00000021520	Uqcrb	993	954	762	738	1060	1225	1066	1042
ENSMUSG00000021532	Fastkd3	295	327	253	207	350	397	362	324
ENSMUSG00000021534	1700001L19Rik	507	492	343	363	514	628	532	608
ENSMUSG00000021536	Adcy2	4281	3906	3112	2873	4748	6131	4712	4696
ENSMUSG00000021537	Cetn3	1411	1349	1024	1027	1692	2182	1714	1501
ENSMUSG00000021538	Il9	0	0	0	0	0	0	0	0
ENSMUSG00000021539	Lect2	1	0	1	2	2	1	2	1
ENSMUSG00000021540	Smad5	2031	1802	1598	1274	2191	2685	2068	2175
ENSMUSG00000021541	Trpc7	134	163	109	88	211	222	176	183
ENSMUSG00000021545	1700067P10Rik	2	2	0	0	0	0	0	0
ENSMUSG00000021546	Hnrnpk	11978	12210	9053	8399	13368	17041	14733	13768
ENSMUSG00000021548	Ccnh	2083	1970	1559	1457	2433	2989	2454	2445
ENSMUSG00000021549	Rasa1	5601	5797	4670	4211	6436	8136	7107	6422
ENSMUSG00000021550	2210016F16Rik	230	198	185	161	294	297	253	265
ENSMUSG00000021552	Gkap1	462	486	383	275	593	680	548	578
ENSMUSG00000021553	Slc28a3	7	22	0	2	9	5	9	3
ENSMUSG00000021555	Naa35	1631	1606	1343	1142	1925	2447	1814	1877
ENSMUSG00000021556	Golm1	5191	4954	4340	3917	6432	7784	5892	6197
ENSMUSG00000021557	Agtpbp1	13733	11968	10280	9307	15101	18455	14269	14207
ENSMUSG00000021559	Dapk1	4555	4472	3411	2785	5228	6513	4653	5399
ENSMUSG00000021565	Slc6a19	5	8	5	4	5	9	3	1
ENSMUSG00000021566	Slc6a19os	0	0	0	0	0	0	0	0
ENSMUSG00000021567	Nkd2	435	356	326	261	556	559	384	473
ENSMUSG00000021569	Trip13	24	29	16	14	27	28	20	22
ENSMUSG00000021572	Cep72	38	32	25	24	44	42	38	38
ENSMUSG00000021573	Tppp	27438	22928	21469	17497	30017	34910	27087	28104
ENSMUSG00000021575	Ahrr	53	50	40	30	56	59	58	50
ENSMUSG00000021576	Pdcd6	1056	959	730	654	1149	1353	1183	1117
ENSMUSG00000021577	Sdha	15704	14458	11753	10694	17560	21216	17149	17447
