id	sym	WT_1	WT_2	P95H_1	P95H_2
ENSG00000136881	BAAT	26	37	36	34
ENSG00000136883	KIF12	1	0	0	0
ENSG00000136888	ATP6V1G1	1761	1595	1624	1648
ENSG00000136891	TEX10	4195	3763	4117	4421
ENSG00000136895	GARNL3	3	1	1	1
ENSG00000136897	MRPL50	1755	1564	1619	1737
ENSG00000136908	DPM2	974	996	843	1005
ENSG00000136918	WDR38	33	62	34	44
ENSG00000136925	TSTD2	893	808	757	853
ENSG00000136928	GABBR2	1	0	0	0
ENSG00000136929	HEMGN	4958	3963	4024	4091
ENSG00000136930	PSMB7	4595	4856	3957	4936
ENSG00000136931	NR5A1	120	175	75	116
ENSG00000136932	TRMO	487	539	396	521
ENSG00000136933	RABEPK	1285	1176	1210	1229
ENSG00000136935	GOLGA1	754	891	712	881
ENSG00000136936	XPA	470	422	460	448
ENSG00000136937	NCBP1	7141	6787	6034	6718
ENSG00000136938	ANP32B	21616	16885	16556	17527
ENSG00000136939	OR1L4	2	0	6	0
ENSG00000136940	PDCL	1394	1214	1198	1172
ENSG00000136942	RPL35	12194	8600	9712	10031
ENSG00000136943	CTSV	233	437	169	482
ENSG00000136944	LMX1B	0	0	0	0
ENSG00000136950	ARPC5L	1699	1885	1550	2062
ENSG00000136960	ENPP2	7	3	3	5
ENSG00000136982	DSCC1	2760	1975	2488	2114
ENSG00000136986	DERL1	5726	6762	5231	7319
ENSG00000136997	MYC	17769	15892	13972	17295
ENSG00000136999	NOV	0	2	1	0
ENSG00000137033	IL33	0	0	0	0
ENSG00000137038	TMEM261	7136	5767	5536	6363
ENSG00000137040	RANBP6	9482	10109	8270	11093
ENSG00000137054	POLR1E	2341	2182	1831	2162
ENSG00000137055	PLAA	3979	4196	3589	4193
ENSG00000137070	IL11RA	102	81	74	89
ENSG00000137073	UBAP2	2955	3407	3045	3438
ENSG00000137074	APTX	1597	1395	1310	1425
ENSG00000137075	RNF38	1585	1369	1427	1453
ENSG00000137076	TLN1	19961	18198	16033	17708
ENSG00000137077	CCL21	0	0	0	0
ENSG00000137078	SIT1	1	2	0	1
ENSG00000137080	IFNA21	0	0	0	0
ENSG00000137090	DMRT1	0	0	0	0
ENSG00000137094	DNAJB5	121	71	88	76
ENSG00000137098	SPAG8	15	20	23	24
ENSG00000137100	DCTN3	818	774	660	785
ENSG00000137101	CD72	28	10	25	25
ENSG00000137103	TMEM8B	14	17	31	27
ENSG00000137106	GRHPR	1910	1477	1706	1784
ENSG00000137124	ALDH1B1	1920	1677	1627	1864
ENSG00000137133	HINT2	510	371	389	362
ENSG00000137135	ARHGEF39	759	682	709	807
ENSG00000137142	IGFBPL1	0	0	0	0
ENSG00000137145	DENND4C	7341	6641	6581	6579
ENSG00000137154	RPS6	146969	91536	121675	106530
ENSG00000137161	CNPY3	2340	1990	1753	2190
ENSG00000137166	FOXP4	2442	2414	1945	2468
ENSG00000137168	PPIL1	3783	3691	3436	3919
ENSG00000137171	KLC4	338	308	264	372
ENSG00000137177	KIF13A	764	592	696	624
ENSG00000137185	ZSCAN9	707	793	750	966
ENSG00000137193	PIM1	9851	6137	8513	7301
ENSG00000137198	GMPR	2160	1619	1772	1804
ENSG00000137200	CMTR1	2673	2722	2237	3173
ENSG00000137203	TFAP2A	39	50	32	66
ENSG00000137204	SLC22A7	0	0	0	0
ENSG00000137207	YIPF3	2595	2782	1997	2783
ENSG00000137210	TMEM14B	982	979	812	872
ENSG00000137216	TMEM63B	1363	1517	1083	1806
ENSG00000137218	FRS3	129	77	105	119
ENSG00000137221	TJAP1	2050	2025	1628	2374
ENSG00000137225	CAPN11	253	188	253	263
ENSG00000137251	TINAG	33	17	17	25
ENSG00000137252	HCRTR2	0	0	1	0
ENSG00000137261	KIAA0319	7	15	3	12
ENSG00000137265	IRF4	4	5	3	5
ENSG00000137266	SLC22A23	1092	1005	881	1168
ENSG00000137267	TUBB2A	84	94	97	120
ENSG00000137269	LRRC1	390	338	339	374
ENSG00000137270	GCM1	44	47	40	58
ENSG00000137273	FOXF2	0	0	0	0
ENSG00000137274	BPHL	65	70	77	87
ENSG00000137275	RIPK1	1742	1875	1494	1907
ENSG00000137285	TUBB2B	13	9	9	10
ENSG00000137288	UQCC2	1463	1098	1155	1218
ENSG00000137309	HMGA1	28458	17826	22553	20876
ENSG00000137310	TCF19	2026	2120	1616	2088
ENSG00000137312	FLOT1	4755	4700	3669	4604
ENSG00000137331	IER3	56	99	46	84
ENSG00000137337	MDC1	7571	6730	6005	7088
ENSG00000137338	PGBD1	721	791	649	842
ENSG00000137343	ATAT1	110	143	84	176
ENSG00000137364	TPMT	1456	1339	1091	1280
ENSG00000137392	CLPS	0	0	0	0
ENSG00000137393	RNF144B	198	166	125	172
ENSG00000137404	NRM	1071	1072	920	1113
ENSG00000137409	MTCH1	4261	4176	3412	4294
ENSG00000137411	VARS2	3004	3765	2167	3960
ENSG00000137413	TAF8	3057	2748	2566	2626
ENSG00000137414	FAM8A1	2069	1404	1708	1987
ENSG00000137434	C6orf52	16	9	24	15
ENSG00000137440	FGFBP1	0	0	0	0
ENSG00000137441	FGFBP2	0	1	0	0
ENSG00000137449	CPEB2	2	3	4	6
ENSG00000137460	FHDC1	171	238	167	202
ENSG00000137462	TLR2	0	0	0	0
ENSG00000137463	MGARP	3	3	5	6
ENSG00000137473	TTC29	1	3	0	2
ENSG00000137474	MYO7A	2	5	7	0
ENSG00000137478	FCHSD2	1512	1445	1360	1649
ENSG00000137486	ARRB1	3932	2521	3309	3075
ENSG00000137491	SLCO2B1	28	25	21	34
ENSG00000137492	THAP12	5906	5180	4959	5414
ENSG00000137494	ANKRD42	175	188	152	187
ENSG00000137496	IL18BP	145	194	153	224
ENSG00000137497	NUMA1	3547	3591	2982	3556
ENSG00000137500	CCDC90B	1109	970	846	937
ENSG00000137501	SYTL2	92	68	79	76
ENSG00000137502	RAB30	551	454	502	504
ENSG00000137504	CREBZF	3970	3336	2923	3900
ENSG00000137507	LRRC32	191	129	145	165
ENSG00000137509	PRCP	426	393	345	499
ENSG00000137513	NARS2	1155	907	1054	1091
ENSG00000137522	RNF121	484	576	406	587
ENSG00000137547	MRPL15	3882	3534	3189	3613
ENSG00000137558	PI15	33	29	36	66
ENSG00000137561	TTPA	56	48	58	62
ENSG00000137563	GGH	4558	3820	3384	4069
ENSG00000137571	SLCO5A1	0	1	0	0
ENSG00000137573	SULF1	1	0	0	0
ENSG00000137574	TGS1	4562	4545	4216	4641
ENSG00000137575	SDCBP	2730	2032	2145	2264
ENSG00000137601	NEK1	1989	2004	1752	1907
ENSG00000137628	DDX60	1528	1820	1355	1401
ENSG00000137634	NXPE4	1	3	0	1
ENSG00000137642	SORL1	0	0	1	0
ENSG00000137648	TMPRSS4	1	1	0	3
ENSG00000137656	BUD13	1831	1393	1551	1546
ENSG00000137672	TRPC6	14	18	6	9
ENSG00000137673	MMP7	0	0	0	0
ENSG00000137674	MMP20	0	0	0	0
ENSG00000137675	MMP27	0	0	0	0
ENSG00000137691	C11orf70	0	0	0	0
ENSG00000137692	DCUN1D5	2952	2225	2284	2492
ENSG00000137693	YAP1	0	0	0	0
ENSG00000137699	TRIM29	42	8	36	15
ENSG00000137700	SLC37A4	1638	1354	1327	1866
ENSG00000137707	BTG4	2	2	0	0
ENSG00000137709	POU2F3	0	4	1	12
ENSG00000137710	RDX	5376	4868	4403	4990
ENSG00000137713	PPP2R1B	4700	3950	3936	3967
ENSG00000137714	FDX1	1128	902	866	897
ENSG00000137720	C11orf1	551	463	526	559
ENSG00000137726	FXYD6	0	0	1	0
ENSG00000137727	ARHGAP20	4	5	3	10
ENSG00000137731	FXYD2	0	0	0	0
ENSG00000137745	MMP13	0	0	0	1
ENSG00000137747	TMPRSS13	68	70	50	65
ENSG00000137752	CASP1	6	19	14	13
ENSG00000137757	CASP5	0	0	0	0
ENSG00000137760	ALKBH8	738	795	740	856
ENSG00000137764	MAP2K5	1606	1195	1208	1333
ENSG00000137766	UNC13C	0	0	0	0
ENSG00000137767	SQRDL	10	4	2	3
ENSG00000137770	CTDSPL2	7729	6568	6434	6910
ENSG00000137776	SLTM	8830	8395	8060	9280
ENSG00000137801	THBS1	73882	203128	44893	128469
ENSG00000137802	MAPKBP1	1621	1700	1409	1703
ENSG00000137804	NUSAP1	7505	7364	8222	8729
ENSG00000137806	NDUFAF1	1465	1243	1165	1236
ENSG00000137807	KIF23	4376	5305	4536	5755
ENSG00000137808	RP11-809H16.2	0	0	0	0
ENSG00000137809	ITGA11	116	63	134	92
ENSG00000137812	CASC5	13006	16785	11968	15496
ENSG00000137814	HAUS2	3029	2777	2504	2703
ENSG00000137815	RTF1	5718	5186	4746	5383
ENSG00000137817	PARP6	2070	2209	2017	2621
ENSG00000137818	RPLP1	42137	27955	33266	30956
ENSG00000137819	PAQR5	44	18	45	38
ENSG00000137821	LRRC49	289	312	262	323
ENSG00000137822	TUBGCP4	3281	2418	2883	2934
ENSG00000137824	RMDN3	2447	2525	2011	2945
ENSG00000137825	ITPKA	197	196	117	190
ENSG00000137831	UACA	2639	1896	2282	2044
ENSG00000137834	SMAD6	2283	3680	1751	3669
ENSG00000137841	PLCB2	6615	6426	5755	8041
ENSG00000137842	TMEM62	683	749	568	792
ENSG00000137843	PAK6	24	12	28	27
ENSG00000137845	ADAM10	16824	17042	14231	17843
ENSG00000137857	DUOX1	53	72	71	75
ENSG00000137860	SLC28A2	14	14	13	11
ENSG00000137868	STRA6	1692	1993	1362	2104
ENSG00000137869	CYP19A1	4	6	5	4
ENSG00000137871	ZNF280D	703	629	542	754
ENSG00000137872	SEMA6D	0	0	0	0
ENSG00000137875	BCL2L10	10	4	0	0
ENSG00000137876	RSL24D1	10975	7692	8704	8346
ENSG00000137877	SPTBN5	42	79	36	64
ENSG00000137878	GCOM1	80	104	72	120
ENSG00000137880	GCHFR	19	9	15	13
ENSG00000137936	BCAR3	63	79	66	72
ENSG00000137941	TTLL7	892	1057	743	1065
ENSG00000137942	FNBP1L	3125	2937	2354	2628
ENSG00000137944	KYAT3	2360	1833	2157	2067
ENSG00000137947	GTF2B	3190	2693	2730	2881
ENSG00000137948	BRDT	0	2	0	0
ENSG00000137955	RABGGTB	11176	11250	9998	15868
ENSG00000137959	IFI44L	5	28	9	17
ENSG00000137960	GIPC2	8	10	13	12
ENSG00000137962	ARHGAP29	81	33	56	45
ENSG00000137965	IFI44	1304	1642	1171	1623
ENSG00000137968	SLC44A5	360	304	325	396
ENSG00000137970	RPL7P9	261	183	251	214
ENSG00000137975	CLCA2	7	3	3	2
ENSG00000137976	DNASE2B	10	2	1	2
ENSG00000137992	DBT	2657	2171	2339	2135
ENSG00000137996	RTCA	3045	2911	2580	2823
ENSG00000138002	IFT172	1652	1634	1485	1602
ENSG00000138018	EPT1	7996	8603	7253	8795
ENSG00000138028	CGREF1	40	24	38	45
ENSG00000138029	HADHB	5312	4790	4008	4840
ENSG00000138030	KHK	1005	762	667	916
ENSG00000138031	ADCY3	950	1132	816	1038
ENSG00000138032	PPM1B	3691	2913	3247	3092
ENSG00000138035	PNPT1	6247	7321	5832	7333
ENSG00000138036	DYNC2LI1	378	285	280	333
ENSG00000138039	LHCGR	0	1	0	1
ENSG00000138050	THUMPD2	2929	2239	2258	2521
ENSG00000138061	CYP1B1	3	1	2	4
ENSG00000138068	SULT6B1	0	2	1	1
ENSG00000138069	RAB1A	4194	3766	3698	3918
ENSG00000138071	ACTR2	45317	36182	39437	36485
ENSG00000138073	PREB	2345	2317	1876	2415
ENSG00000138074	SLC5A6	6258	8387	5194	8878
ENSG00000138075	ABCG5	3	3	3	4
ENSG00000138078	PREPL	4400	3958	3769	4164
ENSG00000138079	SLC3A1	29	22	24	31
ENSG00000138080	EMILIN1	448	264	403	398
ENSG00000138081	FBXO11	3225	3014	2979	3523
ENSG00000138083	SIX3	1	0	0	0
ENSG00000138085	ATRAID	1469	1338	1177	1617
ENSG00000138092	CENPO	2009	2249	1794	2370
ENSG00000138095	LRPPRC	29419	25344	24460	27312
ENSG00000138100	TRIM54	7	7	4	2
ENSG00000138101	DTNB	723	532	622	635
ENSG00000138107	ACTR1A	4551	4303	3749	4583
ENSG00000138109	CYP2C9	1	0	4	3
ENSG00000138111	MFSD13A	693	514	559	651
ENSG00000138115	CYP2C8	1	3	5	5
ENSG00000138119	MYOF	1	4	0	3
ENSG00000138131	LOXL4	48	68	48	83
ENSG00000138134	STAMBPL1	964	655	696	741
ENSG00000138135	CH25H	0	0	0	1
ENSG00000138136	LBX1	4	3	1	1
ENSG00000138138	ATAD1	2512	2368	2147	2596
ENSG00000138152	BTBD16	0	0	0	0
ENSG00000138160	KIF11	8665	8594	8396	8722
ENSG00000138161	CUZD1	143	88	168	123
ENSG00000138162	TACC2	126	48	57	58
ENSG00000138166	DUSP5	410	390	311	363
ENSG00000138172	CALHM2	127	136	83	113
ENSG00000138175	ARL3	665	522	491	557
ENSG00000138180	CEP55	1412	1404	1339	1419
ENSG00000138182	KIF20B	6371	7512	5979	6874
ENSG00000138185	ENTPD1	3034	2567	2783	2664
ENSG00000138190	EXOC6	2851	2559	2739	2533
ENSG00000138193	PLCE1	638	566	664	620
ENSG00000138207	RBP4	0	0	0	0
ENSG00000138231	DBR1	1882	1873	1606	1873
ENSG00000138246	DNAJC13	5821	5326	4280	5932
ENSG00000138271	GPR87	49	61	74	107
ENSG00000138279	ANXA7	2263	2239	1894	2126
ENSG00000138286	FAM149B1	1460	1205	1331	1269
ENSG00000138303	ASCC1	1115	976	987	1035
ENSG00000138308	PLA2G12B	3	3	3	3
ENSG00000138311	ZNF365	1	0	2	2
ENSG00000138315	OIT3	16	9	9	7
ENSG00000138316	ADAMTS14	6	11	4	3
ENSG00000138326	RPS24	30693	22522	26133	25567
ENSG00000138336	TET1	875	635	860	778
ENSG00000138346	DNA2	1477	1241	1366	1388
ENSG00000138347	MYPN	1	1	4	1
ENSG00000138356	AOX1	15	15	17	12
ENSG00000138363	ATIC	12810	11283	11072	12234
ENSG00000138375	SMARCAL1	3883	3138	2834	3288
ENSG00000138376	BARD1	3613	3129	3244	3253
ENSG00000138378	STAT4	477	353	454	503
ENSG00000138379	MSTN	3	1	1	0
ENSG00000138380	CARF	505	401	500	522
ENSG00000138381	ASNSD1	2405	2350	2064	2468
ENSG00000138382	METTL5	1658	1239	1397	1439
ENSG00000138385	SSB	8821	7351	7543	8220
ENSG00000138386	NAB1	1761	1534	1549	1863
ENSG00000138395	CDK15	5	0	6	1
ENSG00000138398	PPIG	6547	5366	6118	6059
ENSG00000138399	FASTKD1	2288	2129	2146	2478
ENSG00000138400	MDH1B	8	24	4	10
ENSG00000138411	HECW2	99	50	83	98
ENSG00000138413	IDH1	3401	2044	2732	2350
ENSG00000138430	OLA1	8450	6865	7163	7428
ENSG00000138433	CIR1	955	786	823	793
ENSG00000138434	SSFA2	9004	8887	7639	8998
ENSG00000138435	CHRNA1	0	2	0	0
ENSG00000138439	FAM117B	1553	780	1147	920
ENSG00000138442	WDR12	7818	7096	6452	7263
ENSG00000138443	ABI2	6031	4815	4849	4872
ENSG00000138448	ITGAV	2657	3055	2176	3019
ENSG00000138449	SLC40A1	4368	5438	4572	5927
ENSG00000138459	SLC35A5	1837	2128	1687	2142
ENSG00000138463	DIRC2	302	346	274	360
ENSG00000138468	SENP7	1562	1179	1500	1493
ENSG00000138472	GUCA1C	1	1	0	0
ENSG00000138483	CCDC54	1	3	2	0
ENSG00000138495	COX17	1238	968	1027	1048
ENSG00000138496	PARP9	1857	2653	1690	2387
ENSG00000138587	MNS1	376	287	360	385
ENSG00000138592	USP8	5503	4779	4998	4970
ENSG00000138593	SECISBP2L	3762	3678	3040	3462
ENSG00000138594	TMOD3	5934	4774	4833	4755
ENSG00000138600	SPPL2A	2438	2801	1927	2703
ENSG00000138604	GLCE	1886	1931	1781	2119
ENSG00000138606	SHF	36	35	59	55
ENSG00000138613	APH1B	1029	941	897	967
ENSG00000138614	VWA9	3237	3186	2887	3218
ENSG00000138615	CILP	1	1	0	0
ENSG00000138617	PARP16	245	230	179	233
ENSG00000138621	PPCDC	724	622	591	631
ENSG00000138622	HCN4	6	3	7	1
ENSG00000138623	SEMA7A	2698	3711	2410	3504
ENSG00000138629	UBL7	2733	2171	2141	2372
ENSG00000138639	ARHGAP24	76	57	92	73
ENSG00000138640	FAM13A	1749	1533	1553	1734
ENSG00000138641	HERC3	1135	806	925	958
ENSG00000138642	HERC6	765	622	640	710
ENSG00000138646	HERC5	2574	2098	1864	2208
ENSG00000138650	PCDH10	0	0	0	0
ENSG00000138653	NDST4	0	1	2	0
ENSG00000138658	ZGRF1	2328	2238	2001	2556
ENSG00000138660	AP1AR	1222	1097	1044	1145
ENSG00000138663	COPS4	2885	2296	2422	2512
ENSG00000138668	HNRNPD	36859	31774	31550	36173
ENSG00000138669	PRKG2	6178	4061	4658	5161
ENSG00000138670	RASGEF1B	1374	887	1115	1144
ENSG00000138674	SEC31A	9860	9729	8858	9873
ENSG00000138675	FGF5	449	274	425	323
ENSG00000138678	GPAT3	604	611	550	653
ENSG00000138684	IL21	1	0	0	0
ENSG00000138685	FGF2	15	3	21	9
ENSG00000138686	BBS7	1094	910	910	971
ENSG00000138688	KIAA1109	4398	4138	3803	4519
ENSG00000138696	BMPR1B	29	39	29	37
ENSG00000138698	RAP1GDS1	3286	2683	2769	2902
ENSG00000138709	LARP1B	1359	1156	1284	1299
ENSG00000138722	MMRN1	21768	32605	17723	29512
ENSG00000138735	PDE5A	6870	9218	4158	7476
ENSG00000138738	PRDM5	526	438	484	539
ENSG00000138741	TRPC3	104	61	77	97
ENSG00000138744	NAAA	177	220	139	215
ENSG00000138750	NUP54	4575	4716	4237	5124
ENSG00000138755	CXCL9	1	3	0	0
ENSG00000138756	BMP2K	5241	6761	4661	6539
ENSG00000138757	G3BP2	24418	20923	20479	21698
ENSG00000138758	SEPT11	21449	18147	18015	18942
ENSG00000138759	FRAS1	3520	4779	2760	4108
ENSG00000138760	SCARB2	1312	1528	1094	1620
ENSG00000138764	CCNG2	1095	583	812	804
ENSG00000138767	CNOT6L	6701	5377	5821	6075
ENSG00000138768	USO1	8075	7251	6920	7768
ENSG00000138769	CDKL2	83	65	74	48
ENSG00000138771	SHROOM3	33	34	42	37
ENSG00000138772	ANXA3	2998	2201	2047	2263
ENSG00000138777	PPA2	2553	1915	2002	2093
ENSG00000138778	CENPE	7176	8884	7468	8742
ENSG00000138780	GSTCD	2222	1994	1904	2056
ENSG00000138785	INTS12	605	692	565	667
ENSG00000138792	ENPEP	16	4	10	9
ENSG00000138794	CASP6	565	533	385	487
ENSG00000138795	LEF1	2526	2157	2254	2356
ENSG00000138796	HADH	1919	1257	1639	1591
ENSG00000138798	EGF	910	904	809	1075
ENSG00000138801	PAPSS1	3243	2266	2780	2406
ENSG00000138802	SEC24B	2707	2632	2464	2785
ENSG00000138813	C4orf17	2	1	1	4
ENSG00000138814	PPP3CA	3336	2259	2933	2684
ENSG00000138821	SLC39A8	7188	6640	6421	8027
ENSG00000138823	MTTP	15	22	11	17
ENSG00000138829	FBN2	1	3	3	0
ENSG00000138834	MAPK8IP3	1098	1155	1135	1656
ENSG00000138835	RGS3	350	468	231	437
ENSG00000138867	GUCD1	2065	1716	1602	1782
ENSG00000138892	TTLL8	0	0	0	0
ENSG00000138942	RNF185	682	667	601	657
ENSG00000138944	KIAA1644	1	0	1	0
ENSG00000138964	PARVG	560	372	480	443
ENSG00000139044	B4GALNT3	11	21	13	26
ENSG00000139053	PDE6H	3	5	1	4
ENSG00000139055	ERP27	124	113	165	139
ENSG00000139083	ETV6	12879	10091	10343	11052
ENSG00000139112	GABARAPL1	849	795	744	852
ENSG00000139116	KIF21A	561	487	461	590
ENSG00000139117	CPNE8	1258	1284	1037	1374
ENSG00000139131	YARS2	1774	1898	1522	2061
ENSG00000139132	FGD4	3364	2928	2740	3026
ENSG00000139133	ALG10	1361	1441	1245	1501
ENSG00000139144	PIK3C2G	1	3	2	3
ENSG00000139146	FAM60A	8055	5877	6795	6647
ENSG00000139151	PLCZ1	0	3	3	0
ENSG00000139154	AEBP2	4340	3775	3763	4018
ENSG00000139155	SLCO1C1	29	51	34	50
ENSG00000139160	ETFBKMT	163	127	120	141
ENSG00000139163	ETNK1	12935	11304	11455	12424
ENSG00000139168	ZCRB1	3385	2576	2608	2562
ENSG00000139173	TMEM117	467	488	389	510
ENSG00000139174	PRICKLE1	1327	1088	924	1111
ENSG00000139178	C1RL	391	289	387	321
ENSG00000139180	NDUFA9	1610	1304	1221	1477
ENSG00000139182	CLSTN3	1235	1170	1109	1303
ENSG00000139187	KLRG1	511	228	510	403
ENSG00000139190	VAMP1	246	430	283	485
ENSG00000139192	TAPBPL	236	364	267	368
ENSG00000139193	CD27	9	19	19	8
ENSG00000139194	RBP5	190	202	211	256
ENSG00000139197	PEX5	1289	984	946	1124
ENSG00000139200	PIANP	28	40	35	56
ENSG00000139209	SLC38A4	8	11	9	21
ENSG00000139211	AMIGO2	109	181	76	135
ENSG00000139218	SCAF11	18483	19123	15989	18015
ENSG00000139219	COL2A1	3253	2113	2088	2303
ENSG00000139220	PPFIA2	2	0	1	1
ENSG00000139223	ANP32D	17	1	5	6
ENSG00000139233	LLPH	1519	1412	1362	1468
ENSG00000139239	RPL14P1	229	165	201	177
ENSG00000139263	LRIG3	1037	922	845	1146
ENSG00000139266	MARCH9	598	465	492	582
ENSG00000139269	INHBE	31	20	20	11
ENSG00000139278	GLIPR1	238	260	219	395
ENSG00000139287	TPH2	16	8	9	8
ENSG00000139289	PHLDA1	476	217	454	253
ENSG00000139291	TMEM19	1740	1967	1362	1855
ENSG00000139292	LGR5	15	16	17	19
ENSG00000139304	PTPRQ	2	0	2	2
ENSG00000139318	DUSP6	556	317	629	507
ENSG00000139323	POC1B	1433	932	1240	1025
ENSG00000139324	TMTC3	1953	2094	1559	2145
ENSG00000139329	LUM	16	23	12	14
ENSG00000139330	KERA	0	0	0	0
ENSG00000139343	SNRPF	5434	5000	4787	5907
ENSG00000139344	AMDHD1	16	15	12	10
ENSG00000139350	NEDD1	3129	2813	2992	2923
ENSG00000139351	SYCP3	143	55	179	80
ENSG00000139352	ASCL1	3	5	2	4
ENSG00000139354	GAS2L3	0	0	0	0
ENSG00000139364	TMEM132B	0	0	0	1
ENSG00000139370	SLC15A4	612	658	553	718
ENSG00000139372	TDG	5558	5720	4880	5486
ENSG00000139405	RITA1	964	856	863	904
ENSG00000139410	SDSL	227	163	146	109
ENSG00000139428	MMAB	918	587	769	718
ENSG00000139433	GLTP	2130	1919	1683	1963
ENSG00000139436	GIT2	1533	1247	1376	1199
ENSG00000139437	TCHP	2113	2159	1790	2395
ENSG00000139438	FAM222A	319	292	303	318
ENSG00000139445	FOXN4	0	0	1	0
ENSG00000139496	NUP58	8414	7397	7852	7526
ENSG00000139505	MTMR6	2743	2535	2483	2709
ENSG00000139508	SLC46A3	367	527	323	486
ENSG00000139514	SLC7A1	11432	9651	8799	10263
ENSG00000139515	PDX1	0	0	0	0
ENSG00000139517	LNX2	1368	1257	1167	1178
ENSG00000139531	SUOX	776	790	622	815
ENSG00000139537	CCDC65	548	326	431	380
ENSG00000139540	SLC39A5	17	7	17	18
ENSG00000139546	TARBP2	1154	1182	875	1114
ENSG00000139547	RDH16	14	10	9	11
ENSG00000139549	DHH	2	10	8	12
ENSG00000139567	ACVRL1	169	50	108	106
ENSG00000139572	GPR84	13	10	6	16
ENSG00000139574	NPFF	0	0	0	0
ENSG00000139579	NABP2	2817	2292	2480	2312
ENSG00000139597	N4BP2L1	558	227	455	311
ENSG00000139610	CELA1	4	5	2	16
ENSG00000139613	SMARCC2	7311	7676	6626	8456
ENSG00000139618	BRCA2	5132	5902	4517	5078
ENSG00000139620	KANSL2	2971	2798	2386	2864
ENSG00000139624	CERS5	1575	1410	1369	1409
ENSG00000139625	MAP3K12	1107	964	920	1184
ENSG00000139626	ITGB7	27	42	32	58
ENSG00000139629	GALNT6	1674	1183	1421	1461
ENSG00000139631	CSAD	311	237	233	330
ENSG00000139636	LMBR1L	1167	1040	853	1201
ENSG00000139637	C12orf10	1325	1023	1035	1083
ENSG00000139641	ESYT1	12372	16234	11621	17671
ENSG00000139644	TMBIM6	28380	33126	22591	32614
ENSG00000139645	ANKRD52	7323	7623	5874	7715
ENSG00000139648	KRT71	0	0	0	0
ENSG00000139651	ZNF740	3121	2743	2596	3109
ENSG00000139656	SMIM2	5	1	4	0
ENSG00000139668	WDFY2	2791	2632	2388	2948
ENSG00000139675	HNRNPA1L2	413	285	275	365
ENSG00000139679	LPAR6	168	116	214	105
ENSG00000139684	ESD	5664	3789	4366	4252
ENSG00000139687	RB1	7323	6695	6355	6712
ENSG00000139697	SBNO1	15692	13557	13559	13892
ENSG00000139714	MORN3	171	147	142	134
ENSG00000139718	SETD1B	4962	5808	4197	5315
ENSG00000139719	VPS33A	648	626	505	651
ENSG00000139722	VPS37B	4225	4220	3158	4042
ENSG00000139725	RHOF	205	124	96	152
ENSG00000139726	DENR	8519	7575	7637	7877
ENSG00000139734	DIAPH3	2698	2376	2231	2527
ENSG00000139737	SLAIN1	1280	999	1134	1211
ENSG00000139746	RBM26	5982	6116	5707	7166
ENSG00000139767	SRRM4	0	0	0	0
ENSG00000139780	METTL21C	18	36	19	27
ENSG00000139793	MBNL2	3483	2293	3014	2482
ENSG00000139797	RNF113B	0	0	0	0
ENSG00000139800	ZIC5	0	0	0	0
ENSG00000139826	ABHD13	1599	2081	1545	2213
ENSG00000139832	RAB20	280	162	205	163
ENSG00000139835	GRTP1	153	175	110	151
ENSG00000139842	CUL4A	8972	8256	7523	8619
ENSG00000139865	TTC6	0	0	0	0
ENSG00000139874	SSTR1	0	0	0	0
ENSG00000139880	CDH24	461	562	359	571
ENSG00000139890	REM2	3	4	9	3
ENSG00000139899	CBLN3	2	13	1	5
ENSG00000139908	TSSK4	97	111	101	102
ENSG00000139910	NOVA1	0	0	0	0
ENSG00000139914	FITM1	1	4	0	3
ENSG00000139915	MDGA2	9	8	8	18
ENSG00000139921	TMX1	5273	5992	4909	6256
ENSG00000139926	FRMD6	221	150	147	164
ENSG00000139946	PELI2	1485	764	1237	911
ENSG00000139970	RTN1	10934	8601	7826	10142
ENSG00000139971	C14orf37	10	5	2	5
ENSG00000139973	SYT16	1	0	1	0
ENSG00000139974	SLC38A6	240	272	177	381
ENSG00000139977	NAA30	1891	1678	1524	1756
ENSG00000139985	ADAM21	41	32	33	36
ENSG00000139988	RDH12	1	4	5	4
ENSG00000139990	DCAF5	2672	2786	2315	2891
ENSG00000139998	RAB15	596	565	556	582
ENSG00000140006	WDR89	1379	1180	1324	1180
ENSG00000140009	ESR2	4	4	6	6
ENSG00000140015	KCNH5	0	0	3	0
ENSG00000140022	STON2	10911	11898	9907	11744
ENSG00000140025	EFCAB11	278	274	268	311
ENSG00000140030	GPR65	396	293	377	367
ENSG00000140043	PTGR2	328	207	263	265
ENSG00000140044	JDP2	429	126	264	150
ENSG00000140057	AK7	8	0	3	0
ENSG00000140067	FAM181A	0	0	0	0
ENSG00000140090	SLC24A4	0	2	1	3
ENSG00000140092	FBLN5	1	1	1	2
ENSG00000140093	SERPINA10	0	1	0	0
ENSG00000140104	C14orf79	25	65	40	43
ENSG00000140105	WARS	3446	2765	3207	2850
ENSG00000140107	SLC25A47	2	0	0	0
ENSG00000140153	WDR20	1007	1029	911	991
ENSG00000140157	NIPA2	4791	4968	4092	5069
ENSG00000140199	SLC12A6	6652	5570	5847	6010
ENSG00000140254	DUOXA1	0	1	0	0
ENSG00000140259	MFAP1	3932	3219	3214	3459
ENSG00000140262	TCF12	9195	9167	8516	9326
ENSG00000140263	SORD	3227	2864	2844	3026
