id	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000103245	NARFL	243	288	218	236	297	211
ENSG00000103248	MTHFSD	78	106	95	160	116	66
ENSG00000103249	CLCN7	112	177	139	331	199	107
ENSG00000103253	HAGHL	19	23	17	22	41	19
ENSG00000103254	FAM173A	109	321	139	104	289	120
ENSG00000103257	SLC7A5	31	37	56	126	42	72
ENSG00000103260	METRN	358	603	395	278	560	344
ENSG00000103264	FBXO31	262	321	247	387	331	217
ENSG00000103266	STUB1	325	514	295	298	478	284
ENSG00000103269	RHBDL1	30	37	17	26	33	14
ENSG00000103274	NUBP1	68	74	62	70	79	57
ENSG00000103275	UBE2I	105	119	124	255	170	128
ENSG00000103310	ZP2	0	0	2	4	2	1
ENSG00000103313	MEFV	3	5	2	8	7	5
ENSG00000103316	CRYM	0	7	4	2	8	2
ENSG00000103319	EEF2K	194	205	228	265	220	143
ENSG00000103326	CAPN15	239	387	265	384	383	213
ENSG00000103335	PIEZO1	1070	1382	1430	5092	1735	1490
ENSG00000103342	GSPT1	1936	1323	2052	2709	1911	1316
ENSG00000103343	ZNF174	69	83	87	60	87	69
ENSG00000103351	CLUAP1	130	111	118	106	110	75
ENSG00000103353	UBFD1	393	345	391	509	381	291
ENSG00000103356	EARS2	681	668	650	792	767	603
ENSG00000103363	TCEB2	1391	1659	1382	1069	1513	1259
ENSG00000103365	GGA2	275	183	259	550	292	219
ENSG00000103375	AQP8	1	0	0	3	0	1
ENSG00000103381	CPPED1	291	222	283	473	374	270
ENSG00000103404	USP31	195	111	170	386	212	148
ENSG00000103415	HMOX2	780	780	624	541	762	547
ENSG00000103423	DNAJA3	638	769	710	947	809	609
ENSG00000103429	BFAR	843	677	906	889	901	682
ENSG00000103472	RRN3P2	16	10	14	21	13	9
ENSG00000103479	RBL2	508	354	480	713	545	337
ENSG00000103485	QPRT	425	331	551	478	390	463
ENSG00000103489	XYLT1	1003	879	1399	2724	1290	1378
ENSG00000103490	PYCARD	25	34	23	17	43	16
ENSG00000103494	RPGRIP1L	76	52	72	97	88	51
ENSG00000103495	MAZ	190	177	180	171	196	151
ENSG00000103496	STX4	67	72	67	158	116	71
ENSG00000103502	CDIPT	487	508	510	568	524	468
ENSG00000103507	BCKDK	337	255	318	573	335	303
ENSG00000103510	KAT8	181	229	198	234	283	209
ENSG00000103512	NOMO1	135	144	161	419	170	199
ENSG00000103522	IL21R	170	188	439	227	170	364
ENSG00000103528	SYT17	18	12	18	18	9	12
ENSG00000103534	TMC5	4	3	8	10	5	5
ENSG00000103540	CCP110	65	53	55	163	80	53
ENSG00000103544	C16orf62	495	354	424	729	454	399
ENSG00000103546	SLC6A2	0	2	0	0	0	0
ENSG00000103549	RNF40	732	920	680	753	868	569
ENSG00000103550	KNOP1	104	110	116	138	123	88
ENSG00000103591	AAGAB	427	409	475	391	499	304
ENSG00000103599	IQCH	15	6	16	14	14	6
ENSG00000103642	LACTB	189	214	191	316	380	154
ENSG00000103647	CORO2B	44	51	43	137	61	43
ENSG00000103653	CSK	74	98	83	288	126	84
ENSG00000103657	HERC1	2030	1565	2196	3317	2323	1768
ENSG00000103671	TRIP4	85	54	52	183	108	77
ENSG00000103707	MTFMT	255	240	280	243	290	238
ENSG00000103710	RASL12	1	7	0	2	2	0
ENSG00000103723	AP3B2	379	317	414	528	411	362
ENSG00000103740	ACSBG1	10	5	5	17	7	8
ENSG00000103742	IGDCC4	5	9	3	12	12	4
ENSG00000103769	RAB11A	1211	859	1350	1173	1266	995
ENSG00000103811	CTSH	10	3	7	10	10	7
ENSG00000103832	GOLGA8UP	0	0	1	1	0	0
ENSG00000103852	TTC23	193	179	194	273	246	141
ENSG00000103855	CD276	562	510	690	1407	696	691
ENSG00000103876	FAH	1828	1759	2071	1736	1997	2124
ENSG00000103888	CEMIP	17	13	31	41	18	35
ENSG00000103932	RPAP1	167	189	221	552	251	233
ENSG00000103942	HOMER2	58	98	80	64	94	51
ENSG00000103966	EHD4	116	108	108	188	129	104
ENSG00000103978	TMEM87A	1001	880	962	985	1095	701
ENSG00000103994	ZNF106	11103	6954	10962	16324	11015	8270
ENSG00000103995	CEP152	11	14	10	22	24	15
ENSG00000104043	ATP8B4	20	14	14	10	9	6
ENSG00000104044	OCA2	4	15	8	13	15	4
ENSG00000104047	DTWD1	183	109	175	265	157	90
ENSG00000104055	TGM5	0	0	3	2	3	2
ENSG00000104059	FAM189A1	0	0	1	0	0	0
ENSG00000104064	GABPB1	251	242	262	271	369	211
ENSG00000104067	TJP1	608	446	540	1089	705	434
ENSG00000104081	BMF	3	1	4	7	6	8
ENSG00000104093	DMXL2	555	375	548	1031	758	467
ENSG00000104112	SCG3	0	0	0	3	1	2
ENSG00000104129	DNAJC17	88	125	78	83	101	74
ENSG00000104131	EIF3J	473	267	462	877	515	375
ENSG00000104133	SPG11	1217	943	1162	1651	1446	943
ENSG00000104140	RHOV	0	0	1	1	0	0
ENSG00000104142	VPS18	505	558	586	593	559	471
ENSG00000104147	OIP5	2	6	3	5	5	4
ENSG00000104154	SLC30A4	87	80	117	164	114	78
ENSG00000104164	BLOC1S6	606	556	661	712	798	450
ENSG00000104177	MYEF2	107	62	94	246	97	76
ENSG00000104205	SGK3	18	13	14	11	28	9
ENSG00000104213	PDGFRL	0	0	0	0	1	0
ENSG00000104218	CSPP1	109	67	90	116	103	69
ENSG00000104219	ZDHHC2	455	272	432	440	428	354
ENSG00000104221	BRF2	72	106	85	104	126	89
ENSG00000104228	TRIM35	1045	1182	1044	1254	1177	829
ENSG00000104231	ZFAND1	315	245	313	301	385	213
ENSG00000104237	RP1	149	85	137	229	172	96
ENSG00000104267	CA2	4	2	5	2	0	3
ENSG00000104290	FZD3	11	10	16	15	5	9
ENSG00000104299	INTS9	146	122	140	200	131	117
ENSG00000104312	RIPK2	89	48	89	296	189	100
ENSG00000104313	EYA1	0	1	2	0	0	0
ENSG00000104320	NBN	714	525	579	1208	1231	473
ENSG00000104321	TRPA1	7	3	4	9	6	1
ENSG00000104324	CPQ	337	318	380	386	408	336
ENSG00000104325	DECR1	2977	2709	3196	3689	3708	2357
ENSG00000104327	CALB1	5	2	3	11	11	8
ENSG00000104331	IMPAD1	4732	3860	4964	6269	6238	3786
ENSG00000104332	SFRP1	1268	1274	1323	1792	1798	893
ENSG00000104341	LAPTM4B	406	278	518	398	350	361
ENSG00000104343	UBE2W	620	429	694	590	704	483
ENSG00000104356	POP1	173	159	185	181	214	133
ENSG00000104361	NIPAL2	339	219	365	385	425	256
ENSG00000104365	IKBKB	134	141	144	251	212	136
ENSG00000104368	PLAT	42	76	57	48	84	45
ENSG00000104369	JPH1	1	0	0	1	3	0
ENSG00000104371	DKK4	1	1	0	2	0	0
ENSG00000104375	STK3	281	216	259	321	322	228
ENSG00000104381	GDAP1	11	17	17	12	23	7
ENSG00000104388	RAB2A	1989	1385	2000	1759	2200	1421
ENSG00000104408	EIF3E	5471	3283	4805	4127	5193	3221
ENSG00000104412	EMC2	209	134	191	286	277	107
ENSG00000104413	ESRP1	1	2	0	0	4	0
ENSG00000104415	WISP1	5	0	16	10	5	13
ENSG00000104419	NDRG1	226	241	162	316	311	161
ENSG00000104427	ZC2HC1A	16	9	15	18	20	6
ENSG00000104432	IL7	1	3	4	4	5	2
ENSG00000104435	STMN2	0	0	1	0	1	0
ENSG00000104442	ARMC1	626	338	669	626	580	469
ENSG00000104447	TRPS1	843	536	1017	1057	844	651
ENSG00000104450	SPAG1	26	20	17	42	33	24
ENSG00000104472	CHRAC1	85	74	80	99	94	52
ENSG00000104490	NCALD	267	178	261	263	188	198
ENSG00000104497	SNX16	321	246	297	395	400	174
ENSG00000104517	UBR5	2105	1635	2222	3141	2569	1736
ENSG00000104518	GSDMD	127	173	80	158	171	89
ENSG00000104522	TSTA3	367	284	267	294	270	245
ENSG00000104524	PYCRL	205	239	199	227	223	176
ENSG00000104529	EEF1D	933	847	751	635	872	686
ENSG00000104537	ANXA13	2	0	3	4	3	2
ENSG00000104549	SQLE	1274	746	1339	1373	1094	966
ENSG00000104611	SH2D4A	127	90	151	199	143	103
ENSG00000104613	INTS10	838	780	885	811	986	626
ENSG00000104626	ERI1	196	146	170	233	220	122
ENSG00000104635	SLC39A14	601	561	784	1398	1139	875
ENSG00000104643	MTMR9	395	285	486	457	505	378
ENSG00000104660	LEPROTL1	298	195	266	265	256	212
ENSG00000104671	DCTN6	254	189	239	246	291	156
ENSG00000104679	R3HCC1	337	395	388	323	388	300
ENSG00000104687	GSR	1121	1307	1230	1186	1735	947
ENSG00000104689	TNFRSF10A	184	190	229	172	212	180
ENSG00000104691	UBXN8	223	137	198	142	181	120
ENSG00000104695	PPP2CB	392	371	425	651	698	444
ENSG00000104714	ERICH1	30	17	27	58	39	23
ENSG00000104722	NEFM	23	19	21	15	30	14
ENSG00000104723	TUSC3	253	285	365	220	358	290
ENSG00000104728	ARHGEF10	70	86	95	177	104	84
ENSG00000104731	KLHDC4	210	234	166	205	226	142
ENSG00000104738	MCM4	186	200	216	201	232	152
ENSG00000104756	KCTD9	241	160	220	479	328	220
ENSG00000104760	FGL1	0	0	0	1	0	0
ENSG00000104763	ASAH1	5899	4863	6248	6229	7545	4609
ENSG00000104765	BNIP3L	3979	2507	3792	4465	3724	2708
ENSG00000104774	MAN2B1	598	610	624	817	696	600
ENSG00000104783	KCNN4	0	0	0	1	0	1
ENSG00000104804	TULP2	1	0	2	0	0	1
ENSG00000104805	NUCB1	1135	1426	1351	1524	1572	1086
ENSG00000104808	DHDH	0	0	0	0	1	0
ENSG00000104812	GYS1	1732	1699	1943	2509	1828	1817
ENSG00000104814	MAP4K1	14	8	7	14	10	6
ENSG00000104823	ECH1	491	497	410	1318	531	437
ENSG00000104824	HNRNPL	560	392	671	925	617	479
ENSG00000104825	NFKBIB	59	67	68	105	115	70
ENSG00000104826	LHB	1	0	0	0	1	0
ENSG00000104833	TUBB4A	4	1	1	5	0	2
ENSG00000104835	SARS2	20	16	14	23	21	15
ENSG00000104848	KCNA7	4	4	2	8	2	3
ENSG00000104852	SNRNP70	452	998	598	746	1018	423
ENSG00000104853	CLPTM1	512	360	748	1839	536	783
ENSG00000104856	RELB	36	35	35	154	114	71
ENSG00000104859	CLASRP	37	85	56	83	73	31
ENSG00000104863	LIN7B	23	33	14	21	33	14
ENSG00000104866	PPP1R37	204	317	237	265	321	206
ENSG00000104870	FCGRT	1059	1300	975	1139	1351	870
ENSG00000104872	PIH1D1	241	330	178	215	286	212
ENSG00000104879	CKM	1	1	0	1	3	0
ENSG00000104880	ARHGEF18	23	32	21	25	34	17
ENSG00000104881	PPP1R13L	7	4	10	18	8	6
ENSG00000104883	PEX11G	28	42	28	30	36	42
ENSG00000104884	ERCC2	126	123	123	214	139	126
ENSG00000104885	DOT1L	58	55	52	202	77	57
ENSG00000104886	PLEKHJ1	373	492	336	332	485	313
ENSG00000104888	SLC17A7	1	0	2	2	1	4
ENSG00000104889	RNASEH2A	54	60	44	53	60	55
ENSG00000104892	KLC3	2	6	5	15	4	7
ENSG00000104894	CD37	5	3	4	10	4	4
ENSG00000104897	SF3A2	34	41	43	96	47	48
ENSG00000104899	AMH	0	1	1	0	0	0
ENSG00000104901	DKKL1	1	0	1	0	0	5
ENSG00000104903	LYL1	6	5	2	3	7	6
ENSG00000104904	OAZ1	6225	5081	6192	5107	5915	5578
ENSG00000104907	TRMT1	172	219	130	164	200	146
ENSG00000104915	STX10	501	613	418	414	570	444
ENSG00000104921	FCER2	0	2	0	0	0	1
ENSG00000104936	DMPK	522	722	571	509	723	484
ENSG00000104938	CLEC4M	2	4	3	7	2	6
ENSG00000104946	TBC1D17	103	72	117	209	92	94
ENSG00000104951	IL4I1	1	1	0	0	3	0
ENSG00000104953	TLE6	0	0	0	0	1	0
ENSG00000104957	CCDC130	133	141	127	159	150	107
ENSG00000104960	PTOV1	135	170	121	270	170	119
ENSG00000104964	AES	1320	1283	1186	1109	1457	1146
ENSG00000104967	NOVA2	3	2	0	4	1	5
ENSG00000104969	SGTA	380	369	380	467	445	345
ENSG00000104970	KIR3DX1	16	6	20	26	16	11
ENSG00000104972	LILRB1	3	0	3	4	1	4
ENSG00000104973	MED25	52	62	66	169	65	72
ENSG00000104974	LILRA1	0	0	0	0	0	1
ENSG00000104976	SNAPC2	58	87	87	87	71	56
ENSG00000104979	C19orf53	559	522	540	405	496	449
ENSG00000104980	TIMM44	536	613	612	529	616	480
ENSG00000104983	CCDC61	28	44	16	19	27	12
ENSG00000104998	IL27RA	2	2	0	3	0	2
ENSG00000105011	ASF1B	47	28	33	30	48	35
ENSG00000105048	TNNT1	21	18	16	13	28	8
ENSG00000105053	VRK3	199	178	206	247	215	189
ENSG00000105058	FAM32A	625	562	483	494	618	469
ENSG00000105063	PPP6R1	366	378	365	754	444	309
ENSG00000105072	C19orf44	23	25	14	33	28	17
ENSG00000105085	MED26	45	29	39	67	44	35
ENSG00000105088	OLFM2	328	122	237	673	140	213
ENSG00000105122	RASAL3	3	4	7	7	10	12
ENSG00000105127	AKAP8	193	217	213	272	231	143
ENSG00000105131	EPHX3	1	0	0	1	2	0
ENSG00000105135	ILVBL	1425	1194	1125	1426	1224	1066
ENSG00000105136	ZNF419	159	257	176	152	239	219
ENSG00000105137	SYDE1	95	136	112	196	184	116
ENSG00000105141	CASP14	0	1	1	1	0	0
ENSG00000105143	SLC1A6	2	4	6	5	0	4
ENSG00000105146	AURKC	5	2	3	0	1	3
ENSG00000105171	POP4	497	425	503	398	480	392
ENSG00000105173	CCNE1	19	21	21	23	32	17
ENSG00000105176	URI1	801	825	787	731	1021	565
ENSG00000105185	PDCD5	538	396	487	456	616	376
ENSG00000105186	ANKRD27	274	201	231	331	261	192
ENSG00000105193	RPS16	232	103	237	492	255	200
ENSG00000105197	TIMM50	926	702	869	788	834	762
ENSG00000105202	FBL	306	321	279	332	339	254
ENSG00000105204	DYRK1B	86	57	95	173	89	95
ENSG00000105219	CNTD2	3	2	1	2	0	1
ENSG00000105220	GPI	2003	1511	2470	4402	2390	2488
ENSG00000105221	AKT2	2925	2759	3070	3643	3137	2807
ENSG00000105223	PLD3	1601	1810	1878	2486	2169	1603
ENSG00000105227	PRX	43	56	34	53	70	39
ENSG00000105229	PIAS4	196	222	231	225	251	184
ENSG00000105245	NUMBL	147	183	178	340	196	129
ENSG00000105246	EBI3	2	0	0	0	3	0
ENSG00000105248	CCDC94	134	116	109	132	135	90
ENSG00000105251	SHD	0	1	0	0	0	0
ENSG00000105254	TBCB	449	414	493	432	534	453
ENSG00000105255	FSD1	7	9	14	8	3	6
ENSG00000105258	POLR2I	71	28	79	71	58	64
ENSG00000105261	OVOL3	0	1	2	1	0	1
ENSG00000105270	CLIP3	68	47	68	551	101	139
ENSG00000105278	ZFR2	0	1	2	1	2	0
ENSG00000105281	SLC1A5	941	843	1044	1819	1013	861
ENSG00000105287	PRKD2	22	21	27	73	28	30
ENSG00000105290	APLP1	25	32	24	32	25	25
ENSG00000105298	CACTIN	122	175	129	135	160	110
ENSG00000105321	CCDC9	24	28	34	26	43	24
ENSG00000105323	HNRNPUL1	843	561	921	1387	798	651
ENSG00000105325	FZR1	164	251	189	263	317	170
ENSG00000105327	BBC3	80	179	117	211	300	144
ENSG00000105329	TGFB1	20	21	25	112	21	26
ENSG00000105339	DENND3	60	66	54	182	112	49
ENSG00000105341	ATP5SL	414	339	359	387	391	363
ENSG00000105355	PLIN3	495	565	528	655	582	549
ENSG00000105357	MYH14	40	72	65	90	85	65
ENSG00000105364	MRPL4	318	269	329	316	331	264
ENSG00000105366	SIGLEC8	1	1	0	3	0	0
ENSG00000105369	CD79A	5	1	1	0	1	2
ENSG00000105372	RPS19	14116	14630	12176	10892	14135	10967
ENSG00000105373	GLTSCR2	1030	1392	870	1005	1372	834
ENSG00000105374	NKG7	0	0	0	1	0	1
ENSG00000105376	ICAM5	1	2	0	3	2	0
ENSG00000105379	ETFB	1202	1326	970	1162	1259	969
ENSG00000105383	CD33	6	6	0	3	2	4
ENSG00000105388	CEACAM5	1	0	0	1	1	3
ENSG00000105392	CRX	8	11	3	13	10	11
ENSG00000105393	BABAM1	277	254	267	250	263	251
ENSG00000105397	TYK2	458	491	462	830	605	454
ENSG00000105398	SULT2A1	2	2	3	5	2	1
ENSG00000105401	CDC37	912	1018	816	669	1028	682
ENSG00000105402	NAPA	379	444	443	624	546	401
ENSG00000105404	RABAC1	680	793	529	555	735	533
ENSG00000105409	ATP1A3	2	2	0	3	2	0
ENSG00000105419	MEIS3	88	130	116	101	128	114
ENSG00000105426	PTPRS	858	896	971	3293	1070	914
ENSG00000105427	CNFN	5	4	5	4	1	2
ENSG00000105429	MEGF8	420	476	541	1883	509	590
ENSG00000105438	KDELR1	421	257	476	775	459	370
ENSG00000105443	CYTH2	153	125	138	187	166	144
ENSG00000105447	GRWD1	498	613	535	575	637	518
ENSG00000105464	GRIN2D	5	3	2	3	1	1
ENSG00000105472	CLEC11A	40	98	37	31	92	40
ENSG00000105479	CCDC114	3	2	4	5	0	0
ENSG00000105483	CARD8	110	91	107	193	147	115
ENSG00000105486	LIG1	59	79	58	82	90	84
ENSG00000105497	ZNF175	83	71	48	116	83	51
ENSG00000105499	PLA2G4C	58	65	33	91	70	45
ENSG00000105509	HAS1	2	4	4	7	13	6
ENSG00000105514	RAB3D	39	28	54	144	38	50
ENSG00000105516	DBP	63	74	35	53	43	46
ENSG00000105518	TMEM205	128	121	119	133	161	115
ENSG00000105519	CAPS	31	38	35	38	26	21
ENSG00000105520	PLPPR2	127	87	157	359	127	162
ENSG00000105523	FAM83E	0	2	1	2	0	1
ENSG00000105538	RASIP1	13	15	15	10	26	13
ENSG00000105552	BCAT2	401	358	403	395	447	365
ENSG00000105556	MIER2	118	150	141	251	127	153
ENSG00000105559	PLEKHA4	115	48	66	132	62	53
ENSG00000105568	PPP2R1A	2345	2616	2475	3397	2715	2319
ENSG00000105576	TNPO2	247	237	233	766	299	240
ENSG00000105583	WDR83OS	300	224	317	231	273	302
ENSG00000105605	CACNG7	0	0	0	0	0	1
ENSG00000105607	GCDH	490	563	528	522	496	460
ENSG00000105609	LILRB5	0	0	0	1	0	0
ENSG00000105610	KLF1	1	4	0	0	1	0
ENSG00000105612	DNASE2	271	275	268	305	297	270
ENSG00000105613	MAST1	6	1	10	12	4	3
ENSG00000105617	LENG1	71	80	69	55	77	41
ENSG00000105618	PRPF31	222	227	230	224	237	180
ENSG00000105619	TFPT	35	44	38	36	46	23
ENSG00000105639	JAK3	11	9	14	29	18	12
ENSG00000105640	RPL18A	4273	2485	3330	3665	2947	2937
ENSG00000105641	SLC5A5	5	4	6	12	6	4
ENSG00000105642	KCNN1	9	3	7	7	9	3
ENSG00000105643	ARRDC2	23	41	20	27	54	26
ENSG00000105647	PIK3R2	1	0	0	0	1	1
ENSG00000105649	RAB3A	9	12	17	36	17	10
ENSG00000105650	PDE4C	9	9	7	28	10	8
ENSG00000105655	ISYNA1	17	16	17	38	39	21
ENSG00000105656	ELL	49	65	70	98	83	57
ENSG00000105662	CRTC1	26	27	19	81	27	30
ENSG00000105664	COMP	4	2	0	4	3	2
ENSG00000105668	UPK1A	0	0	0	1	1	0
ENSG00000105669	COPE	1164	1163	982	870	1207	978
ENSG00000105671	DDX49	853	914	933	814	968	819
ENSG00000105672	ETV2	5	3	0	3	8	2
ENSG00000105675	ATP4A	1	0	1	1	1	0
ENSG00000105676	ARMC6	351	461	362	433	443	301
ENSG00000105677	TMEM147	522	474	540	472	592	463
ENSG00000105679	GAPDHS	0	0	0	0	0	1
ENSG00000105695	MAG	0	0	0	1	0	0
ENSG00000105696	TMEM59L	2	5	3	14	11	5
ENSG00000105697	HAMP	5	5	7	7	3	4
ENSG00000105698	USF2	474	428	467	495	557	373
ENSG00000105699	LSR	46	29	34	38	36	14
ENSG00000105700	KXD1	271	219	268	300	233	250
ENSG00000105701	FKBP8	2276	2356	2000	1837	2300	1811
ENSG00000105705	SUGP1	150	146	123	129	153	107
ENSG00000105707	HPN	1	3	3	1	2	1
ENSG00000105708	ZNF14	80	80	89	89	78	61
ENSG00000105711	SCN1B	31	62	24	31	56	28
ENSG00000105717	PBX4	6	9	6	8	8	4
ENSG00000105722	ERF	65	75	68	76	64	65
ENSG00000105723	GSK3A	156	142	150	185	162	142
ENSG00000105726	ATP13A1	248	261	292	798	331	317
ENSG00000105732	ZNF574	86	87	76	98	100	68
ENSG00000105737	GRIK5	0	1	1	2	1	0
ENSG00000105738	SIPA1L3	92	104	137	315	122	115
ENSG00000105750	ZNF85	48	33	36	50	44	23
ENSG00000105755	ETHE1	99	95	79	100	88	108
ENSG00000105767	CADM4	4	11	6	11	8	5
ENSG00000105771	SMG9	58	88	65	132	93	62
ENSG00000105778	AVL9	813	597	856	831	767	631
ENSG00000105784	RUNDC3B	2	1	3	4	3	1
ENSG00000105792	CFAP69	32	24	34	57	31	23
ENSG00000105793	GTPBP10	275	185	259	222	295	155
ENSG00000105808	RASA4	7	8	2	5	8	6
ENSG00000105810	CDK6	825	633	1054	1397	1136	825
ENSG00000105819	PMPCB	686	644	727	879	929	544
ENSG00000105821	DNAJC2	95	76	95	180	132	64
ENSG00000105825	TFPI2	11	17	14	22	29	9
ENSG00000105829	BET1	207	223	244	239	278	186
ENSG00000105835	NAMPT	1583	1013	1499	2324	2422	1235
ENSG00000105849	TWISTNB	205	189	168	232	292	146
ENSG00000105851	PIK3CG	0	1	1	0	0	0
ENSG00000105852	PON3	0	0	0	1	2	0
ENSG00000105854	PON2	435	370	495	489	567	332
ENSG00000105855	ITGB8	14	7	16	15	8	12
ENSG00000105856	HBP1	679	635	706	774	855	584
ENSG00000105865	DUS4L	54	56	62	63	73	42
ENSG00000105866	SP4	70	28	61	64	50	34
ENSG00000105875	WDR91	77	65	68	126	80	61
ENSG00000105877	DNAH11	3	2	4	3	7	2
ENSG00000105879	CBLL1	196	111	181	228	194	132
ENSG00000105880	DLX5	0	1	0	0	0	0
ENSG00000105887	MTPN	1634	964	1763	2334	1688	1181
ENSG00000105889	STEAP1B	19	8	18	15	28	15
ENSG00000105894	PTN	7	19	4	4	14	1
ENSG00000105926	MPP6	583	319	475	436	520	347
ENSG00000105928	DFNA5	74	59	69	131	66	60
ENSG00000105939	ZC3HAV1	661	468	750	1147	713	587
ENSG00000105948	TTC26	89	66	73	66	78	61
ENSG00000105953	OGDH	1204	1188	1477	3237	1685	1449
ENSG00000105954	NPVF	0	0	0	0	0	1
ENSG00000105963	ADAP1	42	17	56	33	38	38
ENSG00000105967	TFEC	6	5	12	6	4	4
ENSG00000105968	H2AFV	553	375	405	648	493	327
ENSG00000105971	CAV2	4862	3780	4571	5001	5862	3577
ENSG00000105974	CAV1	15140	9410	14946	19829	15129	11323
ENSG00000105976	MET	451	271	310	590	427	216
ENSG00000105982	RNF32	9	7	9	13	19	16
ENSG00000105983	LMBR1	337	173	370	522	387	321
ENSG00000105989	WNT2	0	0	1	2	1	0
ENSG00000105991	HOXA1	8	5	9	6	7	11
ENSG00000105993	DNAJB6	430	295	469	589	466	307
ENSG00000105996	HOXA2	6	2	5	9	0	4
ENSG00000105997	HOXA3	3	6	13	13	6	7
ENSG00000106003	LFNG	99	110	68	252	212	117
ENSG00000106004	HOXA5	116	111	127	113	154	76
ENSG00000106006	HOXA6	10	7	4	9	4	3
ENSG00000106009	BRAT1	331	510	427	485	482	322
ENSG00000106012	IQCE	57	77	103	124	107	77
ENSG00000106013	ANKRD7	0	1	0	3	0	2
ENSG00000106018	VIPR2	0	0	0	3	0	0
ENSG00000106025	TSPAN12	9	8	18	12	19	15
ENSG00000106028	SSBP1	685	506	645	490	665	483
ENSG00000106031	HOXA13	2	1	0	0	0	0
ENSG00000106034	CPED1	1099	575	1041	1462	1180	882
ENSG00000106049	HIBADH	795	671	856	992	939	678
ENSG00000106052	TAX1BP1	1036	632	953	1533	1088	691
ENSG00000106066	CPVL	2	3	5	1	2	4
ENSG00000106069	CHN2	6	5	4	8	4	5
ENSG00000106070	GRB10	277	292	320	374	321	264
ENSG00000106077	ABHD11	115	129	165	164	152	132
ENSG00000106078	COBL	0	2	2	0	0	0
ENSG00000106080	FKBP14	614	466	569	720	677	411
ENSG00000106086	PLEKHA8	175	184	210	272	226	179
ENSG00000106089	STX1A	20	23	27	21	26	19
ENSG00000106100	NOD1	104	97	94	131	119	72
ENSG00000106105	GARS	864	673	934	1505	985	709
ENSG00000106113	CRHR2	1	0	0	4	0	0
ENSG00000106123	EPHB6	59	80	50	83	82	65
ENSG00000106125	FAM188B	4	6	4	6	8	4
ENSG00000106128	GHRHR	0	0	0	0	1	0
ENSG00000106133	NSUN5P2	0	1	1	1	0	0
ENSG00000106144	CASP2	98	82	151	277	140	137
ENSG00000106153	CHCHD2	2192	1928	1929	1858	2142	1676
ENSG00000106211	HSPB1	247	199	281	357	298	251
ENSG00000106236	NPTX2	0	0	1	0	1	0
ENSG00000106244	PDAP1	433	384	391	463	465	320
ENSG00000106245	BUD31	225	219	239	186	248	170
ENSG00000106246	PTCD1	52	28	37	46	29	36
ENSG00000106258	CYP3A5	43	44	40	125	56	31
ENSG00000106261	ZKSCAN1	763	528	686	1483	859	653
ENSG00000106263	EIF3B	2190	2647	2245	2365	2884	1887
ENSG00000106266	SNX8	146	149	160	268	220	168
ENSG00000106268	NUDT1	53	53	46	59	56	26
ENSG00000106278	PTPRZ1	1	1	2	2	2	2
ENSG00000106290	TAF6	75	64	71	195	89	71
ENSG00000106299	WASL	216	114	264	465	224	184
ENSG00000106302	HYAL4	2	2	1	4	1	1
ENSG00000106305	AIMP2	279	242	281	239	265	193
ENSG00000106327	TFR2	10	4	5	12	4	4
ENSG00000106328	FSCN3	1	0	0	0	0	1
ENSG00000106330	MOSPD3	47	33	56	71	45	44
ENSG00000106333	PCOLCE	271	279	244	435	327	221
ENSG00000106336	FBXO24	9	1	1	7	4	3
ENSG00000106344	RBM28	321	275	347	538	327	246
ENSG00000106346	USP42	47	33	44	85	65	49
ENSG00000106348	IMPDH1	1339	1640	1719	1766	1732	1664
ENSG00000106351	AGFG2	196	245	270	204	236	194
ENSG00000106355	LSM5	211	190	195	154	248	139
ENSG00000106366	SERPINE1	374	423	676	1452	1264	985
ENSG00000106367	AP1S1	632	750	645	473	693	475
ENSG00000106384	MOGAT3	2	0	2	7	1	0
ENSG00000106392	C1GALT1	280	198	257	363	333	196
ENSG00000106397	PLOD3	294	361	389	897	451	375
ENSG00000106399	RPA3	89	102	83	69	93	75
ENSG00000106400	ZNHIT1	2276	2349	2052	1768	2261	2016
ENSG00000106404	CLDN15	31	31	29	61	38	25
ENSG00000106415	GLCCI1	105	53	119	255	94	114
ENSG00000106436	MYL10	2	1	1	1	1	1
ENSG00000106443	PHF14	220	175	184	225	234	130
ENSG00000106459	NRF1	81	61	59	98	82	64
ENSG00000106460	TMEM106B	600	493	566	726	775	381
ENSG00000106462	EZH2	47	61	56	49	81	47
ENSG00000106477	CEP41	72	59	85	80	85	62
ENSG00000106479	ZNF862	37	52	52	98	60	51
ENSG00000106483	SFRP4	22	54	27	19	53	28
ENSG00000106484	MEST	4313	2618	6961	5397	4488	5428
ENSG00000106511	MEOX2	1	0	0	0	3	1
ENSG00000106524	ANKMY2	295	252	248	286	350	195
ENSG00000106526	ACTR3C	0	1	4	5	2	3
ENSG00000106536	POU6F2	0	0	2	2	0	0
ENSG00000106537	TSPAN13	257	172	184	449	294	134
ENSG00000106538	RARRES2	0	0	1	0	1	1
ENSG00000106541	AGR2	1	0	0	1	1	1
ENSG00000106546	AHR	174	255	251	304	535	194
ENSG00000106554	CHCHD3	1294	1068	1164	1117	1107	907
