id	sym	C1	C2	C3	AA157_rep1	AA157_rep2	AA157_rep3
ENSG00000106591	MRPL32	1344	1511	1494	612	544	553
ENSG00000106603	COA1	1555	1601	1476	442	434	512
ENSG00000106605	BLVRA	601	672	650	198	207	273
ENSG00000106608	URGCP	530	592	570	439	471	558
ENSG00000106609	TMEM248	1653	1430	1521	2340	2158	2379
ENSG00000106610	STAG3L4	232	266	254	158	185	168
ENSG00000106615	RHEB	2270	2742	2465	2031	2116	2188
ENSG00000106617	PRKAG2	449	376	453	766	904	796
ENSG00000106624	AEBP1	703	852	789	2038	1453	1760
ENSG00000106628	POLD2	1750	1865	1709	625	587	665
ENSG00000106631	MYL7	6	11	9	2146	2790	2619
ENSG00000106633	GCK	6	14	9	17	13	10
ENSG00000106635	BCL7B	480	466	402	412	403	460
ENSG00000106636	YKT6	2558	2597	2519	3133	3226	3437
ENSG00000106638	TBL2	625	424	446	1117	1085	1218
ENSG00000106648	GALNTL5	1	3	3	0	0	0
ENSG00000106665	CLIP2	625	496	612	468	419	509
ENSG00000106682	EIF4H	7760	8212	7843	4784	4946	5473
ENSG00000106683	LIMK1	1660	1893	1730	1168	1134	1298
ENSG00000106686	SPATA6L	24	14	17	29	24	22
ENSG00000106688	SLC1A1	72	71	77	444	519	727
ENSG00000106689	LHX2	8	2	5	2	5	2
ENSG00000106692	FKTN	848	613	592	806	771	835
ENSG00000106701	FSD1L	255	185	201	112	93	105
ENSG00000106714	CNTNAP3	311	247	252	30	42	50
ENSG00000106723	SPIN1	4244	3833	3911	3635	4194	4389
ENSG00000106733	NMRK1	135	118	122	299	345	347
ENSG00000106771	TMEM245	2592	1874	1854	3478	3542	3755
ENSG00000106772	PRUNE2	259	234	233	149	238	251
ENSG00000106780	MEGF9	120	76	65	873	898	729
ENSG00000106785	TRIM14	487	620	583	60	67	61
ENSG00000106789	CORO2A	322	319	301	593	566	548
ENSG00000106799	TGFBR1	2246	1475	1688	7331	9012	10132
ENSG00000106803	SEC61B	1478	1554	1553	1353	1549	1575
ENSG00000106804	C5	39	12	18	77	113	106
ENSG00000106809	OGN	0	0	0	103	2	0
ENSG00000106819	ASPN	0	0	0	4	0	0
ENSG00000106823	ECM2	1	0	0	1	0	1
ENSG00000106829	TLE4	1163	811	855	1504	1473	1769
ENSG00000106852	LHX6	16	16	11	5	9	4
ENSG00000106853	PTGR1	994	844	842	1181	1242	1282
ENSG00000106868	SUSD1	85	82	76	870	860	950
ENSG00000106927	AMBP	38	38	26	0	2	0
ENSG00000106948	AKNA	818	850	907	393	462	471
ENSG00000106952	TNFSF8	0	0	0	2	1	1
ENSG00000106976	DNM1	918	671	689	180	70	89
ENSG00000106991	ENG	31	33	37	107	78	73
ENSG00000106992	AK1	39	28	23	36	20	31
ENSG00000106993	CDC37L1	752	786	768	338	402	398
ENSG00000107014	RLN2	34	42	35	10	9	13
ENSG00000107018	RLN1	7	4	10	0	2	1
ENSG00000107020	PLGRKT	303	342	328	244	256	259
ENSG00000107021	TBC1D13	852	885	815	616	565	657
ENSG00000107036	RIC1	727	741	701	1485	1537	1599
ENSG00000107077	KDM4C	543	533	569	200	193	224
ENSG00000107099	DOCK8	81	57	59	218	137	167
ENSG00000107104	KANK1	986	870	822	2031	2231	2908
ENSG00000107105	ELAVL2	160	190	212	834	470	601
ENSG00000107130	NCS1	1019	820	892	1555	1472	1532
ENSG00000107140	TESK1	325	455	414	1014	875	1041
ENSG00000107147	KCNT1	12	4	5	1	0	0
ENSG00000107159	CA9	10	12	14	0	0	2
ENSG00000107164	FUBP3	2854	2819	2833	1547	1554	1869
ENSG00000107165	TYRP1	1	2	8	34	13	19
ENSG00000107175	CREB3	843	900	830	1482	1600	1813
ENSG00000107185	RGP1	1261	1207	1190	1443	1372	1540
ENSG00000107186	MPDZ	1534	1372	1343	2646	3149	3984
ENSG00000107187	LHX3	2	2	0	1	1	0
ENSG00000107201	DDX58	585	419	493	397	430	378
ENSG00000107223	EDF1	2883	3104	3075	2041	2217	2433
ENSG00000107242	PIP5K1B	148	173	187	54	70	63
ENSG00000107249	GLIS3	9	5	1	1036	962	1035
ENSG00000107262	BAG1	1045	995	877	537	557	619
ENSG00000107263	RAPGEF1	2129	2260	1970	1789	1912	2102
ENSG00000107281	NPDC1	499	505	471	200	197	231
ENSG00000107282	APBA1	59	73	72	16	29	32
ENSG00000107290	SETX	4074	3314	2866	2353	2565	2864
ENSG00000107295	SH3GL2	139	156	130	1	0	1
ENSG00000107317	PTGDS	6	5	7	1	1	3
ENSG00000107331	ABCA2	150	151	147	348	243	293
ENSG00000107338	SHB	296	148	159	481	370	494
ENSG00000107341	UBE2R2	2786	2625	2569	2245	2303	2409
ENSG00000107362	ABHD17B	1769	1475	1505	422	316	399
ENSG00000107371	EXOSC3	861	974	935	247	271	273
ENSG00000107372	ZFAND5	9275	8997	8472	6919	7257	7237
ENSG00000107404	DVL1	1349	1418	1360	1104	927	1075
ENSG00000107438	PDLIM1	3401	3356	3632	9939	11381	11384
ENSG00000107443	CCNJ	1420	973	1038	834	848	978
ENSG00000107447	DNTT	0	3	0	0	0	0
ENSG00000107485	GATA3	12	8	6	2097	2006	2125
ENSG00000107518	ATRNL1	136	126	147	358	226	333
ENSG00000107521	HPS1	840	673	740	511	458	495
ENSG00000107537	PHYH	815	852	749	427	503	589
ENSG00000107551	RASSF4	510	293	368	1063	676	800
ENSG00000107554	DNMBP	1929	1641	1547	1602	1671	1775
ENSG00000107560	RAB11FIP2	833	669	610	552	604	595
ENSG00000107562	CXCL12	3112	1813	2320	1921	1904	2902
ENSG00000107566	ERLIN1	1206	1080	980	1348	1282	1319
ENSG00000107581	EIF3A	16158	14434	14440	8087	8574	9239
ENSG00000107593	PKD2L1	5	11	6	0	0	0
ENSG00000107611	CUBN	16	10	9	23	31	32
ENSG00000107614	TRDMT1	639	563	538	125	135	136
ENSG00000107625	DDX50	2196	1863	1897	1143	1195	1323
ENSG00000107643	MAPK8	1485	1251	1166	924	926	969
ENSG00000107651	SEC23IP	2678	2556	2436	1674	1862	1945
ENSG00000107669	ATE1	827	947	848	501	588	607
ENSG00000107672	NSMCE4A	1285	1238	1186	361	330	369
ENSG00000107679	PLEKHA1	1922	1375	1357	1389	1467	1382
ENSG00000107719	PALD1	447	553	587	21	5	5
ENSG00000107731	UNC5B	1076	675	783	212	218	270
ENSG00000107736	CDH23	101	52	43	9	2	0
ENSG00000107738	C10orf54	2	2	0	158	87	93
ENSG00000107742	SPOCK2	30	47	40	9	7	7
ENSG00000107745	MICU1	1331	1431	1303	730	694	800
ENSG00000107758	PPP3CB	1669	1606	1596	1418	1329	1569
ENSG00000107771	CCSER2	760	874	762	1558	1657	1546
ENSG00000107779	BMPR1A	2792	2438	2480	1224	1166	1373
ENSG00000107789	MINPP1	900	909	903	841	775	827
ENSG00000107796	ACTA2	106	84	71	10736	11558	13226
ENSG00000107798	LIPA	689	599	596	1538	1651	1613
ENSG00000107807	TLX1	0	0	1	0	0	0
ENSG00000107815	C10orf2	820	884	848	211	194	199
ENSG00000107816	LZTS2	1802	1510	1619	1364	1151	1233
ENSG00000107819	SFXN3	173	109	109	1062	1038	1071
ENSG00000107821	KAZALD1	6	9	10	75	66	71
ENSG00000107829	FBXW4	793	887	866	457	457	529
ENSG00000107831	FGF8	14	10	22	1	0	0
ENSG00000107833	NPM3	995	1230	1350	279	275	306
ENSG00000107854	TNKS2	3907	3453	3116	2835	3118	3157
ENSG00000107859	PITX3	0	0	0	2	0	0
ENSG00000107862	GBF1	1768	1818	1508	2425	2229	2690
ENSG00000107863	ARHGAP21	1973	1842	1645	2820	2874	3145
ENSG00000107864	CPEB3	75	67	77	46	54	46
ENSG00000107872	FBXL15	166	165	174	117	107	137
ENSG00000107874	CUEDC2	814	625	702	513	582	638
ENSG00000107882	SUFU	446	343	331	537	460	485
ENSG00000107890	ANKRD26	613	501	444	425	396	381
ENSG00000107897	ACBD5	864	943	795	918	1026	938
ENSG00000107902	LHPP	259	272	255	101	101	123
ENSG00000107929	LARP4B	1707	1698	1633	1543	1515	1676
ENSG00000107937	GTPBP4	3334	3833	3284	1763	1743	1915
ENSG00000107938	EDRF1	1358	1320	1179	460	477	488
ENSG00000107949	BCCIP	3783	3904	3613	851	777	861
ENSG00000107951	MTPAP	1234	1140	1092	415	365	411
ENSG00000107954	NEURL1	18	36	28	54	63	30
ENSG00000107957	SH3PXD2A	718	455	618	6673	5638	5364
ENSG00000107959	PITRM1	1514	1556	1423	1784	1870	2016
ENSG00000107960	OBFC1	242	287	239	234	260	292
ENSG00000107968	MAP3K8	113	107	132	127	112	139
ENSG00000107984	DKK1	4	1	1	137	27	23
ENSG00000108001	EBF3	176	49	63	5	3	4
ENSG00000108010	GLRX3	3173	3630	3326	1399	1477	1455
ENSG00000108018	SORCS1	175	235	229	26	9	10
ENSG00000108021	FAM208B	2794	2629	2282	1914	1799	1897
ENSG00000108039	XPNPEP1	949	1105	1014	1668	1613	1752
ENSG00000108055	SMC3	7849	7020	6685	1589	1505	1734
ENSG00000108061	SHOC2	1431	1414	1316	1315	1451	1522
ENSG00000108064	TFAM	3271	3047	2886	958	929	983
ENSG00000108091	CCDC6	5727	4711	4711	2043	2263	2348
ENSG00000108094	CUL2	1931	1802	1800	1116	1230	1250
ENSG00000108100	CCNY	1555	1541	1463	1560	1765	1843
ENSG00000108106	UBE2S	1770	2551	2474	556	459	559
ENSG00000108107	RPL28	7432	8311	8122	4493	4616	4831
ENSG00000108175	ZMIZ1	6428	3786	4586	3113	2193	2481
ENSG00000108176	DNAJC12	8	44	24	14	3	5
ENSG00000108179	PPIF	1101	1036	1097	636	569	540
ENSG00000108187	PBLD	70	44	28	139	172	152
ENSG00000108219	TSPAN14	1776	1145	1226	5439	4232	4473
ENSG00000108231	LGI1	8	0	1	219	186	364
ENSG00000108239	TBC1D12	163	108	148	408	437	452
ENSG00000108242	CYP2C18	0	1	3	3	2	3
ENSG00000108244	KRT23	1	0	0	900	187	240
ENSG00000108255	CRYBA1	0	0	0	0	2	1
ENSG00000108256	NUFIP2	6797	6083	6084	2938	3065	3128
ENSG00000108262	GIT1	1594	1290	1361	881	802	971
ENSG00000108298	RPL19	21642	23003	22709	8102	9530	9740
ENSG00000108306	FBXL20	492	334	382	403	383	367
ENSG00000108309	RUNDC3A	80	72	107	14	8	9
ENSG00000108312	UBTF	5435	4273	4516	1852	1804	2101
ENSG00000108344	PSMD3	5319	6682	5574	2124	1976	2231
ENSG00000108349	CASC3	4419	4229	3926	1599	1769	1899
ENSG00000108352	RAPGEFL1	575	256	386	57	52	54
ENSG00000108370	RGS9	169	149	166	142	135	134
ENSG00000108375	RNF43	54	50	40	142	68	76
ENSG00000108379	WNT3	19	14	21	285	192	261
ENSG00000108381	ASPA	0	4	4	1	1	0
ENSG00000108384	RAD51C	287	368	282	211	171	175
ENSG00000108387	SEPT4	123	116	97	10	5	4
ENSG00000108389	MTMR4	1176	1082	963	818	758	835
ENSG00000108395	TRIM37	2637	2395	2261	770	830	730
ENSG00000108405	P2RX1	35	41	60	0	0	0
ENSG00000108406	DHX40	1189	987	987	762	721	771
ENSG00000108423	TUBD1	467	483	448	140	99	122
ENSG00000108424	KPNB1	23714	21417	21187	8102	7854	8634
ENSG00000108433	GOSR2	531	516	474	536	555	614
ENSG00000108439	PNPO	119	146	153	84	90	87
ENSG00000108443	RPS6KB1	1124	1033	995	755	734	819
ENSG00000108448	TRIM16L	69	77	79	140	137	118
ENSG00000108465	CDK5RAP3	1954	1579	1496	1407	1292	1415
ENSG00000108468	CBX1	6314	5743	5761	2752	2758	2964
ENSG00000108469	RECQL5	807	656	627	377	315	381
ENSG00000108474	PIGL	235	223	237	200	160	181
ENSG00000108479	GALK1	239	212	197	217	244	286
ENSG00000108506	INTS2	1065	863	777	427	399	417
ENSG00000108509	CAMTA2	364	432	352	684	674	748
ENSG00000108510	MED13	2048	1856	1573	1906	1913	2075
ENSG00000108511	HOXB6	0	0	0	40	1	0
ENSG00000108515	ENO3	284	278	233	107	96	104
ENSG00000108516	na	0	0	0	0	0	0
ENSG00000108518	PFN1	15149	18443	17813	13070	12247	13174
ENSG00000108523	RNF167	2498	3096	2896	1287	1278	1511
ENSG00000108528	SLC25A11	1078	1471	1271	696	714	776
ENSG00000108551	RASD1	49	55	60	26	7	2
ENSG00000108556	CHRNE	11	6	5	14	21	18
ENSG00000108557	RAI1	27	11	26	1126	837	1196
ENSG00000108559	NUP88	2357	2555	2412	589	513	575
ENSG00000108561	C1QBP	5543	6670	5980	1088	1075	1147
ENSG00000108576	SLC6A4	3	3	3	77	48	76
ENSG00000108578	BLMH	2086	2279	2062	1024	980	1074
ENSG00000108582	CPD	3328	2764	2690	3836	3543	3496
ENSG00000108587	GOSR1	1384	1489	1365	1084	1134	1276
ENSG00000108588	CCDC47	3286	3220	3024	2229	2120	2322
ENSG00000108590	MED31	116	120	106	130	108	108
ENSG00000108591	DRG2	764	866	801	488	459	514
ENSG00000108592	FTSJ3	2762	3254	2762	1057	987	1110
ENSG00000108599	AKAP10	725	620	590	607	564	662
ENSG00000108602	ALDH3A1	8	11	11	1	0	0
ENSG00000108604	SMARCD2	1722	1779	1860	1099	1055	1298
ENSG00000108622	ICAM2	1	4	4	0	0	1
ENSG00000108639	SYNGR2	658	693	727	1138	1209	1518
ENSG00000108641	B9D1	390	415	402	89	64	87
ENSG00000108651	UTP6	2350	2598	2311	1139	1095	1181
ENSG00000108654	DDX5	19192	18179	17771	14352	13509	14630
ENSG00000108666	C17orf75	956	913	927	405	424	418
ENSG00000108669	CYTH1	405	241	341	925	1021	1063
ENSG00000108671	PSMD11	4926	6567	5366	2114	2051	2162
ENSG00000108679	LGALS3BP	1170	799	820	3934	3964	4698
ENSG00000108684	ASIC2	15	10	18	3	4	2
ENSG00000108688	CCL7	0	0	0	1	0	0
ENSG00000108691	CCL2	12	8	6	320	166	285
ENSG00000108702	CCL1	0	0	0	0	0	0
ENSG00000108733	PEX12	189	176	182	136	147	171
ENSG00000108771	DHX58	20	28	16	8	14	7
ENSG00000108773	KAT2A	1069	1144	1067	475	427	426
ENSG00000108774	RAB5C	546	710	565	734	783	874
ENSG00000108784	NAGLU	408	497	397	570	473	628
ENSG00000108785	HSD17B1P1	2	0	0	2	0	1
ENSG00000108786	HSD17B1	22	18	13	29	26	26
ENSG00000108788	MLX	753	963	873	528	516	565
ENSG00000108797	CNTNAP1	209	150	133	247	245	226
ENSG00000108798	ABI3	25	26	24	1	0	0
ENSG00000108799	EZH1	1006	872	810	383	368	417
ENSG00000108813	DLX4	33	11	8	15	12	20
ENSG00000108819	PPP1R9B	710	419	475	1763	1418	1625
ENSG00000108821	COL1A1	4715	3824	4284	288934	181883	253169
ENSG00000108823	SGCA	3	1	4	4	2	1
ENSG00000108825	PTGES3L-AARSD1	0	0	0	1	0	0
ENSG00000108826	MRPL27	800	829	864	415	428	483
ENSG00000108828	VAT1	8895	9295	8728	4131	4463	4463
ENSG00000108829	LRRC59	3359	3385	3276	4140	4373	4788
ENSG00000108830	RND2	2475	1802	1982	81	62	78
ENSG00000108839	ALOX12	53	70	54	5	2	2
ENSG00000108840	HDAC5	1683	1539	1550	403	318	472
ENSG00000108846	ABCC3	7	4	3	14	11	4
ENSG00000108848	LUC7L3	6884	5418	5708	2684	2331	2545
ENSG00000108849	PPY	0	0	0	0	0	0
ENSG00000108852	MPP2	538	505	511	73	29	54
ENSG00000108854	SMURF2	1144	861	911	1961	2096	1955
ENSG00000108861	DUSP3	957	1313	1172	2012	2382	2300
ENSG00000108878	CACNG1	0	0	0	5	8	3
ENSG00000108883	EFTUD2	3967	4382	3955	1672	1601	1811
ENSG00000108924	HLF	7	3	3	1	0	1
ENSG00000108932	SLC16A6	45	37	37	197	304	373
ENSG00000108946	PRKAR1A	3743	3829	3813	4245	4225	4326
ENSG00000108947	EFNB3	348	275	352	311	300	351
ENSG00000108950	FAM20A	1430	724	985	15	19	46
ENSG00000108953	YWHAE	23606	22980	23061	10188	10506	11696
ENSG00000108958	na	0	2	0	0	0	0
ENSG00000108960	MMD	797	592	636	746	685	744
ENSG00000108961	RANGRF	398	434	513	227	206	237
ENSG00000108963	DPH1	294	365	390	215	173	210
ENSG00000108984	MAP2K6	455	277	287	53	29	40
ENSG00000109016	DHRS7B	337	299	324	287	246	273
ENSG00000109046	WSB1	4244	3674	3372	4841	4246	4297
ENSG00000109047	RCVRN	0	0	1	1	0	0
ENSG00000109061	MYH1	0	1	1	0	0	0
ENSG00000109062	SLC9A3R1	3409	1689	2056	1374	509	661
ENSG00000109063	MYH3	103	137	94	30	21	21
ENSG00000109065	NAT9	711	636	697	579	614	688
ENSG00000109066	TMEM104	529	433	495	624	513	637
ENSG00000109072	VTN	2	3	2	199	16	13
ENSG00000109079	TNFAIP1	567	504	569	2403	2442	2669
ENSG00000109083	IFT20	395	381	386	535	523	572
ENSG00000109084	TMEM97	1944	1501	1548	512	550	614
ENSG00000109089	CDR2L	952	834	811	815	748	746
ENSG00000109099	PMP22	25	30	20	943	459	547
ENSG00000109101	FOXN1	1	1	0	0	0	0
ENSG00000109103	UNC119	480	474	511	325	303	316
ENSG00000109107	ALDOC	331	412	416	21	21	27
ENSG00000109111	SUPT6H	4946	5014	4455	2465	2516	2942
ENSG00000109113	RAB34	2033	2344	2376	1681	1692	1899
ENSG00000109118	PHF12	2055	2193	1899	938	731	865
ENSG00000109132	PHOX2B	0	0	0	2	0	0
ENSG00000109133	TMEM33	2143	1954	1939	1482	1249	1387
ENSG00000109158	GABRA4	0	1	1	5	1	3
ENSG00000109163	GNRHR	0	0	0	2	0	0
ENSG00000109171	SLAIN2	1119	1183	1060	1559	1689	1711
ENSG00000109180	OCIAD1	3164	3264	3347	2410	2295	2374
ENSG00000109182	CWH43	0	0	1	0	0	0
ENSG00000109184	DCUN1D4	1542	1444	1359	935	859	851
ENSG00000109189	USP46	1819	1484	1503	1097	1170	1199
ENSG00000109193	SULT1E1	0	1	0	0	1	0
ENSG00000109205	ODAM	0	0	0	1	0	0
ENSG00000109220	CHIC2	163	239	205	342	361	404
ENSG00000109255	NMU	295	434	478	6	4	3
ENSG00000109265	KIAA1211	721	519	474	253	244	378
ENSG00000109270	LAMTOR3	1066	1054	1012	1029	1114	1224
ENSG00000109272	PF4V1	1	1	0	0	0	0
ENSG00000109320	NFKB1	243	228	220	797	910	991
ENSG00000109321	AREG	0	0	0	2	2	2
ENSG00000109323	MANBA	1135	870	890	6840	9464	9059
ENSG00000109332	UBE2D3	8579	8912	8613	7808	8536	8636
ENSG00000109339	MAPK10	73	43	56	25	9	4
ENSG00000109381	ELF2	1221	1055	1046	659	649	788
ENSG00000109390	NDUFC1	840	842	852	377	369	404
ENSG00000109424	UCP1	4	5	1	2	0	0
ENSG00000109436	TBC1D9	38	28	21	1265	1258	1369
ENSG00000109445	ZNF330	754	758	702	457	510	536
ENSG00000109452	INPP4B	3	3	5	153	148	118
ENSG00000109458	GAB1	819	645	618	1168	1246	1216
ENSG00000109466	KLHL2	285	267	240	452	497	506
ENSG00000109472	CPE	578	392	423	11625	9831	10530
ENSG00000109475	RPL34	6540	6289	6547	3074	3562	3547
ENSG00000109501	WFS1	610	604	588	981	820	1007
ENSG00000109511	ANXA10	0	0	1	0	0	0
ENSG00000109519	GRPEL1	840	1072	882	401	519	571
ENSG00000109534	GAR1	926	980	945	499	466	508
ENSG00000109536	FRG1	679	684	675	330	394	404
ENSG00000109572	CLCN3	1937	1766	1632	2305	2331	2501
ENSG00000109576	AADAT	436	320	267	369	358	319
ENSG00000109586	GALNT7	5196	5194	5186	3858	3991	4044
ENSG00000109606	DHX15	9493	8497	8426	3544	3669	3886
ENSG00000109610	SOD3	44	73	49	38	7	15
ENSG00000109618	SEPSECS	364	311	311	238	298	254
ENSG00000109625	CPZ	30	1	20	51	43	49
ENSG00000109654	TRIM2	3571	2497	2683	605	522	536
ENSG00000109667	SLC2A9	4	5	3	22	12	11
ENSG00000109670	FBXW7	653	583	493	506	454	504
ENSG00000109674	NEIL3	234	256	233	57	42	45
ENSG00000109680	TBC1D19	78	116	82	287	262	260
ENSG00000109684	CLNK	1	0	1	2	0	2
ENSG00000109685	WHSC1	5444	4051	4129	1695	1521	1835
ENSG00000109686	SH3D19	1488	1845	1633	3066	3545	3776
ENSG00000109689	STIM2	573	471	466	818	713	782
ENSG00000109705	NKX3-2	0	0	0	17	13	16
ENSG00000109736	MFSD10	838	833	799	1003	664	861
ENSG00000109738	GLRB	19	6	13	97	73	86
ENSG00000109743	BST1	46	58	47	436	412	428
ENSG00000109756	RAPGEF2	1639	1451	1340	1577	1695	1705
ENSG00000109758	HGFAC	10	2	4	9	7	2
ENSG00000109762	SNX25	696	776	711	372	418	363
ENSG00000109771	LRP2BP	22	13	6	11	9	10
ENSG00000109775	UFSP2	816	848	762	411	395	413
ENSG00000109787	KLF3	753	701	701	1312	1452	1646
ENSG00000109790	KLHL5	895	780	738	1096	1064	1097
ENSG00000109794	FAM149A	182	134	175	36	33	27
ENSG00000109805	NCAPG	3688	3483	3341	727	505	512
ENSG00000109814	UGDH	2220	1802	1664	1396	1440	1539
ENSG00000109819	PPARGC1A	65	87	104	9	9	11
ENSG00000109832	DDX25	556	750	600	1	6	7
ENSG00000109846	CRYAB	3	5	3	42	11	12
ENSG00000109851	DBX1	3	2	1	0	1	0
ENSG00000109854	HTATIP2	961	878	950	1019	1003	1046
ENSG00000109861	CTSC	6799	5385	6076	638	289	295
ENSG00000109881	CCDC34	921	894	838	244	173	201
ENSG00000109906	ZBTB16	2	0	0	1	0	0
ENSG00000109911	ELP4	528	573	575	189	198	190
ENSG00000109917	ZPR1	1457	1636	1434	873	950	970
ENSG00000109919	MTCH2	2771	2834	2832	1350	1537	1572
ENSG00000109920	FNBP4	2459	2216	2084	1245	1095	1160
ENSG00000109927	TECTA	62	66	84	30	30	26
ENSG00000109929	SC5D	3503	2316	2778	1971	2407	2216
ENSG00000109943	CRTAM	0	0	0	1	1	0
ENSG00000109944	C11orf63	11	9	9	104	127	122
ENSG00000109956	B3GAT1	769	517	601	8	7	13
ENSG00000109971	HSPA8	42987	65673	45949	26305	29750	30554
ENSG00000109991	P2RX3	4	3	3	4	1	0
ENSG00000110002	VWA5A	547	604	582	636	856	1022
ENSG00000110011	DNAJC4	222	226	238	291	277	339
ENSG00000110013	SIAE	115	118	109	333	320	343
ENSG00000110025	SNX15	12	14	10	15	14	12
ENSG00000110031	LPXN	49	52	30	46	60	40
ENSG00000110042	DTX4	745	472	569	1258	1270	1261
ENSG00000110046	ATG2A	897	1001	883	513	382	506
ENSG00000110047	EHD1	895	766	745	3200	3080	3471
ENSG00000110048	OSBP	2545	2403	2301	2225	2573	2654
ENSG00000110057	UNC93B1	292	247	247	219	221	195
ENSG00000110060	PUS3	655	628	607	192	231	213
ENSG00000110063	DCPS	317	399	415	117	122	118
ENSG00000110066	SUV420H1	1519	1370	1335	1263	1248	1419
ENSG00000110074	FOXRED1	1176	1282	1265	407	278	382
ENSG00000110075	PPP6R3	4821	4400	4200	2262	2216	2443
ENSG00000110076	NRXN2	73	68	101	6	2	1
ENSG00000110077	MS4A6A	0	0	0	0	0	0
ENSG00000110079	MS4A4A	0	0	0	1	0	0
ENSG00000110080	ST3GAL4	215	229	224	228	133	152
ENSG00000110090	CPT1A	372	579	623	1320	1476	1788
ENSG00000110092	CCND1	9866	4606	6537	3572	2440	1583
ENSG00000110104	CCDC86	1064	1386	1244	310	280	400
ENSG00000110107	PRPF19	3434	4515	3879	1211	1167	1328
ENSG00000110108	TMEM109	362	289	313	1408	1045	1236
ENSG00000110148	CCKBR	151	58	101	72	63	75
ENSG00000110169	HPX	4	6	11	40	30	46
ENSG00000110171	TRIM3	196	260	240	299	279	319
ENSG00000110172	CHORDC1	2302	2486	2316	1008	1012	937
ENSG00000110195	FOLR1	7	1	5	101	74	43
ENSG00000110200	ANAPC15	639	655	650	324	374	370
ENSG00000110203	FOLR3	0	1	0	0	0	0
ENSG00000110218	PANX1	1749	1169	1417	1226	1300	1362
ENSG00000110237	ARHGEF17	250	190	198	2214	1978	2553
ENSG00000110243	APOA5	1	0	1	0	0	0
ENSG00000110244	APOA4	0	0	0	0	0	0
ENSG00000110245	APOC3	0	0	0	0	0	0
ENSG00000110274	CEP164	745	737	664	517	507	547
ENSG00000110315	RNF141	1201	1089	986	1278	1249	1339
ENSG00000110318	CEP126	154	193	141	72	49	61
ENSG00000110321	EIF4G2	33768	36272	33507	35049	35896	38826
ENSG00000110324	IL10RA	3	6	0	3	1	1
ENSG00000110328	GALNT18	75	75	58	61	20	30
ENSG00000110330	BIRC2	1315	1062	1177	2034	2245	2078
ENSG00000110344	UBE4A	2224	2119	2038	2031	1980	1958
ENSG00000110367	DDX6	5572	5785	5575	4902	5032	4978
ENSG00000110375	UPK2	4	5	4	37	24	28
ENSG00000110395	CBL	2911	2770	2673	1257	1276	1299
ENSG00000110400	PVRL1	2882	2335	2633	1092	739	806
ENSG00000110422	HIPK3	813	771	702	2018	2223	2327
ENSG00000110427	KIAA1549L	109	45	53	529	345	369
ENSG00000110429	FBXO3	1003	795	905	1182	1302	1166
ENSG00000110435	PDHX	1379	1592	1448	697	688	754
ENSG00000110436	SLC1A2	58	29	38	3	1	4
ENSG00000110442	COMMD9	742	823	691	510	501	546
ENSG00000110446	SLC15A3	77	192	151	28	54	44
ENSG00000110448	CD5	0	0	0	0	0	0
ENSG00000110455	ACCS	139	73	83	187	150	165
ENSG00000110492	MDK	9100	7713	7954	18046	16532	22807
ENSG00000110497	AMBRA1	1136	1119	1183	654	616	692
ENSG00000110514	MADD	1174	1040	1001	909	944	1016
ENSG00000110536	PTPMT1	121	105	101	199	199	223
ENSG00000110583	NAA40	1856	1968	1811	580	493	557
ENSG00000110619	CARS	2086	2265	2233	1314	1498	1522
ENSG00000110628	SLC22A18	64	65	53	169	179	203
ENSG00000110651	CD81	2881	3398	3505	5555	4708	5327
ENSG00000110660	SLC35F2	1148	944	960	2330	2359	2667
ENSG00000110665	C11orf21	0	0	0	0	0	0
ENSG00000110675	ELMOD1	13	16	10	47	50	121
ENSG00000110680	CALCA	117	151	137	1	0	0
ENSG00000110693	SOX6	3	1	4	125	9	18
ENSG00000110696	C11orf58	6888	6637	6748	2939	2870	2984
ENSG00000110697	PITPNM1	813	859	814	1672	1438	1679
ENSG00000110700	RPS13	8362	8021	8119	3094	3674	3666
ENSG00000110711	AIP	296	381	336	432	447	498
ENSG00000110713	NUP98	3834	3977	3554	2004	1835	2137
ENSG00000110717	NDUFS8	1228	1347	1236	639	498	666
ENSG00000110719	TCIRG1	236	233	168	1043	704	972
ENSG00000110721	CHKA	1730	1435	1712	465	377	439
ENSG00000110723	EXPH5	193	208	172	546	524	530
ENSG00000110756	HPS5	820	820	726	693	705	724
ENSG00000110768	GTF2H1	1136	1212	1049	925	865	888
ENSG00000110777	POU2AF1	5	1	5	1	1	0
ENSG00000110786	PTPN5	61	75	63	2	2	1
ENSG00000110799	VWF	2	8	3	5	7	6
ENSG00000110801	PSMD9	140	120	128	121	91	121
ENSG00000110811	P3H3	847	694	822	2029	1695	2193
ENSG00000110841	PPFIBP1	755	715	671	2997	3385	4135
ENSG00000110844	PRPF40B	717	726	705	421	395	490
ENSG00000110848	CD69	3	7	2	9	11	17
ENSG00000110851	PRDM4	774	753	637	977	937	1095
ENSG00000110852	CLEC2B	1	0	0	0	0	0
ENSG00000110871	COQ5	965	985	929	398	412	448
ENSG00000110876	SELPLG	2	4	3	66	85	64
ENSG00000110880	CORO1C	3663	3440	3581	6030	5822	6791
ENSG00000110881	ASIC1	31	19	25	38	23	34
ENSG00000110887	DAO	0	0	0	0	0	0
ENSG00000110888	CAPRIN2	832	882	828	500	521	584
