id	sym	Control_1	Control_2	Control_3	shEZH2_day4_1	shEZH2_day4_2	shEZH2_day4_3
ENSG00000142556	ZNF614	59	60	40	105	76	90
ENSG00000142583	SLC2A5	21	13	14	25	16	18
ENSG00000142599	RERE	3641	2303	2398	1912	1392	2270
ENSG00000142606	MMEL1	0	2	1	1	0	0
ENSG00000142611	PRDM16	36	28	27	32	28	41
ENSG00000142615	CELA2A	0	1	0	0	0	0
ENSG00000142619	PADI3	2	0	0	2	0	0
ENSG00000142621	FHAD1	0	1	0	1	0	0
ENSG00000142623	PADI1	9	3	6	1	3	1
ENSG00000142627	EPHA2	3638	2822	2890	3148	2318	3413
ENSG00000142632	ARHGEF19	463	365	402	323	271	378
ENSG00000142634	EFHD2	2853	2430	2562	1488	1291	1743
ENSG00000142655	PEX14	810	627	750	396	343	494
ENSG00000142657	PGD	3947	3051	3083	2073	1693	2272
ENSG00000142661	MYOM3	2	1	2	0	0	0
ENSG00000142669	SH3BGRL3	9784	8226	9471	6190	5401	7510
ENSG00000142675	CNKSR1	3	0	1	4	5	1
ENSG00000142676	RPL11	14123	12782	11382	11533	8784	11162
ENSG00000142684	ZNF593	0	1	1	0	0	0
ENSG00000142686	C1orf216	613	460	436	443	361	463
ENSG00000142687	KIAA0319L	1594	1038	1048	1880	1382	1731
ENSG00000142694	EVA1B	1314	1107	1359	1128	979	1477
ENSG00000142698	C1orf94	0	2	0	2	1	0
ENSG00000142700	DMRTA2	5	5	7	12	11	7
ENSG00000142731	PLK4	175	151	115	85	60	66
ENSG00000142733	MAP3K6	904	727	807	498	341	519
ENSG00000142748	FCN3	0	2	0	2	0	0
ENSG00000142751	GPN2	956	800	849	656	562	870
ENSG00000142765	SYTL1	7	6	10	5	7	5
ENSG00000142784	WDTC1	1746	1257	1421	1280	1005	1405
ENSG00000142794	NBPF3	518	350	308	301	214	341
ENSG00000142798	HSPG2	17503	12398	11155	9067	5132	7038
ENSG00000142856	ITGB3BP	134	106	76	105	73	71
ENSG00000142864	SERBP1	7059	5205	4491	4039	2938	3526
ENSG00000142867	BCL10	319	255	210	359	250	287
ENSG00000142871	CYR61	30953	23678	22126	8183	6266	8740
ENSG00000142875	PRKACB	262	208	160	654	444	433
ENSG00000142892	PIGK	410	259	216	549	398	393
ENSG00000142910	TINAGL1	893	628	656	305	286	391
ENSG00000142920	AZIN2	106	74	75	192	167	214
ENSG00000142937	RPS8	20380	18334	16089	15789	12406	15221
ENSG00000142945	KIF2C	2213	1791	1568	579	403	477
ENSG00000142949	PTPRF	17397	11990	12009	6784	4945	7277
ENSG00000142959	BEST4	5	4	3	5	7	1
ENSG00000142961	MOB3C	239	145	132	257	197	291
ENSG00000143013	LMO4	4702	3989	3494	1119	929	1065
ENSG00000143028	SYPL2	8	4	5	7	9	7
ENSG00000143033	MTF2	157	128	117	348	215	272
ENSG00000143036	SLC44A3	17	13	11	10	5	7
ENSG00000143061	IGSF3	6	6	4	11	6	5
ENSG00000143067	ZNF697	283	220	177	731	498	649
ENSG00000143079	CTTNBP2NL	1268	880	737	513	323	378
ENSG00000143093	STRIP1	1238	893	874	768	552	780
ENSG00000143106	PSMA5	1601	1256	1110	1047	762	966
ENSG00000143107	FNDC7	3	0	0	0	1	0
ENSG00000143110	C1orf162	1	2	1	1	1	1
ENSG00000143126	CELSR2	681	462	455	518	381	561
ENSG00000143127	ITGA10	46	46	37	170	104	143
ENSG00000143147	GPR161	1315	886	844	585	365	459
ENSG00000143149	ALDH9A1	1573	1264	1087	1253	999	1267
ENSG00000143153	ATP1B1	786	544	462	345	215	277
ENSG00000143155	TIPRL	524	416	330	363	302	342
ENSG00000143156	NME7	113	86	90	163	102	149
ENSG00000143157	POGK	1504	1063	949	836	543	790
ENSG00000143158	MPC2	314	301	245	233	177	181
ENSG00000143162	CREG1	192	115	132	200	112	140
ENSG00000143164	DCAF6	1089	726	579	1126	792	836
ENSG00000143171	RXRG	0	0	1	0	0	0
ENSG00000143178	TBX19	23	10	11	27	12	27
ENSG00000143179	UCK2	1478	1131	1133	561	408	629
ENSG00000143183	TMCO1	1150	858	751	1275	927	1117
ENSG00000143190	POU2F1	94	57	54	96	64	78
ENSG00000143198	MGST3	1765	1797	1547	1581	1469	1587
ENSG00000143199	ADCY10	0	0	0	1	1	0
ENSG00000143207	RFWD2	652	492	350	567	455	474
ENSG00000143217	NECTIN4	0	2	0	2	2	3
ENSG00000143222	UFC1	829	563	481	832	624	710
ENSG00000143224	PPOX	258	207	222	242	209	234
ENSG00000143228	NUF2	275	276	216	183	98	109
ENSG00000143248	RGS5	13	11	5	20	9	14
ENSG00000143252	SDHC	2018	1687	1556	1833	1409	1716
ENSG00000143256	PFDN2	1420	1114	1081	723	622	818
ENSG00000143257	NR1I3	5	2	7	2	4	2
ENSG00000143258	USP21	448	368	366	344	247	299
ENSG00000143294	PRCC	1560	1288	1330	746	624	881
ENSG00000143303	RRNAD1	283	204	209	236	200	246
ENSG00000143314	MRPL24	1103	965	1059	475	412	626
ENSG00000143315	PIGM	271	188	176	165	105	153
ENSG00000143318	CASQ1	1	4	2	6	1	5
ENSG00000143319	ISG20L2	709	579	594	375	276	369
ENSG00000143320	CRABP2	277	244	268	422	351	513
ENSG00000143321	HDGF	9557	8201	8517	4297	3612	4924
ENSG00000143322	ABL2	1625	973	859	1454	988	1272
ENSG00000143324	XPR1	814	505	435	1137	742	884
ENSG00000143333	RGS16	0	1	5	4	2	4
ENSG00000143337	TOR1AIP1	694	479	390	351	224	248
ENSG00000143340	FAM163A	0	0	0	1	0	0
ENSG00000143341	HMCN1	45	30	25	107	45	55
ENSG00000143344	RGL1	369	300	236	528	344	434
ENSG00000143353	LYPLAL1	70	63	52	55	45	46
ENSG00000143355	LHX9	4	4	2	0	0	0
ENSG00000143363	PRUNE1	221	167	133	190	163	193
ENSG00000143367	TUFT1	865	632	595	314	325	413
ENSG00000143368	SF3B4	2053	1795	1739	804	657	860
ENSG00000143369	ECM1	1615	1321	1344	2228	1819	2351
ENSG00000143373	ZNF687	807	572	611	752	605	872
ENSG00000143374	TARS2	763	555	585	548	410	595
ENSG00000143375	CGN	19	12	10	10	11	11
ENSG00000143376	SNX27	664	411	356	427	257	381
ENSG00000143379	SETDB1	457	366	344	473	302	435
ENSG00000143382	ADAMTSL4	421	311	336	1038	754	1256
ENSG00000143384	MCL1	4655	3021	2674	9357	5809	7430
ENSG00000143387	CTSK	162	118	90	178	126	139
ENSG00000143390	RFX5	619	448	367	291	191	320
ENSG00000143393	PI4KB	2526	2022	2064	2252	1788	2544
ENSG00000143398	PIP5K1A	2461	1884	1608	1474	1059	1506
ENSG00000143401	ANP32E	930	776	656	1089	750	815
ENSG00000143409	FAM63A	211	125	120	229	160	226
ENSG00000143412	ANXA9	28	24	14	42	23	68
ENSG00000143416	SELENBP1	367	244	293	234	217	326
ENSG00000143418	CERS2	3274	2442	2488	838	548	895
ENSG00000143420	ENSA	2075	1700	1620	1662	1202	1590
ENSG00000143429	AC027612.6	52	14	20	24	12	19
ENSG00000143434	SEMA6C	182	115	128	231	188	246
ENSG00000143436	MRPL9	853	736	669	374	259	332
ENSG00000143437	ARNT	994	660	630	966	658	848
ENSG00000143442	POGZ	1079	762	669	498	299	472
ENSG00000143443	C1orf56	74	46	66	59	54	73
ENSG00000143450	OAZ3	3	0	6	1	2	2
ENSG00000143457	GOLPH3L	245	152	154	219	180	214
ENSG00000143458	GABPB2	187	126	88	102	55	78
ENSG00000143466	IKBKE	423	310	339	338	223	304
ENSG00000143469	SYT14	16	4	7	32	10	15
ENSG00000143473	KCNH1	66	43	31	24	13	22
ENSG00000143476	DTL	781	547	482	117	78	78
ENSG00000143479	DYRK3	260	210	192	103	72	103
ENSG00000143486	EIF2D	1434	1087	1105	690	530	799
ENSG00000143493	INTS7	322	263	167	170	141	147
ENSG00000143494	VASH2	39	26	25	92	66	82
ENSG00000143498	TAF1A	46	23	31	33	24	18
ENSG00000143499	SMYD2	1244	986	739	744	557	623
ENSG00000143502	SUSD4	13	10	13	9	5	9
ENSG00000143507	DUSP10	679	517	465	277	199	255
ENSG00000143512	HHIPL2	0	1	1	0	1	1
ENSG00000143514	TP53BP2	1472	892	783	869	570	707
ENSG00000143515	ATP8B2	2760	1995	1889	908	702	925
ENSG00000143537	ADAM15	2286	1878	1995	1361	1072	1422
ENSG00000143543	JTB	1980	1646	1648	1421	1150	1411
ENSG00000143545	RAB13	4404	3357	2947	5457	3931	5535
ENSG00000143549	TPM3	15384	13285	11416	4874	3917	4491
ENSG00000143552	NUP210L	0	2	0	0	0	1
ENSG00000143553	SNAPIN	717	597	596	536	421	562
ENSG00000143554	SLC27A3	191	132	152	193	143	169
ENSG00000143569	UBAP2L	5231	4015	4079	2583	1919	2604
ENSG00000143570	SLC39A1	3846	2945	3204	3671	3054	4263
ENSG00000143575	HAX1	1611	1385	1535	582	485	661
ENSG00000143578	CREB3L4	103	83	90	90	67	96
ENSG00000143590	EFNA3	11	15	19	19	11	17
ENSG00000143603	KCNN3	1	0	0	0	0	0
ENSG00000143612	C1orf43	3448	2728	2482	3782	2939	3510
ENSG00000143614	GATAD2B	539	466	311	432	344	470
ENSG00000143621	ILF2	5274	4545	4019	2377	2009	2334
ENSG00000143622	RIT1	364	259	205	823	586	653
ENSG00000143624	INTS3	1318	1037	955	884	678	923
ENSG00000143630	HCN3	49	39	30	74	42	53
ENSG00000143631	FLG	2	1	1	1	1	2
ENSG00000143632	ACTA1	0	1	0	0	1	1
ENSG00000143633	C1orf131	142	131	93	97	48	83
ENSG00000143641	GALNT2	10226	7565	7229	8364	6560	8992
ENSG00000143643	TTC13	228	162	160	61	45	67
ENSG00000143653	SCCPDH	1100	838	672	881	660	761
ENSG00000143669	LYST	75	43	32	172	94	111
ENSG00000143674	RP5-862P8.2	8	2	5	14	9	10
ENSG00000143702	CEP170	1121	776	657	1976	1162	1281
ENSG00000143727	ACP1	1616	1241	984	1102	804	912
ENSG00000143740	SNAP47	825	724	670	564	364	491
ENSG00000143742	SRP9	2090	1580	1336	1776	1272	1502
ENSG00000143748	NVL	307	246	198	190	112	141
ENSG00000143751	SDE2	510	372	302	438	339	422
ENSG00000143753	DEGS1	3051	2501	1909	1552	1194	1395
ENSG00000143756	FBXO28	540	392	256	662	447	508
ENSG00000143761	ARF1	17007	13229	14490	8567	6860	9876
ENSG00000143771	CNIH4	888	699	568	651	493	669
ENSG00000143772	ITPKB	82	53	73	52	43	33
ENSG00000143774	GUK1	5315	4578	5409	4071	3530	4590
ENSG00000143776	CDC42BPA	843	527	479	769	464	528
ENSG00000143786	CNIH3	50	54	39	287	227	285
ENSG00000143793	C1orf35	535	493	461	281	247	319
ENSG00000143797	MBOAT2	1179	855	705	839	549	619
ENSG00000143799	PARP1	4889	3827	3412	569	369	519
ENSG00000143801	PSEN2	234	180	207	143	156	158
ENSG00000143811	PYCR2	381	294	243	218	138	190
ENSG00000143815	LBR	1261	853	703	1051	695	791
ENSG00000143816	WNT9A	10	19	14	15	8	21
ENSG00000143819	EPHX1	473	367	329	279	236	325
ENSG00000143839	REN	41	28	37	62	60	58
ENSG00000143842	SOX13	212	135	140	157	111	155
ENSG00000143845	ETNK2	512	374	449	263	206	322
ENSG00000143847	PPFIA4	596	323	374	328	236	338
ENSG00000143850	PLEKHA6	2059	1450	1489	601	485	710
ENSG00000143851	PTPN7	1	0	0	0	0	0
ENSG00000143858	SYT2	3	0	1	2	0	9
ENSG00000143862	ARL8A	966	787	910	779	561	791
ENSG00000143867	OSR1	1217	1016	992	600	486	688
ENSG00000143869	GDF7	1	0	1	0	0	0
ENSG00000143870	PDIA6	6425	4824	4013	3580	2738	3389
ENSG00000143878	RHOB	6887	5172	5382	4869	3925	5265
ENSG00000143882	ATP6V1C2	20	14	9	13	6	7
ENSG00000143889	HNRNPLL	911	639	506	712	552	597
ENSG00000143891	GALM	353	276	268	209	171	155
ENSG00000143919	CAMKMT	41	32	18	31	28	28
ENSG00000143924	EML4	1062	644	601	595	367	436
ENSG00000143933	CALM2	7645	5972	4655	7146	5121	5390
ENSG00000143942	CHAC2	51	52	43	8	10	9
ENSG00000143947	RPS27A	7097	6281	5541	5910	4694	5330
ENSG00000143951	WDPCP	64	48	47	37	31	30
ENSG00000143952	VPS54	202	131	126	335	206	231
ENSG00000143970	ASXL2	660	371	336	661	419	518
ENSG00000143971	ETAA1	76	79	50	133	87	86
ENSG00000143977	SNRPG	854	773	731	382	313	381
ENSG00000143994	ABHD1	2	3	3	5	2	4
ENSG00000143995	MEIS1	881	619	513	735	489	682
ENSG00000144021	CIAO1	1707	1255	1179	934	726	952
ENSG00000144026	ZNF514	103	85	61	94	54	100
ENSG00000144028	SNRNP200	8283	6023	5642	4331	3106	4114
ENSG00000144029	MRPS5	1131	885	806	702	499	713
ENSG00000144031	ANKRD53	83	53	60	55	22	74
ENSG00000144034	TPRKB	259	195	192	168	143	162
ENSG00000144035	NAT8	0	0	0	1	0	0
ENSG00000144036	EXOC6B	807	544	438	918	599	714
ENSG00000144040	SFXN5	398	333	316	401	363	493
ENSG00000144043	TEX261	2353	1976	1847	1271	1067	1239
ENSG00000144048	DUSP11	360	282	229	401	267	337
ENSG00000144057	ST6GAL2	20	12	10	7	2	2
ENSG00000144061	NPHP1	35	33	21	36	14	13
ENSG00000144063	MALL	408	356	325	172	165	186
ENSG00000144115	THNSL2	165	118	154	144	117	204
ENSG00000144118	RALB	1665	1103	1094	1429	1037	1257
ENSG00000144120	TMEM177	184	165	172	91	78	99
ENSG00000144130	NT5DC4	0	1	0	0	0	0
ENSG00000144134	RABL2A	46	53	36	49	49	55
ENSG00000144136	SLC20A1	3308	2783	2302	2604	2025	2310
ENSG00000144152	FBLN7	99	71	82	43	24	44
ENSG00000144161	ZC3H8	51	35	30	51	46	54
ENSG00000144182	LIPT1	13	6	8	9	9	7
ENSG00000144199	FAHD2B	147	110	114	89	59	75
ENSG00000144214	LYG1	0	5	2	3	0	5
ENSG00000144218	AFF3	615	336	326	806	513	688
ENSG00000144224	UBXN4	1252	870	741	1368	889	1071
ENSG00000144228	SPOPL	120	92	74	229	168	149
ENSG00000144230	GPR17	13	16	5	1	2	0
ENSG00000144231	POLR2D	857	731	579	485	345	475
ENSG00000144233	AMMECR1L	1006	729	575	847	576	791
ENSG00000144278	GALNT13	1	0	1	3	1	3
ENSG00000144283	PKP4	1337	900	767	473	294	407
ENSG00000144285	SCN1A	0	0	1	0	0	0
ENSG00000144306	SCRN3	165	118	108	178	102	97
ENSG00000144320	KIAA1715	547	407	331	720	439	467
ENSG00000144331	ZNF385B	0	0	0	1	1	0
ENSG00000144339	TMEFF2	336	266	230	471	354	437
ENSG00000144354	CDCA7	620	541	421	42	38	44
ENSG00000144355	DLX1	35	32	48	15	12	20
ENSG00000144357	UBR3	334	264	219	796	452	558
ENSG00000144362	PHOSPHO2	4	3	0	6	6	4
ENSG00000144366	GULP1	183	146	96	141	123	118
ENSG00000144369	FAM171B	60	62	47	99	61	71
ENSG00000144381	HSPD1	6436	4689	4084	3490	2464	2716
ENSG00000144395	CCDC150	23	17	13	19	9	11
ENSG00000144401	METTL21A	242	184	163	157	125	170
ENSG00000144410	CPO	1	0	0	0	0	0
ENSG00000144426	NBEAL1	119	75	65	385	232	253
ENSG00000144445	KANSL1L	25	29	33	66	30	52
ENSG00000144451	SPAG16	132	108	98	160	112	145
ENSG00000144452	ABCA12	0	0	0	2	3	2
ENSG00000144455	SUMF1	908	686	624	927	716	926
ENSG00000144460	NYAP2	0	0	0	0	0	1
ENSG00000144468	RHBDD1	494	343	304	446	303	363
ENSG00000144476	ACKR3	83	56	49	55	35	61
ENSG00000144481	TRPM8	0	0	0	4	1	2
ENSG00000144485	HES6	73	57	78	43	30	48
ENSG00000144488	ESPNL	69	69	85	80	64	93
ENSG00000144504	ANKMY1	96	65	91	87	38	85
ENSG00000144524	COPS7B	915	698	803	471	379	529
ENSG00000144535	DIS3L2	518	381	371	297	251	291
ENSG00000144550	CPNE9	0	0	0	0	0	2
ENSG00000144554	FANCD2	566	442	339	202	118	128
ENSG00000144559	TAMM41	214	168	173	105	81	104
ENSG00000144560	VGLL4	532	372	332	224	191	220
ENSG00000144566	RAB5A	448	343	288	706	444	577
ENSG00000144567	FAM134A	2634	2040	2220	2444	1857	2741
ENSG00000144579	CTDSP1	2409	1977	2072	2103	1654	2492
ENSG00000144580	CNOT9	1427	1156	948	691	536	655
ENSG00000144583	MARCH4	2248	1736	1629	882	699	1012
ENSG00000144589	STK11IP	462	385	405	473	358	496
ENSG00000144591	GMPPA	1254	1017	1106	911	798	1107
ENSG00000144596	GRIP2	3	3	3	4	5	1
ENSG00000144597	EAF1	319	207	171	224	161	201
ENSG00000144619	CNTN4	1	0	0	1	0	2
ENSG00000144635	DYNC1LI1	959	720	672	527	376	421
ENSG00000144642	RBMS3	161	106	95	89	64	60
ENSG00000144645	OSBPL10	701	473	414	339	254	322
ENSG00000144647	POMGNT2	347	282	288	175	146	203
ENSG00000144648	ACKR2	0	2	0	1	0	1
ENSG00000144649	FAM198A	5	9	6	12	5	4
ENSG00000144655	CSRNP1	1029	760	927	959	753	1122
ENSG00000144659	SLC25A38	590	508	488	346	311	417
ENSG00000144668	ITGA9	16	8	7	54	34	42
ENSG00000144671	SLC22A14	2	2	0	3	1	1
ENSG00000144674	GOLGA4	361	325	282	887	510	705
ENSG00000144677	CTDSPL	747	559	454	603	401	586
ENSG00000144681	STAC	131	78	77	60	52	60
ENSG00000144711	IQSEC1	1046	758	763	516	384	584
ENSG00000144712	CAND2	379	274	269	138	104	144
ENSG00000144713	RPL32	11924	11009	9928	8417	6806	8633
ENSG00000144724	PTPRG	534	354	270	602	363	480
ENSG00000144730	IL17RD	68	40	35	115	55	96
ENSG00000144736	SHQ1	466	337	271	205	142	220
ENSG00000144741	SLC25A26	221	263	208	325	225	287
ENSG00000144744	UBA3	595	432	367	662	486	480
ENSG00000144746	ARL6IP5	2006	1493	1195	2049	1485	1697
ENSG00000144747	TMF1	281	195	186	708	405	585
ENSG00000144749	LRIG1	1975	1354	1242	1228	728	1070
ENSG00000144771	LRTM1	0	0	0	2	0	0
ENSG00000144791	LIMD1	1307	847	778	587	421	603
ENSG00000144792	ZNF660	16	16	20	31	21	25
ENSG00000144802	NFKBIZ	403	241	210	754	452	689
ENSG00000144810	COL8A1	2718	1708	1432	2329	1438	1917
ENSG00000144815	NXPE3	653	442	368	503	381	388
ENSG00000144821	MYH15	8	2	3	4	6	10
ENSG00000144824	PHLDB2	309	206	178	533	339	462
ENSG00000144827	ABHD10	452	386	287	439	371	377
ENSG00000144834	TAGLN3	71	76	41	111	68	111
ENSG00000144837	PLA1A	0	0	0	1	0	0
ENSG00000144840	RABL3	355	222	203	198	152	167
ENSG00000144843	ADPRH	94	71	64	52	40	35
ENSG00000144847	IGSF11	1	2	1	2	0	1
ENSG00000144848	ATG3	690	476	416	391	324	379
ENSG00000144852	NR1I2	0	1	0	0	0	0
ENSG00000144857	BOC	194	152	168	370	283	414
ENSG00000144867	SRPRB	1019	881	785	603	506	583
ENSG00000144868	TMEM108	69	36	32	29	33	36
ENSG00000144891	AGTR1	106	82	74	42	35	26
ENSG00000144893	MED12L	11	9	8	38	25	36
ENSG00000144895	EIF2A	627	476	371	523	331	376
ENSG00000144908	ALDH1L1	0	0	0	0	3	0
ENSG00000144909	OSBPL11	271	174	147	194	131	133
ENSG00000144935	TRPC1	135	74	57	306	178	199
ENSG00000144959	NCEH1	1506	1211	849	1164	845	908
ENSG00000145002	FAM86B2	13	16	8	4	6	7
ENSG00000145012	LPP	1782	1106	968	1216	603	818
ENSG00000145014	TMEM44	468	370	354	344	222	327
ENSG00000145016	RUBCN	657	506	501	488	336	493
ENSG00000145020	AMT	3	1	0	1	1	0
ENSG00000145022	TCTA	509	443	407	353	305	377
ENSG00000145040	UCN2	16	20	16	16	4	4
ENSG00000145041	DCAF1	812	585	470	235	163	199
ENSG00000145050	MANF	1825	1545	1397	865	693	857
ENSG00000145075	CCDC39	3	4	3	10	4	8
ENSG00000145087	STXBP5L	0	0	0	0	1	0
ENSG00000145088	EAF2	12	7	9	11	7	12
ENSG00000145107	TM4SF19	0	0	0	1	0	0
ENSG00000145147	SLIT2	1018	597	502	291	190	273
ENSG00000145191	EIF2B5	1273	997	1013	837	663	841
ENSG00000145192	AHSG	2	1	0	0	0	0
ENSG00000145194	ECE2	133	117	126	82	59	82
ENSG00000145198	VWA5B2	4	2	3	4	2	2
ENSG00000145214	DGKQ	816	587	624	533	442	612
ENSG00000145216	FIP1L1	362	265	215	239	157	224
ENSG00000145217	SLC26A1	59	56	37	30	30	34
ENSG00000145220	LYAR	288	226	223	143	84	111
ENSG00000145241	CENPC	69	49	38	88	65	69
ENSG00000145242	EPHA5	103	79	42	65	40	29
ENSG00000145244	CORIN	195	109	75	35	33	24
ENSG00000145246	ATP10D	676	439	375	616	383	447
ENSG00000145247	OCIAD2	484	415	371	307	255	380
ENSG00000145248	SLC10A4	0	1	0	1	3	1
ENSG00000145283	SLC10A6	1	0	0	1	1	1
ENSG00000145284	SCD5	209	127	120	153	118	136
ENSG00000145287	PLAC8	3	0	3	0	3	0
ENSG00000145293	ENOPH1	939	752	586	601	334	391
ENSG00000145331	TRMT10A	31	25	22	44	34	30
ENSG00000145332	KLHL8	202	139	117	197	123	142
ENSG00000145335	SNCA	18	9	12	147	100	156
ENSG00000145348	TBCK	146	89	95	229	125	166
ENSG00000145349	CAMK2D	1497	995	803	890	604	655
ENSG00000145354	CISD2	302	193	191	243	178	214
ENSG00000145358	DDIT4L	46	40	21	44	27	40
ENSG00000145362	ANK2	25	17	20	30	20	18
ENSG00000145365	TIFA	120	78	75	52	33	38
ENSG00000145375	SPATA5	170	130	99	75	54	50
ENSG00000145386	CCNA2	2126	1654	1288	400	283	275
ENSG00000145388	METTL14	149	130	102	230	139	161
ENSG00000145390	USP53	212	166	99	536	307	375
ENSG00000145391	SETD7	2026	1246	1064	1577	1015	1250
ENSG00000145414	NAF1	382	256	260	156	113	146
ENSG00000145416	MARCH1	17	8	11	16	15	15
ENSG00000145423	SFRP2	2	0	0	0	0	0
ENSG00000145425	RPS3A	7802	6856	5677	7685	6140	7220
ENSG00000145428	RNF175	0	0	0	1	0	0
ENSG00000145431	PDGFC	577	459	305	968	592	862
ENSG00000145439	CBR4	116	100	61	179	121	125
ENSG00000145476	CYP4V2	94	62	44	70	41	57
ENSG00000145491	ROPN1L	3	3	4	11	3	1
ENSG00000145494	NDUFS6	1768	1649	1689	843	772	1005
ENSG00000145495	MARCH6	2403	1712	1240	2185	1474	1839
ENSG00000145506	NKD2	2	2	3	41	28	50
ENSG00000145526	CDH18	1	1	1	0	0	0
ENSG00000145545	SRD5A1	532	406	353	192	161	209
ENSG00000145555	MYO10	10117	6208	5739	5457	3745	4789
ENSG00000145569	FAM105A	4	8	4	125	78	83
ENSG00000145592	RPL37	7028	6287	5579	6477	5052	7512
ENSG00000145604	SKP2	575	447	338	233	181	176
ENSG00000145623	OSMR	5158	3388	2644	5465	3569	4606
ENSG00000145632	PLK2	1809	1306	1072	2128	1391	1931
ENSG00000145642	FAM159B	1	0	0	0	0	0
ENSG00000145675	PIK3R1	166	100	112	227	148	170
ENSG00000145681	HAPLN1	61	38	39	38	28	18
ENSG00000145685	LHFPL2	391	292	243	252	201	231
ENSG00000145687	SSBP2	230	199	167	279	230	273
ENSG00000145692	BHMT	2	0	0	0	0	0
ENSG00000145700	ANKRD31	0	0	1	0	0	2
ENSG00000145703	IQGAP2	0	1	0	13	1	6
ENSG00000145708	CRHBP	0	2	0	2	0	2
ENSG00000145715	RASA1	632	436	395	527	319	388
ENSG00000145723	GIN1	14	13	11	38	29	29
ENSG00000145725	PPIP5K2	258	228	180	403	275	268
ENSG00000145730	PAM	7283	4806	3895	7174	5050	6035
ENSG00000145734	BDP1	180	162	155	410	269	336
ENSG00000145736	GTF2H2	58	53	47	34	23	22
ENSG00000145740	SLC30A5	698	506	371	659	418	546
ENSG00000145741	BTF3	6701	4914	4235	3482	2721	3222
ENSG00000145743	FBXL17	248	165	157	285	206	233
ENSG00000145757	SPATA9	5	4	7	7	2	0
ENSG00000145777	TSLP	24	17	16	62	35	53
ENSG00000145779	TNFAIP8	169	120	116	111	82	78
ENSG00000145780	FEM1C	398	267	223	389	305	338
ENSG00000145781	COMMD10	184	142	119	218	112	124
ENSG00000145782	ATG12	600	476	341	773	519	569
ENSG00000145808	ADAMTS19	0	0	0	8	12	12
ENSG00000145817	YIPF5	1439	1180	846	1739	1214	1539
ENSG00000145819	ARHGAP26	54	29	24	39	21	29
ENSG00000145824	CXCL14	1	1	1	1	1	0
ENSG00000145826	LECT2	0	0	0	0	0	1
ENSG00000145833	DDX46	762	592	541	681	425	540
ENSG00000145860	RNF145	2486	1666	1208	2029	1362	1620
ENSG00000145861	C1QTNF2	121	109	132	20	21	27
ENSG00000145868	FBXO38	540	350	294	782	518	587
ENSG00000145882	PCYOX1L	201	171	146	155	139	187
ENSG00000145888	GLRA1	1	0	0	0	0	0
ENSG00000145901	TNIP1	5044	4005	4476	2184	1747	2538
ENSG00000145907	G3BP1	3219	2421	1946	2067	1395	1626
ENSG00000145908	ZNF300	78	51	45	69	25	52
ENSG00000145911	N4BP3	13	6	8	9	7	13
ENSG00000145912	NHP2	1642	1352	1518	660	567	780
ENSG00000145916	RMND5B	667	503	552	367	288	411
ENSG00000145919	BOD1	1121	910	765	687	485	682
ENSG00000145920	CPLX2	0	0	1	0	0	0
ENSG00000145934	TENM2	173	127	98	11	13	10
ENSG00000145936	KCNMB1	1	1	0	0	0	0
ENSG00000145945	FAM50B	335	251	282	125	100	168
ENSG00000145949	MYLK4	14	8	0	14	6	10
ENSG00000145975	FAM217A	0	0	0	0	0	1
ENSG00000145979	TBC1D7	358	302	268	296	238	242
ENSG00000145982	FARS2	295	208	229	134	128	142
ENSG00000145990	GFOD1	38	34	28	12	7	15
ENSG00000145996	CDKAL1	223	160	163	122	114	131
ENSG00000146001	PCDHB18P	1	1	0	1	3	2
ENSG00000146005	PSD2	3	2	5	1	0	1
ENSG00000146006	LRRTM2	7	1	4	11	5	3
ENSG00000146007	ZMAT2	1402	1037	952	930	758	866
ENSG00000146013	GFRA3	0	0	2	1	0	0
ENSG00000146021	KLHL3	136	82	72	112	106	141
ENSG00000146038	DCDC2	0	0	0	1	2	0
ENSG00000146054	TRIM7	10	16	16	8	6	10
ENSG00000146063	TRIM41	760	572	663	453	395	486
ENSG00000146066	HIGD2A	328	275	293	266	202	272
ENSG00000146067	FAM193B	514	374	409	451	359	482
ENSG00000146072	TNFRSF21	325	233	219	721	481	716
ENSG00000146083	RNF44	630	455	464	920	736	1031
ENSG00000146085	MUT	302	174	175	418	267	246
ENSG00000146090	RASGEF1C	0	2	3	3	4	4
ENSG00000146094	DOK3	42	43	34	28	35	52
ENSG00000146109	ABT1	830	716	718	589	467	655
ENSG00000146112	PPP1R18	4356	3484	3608	2639	2054	3052
ENSG00000146122	DAAM2	647	434	487	272	201	294
ENSG00000146143	PRIM2	162	148	123	56	42	61
ENSG00000146147	MLIP	0	0	0	1	0	0
ENSG00000146151	HMGCLL1	0	0	1	12	4	3
ENSG00000146166	LGSN	1	0	0	1	0	0
ENSG00000146197	SCUBE3	483	377	316	182	152	186
ENSG00000146205	ANO7	147	108	104	121	91	128
ENSG00000146215	CRIP3	0	0	2	0	0	0
ENSG00000146216	TTBK1	1	0	1	1	2	0
ENSG00000146221	TCTE1	3	0	1	5	2	5
ENSG00000146223	RPL7L1	3703	2990	2320	2268	1677	2057
ENSG00000146232	NFKBIE	237	207	212	237	185	232
ENSG00000146233	CYP39A1	0	1	1	2	1	0
